Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189)
1.6744233829783296e-15,0.11224537200005053,0.9,0.0,0.0,0.0,0.0,0.09999999999954992,1.1527376997051603e-13,1.152353736114174e-13,7.96476094442723e-14,7.96476104411836e-14,6.898524477850441e-14,6.898527074523182e-14,6.898339033561876e-14,6.898339040683504e-14,6.151009977020278e-14,6.151009977020278e-14,5.5692326932587624e-14,5.569232762852642e-14,3.83456517509075e-17,4.90940869110127e-20,2.0768256073526644e-20,4.500729410562348e-21,1.7206477098158787e-22,3.296747240571417e-26,4.285237833493005e-21,1.7197324948797927e-22,3.3110697980932205e-22,1.011097171305067e-21,5.855451811768449e-26,3.77350165423534e-22,4.969148327897919e-31,2.598835794104779e-22,1.8275948871351613e-22,2.2797896177600927e-22
3.3503015212850506e-15,0.11224537200010108,0.9,0.0,0.0,0.0,0.0,0.09999999999909943,2.306476921060078e-13,2.305033001559881e-13,1.5936441624828896e-13,1.5936442032896441e-13,1.3803037276952061e-13,1.380304767734818e-13,1.380267130271435e-13,1.3802671331307865e-13,1.2307364011325071e-13,1.2307364011325071e-13,1.1143303902094167e-13,1.1143304186685313e-13,1.441883035187402e-16,1.9645212413160767e-19,8.312640475945604e-20,1.8014446468634175e-20,1.2996249576660575e-21,2.6393749501111076e-25,1.7151191866898414e-20,1.298892265384358e-21,1.3252908105900107e-21,4.046747363526537e-21,4.687623077354308e-25,1.3828795597966251e-21,7.521046941988492e-30,9.497785221790499e-22,6.711716179677092e-22,8.423171196588746e-22
6.702057797898493e-15,0.11224537200020221,0.9,0.0,0.0,0.0,0.0,0.09999999999819846,4.613955405091411e-13,4.608807382538661e-13,3.1879802607958686e-13,3.187980429780782e-13,2.761204731706185e-13,2.7612088977032876e-13,2.7611335514999134e-13,2.761133563000449e-13,2.462007207982372e-13,2.462007207982372e-13,2.2291446055711504e-13,2.2291447232970731e-13,5.13982820772402e-16,7.85708291601712e-19,3.3260794903022075e-19,7.207964700133852e-20,9.338930222494614e-21,2.1122582553825398e-24,6.862082491606574e-20,9.333067027655545e-21,5.302889531790358e-21,1.6190049753432096e-20,3.7510450531397154e-24,4.723516405984794e-21,1.0846945455441745e-28,3.2298704089281056e-21,2.3003209844775193e-21,2.915470307583188e-21
1.0053814074511936e-14,0.11224537200030334,0.9,0.0,0.0,0.0,0.0,0.09999999999729749,6.921433933881409e-13,6.911301502014346e-13,4.782316321341494e-13,4.78231668739539e-13,4.1421041799504956e-13,4.142113039086724e-13,4.1419999400982613e-13,4.141999964614903e-13,3.693278014821144e-13,3.693278014821144e-13,3.3439587945275374e-13,3.3439590494401563e-13,1.0114958924020494e-15,1.6693295760398213e-18,7.068508362729588e-19,1.5318156118656217e-19,2.5160740181959047e-20,6.040255567050444e-24,1.4582514689263515e-19,2.5143974401301107e-20,1.1269719329073254e-20,3.4403903302222826e-20,1.0725905532460051e-23,9.050015031579195e-21,3.804415720618498e-28,6.171465317625664e-21,4.416542043451909e-21,5.6319504071071635e-21
1.3405570351125377e-14,0.11224537200040449,0.9,0.0,0.0,0.0,0.0,0.09999999999639651,9.22891250997867e-13,9.21276083761297e-13,6.376652344119768e-13,6.376652977888014e-13,5.523002072470812e-13,5.523017193417496e-13,5.522866296044178e-13,5.52286633797415e-13,4.924548821648822e-13,4.924548821648822e-13,4.4587729570785787e-13,4.458773398331678e-13,1.612178289176213e-15,2.8471723938785692e-18,1.2058511626823494e-18,2.613191363009045e-19,5.037964007857808e-20,1.274119827142195e-23,2.4876170300286895e-19,5.03442760450726e-20,1.9225780221089698e-20,5.868685750985476e-20,2.2623760246943654e-23,1.4107515088558492e-20,9.25012886834952e-28,9.599104081173633e-21,6.896445006137528e-21,8.838520326477056e-21
2.010908290435226e-14,0.11224537200060675,0.9,0.0,0.0,0.0,0.0,0.09999999999459458,1.3843869778663725e-12,1.3813834936914791e-12,9.565324301038653e-13,9.565325639755828e-13,8.284794206454859e-13,8.284825535859884e-13,8.28459893125124e-13,8.284599018379401e-13,7.387090435278144e-13,7.387090435278144e-13,6.688401220208932e-13,6.688402152171341e-13,2.9972714406288425e-15,5.893027938188003e-18,2.4966377777277624e-18,5.410420620539647e-19,1.2671437973623578e-19,3.480145921707621e-23,5.150209445633806e-19,1.2661779221306482e-19,3.980650565892178e-20,1.2149207544103516e-19,6.178908601796978e-23,2.539180247904566e-20,3.022064064895876e-27,1.722309663444073e-20,1.2443047293539124e-20,1.6062447450206276e-20
2.6812595457579142e-14,0.112245372000809,0.9,0.0,0.0,0.0,0.0,0.09999999999279265,1.8458827234205513e-12,1.841252767278435e-12,1.2753996119073523e-12,1.275399843127594e-12,1.1046580619841408e-12,1.1046633934004168e-12,1.1046331446259636e-12,1.104633159488018e-12,9.849632048866673e-13,9.849632048866673e-13,8.918029386237416e-13,8.918030995975319e-13,4.61935592407058e-15,1.0019978925435468e-17,4.2461695646804744e-18,9.20176011016274e-19,2.4697581710856415e-19,7.281748769720946e-23,8.758925194222124e-19,2.46773731827968e-19,6.77023434814923e-20,2.0660349666288894e-19,1.292749421690939e-22,3.807513641006504e-20,7.149270182975531e-27,2.575960095184607e-20,1.8696018100097943e-20,2.427961641194623e-20
4.0219620564032906e-14,0.11224537200121351,0.9,0.0,0.0,0.0,0.0,0.09999999998918878,2.768874278690579e-12,2.7605938368481145e-12,1.9131339299096734e-12,1.9131344458659857e-12,1.6570134663938156e-12,1.6570250932015072e-12,1.6569796081291363e-12,1.6569796406695797e-12,1.4774715275909773e-12,1.4774715275909773e-12,1.337728539944581e-12,1.3377288992959602e-12,8.25722000807454e-15,2.1821271755607873e-17,9.251430361508618e-18,2.0048313922681843e-18,6.57075868216879e-19,2.299346537552842e-22,1.9082707442675994e-18,6.564378483445145e-19,1.475142922372023e-19,4.500121423057812e-19,4.0811338238682523e-22,6.523133259589509e-20,2.816377761634784e-26,4.396771497098286e-20,3.2124927024200343e-20,4.2093732276612896e-20
5.2285943159841296e-14,0.11224537200157758,0.9,0.0,0.0,0.0,0.0,0.0999999999859453,3.5995667516159946e-12,3.5877077758424756e-12,2.487094764719111e-12,2.487095638971105e-12,2.154131213846481e-12,2.15415064639273e-12,2.154091380761786e-12,2.154091435284165e-12,1.9207290180097607e-12,1.9207290180097607e-12,1.7390615452017538e-12,1.7390621543347732e-12,1.1820049795980972e-14,3.643884746268368e-17,1.5453400230984243e-17,3.3487993817696803e-18,1.227501907530187e-18,4.847297114998235e-22,3.1874552700672086e-18,1.2261570444739719e-18,2.464138988198275e-19,7.515082594015693e-19,8.60199897129864e-22,9.081103326886478e-20,6.655241438488003e-26,6.106732780767637e-20,4.480496526846228e-20,5.904351707941698e-20
6.435226575564969e-14,0.11224537200194165,0.9,0.0,0.0,0.0,0.0,0.09999999998270183,4.4302592949297655e-12,4.414704964587609e-12,3.0610555506719947e-12,3.06105688073987e-12,2.6512469494394227e-12,2.6512762224153597e-12,2.6512031110656167e-12,2.651203193347282e-12,2.3639865084141934e-12,2.3639865084141934e-12,2.140394516300476e-12,2.1403954433603657e-12,1.549555994988874e-14,5.485417481718974e-17,2.3268657396818557e-17,5.0423443866072464e-18,2.000053190552592e-18,8.817232345527482e-22,4.799393461522727e-18,1.9976071731318276e-18,3.7104658237863396e-19,1.1312932581607255e-18,1.564425848843213e-21,1.1665631690488472e-19,1.316626313866731e-25,7.832183122734066e-20,5.763068764763338e-20,7.625069514466641e-20
7.641858835145807e-14,0.11224537200230572,0.9,0.0,0.0,0.0,0.0,0.09999999997945835,5.260951908967703e-12,5.24165575907244e-12,3.6350162877141084e-12,3.6350181713846772e-12,3.148360671128355e-12,3.1484018215104227e-12,3.148314798996001e-12,3.1483149148183695e-12,2.8072439988042607e-12,2.8072439988042607e-12,2.541727453202844e-12,2.5417287665463596e-12,1.9213386235300967e-14,7.707057513762622e-17,3.269881988365791e-17,7.085807885372647e-18,2.9796683707822857e-18,1.4516725770427688e-21,6.744447049662596e-18,2.975641700528112e-18,5.214409013870693e-19,1.5893901750255263e-18,2.575228723645871e-21,1.4250977493643062e-19,2.3104651460915744e-25,9.557281689334062e-20,7.046634848178464e-20,9.349985877824994e-20
1.0055123354307485e-13,0.11224537200303386,0.9,0.0,0.0,0.0,0.0,0.09999999997297139,6.92233734949186e-12,6.895531553828622e-12,4.782937614976269e-12,4.782940899462469e-12,4.142582070129741e-12,4.142653089154519e-12,4.1425380476986e-12,4.142538247917298e-12,3.693758979541267e-12,3.693758979541267e-12,3.344393224355757e-12,3.3443955155511336e-12,2.6662587140040372e-14,1.32910143151005e-16,5.640588082166777e-17,1.2222878057909256e-17,5.5683838271322465e-18,3.2784425751475087e-21,1.163449770568725e-17,5.559292383685187e-18,8.995617411266853e-19,2.7403140425828096e-18,5.813575642695652e-21,1.9409524501625893e-19,5.747707844482269e-25,1.2999286943375284e-19,9.607861076933755e-20,1.2792987498935523e-19
1.488165239263084e-13,0.11224537200449008,0.9,0.0,0.0,0.0,0.0,0.09999999995999746,1.0245109646286637e-11,1.02031934421814e-11,7.078779290624685e-12,7.078787333798361e-12,6.13098458608391e-12,6.131156087141255e-12,6.13098369812992e-12,6.1309841817803035e-12,5.466788940727759e-12,5.466788940727759e-12,4.949724082272677e-12,4.949729697502163e-12,4.156908554900292e-14,3.2059412046608727e-16,1.3611866624387792e-16,2.9494383446612175e-17,1.4955308152702275e-17,1.41694111425035e-20,2.8081260117566775e-17,1.4916055483461734e-17,2.1713844282854764e-18,6.601606973352655e-18,2.5086160363823486e-20,2.9712185650410765e-19,2.9022657849142385e-24,1.9874047991574488e-19,1.47229905063113e-19,1.9669148384005986e-19
1.9708181430954197e-13,0.11224537200594638,0.9,0.0,0.0,0.0,0.0,0.09999999994702354,1.3567883075629163e-11,1.351080110485243e-11,9.374620183130301e-12,9.374634550631721e-12,8.119354890990557e-12,8.11965945524079e-12,8.119428671749304e-12,8.119429529743882e-12,7.2398189016842176e-12,7.2398189016842176e-12,6.5550543926490504e-12,6.55506442658127e-12,5.646456611585474e-14,5.690405693377772e-16,2.4165683710698565e-16,5.236005543693112e-17,2.771838829240663e-17,3.350365893177658e-20,4.986159268521854e-17,2.7625634289445242e-17,3.855694362726184e-18,1.1705028277675499e-17,5.925755985114149e-20,4.001433386898983e-19,7.215821524951362e-24,2.6748697132808457e-19,1.9837711750263746e-19,2.65440000284669e-19
2.936123950760091e-13,0.11224537200885891,0.9,0.0,0.0,0.0,0.0,0.09999999992107568,2.0213434464483772e-11,2.0125762368368777e-11,1.3966298835572471e-11,1.3966332114182786e-11,1.2095966758285655e-11,1.2096667671841112e-11,1.2096315916722122e-11,1.2096317882074513e-11,1.0785878822677011e-11,1.0785878822677011e-11,9.765712823241117e-12,9.76573607323543e-12,8.624889543604018e-14,1.3087060558629934e-15,5.55941709484945e-16,1.2044299950929553e-16,6.679150064359299e-17,1.2245218190654532e-19,1.1475625664484857e-16,6.645306922356702e-17,8.874263834912383e-18,2.6846419189126253e-17,2.1600723924581885e-19,6.061845724392219e-19,2.8001126388393525e-23,4.049796468243865e-19,3.0067008976150894e-19,4.0293184480771143e-19
3.9014297584247623e-13,0.11224537201177147,0.9,0.0,0.0,0.0,0.0,0.09999999989512783,2.685899038350356e-11,2.6740465079530075e-11,1.8557974355447715e-11,1.8558032807516536e-11,1.607244998464164e-11,1.6073677368835226e-11,1.6073200464372522e-11,1.6073203890809788e-11,1.4331938742749673e-11,1.4331938742749673e-11,1.2976369063673991e-11,1.2976409908382673e-11,1.1603136164401008e-13,2.290866974257452e-15,9.733421847757639e-16,2.1085250519771202e-16,1.1945582518797213e-16,2.781691515874503e-19,2.0098463465044525e-16,1.186879427459913e-16,1.5542783524577394e-17,4.688862538396004e-17,4.897784615610014e-19,8.122257770700504e-19,6.517116760685031e-23,5.424723807767032e-19,4.029629903591411e-19,5.404232167436503e-19
4.866735566089434e-13,0.11224537201468401,0.9,0.0,0.0,0.0,0.0,0.09999999986917997,3.35045508326857e-11,3.335490890760132e-11,2.314964674275817e-11,2.3149736630531736e-11,2.004880467154488e-11,2.0050688546219907e-11,2.0050082319608817e-11,2.005008755595089e-11,1.7877998661902215e-11,1.7877998661902215e-11,1.6187023113949168e-11,1.6187085932021385e-11,1.4581257307971362e-13,3.5152464609967734e-15,1.4937654185387437e-15,3.235635618347642e-16,1.8575568181298767e-16,5.171245166224793e-19,3.085464417807174e-16,1.8432968998468948e-16,2.3861254045893908e-17,7.179814442770634e-17,9.089902767715048e-19,1.0182671066901743e-18,1.2296509576393116e-22,6.799652052780676e-19,5.052559475033557e-19,6.779145874375225e-19
6.797347181418776e-13,0.11224537202050912,0.9,0.0,0.0,0.0,0.0,0.09999999981728427,4.679568236305536e-11,4.658318965218647e-11,3.233298416544794e-11,3.233315162141922e-11,2.8001212685577494e-11,2.8004714375366653e-11,2.8003839726240835e-11,2.8003849385964702e-11,2.4970118498047808e-11,2.4970118498047808e-11,2.2608326074338133e-11,2.2608443115549696e-11,2.0537223967353034e-13,6.53161996909828e-15,2.7761123114776434e-15,6.012485744903738e-16,3.504939174115492e-16,1.2414088395796002e-18,5.737374251227002e-16,3.470766577581919e-16,4.437053057819936e-17,1.329374379162655e-16,2.17615096886371e-18,1.4303500921364603e-18,3.001550859310876e-22,9.5495107337561e-19,7.098420225760561e-19,9.52897437389398e-19
8.727958796748119e-13,0.11224537202633422,0.9,0.0,0.0,0.0,0.0,0.09999999976538858,6.008683055242548e-11,5.981052035682452e-11,4.1516310068597466e-11,4.151657812042201e-11,3.5953148855912644e-11,3.595874564841446e-11,3.595758727218044e-11,3.595760259775665e-11,3.206223833080977e-11,3.206223833080977e-11,2.902962098074852e-11,2.902980834692937e-11,2.649276277412955e-13,1.043642215407693e-14,4.436540569367327e-15,9.607369804246808e-16,5.657402820517298e-16,2.4083405611467034e-18,9.17376672656558e-16,5.591211074224552e-16,7.094726988688985e-17,2.1170057610878637e-16,4.21142265098278e-18,1.8424335943067063e-18,5.885828547283433e-22,1.2299372859042357e-18,9.14428354377581e-19,1.2278804769679114e-18
1e-12,0.11224537203215934,0.9,0.0,0.0,0.0,0.0,0.09999999973119555,6.884411080145298e-11,6.85251875176111e-11,4.756701224854609e-11,4.756736006412795e-11,4.119224391483871e-11,4.11995002284365e-11,4.1198145966223734e-11,4.1198165734923296e-11,3.6735093590881883e-11,3.6735093590881883e-11,3.3260478461228615e-11,3.326072159132718e-11,3.041649728355048e-13,1.3528418325023305e-14,5.751605930503696e-15,1.2454045704968807e-15,7.372956355424514e-16,3.49633235099576e-18,1.1897270021083334e-15,7.276965301858175e-16,9.2010876412386e-17,2.7379584086362253e-16,6.103632399470276e-18,2.1139474357052442e-18,8.593938319413278e-22,1.4111203777262057e-18,1.049226327228869e-18,1.4090613844983838e-18
1.0658570412077462e-12,0.11224537203215934,0.9,0.0,0.0,0.0,0.0,0.09999999971349288,7.33779965907068e-11,7.303683500659593e-11,5.069962362939673e-11,5.070001694887363e-11,4.390458015570644e-11,4.391278275419504e-11,4.391132428513237e-11,4.391134657574733e-11,3.915435815994641e-11,3.915435815994641e-11,3.5450907257906124e-11,3.545118220099707e-11,3.2447843483315906e-13,1.529126864383042e-14,6.5014372800803746e-15,1.4077053255646891e-15,8.353942894074777e-16,4.159212179491025e-18,1.3450657330203494e-15,8.239807914210906e-16,1.0402486627548107e-16,3.0912755853567695e-16,7.255310615361161e-18,2.25451764807951e-18,1.0248084649181686e-21,1.504923867039531e-18,1.1190149595568162e-18,1.5028637137016885e-18
1.4519793642736147e-12,0.11224537204380967,0.9,0.0,0.0,0.0,0.0,0.09999999960970148,9.996038333504694e-11,9.948636471886222e-11,6.906621294876657e-11,6.906693236402683e-11,5.980590100024447e-11,5.982087483020823e-11,5.981876626268726e-11,5.981880625036449e-11,5.333859780711602e-11,5.333859780711602e-11,4.829345338249113e-11,4.829395631875738e-11,4.43566097737297e-13,2.789832297628031e-14,1.1865861477257094e-14,2.5684521335752085e-15,1.5432900956301033e-15,1.0190029479011643e-17,2.4578599843128695e-15,1.5154397921182878e-15,1.900910041745953e-16,5.596947687363782e-16,1.766281968339004e-17,3.0786874506106794e-18,2.54565058617423e-21,2.0548981592921134e-18,1.5281890118600548e-18,2.0528308084946254e-18
1.838101687339483e-12,0.11224537205546004,0.9,0.0,0.0,0.0,0.0,0.09999999950591007,1.2654284257300642e-10,1.259317952947866e-10,8.743275213952574e-11,8.743389784546005e-11,7.570518146206333e-11,7.572899059576317e-11,7.572616592769113e-11,7.572622842173926e-11,6.752283743956126e-11,6.752283743956126e-11,6.113596445925753e-11,6.113676545767668e-11,5.626353016382873e-13,4.433633318362722e-14,1.8863746563768558e-14,4.082000511623048e-15,2.476469356150478e-15,2.023924520808227e-17,3.911996541187565e-15,2.4213569380419054e-15,3.025606302896858e-16,8.828693065510776e-16,3.487827757346606e-17,3.9028594987297205e-18,5.1046729759494805e-21,2.6048739494338533e-18,1.937364178892709e-18,2.6027987206335153e-18
2.61034633347122e-12,0.11224537207876098,0.9,0.0,0.0,0.0,0.0,0.09999999929832726,1.7970797849834067e-10,1.7881045041670367e-10,1.2416568015705018e-10,1.2416797895304582e-10,1.0749765513913709e-10,1.0754529318460324e-10,1.075408397921195e-10,1.0754096027096066e-10,9.589131666028496e-11,9.589131666028496e-11,8.682088148460266e-11,8.68224887837519e-11,8.007187440941642e-13,8.861377919007322e-14,3.772897534338586e-14,8.159235195079935e-15,5.032203948738746e-15,5.77362581040017e-17,7.84405994098788e-15,4.8763047338759725e-15,6.066994190792785e-16,1.7370510488107031e-15,9.81777544258803e-17,5.551210331186977e-18,1.4797667107336547e-20,3.7048300218565744e-18,2.7557178570063588e-18,3.702736997671925e-18
3.382590979602957e-12,0.11224537210206216,0.9,0.0,0.0,0.0,0.0,0.09999999909074445,2.3287340435531695e-10,2.3167292277016014e-10,1.6089840768997862e-10,1.6090226021965013e-10,1.3928204642580026e-10,1.3936169051614478e-10,1.39355347799732e-10,1.3935554212921295e-10,1.2425979582211952e-10,1.2425979582211952e-10,1.1250565833954072e-10,1.1250835217365571e-10,1.0387293134923215e-12,1.4800100762235842e-13,6.305575584873776e-14,1.3628326985196843e-14,8.520735934389444e-15,1.2391352507800817e-16,1.314108182959106e-14,8.188562236814055e-15,1.0164377995806204e-15,2.8585303649667324e-15,2.082923004233858e-16,7.199570145261284e-18,3.212792600736717e-20,4.804792082785874e-18,3.574075993852222e-18,4.802678545086829e-18
4.154835625734694e-12,0.1122453721253636,0.9,0.0,0.0,0.0,0.0,0.09999999888316163,2.8603912013922617e-10,2.8451934429037803e-10,1.9763093474170967e-10,1.9763674159421044e-10,1.7105840410243258e-10,1.711781825879255e-10,1.7116969194584228e-10,1.7116997399883178e-10,1.5262827492506564e-10,1.5262827492506564e-10,1.3819029502644782e-10,1.3819435562505123e-10,1.2766676039628122e-12,2.2236583773241065e-13,9.479945265079117e-14,2.0477325826583253e-14,1.296126856147148e-14,2.266272150194345e-16,1.980290963737589e-14,1.2357868594420407e-14,1.53177483706625e-15,4.2336163568157695e-15,3.768320880553775e-16,8.847938940807928e-18,5.933602373617624e-20,5.904760130692863e-18,4.392438589356947e-18,5.902623362797234e-18
4.927080271866431e-12,0.11224537214866534,0.9,0.0,0.0,0.0,0.0,0.09999999867557882,3.39205125847587e-10,3.373498492750108e-10,2.343632613141055e-10,2.343714230261788e-10,2.0282677788772494e-10,2.0299476939818574e-10,2.0298387417640837e-10,2.0298425588099757e-10,1.8099675396912357e-10,1.8099675396912357e-10,1.6387479154662574e-10,1.638804991366842e-10,1.514534220270716e-12,3.1157371327851466e-13,1.329145588463109e-13,2.8694064602523915e-14,1.837289697518224e-14,3.7388320542315025e-16,2.7829398675417397e-14,1.738396476949705e-14,2.1527104295835388e-15,5.848926536111048e-15,6.151477631430476e-16,1.0496316717748936e-17,9.876288100333228e-20,7.004734164063587e-18,5.2108056434797275e-18,7.002571450739475e-18
6.471569564129905e-12,0.11224537219526956,0.9,0.0,0.0,0.0,0.0,0.09999999826041323,4.4553800703202165e-10,4.4296359984149777e-10,3.0782731302533386e-10,3.0784138587944034e-10,2.6633975570074743e-10,2.6662822722879245e-10,2.666117595354908e-10,2.6661236968550664e-10,2.3773371188057496e-10,2.3773371188057496e-10,2.152433640898999e-10,2.1525320633777321e-10,1.9900546378732982e-12,5.340274406294845e-13,2.280924519223199e-13,4.91863354709954e-14,3.217661717078319e-14,8.312625125396257e-16,4.797584737148435e-14,3.000559017205295e-14,3.711378190122216e-15,9.75438190824283e-15,1.3399876293002196e-15,1.3793099215638552e-17,2.2314310960544514e-19,9.204700181718884e-18,6.847553127487027e-18,9.202477437133471e-18
8.016058856393379e-12,0.11224537224187485,0.9,0.0,0.0,0.0,0.0,0.09999999784524762,5.518720478963107e-10,5.48515228551479e-10,3.812905628333464e-10,3.813121483853416e-10,3.2982137150204755e-10,3.3026206399635173e-10,3.302390177367541e-10,3.302398835482823e-10,2.944706695564739e-10,2.944706695564739e-10,2.6661137597613226e-10,2.6662647377066196e-10,2.4652953130171003e-12,8.143060534958233e-13,3.4823085486823736e-13,7.500959569193597e-14,5.007395543407042e-14,1.5589324673834973e-15,7.357932300593368e-14,4.60514237763457e-14,5.692443012296198e-15,1.4479153291775513e-14,2.4640238482225333e-15,1.708991763854871e-17,4.246578813140704e-19,1.1404690123950026e-17,8.484318445675013e-18,1.140239650386946e-17
9.560548148656853e-12,0.11224537228848125,0.9,0.0,0.0,0.0,0.0,0.099999997430082,6.582072484284154e-10,6.540058266922513e-10,4.547530107476997e-10,4.547837101343779e-10,3.932720320758458e-10,3.938962796889407e-10,3.9386566192309334e-10,3.938667974746828e-10,3.512076269968207e-10,3.512076269968207e-10,3.179788272120037e-10,3.180003014293151e-10,2.9402611599592813e-12,1.1513161374807129e-12,4.929572290233097e-13,1.060648886098628e-13,7.220526490858625e-14,2.6220136708657333e-15,1.0463868254833077e-13,6.551938000561979e-14,8.095907262663551e-15,1.9932063150664735e-14,4.064595516373021e-15,2.038677198610362e-17,7.242842722930856e-19,1.3604703978493201e-17,1.0121101597849488e-17,1.3602328650529455e-17
1e-11,0.11224537238169731,0.9,0.0,0.0,0.0,0.0,0.09999999731195539,6.884628988095621e-10,6.840099403594917e-10,4.756550542735288e-10,4.756886393508632e-10,4.1131997569685983e-10,4.120021228190774e-10,4.1196917066325673e-10,4.1197038416358514e-10,3.67350931482742e-10,3.67350931482742e-10,3.3259424955151704e-10,3.3261774287595075e-10,3.075353089722645e-12,1.2574303417081505e-12,5.385804836731511e-13,1.158442535324619e-13,7.929237060901272e-14,2.9942584332728002e-15,1.1447284276893435e-13,7.168367311673365e-14,8.856953156179091e-15,2.1606989898737467e-14,4.615269530727752e-15,2.1324828917514752e-17,8.304717215087809e-19,1.4230675885729537e-17,1.058681697935447e-17,1.4228275331528343e-17
1.26495267331838e-11,0.11224537238169731,0.9,0.0,0.0,0.0,0.0,0.0999999965997508,8.708811284539288e-10,8.648080099773082e-10,6.016755009293624e-10,6.017292298149317e-10,5.200820200934266e-10,5.211658478043545e-10,5.21117147730628e-10,5.211188255367769e-10,4.646815411708572e-10,4.646815411708572e-10,4.2071204775638624e-10,4.207496374035891e-10,3.889386736399166e-12,1.991444069408627e-12,8.547695460558202e-13,1.835013530319313e-13,1.2964063887634554e-13,5.997968665900679e-15,1.8312077207572284e-13,1.1471385658872042e-13,1.417004496619714e-14,3.274504114292173e-14,8.93051789427834e-15,2.6980588453844833e-17,1.7042725539166543e-18,1.8004803378191133e-17,1.3394721403514099e-17,1.8002232182087245e-17
1.5429607459258054e-11,0.11224537246559564,0.9,0.0,0.0,0.0,0.0,0.09999999585245271,1.0622915864321102e-09,1.0543314084465665e-09,7.339029997037037e-10,7.339829270789707e-10,6.341089624241229e-10,6.35709754918559e-10,6.356414820056247e-10,6.356435990580346e-10,5.668080631219012e-10,5.668080631219012e-10,5.131700288830278e-10,5.132259557002488e-10,4.742705586280111e-12,2.931403030259549e-12,1.2609908739560691e-12,2.7016559851491983e-13,1.9697777218970879e-13,1.079004496604704e-14,2.724030895015756e-13,1.7067309420368361e-13,2.1081401052412664e-14,4.608531226789908e-14,1.5517771827432465e-14,3.291514613372447e-17,3.13880745433976e-18,2.1964974502432265e-17,1.6341040219179815e-17,2.196219008992222e-17
1.8209688185332306e-11,0.1122453725494977,0.9,0.0,0.0,0.0,0.0,0.09999999510515463,1.2537058015649717e-09,1.2436725238284853e-09,8.66127900477997e-10,8.662392079888761e-10,7.480414394085224e-10,7.502548895745301e-10,7.50163963870494e-10,7.501664288598156e-10,6.689345843097554e-10,6.689345843097554e-10,6.056261935971609e-10,6.057040890480186e-10,5.5952035936880375e-12,4.0396859978088166e-12,1.741533911962351e-12,3.7237806699979666e-13,2.797468825409768e-13,1.75920443396515e-14,3.7934616175262894e-13,2.376903786391091e-13,2.936137120592073e-14,6.081717554443493e-14,2.4469691673270273e-14,3.884982020420673e-17,5.232111054010961e-18,2.5925222925821053e-17,1.9287416814399645e-17,2.592219037065689e-17
2.0989768911406558e-11,0.1122453726334035,0.9,0.0,0.0,0.0,0.0,0.09999999435785657,1.4451237737888478e-09,1.4328367981701967e-09,9.983502033031702e-10,9.984980704274997e-10,8.618815273745566e-10,8.648012517066815e-10,8.646846281848044e-10,8.646873149701806e-10,7.7106110473442e-10,7.7106110473442e-10,6.980805419343891e-10,6.981840374178411e-10,6.446905265120402e-12,5.310840423164255e-12,2.294494001627461e-12,4.896438699282359e-13,3.784768929004598e-13,2.6729303008483684e-14,5.039441818243687e-13,3.157552304181668e-13,3.900997008446209e-14,7.668807445093755e-14,3.6000478181022954e-14,4.478461066331488e-17,8.118707213603022e-18,2.9885548584955265e-17,2.223385118824656e-17,2.988223302202428e-17
2.376984963748081e-11,0.11224537271731315,0.9,0.0,0.0,0.0,0.0,0.0999999936105585,1.6365455030400512e-09,1.621829496507561e-09,1.130569908230171e-09,1.1307595123241114e-09,9.756312486481762e-10,9.79348841249398e-10,9.792035027324457e-10,9.792062574172008e-10,8.731876243958952e-10,8.731876243958952e-10,7.905330739303285e-10,7.906658007811687e-10,7.297834309960681e-12,6.739591145749352e-12,2.9180151594739933e-12,6.214838263104502e-13,4.936464441812891e-13,3.851673021900312e-14,6.461914953321927e-13,4.0485748439598654e-13,5.0027212355401736e-14,9.34927991775768e-14,5.028416629552386e-14,5.071951750907038e-17,1.193672922443973e-17,3.384595141782246e-17,2.5180343339808843e-17,3.384231804175316e-17
2.6549930363555062e-11,0.11224537280122666,0.9,0.0,0.0,0.0,0.0,0.09999999286326043,1.8279709892548349e-09,1.8106557149058413e-09,1.262787015309991e-09,1.2630235316525175e-09,1.089292573688688e-09,1.0938976581370206e-09,1.0937206096817649e-09,1.0937232562289742e-09,9.753141432941809e-10,9.753141432941809e-10,8.829837896206266e-10,8.831493791098325e-10,8.148013676688292e-12,8.320832335719703e-12,3.6102881778895347e-12,7.674337629395917e-13,6.25692539961874e-13,5.325927367681455e-14,8.060825935531902e-13,5.049872753156007e-13,6.24131126861746e-14,1.1106382852827204e-13,6.746281839249827e-14,5.665454073949319e-17,1.682742303951333e-17,3.780643136374401e-17,2.8126893268187184e-17,3.7802445427571845e-17
