Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65)
8.88870449259679e-14,0.11224537200268192,0.9,0.0,0.0,0.0,0.0,0.09999999997610673,6.119329070024865e-12,6.096159998943518e-12,4.228105343101344e-12,4.228107593023994e-12,3.662039449282726e-12,3.662095136575726e-12,3.661993666464778e-12,3.661993823359873e-12,3.2652739183661453e-12,3.265320446862681e-12,2.956435563204684e-12,2.956437199367978e-12,2.305690157189213e-14,1.0425078157954846e-16,4.423777576134524e-17,9.586194792680031e-18,5.239279888957391e-17,2.28438629485522e-21,9.12455626776911e-18,4.218839538230428e-18,7.054788593791726e-19,2.1496824401146704e-18,4.0516029515758315e-21,1.6915506638020066e-19,7.12513087752183e-20,1.1335236501260203e-19,8.369531948274802e-20,1.1128093124727132e-19,1.8371490481055448e-26,2.1232502588105387e-18,4.611562334185461e-17,2.0487107479998228e-24,2.4303013644604826e-20,2.9020583346116165e-19,7.217444528040227e-27,2.970132028616692e-20,1.226533473677672e-19,5.839852477765876e-27,7.453992446830418e-29,8.831388315526948e-24
1.1695717241202156e-13,0.11224537200352887,0.9,0.0,0.0,0.0,0.0,0.09999999996856133,8.051786541034607e-12,8.019846733362502e-12,5.563321241016365e-12,5.563325398264402e-12,4.8184669503034545e-12,4.818568564120164e-12,4.81843414395296e-12,4.8184344305843555e-12,4.296432679647307e-12,4.296494807489118e-12,3.8900640906766095e-12,3.890067114237462e-12,3.173454098881863e-14,1.9006657008233226e-16,8.067919573122395e-17,1.7482384303178438e-17,7.176861173405286e-17,6.038758335848774e-21,1.6642139179255824e-17,8.373129880420674e-18,1.2867940702567528e-18,3.917117888027858e-18,1.0702288312828154e-20,2.2910754503822997e-19,9.375160787185022e-20,1.5335508883559243e-19,1.134623024558368e-19,1.513017109643345e-19,3.5648230871799995e-26,2.1236724436186667e-18,6.134881763644051e-17,3.860220193853295e-24,3.2302637938825165e-20,5.413617886054868e-19,1.43420187241062e-26,4.0258836182500457e-20,2.376361933710347e-19,1.3284437730669635e-26,1.4626377420923535e-28,1.6108461001849672e-23
1.730974273841289e-13,0.11224537200522275,0.9,0.0,0.0,0.0,0.0,0.09999999995347056,1.191670301537551e-11,1.1867158306544824e-11,8.233751977365365e-12,8.233761818721894e-12,7.131278364140357e-12,7.131515919999088e-12,7.1313141828202065e-12,7.131314852345764e-12,6.358750201760986e-12,6.358843898417341e-12,5.757320404914289e-12,5.757327563802882e-12,4.9063420730514844e-14,4.439294817478579e-16,1.885100864446814e-16,4.0845450501938666e-17,1.150849507220817e-16,2.3582019564625864e-20,3.8893346640430235e-17,2.121867221482053e-17,3.007495403843944e-18,9.135388926477677e-18,4.172335999839884e-20,3.4894787091545576e-19,1.3875270301067176e-19,2.333240113476022e-19,1.7296007003210604e-19,2.3127657972423746e-19,8.835641403738923e-26,2.1237280628301298e-18,9.181599218034968e-17,9.669931996225597e-24,4.83021936365812e-20,1.2924664920083499e-18,3.630435574072007e-26,6.136126988909323e-20,5.881350309140404e-19,3.841146369545728e-26,3.677973681086041e-28,3.7648702877415685e-23
2.853779373283436e-13,0.1122453720086105,0.9,0.0,0.0,0.0,0.0,0.09999999992328899,1.9646542093100476e-11,1.9561441892979915e-11,1.3574609212142588e-11,1.3574637899248416e-11,1.1756726999008147e-11,1.1757412634669236e-11,1.1757070603966141e-11,1.1757072525120197e-11,1.048338524419377e-11,1.0483543555883968e-11,9.49183007056731e-12,9.491850942103706e-12,8.370800456267579e-14,1.2801444018002115e-15,5.438176893648793e-16,1.1781488132730868e-16,2.2004092084883002e-16,1.247858116326936e-19,1.1225948795245486e-16,6.505070431592392e-17,8.681182684884905e-18,2.6252049252366397e-17,2.200117083774068e-19,5.88608307975804e-19,2.287635132779959e-19,3.9325078718630437e-19,2.9194396828234027e-19,3.912031314335044e-19,2.66383677847304e-25,2.1237331066274252e-18,1.5275043813006048e-16,3.1886117986223975e-23,8.030136212104947e-20,3.789848843934537e-18,1.1107758202982067e-25,1.0356210429330897e-19,1.7712192484990085e-18,1.2982418491661303e-25,1.1230909605575754e-27,1.086735956044042e-22
3.864303962781368e-13,0.11224537201165952,0.9,0.0,0.0,0.0,0.0,0.09999999989612558,2.6603402213807686e-11,2.648601493383302e-11,1.8381377300237574e-11,1.8381428988415552e-11,1.5919490179847342e-11,1.5920721295717173e-11,1.5920248434954038e-11,1.5920251869426747e-11,1.41955567809337e-11,1.4195774439453658e-11,1.2852886376418509e-11,1.2852923985128932e-11,1.1488570709193968e-13,2.2977637720949142e-15,9.762893077576797e-16,2.1148828836810006e-16,3.293518868907104e-16,2.87907804608486e-19,2.016035485103984e-16,1.1915186280996809e-16,1.559064374176995e-17,4.7014817252145457e-17,5.067172245373573e-19,8.043014217378556e-19,3.0978498175687236e-19,5.3718420412900505e-19,3.990286969695306e-19,5.351352806716282e-19,4.852596187584561e-25,2.123734497216263e-18,2.0759143642777999e-16,6.177299259405946e-23,1.091006304853082e-19,6.841350570801471e-18,2.0329134376409673e-25,1.4154258668653554e-19,3.2254006942031496e-18,2.4537291071103696e-25,2.0550385366329625e-27,1.9516828633941376e-22
4.8748285522793e-13,0.11224537201470848,0.9,0.0,0.0,0.0,0.0,0.09999999986896217,3.3560267574782414e-11,3.341028858794133e-11,2.3188141764943575e-11,2.3188222847159187e-11,2.0082104687354073e-11,2.0084031669215218e-11,2.008342315220941e-11,2.0083428502767254e-11,1.7907728316139276e-11,1.790800658457077e-11,1.621394014907988e-11,1.621399914781396e-11,1.4606192254621017e-13,3.595528818659346e-15,1.527918986923671e-15,3.309553442858019e-16,4.544425007244899e-16,5.498187187444262e-19,3.156251755797162e-16,1.8876142320844691e-16,2.4408695073226904e-17,7.340287033275502e-17,9.659096330704844e-19,1.0199945734906507e-18,3.908246822252704e-19,6.811176399614707e-19,5.061134181813655e-19,6.790673170831366e-19,7.662168464492672e-25,2.1237358151378377e-18,2.6243242985002764e-16,1.0375127354425464e-22,1.3789991548249707e-19,1.074371964874511e-17,3.218801399224997e-25,1.7952306725612345e-19,5.091760045684128e-18,3.9615194629552937e-25,3.253903438197086e-27,3.0555530129357726e-22
5.885353141777232e-13,0.11224537201775749,0.9,0.0,0.0,0.0,0.0,0.09999999984179876,4.051713788574213e-11,4.033427964407472e-11,2.7994902806977028e-11,2.7995019321947497e-11,2.4244578870828098e-11,2.4247343660300677e-11,2.4246594933669404e-11,2.4246602575314307e-11,2.1619899849895495e-11,2.1620239921354997e-11,1.957499152887664e-11,1.957507631274039e-11,1.7723683961798478e-13,5.1576110868034256e-15,2.1920020750740395e-15,4.747592249829101e-16,5.944881016040641e-16,9.234913715491635e-19,4.529570605807466e-16,2.7301971805784664e-16,3.502961289953816e-17,1.0506735716298597e-16,1.6196272717791253e-18,1.2356878599280492e-18,4.718863789603186e-19,8.25051144638955e-19,6.131981916982164e-19,8.229993818727573e-19,1.1058164480527143e-24,2.123737175900842e-18,3.1727341988838437e-16,1.5848414360129926e-22,1.666992161561405e-19,1.5449823551826682e-17,4.653829630799506e-25,2.1750356653338475e-19,7.34746532344406e-18,5.802108927435148e-25,4.7048898057992096e-27,4.385111655610209e-22
7.906402320773095e-13,0.11224537202385548,0.9,0.0,0.0,0.0,0.0,0.09999999978747195,5.443088979600279e-11,5.41816181282252e-11,3.760841708570893e-11,3.7608618237037474e-11,3.2569207559429665e-11,3.257397133134101e-11,3.257293181718901e-11,3.2572944880569787e-11,2.9044242914102703e-11,2.904470931250414e-11,2.629708883159117e-11,2.629723520866255e-11,2.3958377813423796e-13,8.883651777643041e-15,3.776316073221898e-15,8.17785865962632e-16,9.088258944943817e-16,1.9789159292782314e-18,7.807785249160307e-16,4.749407774977498e-16,6.038285449410598e-17,1.8032242121832366e-16,3.461200774028333e-18,1.667074788277882e-18,6.340737720032027e-19,1.1129183355177547e-18,8.273678874330709e-19,1.1108636456690066e-18,1.918748571145623e-24,2.1237400288169092e-18,4.269553960792685e-16,3.0090120347575224e-22,2.242978532416493e-19,2.6694935112853025e-17,8.092046280600191e-25,2.934646178674282e-19,1.274677276614507e-17,1.024223953275205e-24,8.181791653601229e-27,7.558907899035663e-22
9.92745149976896e-13,0.11224537202995352,0.9,0.0,0.0,0.0,0.0,0.09999999973314515,6.834466000339764e-11,6.802791452376304e-11,4.722191871287005e-11,4.722222682113509e-11,4.089331851028886e-11,4.09006049816168e-11,4.089925789425845e-11,4.08992777201014e-11,3.646858597295251e-11,3.6469183108556803e-11,3.301917728931815e-11,3.301940150566808e-11,3.019260244359258e-13,1.3584107458732718e-14,5.775428092784409e-15,1.2505356098071446e-15,1.2788569013424977e-15,3.6026708111514914e-18,1.1947615044199068e-15,7.310045679000149e-16,9.240023035121155e-17,2.7477094998140423e-16,6.28510574298663e-18,2.0984622842112592e-18,7.963829217472674e-19,1.4007858159993066e-18,1.0415378191945365e-18,1.39872811688289e-18,2.948446965415627e-24,2.1237430778849724e-18,5.366373710231597e-16,5.017633148603028e-22,2.8189654825783445e-19,4.0910981374986836e-17,1.2451187891041786e-24,3.69425753000504e-19,1.9585263149766002e-17,1.5912548285123429e-24,1.2590551796809062e-26,1.1566942109009516e-21
1e-12,0.11224537203605155,0.9,0.0,0.0,0.0,0.0,0.09999999973119501,6.884411538814027e-11,6.852492682509141e-11,4.756700908702956e-11,4.756732147779817e-11,4.1192114317306264e-11,4.119950172767099e-11,4.1198143266954756e-11,4.1198163361479e-11,3.6735093566880986e-11,3.6735695483047154e-11,3.326047625729543e-11,3.326070359034191e-11,3.041637970819919e-13,1.3772143026372147e-14,5.85541100763386e-15,1.267847524670198e-15,1.2932516755030003e-15,3.674606939820635e-18,1.2113326003099103e-15,7.412712024264579e-16,9.368184772603402e-17,2.7853769278780733e-16,6.4099497938829286e-18,2.1139475771742245e-18,8.02212282896797e-19,1.4111192437133754e-18,1.049225765128477e-18,1.4090614349447156e-18,2.989713079206889e-24,2.1237431912870636e-18,5.405745652130629e-16,5.103073912087286e-22,2.839641383523208e-19,4.1480270816843156e-17,1.2625949306068855e-24,3.7215249010837153e-19,1.9859313690607027e-17,1.6140515756594959e-24,1.2767310091987109e-26,1.1727378969516796e-21
1.1948500678764823e-12,0.11224537203605155,0.9,0.0,0.0,0.0,0.0,0.09999999967881834,8.225844974895891e-11,8.187310028239252e-11,5.68354068303497e-11,5.683584572928103e-11,4.921687739123549e-11,4.9227245016664575e-11,4.9225572468771716e-11,4.922560045187979e-11,4.3892929026081516e-11,4.3893661608301465e-11,3.9741256302133804e-11,3.9741575705742635e-11,3.642632702246593e-13,1.932293173571044e-14,8.216754910204521e-15,1.7789009415262546e-15,1.7086954970322717e-15,5.960543291404218e-18,1.7007479352169725e-15,1.0448794106143836e-15,1.3153375830365996e-16,3.8946287650965894e-16,1.0371663276508304e-17,2.5298503864012492e-18,9.588554767935184e-19,1.6886536058110993e-18,1.2557080030845653e-18,1.6865928097463842e-18,4.209614548356053e-24,2.1237463394772375e-18,6.463193539639313e-16,7.7436609102477695e-22,3.3949530512864506e-19,5.82994770454227e-17,1.779371962377821e-24,4.453869776430593e-19,2.7960554556626103e-17,2.28964772473771e-24,1.799430624035227e-26,1.6465799913508559e-21
1.5990599036756552e-12,0.1122453720482477,0.9,0.0,0.0,0.0,0.0,0.09999999957016471,1.1008608895540681e-10,1.0956009095741864e-10,7.606234177511194e-11,7.606311509443687e-11,6.58623128567885e-11,6.588054460071558e-11,6.587816669314898e-11,6.58782150226722e-11,5.874161511485481e-11,5.874263298400558e-11,5.318538546089279e-11,5.3185948260347104e-11,4.889225370684095e-13,3.396052142258679e-14,1.4446376340538114e-14,3.1266305397191367e-15,2.7532937709574944e-15,1.3733665460459426e-17,2.993901369473708e-15,1.849293909896083e-15,2.315502902814563e-16,6.791370116186893e-16,2.37446606622722e-17,3.392628439705963e-18,1.2845163382440329e-18,2.2643901285717827e-18,1.6840491391104996e-18,2.262322867987957e-18,7.439401368794588e-24,2.1237535107045572e-18,8.65683404800084e-16,1.5993474791755276e-21,4.546930078923567e-19,1.0277260050025736e-16,3.148437255845913e-24,5.973096996839449e-19,4.9408148013323395e-17,4.087922565943031e-24,3.184241854077505e-26,2.89861909729075e-21
2.003269739474828e-12,0.11224537206044388,0.9,0.0,0.0,0.0,0.0,0.09999999946151109,1.379138075339516e-10,1.3724260086987868e-10,9.528922183800458e-11,9.529042638881963e-11,8.250551703137271e-11,8.253387012213217e-11,8.253071471120938e-11,8.253078853157552e-11,7.359030118038779e-11,7.359162346832703e-11,6.662947625054637e-11,6.663035292041408e-11,6.135616264702668e-13,5.2785231114396104e-14,2.2461983854449665e-14,4.8599743799854605e-15,4.045679790014964e-15,2.634410945886254e-17,4.660780080799478e-15,2.888502505093061e-15,3.6047575012344935e-16,1.0474782943218282e-15,4.5275569610063117e-17,4.25540895179955e-18,1.6113373434457168e-18,2.8401279054646126e-18,2.112391296982771e-18,2.8380538215082032e-18,1.1609517451165897e-23,2.123761553868701e-18,1.0850476270086773e-15,2.8546633834904597e-21,5.69890961869983e-19,1.6013361581946106e-16,4.916999085533359e-24,7.492327845135159e-19,7.709890863734578e-17,6.4198481451501396e-24,4.973160565896122e-26,4.512550626038362e-21
2.8116894110731734e-12,0.11224537208483655,0.9,0.0,0.0,0.0,0.0,0.09999999924420383,1.9356948296468777e-10,1.9259427210486809e-10,1.3374281720948697e-10,1.337451748109601e-10,1.1578526489858778e-10,1.1584059902777201e-10,1.158356736838112e-10,1.1583581228223192e-10,1.0328767324168647e-10,1.0328966180164272e-10,9.351754264654685e-11,9.351925862037212e-11,8.627796948650254e-13,1.0290152560981472e-13,4.382009043134612e-14,9.474979692258691e-15,7.389806358450795e-15,7.220618008192935e-17,9.116352811464068e-15,5.67157520658879e-15,7.051113666816113e-16,2.0090317657472752e-15,1.2240213557707568e-16,5.980977357318448e-18,2.270146188177121e-18,3.991607223058624e-18,2.9690786803395074e-18,3.989518416249028e-18,2.2772621150591857e-23,2.1237803119945966e-18,1.5237770580674598e-15,7.129392866222412e-21,8.00287623740853e-19,3.135451812834019e-16,9.653413927616744e-24,1.0530800432734676e-18,1.5122246506624848e-16,1.2685722845321483e-23,9.763790686396704e-26,8.826818822248028e-21
3.620109082671519e-12,0.11224537210922944,0.9,0.0,0.0,0.0,0.0,0.09999999902689657,2.4922547609257363e-10,2.479282504295955e-10,1.7219619290940188e-10,1.7220009097191488e-10,1.4905617097912837e-10,1.4914743174941048e-10,1.4914045152199876e-10,1.4914067167714897e-10,1.329850452099621e-10,1.329877766219165e-10,1.2040545546538975e-10,1.2040829282612595e-10,1.1119180898452548e-12,1.6953490442883974e-13,7.224515761771883e-14,1.561154582519285e-14,1.1761889157309832e-14,1.5186357726717864e-16,1.5067570270497468e-14,9.393988336437365e-15,1.165460152874374e-15,3.2593170623528976e-15,2.543606631234864e-16,7.706555604584689e-18,2.9376172838335656e-18,5.143091557896912e-18,3.825770153828555e-18,5.140986594563603e-18,3.7699561362417804e-23,2.1238026870013193e-18,1.9625083027674975e-15,1.4254427560546864e-20,1.0306852905987655e-18,5.185429426259888e-16,1.5988888302967953e-23,1.3569287541616514e-18,2.503354813058284e-16,2.1087635723884158e-23,1.6171133081667947e-25,1.4589633307055596e-20
4.428528754269864e-12,0.11224537213362268,0.9,0.0,0.0,0.0,0.0,0.09999999880958932,3.048817869336989e-10,3.032446855808211e-10,2.1064934892678746e-10,2.1065517482497893e-10,1.8231829050895907e-10,1.8245436829124607e-10,1.824450504651109e-10,1.8244536670788775e-10,1.6268241708520952e-10,1.6268596793444256e-10,1.472932146994113e-10,1.4729745554388253e-10,1.360977485702628e-12,2.5253527049807245e-13,1.076865717993504e-13,2.3256103975762695e-14,1.718379213120369e-14,2.7430637744143716e-16,2.25143589763808e-14,1.405550694341578e-14,1.7415288641459056e-15,4.782895967705777e-15,4.542632837761382e-16,9.432143694097299e-18,3.616336143769592e-18,6.294580908580892e-18,4.682465717647803e-18,6.292458356597554e-18,5.639055779591514e-23,2.123828755838968e-18,2.4012420883653216e-15,2.4957162637186993e-20,1.2610839621638834e-18,7.7512997231294e-16,2.3923517439853347e-23,1.6607789172482643e-18,3.744394560836302e-16,3.162571487296801e-23,2.4194783379142865e-25,2.180108320126654e-20
5.23694842586821e-12,0.11224537215801618,0.9,0.0,0.0,0.0,0.0,0.09999999859228206,3.6053841549238096e-10,3.5854373075143057e-10,2.4910228525882625e-10,2.4911042631605724e-10,2.1557168018469312e-10,2.157614086536014e-10,2.1574947269987344e-10,2.157498973720963e-10,1.9237978886742705e-10,1.9238423574173444e-10,1.741808203466416e-10,1.741867467750882e-10,1.609958572291626e-12,3.5174910877255895e-13,1.5009241389193608e-13,3.23947722767322e-14,2.3677182416600094e-14,4.486918369657432e-16,3.1456587078528347e-14,1.9655855886011953e-14,2.4333199927904344e-15,6.5646986879377896e-15,7.348984824324443e-16,1.1157741625989867e-17,4.309005120260114e-18,7.446075273490502e-18,5.539165371843177e-18,7.443933702361706e-18,7.884569149168131e-23,2.1238585947654147e-18,2.8399791764934326e-15,3.999933445571095e-20,1.4914836381120933e-18,1.0833074438539128e-15,3.345733770307122e-23,1.964630532549609e-18,5.235349685497752e-16,4.4300009781646825e-23,3.383426803431879e-25,3.046120453485527e-20
6.853787769064901e-12,0.11224537220680411,0.9,0.0,0.0,0.0,0.0,0.09999999815766755,4.718526257600658e-10,4.690902112419308e-10,3.260074988691088e-10,3.2602143200443527e-10,2.8205247794644426e-10,2.823758008350782e-10,2.823577944949555e-10,2.823584656017004e-10,2.5177453215277137e-10,2.5178100084558056e-10,2.279555708822981e-10,2.2796571477583602e-10,2.1076883398534946e-12,5.982560030828906e-13,2.556069563388652e-13,5.510367345789058e-14,3.9954427413609846e-14,9.867159554043844e-16,5.382679404722866e-14,3.367198635912118e-14,4.1640720482652375e-15,1.0851521399596761e-14,1.58201544207734e-15,1.4608967016841634e-17,5.7464388975404645e-18,9.749079039762976e-18,7.252576951298039e-18,9.746895144914674e-18,1.3504845337883263e-22,2.1239298503750133e-18,3.7174661565419185e-15,8.599852272201131e-20,1.9522860019126182e-18,1.8544350780470446e-15,5.73225938918249e-23,2.5723381197737544e-18,8.967013077271617e-16,7.605730675187096e-23,5.7958918779515e-25,5.212751219140586e-20
8.470627112261592e-12,0.11224537225559325,0.9,0.0,0.0,0.0,0.0,0.09999999772305307,5.831681068910887e-10,5.795688958850571e-10,4.029118337447312e-10,4.029331075897258e-10,3.484990118762979e-10,3.4899060828365046e-10,3.489654324217629e-10,3.4896637636736245e-10,3.111692750659928e-10,3.111780719444015e-10,2.8172970707549143e-10,2.8174519682428644e-10,2.605112814282831e-12,9.078492212668702e-13,3.883789009058005e-13,8.362910508287516e-14,6.075420876856863e-14,1.8377966260120074e-15,8.217697281177071e-14,5.144010526262921e-14,6.3577220249414696e-15,1.6012480914952995e-14,2.886738697297681e-15,1.8060231776998737e-17,7.272318774167163e-18,1.2052102843318492e-17,8.96600489206284e-18,1.2049870921870188e-17,2.0630803239677836e-22,2.124017019005354e-18,4.5949755837994196e-15,1.5859361145824417e-19,2.4130923793201817e-18,2.8319288870327214e-15,8.758475106760141e-23,3.180051515787974e-18,1.3698360583841187e-15,1.1635965981778122e-22,8.854117069971464e-25,7.958866929702608e-20
1e-11,0.11224537230438364,0.9,0.0,0.0,0.0,0.0,0.09999999731194999,6.88462903545692e-10,6.840097269907567e-10,4.756550519580374e-10,4.756846942037206e-10,4.113198618794471e-10,4.1200212440257095e-10,4.1196916855885476e-10,4.1197038165602764e-10,3.6735092930033107e-10,3.673622103806214e-10,3.3259424854318744e-10,3.326158334181538e-10,3.0753521288997457e-12,1.2576256584828768e-12,5.386689957177828e-13,1.1586233795916701e-13,8.473395457711937e-14,2.998151770543062e-15,1.144957970162056e-13,7.169789809059386e-14,8.858718624167434e-15,2.1606812823854408e-14,4.619993383930845e-15,2.1324829064361268e-17,8.818964294095012e-18,1.4230557972403428e-17,1.0586756263657365e-17,1.4228275386273355e-17,2.875698462367439e-22,2.1241146203908553e-18,5.4250411064624835e-15,2.5796469460011633e-19,2.8489741205975604e-18,3.946467625499717e-15,1.2209705848076162e-22,3.754894674263383e-18,1.909379373031286e-15,1.62346031338856e-22,1.2340836657321978e-24,1.108974466362034e-19
1.0087466455458283e-11,0.11224537230438364,0.9,0.0,0.0,0.0,0.0,0.09999999728843857,6.944848588759181e-10,6.899810305260847e-10,4.798152898936972e-10,4.798454526041676e-10,4.1491174677343613e-10,4.1560583098703917e-10,4.1557240112129407e-10,4.1557362967301647e-10,3.705640176070902e-10,3.7057544904878844e-10,3.355032289318163e-10,3.3552519291434885e-10,3.1022376058402095e-12,1.2792804744269042e-12,5.479825359251012e-13,1.178580812423987e-13,8.62347663074095e-14,3.0762975682079758e-15,1.1650583727255537e-13,7.295784305970149e-14,9.014274196477024e-15,2.1945867180976553e-14,4.735345021938552e-15,2.1511535906164576e-17,8.910892204593637e-18,1.435514667014892e-17,1.067944919394297e-17,1.4352861032802842e-17,2.9262456734067137e-22,2.124120657577181e-18,5.472514347332678e-15,2.646744546491867e-19,2.8739027675321732e-18,4.015791299302133e-15,1.2424388441703931e-22,3.787770720523354e-18,1.942940488011215e-15,1.6520717719969272e-22,1.2557694559828457e-24,1.1284477574971256e-19
1.3321145141851666e-11,0.11224537240196815,0.9,0.0,0.0,0.0,0.0,0.09999999641920958,9.171221753455681e-10,9.106102990685357e-10,6.336195660596338e-10,6.336721491392543e-10,5.476375687824653e-10,5.488375221025374e-10,5.48784374271327e-10,5.487861639322006e-10,4.893535015729163e-10,4.893711213114393e-10,4.430484296673958e-10,4.430867271867976e-10,4.09560907680659e-12,2.2029988256544504e-12,9.46081799964652e-13,2.0300459470219158e-13,1.5176600817100243e-13,6.993172929824257e-15,2.0309467658371068e-13,1.272332385145575e-13,1.5716092885166112e-14,3.5824259388034875e-14,1.032345784024841e-14,2.8414262269616444e-17,1.2626066720811678e-17,1.8961294340292353e-17,1.4106386880012897e-17,1.895888425467377e-17,5.104287565864096e-22,2.124379202089622e-18,7.227708528320336e-15,6.059418656673373e-19,3.795535565696986e-18,7.002627419269789e-15,2.167532493109991e-22,5.003226555790428e-18,3.3890614009075427e-15,2.885379622816365e-22,2.1899368323005057e-24,1.9674214015802934e-19
1.623145595960571e-11,0.11224537248979856,0.9,0.0,0.0,0.0,0.0,0.09999999563690348,1.1175001063517087e-09,1.1089606153967241e-09,7.720404094719936e-10,7.721184610359701e-10,6.669795749110799e-10,6.687474641441484e-10,6.686729679961732e-10,6.686751963131856e-10,5.962640358694988e-10,5.962882729843419e-10,5.398370093729483e-10,5.398938659800489e-10,4.9886706124329264e-12,3.2342333278799403e-12,1.3921406063729368e-12,2.980915998747533e-13,2.280583514698294e-13,1.2534633535907167e-14,3.0145948978207167e-13,1.8888258143431532e-13,2.333088084817595e-14,5.020525069466589e-14,1.785004768444109e-14,3.462685063449293e-17,1.6606153069365017e-17,2.3106895590281023e-17,1.7190686750121493e-17,2.310435417193181e-17,7.579481479017712e-22,2.1246728156126004e-18,8.807555645275426e-15,1.0996364746693778e-18,4.625018774438575e-18,1.0396577043544113e-14,3.218898465600959e-22,6.097156672518052e-18,5.032475414530153e-15,4.287608894755049e-22,3.2510157089747797e-24,2.920693410079126e-19
1.9141766777359753e-11,0.11224537257763319,0.9,0.0,0.0,0.0,0.0,0.09999999485459739,1.3178821547190504e-09,1.3071129099594148e-09,9.104584059730729e-10,9.105669351125197e-10,7.862187204264693e-10,7.886587514065736e-10,7.885595434767135e-10,7.885620986148802e-10,7.031745689604024e-10,7.032064162695187e-10,6.366235987410464e-10,6.367026701568603e-10,5.880840432541485e-12,4.4481887240270784e-12,1.919039803642216e-12,4.100595174340186e-13,3.2143470041341917e-13,2.0382685270168572e-14,4.191765957167164e-13,2.626468980361766e-13,3.244551363875111e-14,6.602634164331262e-14,2.804005935696424e-14,4.083956654858789e-17,2.134571167604861e-17,2.7252561512922366e-17,2.0275039626694536e-17,2.724987052419265e-17,1.0542534299736828e-21,2.1250265429904815e-18,1.0387611344329873e-14,1.8153716357652217e-18,5.454514937620057e-18,1.4459187347491247e-14,4.477534636863003e-22,7.19110560824502e-18,6.999805377094595e-15,5.966713599938488e-22,4.5206071468174155e-24,4.061735536785108e-19
2.2052077595113797e-11,0.11224537266547202,0.9,0.0,0.0,0.0,0.0,0.09999999407229132,1.5182683203743403e-09,1.5050733628560902e-09,1.0488735556214473e-09,1.0490175689461904e-09,9.053573680233593e-10,9.085713838145053e-10,9.084441381354424e-10,9.084468708695925e-10,8.100851008456271e-10,8.101255512282605e-10,7.334081978126337e-10,7.335131396784352e-10,6.7721463672089234e-12,5.838673001880136e-12,2.524611739803916e-12,5.383462042904185e-13,4.3248361057252776e-13,3.090684078641144e-14,5.562393861296864e-13,3.485142776774354e-13,4.306000799394934e-14,8.301498177909973e-14,4.11246473663202e-14,4.705241000962632e-17,2.7000375144113515e-17,3.1398292035663845e-17,2.3359445508494273e-17,3.139543330885132e-17,1.399345145953745e-21,2.125442455551896e-18,1.1967920973390037e-14,2.7985016574059784e-18,6.284024040725643e-18,1.9190468684140724e-14,5.943444210769393e-22,8.285073362532933e-18,9.291056835025796e-15,7.922698472165977e-22,5.99850615300473e-24,5.39055366448043e-19
2.496238841286784e-11,0.11224537275331524,0.9,0.0,0.0,0.0,0.0,0.09999999328998524,1.7186586032442488e-09,1.7028479437385227e-09,1.18728585847575e-09,1.1874703601695691e-09,1.0243978160480618e-09,1.0284853612925856e-09,1.0283267814301449e-09,1.028329513109668e-09,9.169956315251731e-10,9.170456779233792e-10,8.301908066286936e-10,8.303252745065237e-10,7.662615298828648e-12,7.399705045369542e-12,3.2067467755400455e-12,6.824081979563972e-13,5.617363551171163e-13,4.446421261265753e-14,7.126414340828705e-13,4.464731832940468e-13,5.5174380643234626e-14,1.0095196065012009e-13,5.728971605132346e-14,5.3265381015330484e-17,3.372992427793263e-17,3.5544087087608803e-17,2.644390439430016e-17,3.554104252330073e-17,1.7932238387468766e-21,2.125922423010516e-18,1.3548531415367073e-14,4.0959166165444924e-18,7.113546069570873e-18,2.459043139322585e-14,7.616630387072872e-22,9.379059934949523e-18,1.190623533417205e-14,1.015556824474874e-21,7.684514164486394e-24,6.907154049425732e-19
2.7872699230621884e-11,0.11224537284116279,0.9,0.0,0.0,0.0,0.0,0.09999999250767916,1.9190530032555133e-09,1.9004424216644385e-09,1.3256953145945723e-09,1.325925306468345e-09,1.1433423011094616e-09,1.148400683765451e-09,1.1482074965683862e-09,1.148210025367414e-09,1.02390616099904e-09,1.0239667964190902e-09,9.269714252301796e-10,9.271390746033479e-10,8.552273206483741e-12,9.125504759459006e-12,3.963390961902837e-12,8.417198590099588e-13,7.096771019600858e-13,6.140008415429635e-14,8.88376486326916e-13,5.565124342457636e-13,6.878864836560628e-14,1.1966006506226387e-13,7.668554212731311e-14,5.947847956342491e-17,4.169769708224825e-17,3.968994659945086e-17,2.952841628290681e-17,3.968669816493373e-17,2.2358900528691054e-21,2.1264681492861312e-18,1.5129490929882557e-14,5.75588412426972e-18,7.943081010289462e-18,3.06590858272665e-14,9.497096369488852e-22,1.0473065325067876e-17,1.48453464323018e-14,1.266532766118529e-21,9.578438752712248e-24,8.611543337597558e-19
