Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370)
9.267115045001539e-14,0.1122453720027961,0.9,0.0,0.0,0.0,0.0,0.09999999997508952,6.37984166238146e-12,6.355494669180366e-12,4.4081044814962835e-12,4.408106931525538e-12,3.817937602261581e-12,3.817998135557482e-12,3.8178922667272464e-12,3.817892437316324e-12,3.4042833890946544e-12,3.4043320092599536e-12,3.082297104235951e-12,3.082298885937838e-12,2.4225014585689006e-14,1.1330979314601116e-16,4.808394375682627e-17,1.0419616479763333e-17,5.486606354283868e-17,2.5887083688201088e-21,9.917910899718933e-18,4.640665000571145e-18,7.668248506949705e-19,2.336390734753218e-18,4.591059629145642e-21,1.7724028459905282e-19,7.428456267521145e-20,1.187472168460377e-19,8.770963022692685e-20,1.1667736968020319e-19,2.0146843736582012e-26,2.1233059417062327e-18,4.8169196191372965e-17,2.233606963066275e-24,2.5381431012774238e-20,3.164760134191828e-19,7.942638129252506e-27,3.112508937910602e-20,1.3447780911792863e-19,6.540714433638046e-27,8.183019095742833e-29,9.599335217750944e-24,1.2232268833564498e-30,2.1136587578680525e-30,1.2083994018559236e-30,2.7903804958559e-32
1.2193628137632473e-13,0.1122453720036791,0.9,0.0,0.0,0.0,0.0,0.0999999999672229,8.394567919518958e-12,8.361073449026376e-12,5.800163235480343e-12,5.8001677604682375e-12,5.023594600154915e-12,5.0237050542986304e-12,5.023564767111792e-12,5.023565078703989e-12,4.4793407136157146e-12,4.479405614363919e-12,4.055672096754662e-12,4.055675387822443e-12,3.327127631355982e-14,2.0658283089208526e-16,8.769320493580822e-17,1.900216749989884e-17,7.527742141410095e-17,6.84318407871823e-21,1.8089155284430443e-17,9.181546539989154e-18,1.3986892166316548e-18,4.2571546348791154e-18,1.2126790353179405e-20,2.397376858482398e-19,9.774273764446395e-20,1.6044845893300928e-19,1.1873994470489992e-19,1.5839582515304307e-19,3.899856349617618e-26,2.123681179850131e-18,6.405096388422248e-17,4.214572307774798e-24,3.372164483639571e-20,5.898266506345191e-19,1.5727202717943247e-26,4.21306874419768e-20,2.5992912725579725e-19,1.4768109826701086e-26,1.6021720746483581e-28,1.7509196987329373e-23,1.410503207160379e-30,5.5882654056634606e-30,1.3711032924340095e-30,4.833573430589767e-32
1.8046654322894342e-13,0.1122453720054451,0.9,0.0,0.0,0.0,0.0,0.09999999995148967,1.2424022099345493e-11,1.2372161543910972e-11,8.584279591838701e-12,8.584290298751071e-12,7.434861220314416e-12,7.435119436105061e-12,7.434908772250992e-12,7.434909499862443e-12,6.629455362170177e-12,6.629553226235648e-12,6.002421276676721e-12,6.00242906530794e-12,5.1337299973554674e-14,4.825030068090033e-16,2.0489612628716153e-16,4.4395573074063584e-17,1.2106290072323922e-16,2.67230057649073e-20,4.2275159771189504e-17,2.3194630709394902e-17,3.2690167829430198e-18,9.927505593694652e-18,4.727280086422496e-20,3.6467738146966634e-19,1.4465974571282192e-19,2.4382037805812848e-19,1.8076929625584104e-19,2.4177304748195574e-19,9.643491135161188e-26,2.1237288380728745e-18,9.581519908212146e-17,1.0586241431861591e-23,5.040233952816682e-20,1.4069549515972212e-18,3.9679964658338836e-26,6.41310207136901e-20,6.418432271331059e-19,4.2367311237810776e-26,4.018645611550433e-28,4.092250409449203e-23,1.8835931814534665e-30,2.182996854992093e-29,1.7296399050663794e-30,1.059157249915573e-31
2.975270669341808e-13,0.11224537200897707,0.9,0.0,0.0,0.0,0.0,0.09999999992002322,2.0482937120996063e-11,2.0393967295808236e-11,1.415250769812018e-11,1.4152538896611663e-11,1.2257205139434631e-11,1.2257950376790764e-11,1.2257592808894277e-11,1.2257594895713932e-11,1.0929684657328478e-11,1.092985005387795e-11,9.895916416062055e-12,9.895939115025614e-12,8.74564284661221e-14,1.3913454060451498e-15,5.910736995860856e-16,1.2805089834461968e-16,2.325586549836948e-16,1.4140240125823563e-19,1.2202073170906838e-16,7.093903073665812e-17,9.436068348599557e-18,2.852294460400121e-17,2.492304101060596e-19,6.145402346208233e-19,2.385039130085435e-19,4.1055532934183535e-19,3.0481834184540576e-19,4.08507531428252e-19,2.9023232281111193e-25,2.1237332829458267e-18,1.593437504233408e-16,3.506585976072456e-23,8.376378134866548e-20,4.1229213568154165e-18,1.21116429838873e-25,1.0812834745584264e-19,1.9296775319969314e-18,1.4231714049453537e-25,1.2245325462636188e-27,1.1812347861313444e-22,3.4776483610496844e-30,1.1559383290096048e-28,2.6665770826674215e-30,2.879681050868297e-31
4.0288153826889444e-13,0.11224537201215586,0.9,0.0,0.0,0.0,0.0,0.09999999989170341,2.7735966021735767e-11,2.76132856246913e-11,1.9163909272899472e-11,1.9163965478897265e-11,1.6597161871319954e-11,1.6598499981933832e-11,1.659800523847037e-11,1.659800896807786e-11,1.4799891021395322e-11,1.4800118494244284e-11,1.3400059440165114e-11,1.340010033646059e-11,1.1996118942918787e-13,2.497319358283464e-15,1.0611090978993314e-15,2.298583811933898e-16,3.490557326283513e-16,3.262410381860021e-19,2.19133573057167e-16,1.2983531827902047e-16,1.6946352385848697e-17,5.1075734879828036e-17,5.739605698213442e-19,8.394158372710216e-19,3.2297727871903816e-19,5.606162818339399e-19,4.164618768980229e-19,5.585671317600131e-19,5.284015080813676e-25,2.1237347084186345e-18,2.165194426985766e-16,6.808866725203413e-23,1.1378909686721343e-19,7.441049470796776e-18,2.2149387172458626e-25,1.4772573348555564e-19,3.511995374230078e-18,2.6844546213955148e-25,2.2390440363748196e-27,2.1213945353460873e-22,5.615836850259858e-30,2.6679246223246727e-28,3.749413168917607e-30,5.278466355839112e-31
5.082360096036081e-13,0.11224537201533465,0.9,0.0,0.0,0.0,0.0,0.0999999998633836,3.4989000618417646e-11,3.483227858359041e-11,2.4175306909213063e-11,2.4175395071563972e-11,2.0936957029833033e-11,2.0939051448434907e-11,2.0938414284903498e-11,2.093842009373989e-11,1.8670097383794394e-11,1.8670388305858258e-11,1.690419971080138e-11,1.6904263861873126e-11,1.5246436038739342e-13,3.907722904339275e-15,1.660638441725613e-15,3.5969552121236756e-16,4.827168203101358e-16,6.230143127848944e-19,3.4306977743181743e-16,2.05588417488612e-16,2.653119123935715e-17,7.97337560902932e-17,1.0939884966903213e-18,1.0642915216437686e-18,4.0747163988732155e-19,7.106772765656806e-19,5.2810542741792e-19,7.086266587521854e-19,8.340503569601347e-25,2.1237360925139e-18,2.736951299657749e-16,1.1458320864091372e-22,1.4381443045246084e-19,1.1684033506976447e-17,3.5053983185246016e-25,1.8732312568899044e-19,5.542332727383742e-18,4.328681564504373e-25,3.5436805253938155e-27,3.3212535018725045e-22,8.715087960141566e-30,5.096779935741287e-28,5.160811664234001e-30,8.365732598277418e-31
6.135904809383217e-13,0.11224537201851345,0.9,0.0,0.0,0.0,0.0,0.0999999998350638,4.224204059551715e-11,4.2050964451824385e-11,2.918670082523108e-11,2.918682750772571e-11,2.5276599693973534e-11,2.52796046731823e-11,2.527882014176959e-11,2.5278828435931153e-11,2.2540303744618078e-11,2.2540659412763122e-11,2.0408337380498322e-11,2.0408429563634483e-11,1.8496612580755186e-13,5.6053412039470855e-15,2.382370704481145e-15,5.159779104934475e-16,6.326470879537833e-16,1.0464179914287662e-18,4.923431295408421e-16,2.9726388960536786e-16,3.80756677796987e-17,1.1411668645865016e-16,1.8342321484629452e-18,1.2891673588194423e-18,4.919912480507603e-19,8.607383494896662e-19,6.397490385972186e-19,8.586862249773419e-19,1.2034409226210253e-24,2.123737526445449e-18,3.308708139253384e-16,1.7531510215345604e-22,1.7383978107617204e-19,1.6800642472849347e-17,5.066662597034228e-25,2.269205395388452e-19,7.995872236712217e-18,6.334648237622786e-25,5.122359254253917e-27,4.766426094527546e-22,1.2898031332235103e-29,8.563547875821757e-28,6.943915712420947e-30,1.2207827466175965e-30
8.242994236077491e-13,0.1122453720248711,0.9,0.0,0.0,0.0,0.0,0.09999999977842418,5.674813281964995e-11,5.6487636830561186e-11,3.920948017320918e-11,3.9209698864215227e-11,3.3955537633267195e-11,3.396071513231538e-11,3.3959624599421977e-11,3.3959638772664e-11,3.02807164626728e-11,3.028120458046646e-11,2.7416606788503282e-11,2.7416765930274553e-11,2.4996651023449644e-13,9.654552564010568e-15,4.1041767434318315e-15,8.887590590774836e-16,9.69769884559673e-16,2.24227976283347e-18,8.486696906891422e-16,5.169235878169389e-16,6.563354089333879e-17,1.958174229617312e-16,3.9192815610266334e-18,1.7389194178771336e-18,6.611037352589487e-19,1.1608606916860894e-18,8.630364216562537e-19,1.1588055016968908e-18,2.0875839406581e-24,2.1237405341938785e-18,4.452221786593834e-16,3.3363095841232867e-22,2.338905211700098e-19,2.902614742502282e-17,8.806756676823575e-25,3.0611542428294905e-19,1.3868056743590498e-17,1.1171529621840066e-24,8.904631876482525e-27,8.216205059622769e-22,2.4239016998965162e-29,1.8360361465256297e-27,1.1534739339983002e-29,2.2108780117963244e-30
1e-12,0.11224537203122872,0.9,0.0,0.0,0.0,0.0,0.09999999973119499,6.884411667666503e-11,6.852485372629519e-11,4.756700819607816e-11,4.75673221586067e-11,4.119207796272058e-11,4.119950214874007e-11,4.1198142510899224e-11,4.119816269488152e-11,3.6735093566503695e-11,3.6735695793252705e-11,3.326047563441198e-11,3.326070411154199e-11,3.041634679522248e-13,1.3840475508824124e-14,5.88452532964643e-15,1.2741400063724307e-15,1.2972190640275934e-15,3.731771997034024e-18,1.2174000017642616e-15,7.450835154366787e-16,9.415115251062486e-17,2.798554487203511e-16,6.5078786649763966e-18,2.113947617246549e-18,8.022253601350483e-19,1.4111192641700702e-18,1.0492257818014607e-18,1.409061449619088e-18,3.004978295125126e-24,2.1237432053443157e-18,5.405745663234128e-16,5.156816060755071e-22,2.839641424311934e-19,4.168949148657283e-17,1.269080315066567e-24,3.7215249602151437e-19,1.9960664580322626e-17,1.6227148037910245e-24,1.2832924354786043e-26,1.1786128140110524e-21,3.787853080880914e-29,3.0570489681346468e-27,1.6807980460072594e-29,3.253428471288686e-30
1.0350083662771764e-12,0.11224537203122872,0.9,0.0,0.0,0.0,0.0,0.09999999972178455,7.125424493196783e-11,7.092317694301781e-11,4.92322457694833e-11,4.923258073033408e-11,4.263391297545217e-11,4.264183209061303e-11,4.2640417318511746e-11,4.2640438820568436e-11,3.802112917490425e-11,3.802175453611127e-11,3.442486658239373e-11,3.442511034156779e-11,3.1496179640388735e-13,1.47624710577082e-14,6.276702614491023e-15,1.3590256034793092e-15,1.3674980176631536e-15,4.082044363664263e-18,1.2986496197918732e-15,7.954332467104158e-16,1.0043503918525472e-16,2.9832883958966727e-16,7.116007081073174e-18,2.1886720936167086e-18,8.303554294342302e-19,1.4609833485224698e-18,1.0863240611194798e-18,1.4589250035953797e-18,3.207342502656731e-24,2.1237437552952715e-18,5.595735439562971e-16,5.573919347820394e-22,2.939413242310285e-19,4.448092983599973e-17,1.354785633738389e-24,3.8531040006205734e-19,2.1304570858527534e-17,1.7345561621660716e-24,1.369977959882842e-26,1.25727646630776e-21,4.105066964442123e-29,3.344241966600208e-27,1.801569294788197e-29,3.4847292086700036e-30
1.2457173089466037e-12,0.11224537203758636,0.9,0.0,0.0,0.0,0.0,0.09999999966514493,8.576037828141762e-11,8.535751040769966e-11,5.925499668132546e-11,5.925547381803596e-11,5.131168844987192e-11,5.1322955988874567e-11,5.1321197544499984e-11,5.132122788178701e-11,4.5761541880917454e-11,4.576230960446846e-11,4.14331161100793e-11,4.143346334315e-11,3.7995164964791884e-13,2.099848383590514e-14,8.929706228420439e-15,1.933170884443869e-15,1.8303231644145445e-15,6.753509940904803e-18,1.8486327157265296e-15,1.1367799298597053e-15,1.429714866738186e-16,4.2277780819584483e-16,1.1741286374685287e-17,2.6384254280328136e-18,9.997936560379084e-19,1.7611063414152057e-18,1.3096119744664226e-18,1.759044746092385e-18,4.578698049979547e-24,2.1237472071480173e-18,6.739249204399006e-16,8.616253617971764e-22,3.5399219452428536e-19,6.338402760957459e-17,1.935785854877589e-24,4.645054730753811e-19,3.041152128778475e-17,2.494744200150797e-24,1.9576424344408587e-26,1.7897611093876277e-21,6.48924080788032e-29,5.5358117960966084e-27,2.6938071164745934e-29,5.0502163709174174e-30
1.6671351942854584e-12,0.11224537205030172,0.9,0.0,0.0,0.0,0.0,0.0999999995518657,1.1477270988825653e-10,1.1422250486059817e-10,7.93004536243792e-11,7.930129428481521e-11,6.866541168164432e-11,6.868522499619509e-11,6.868272007415025e-11,6.868277242514262e-11,6.124236727393871e-11,6.12434353675189e-11,5.544958378842817e-11,5.545019560114293e-11,5.099148181056434e-13,3.690287134955769e-14,1.5699016573359968e-14,3.397551683689068e-15,2.9573380900773494e-15,1.55598958664829e-17,3.254227534241004e-15,2.0114957955807085e-15,2.516851218008979e-16,7.369401626095007e-16,2.6871648090655552e-17,3.5379341068251855e-18,1.3394857433120578e-18,2.3613533524753043e-18,1.7561886363513775e-18,2.3592849623124732e-18,8.090378506005285e-24,2.1237548172354095e-18,9.026277762867878e-16,1.7847331614087872e-21,4.740941405641451e-19,1.1172950048366843e-16,3.424480906506621e-24,6.228959156250397e-19,5.37308702480289e-17,4.45152156127795e-24,3.4634640574966163e-26,3.1506735103495743e-21,1.415112753023125e-28,1.2771309298529458e-26,5.494979847423855e-29,9.044200076813197e-30
2.088553079624313e-12,0.11224537206301714,0.9,0.0,0.0,0.0,0.0,0.09999999943858646,1.4378512776907734e-10,1.4308263263398527e-10,9.934585091325604e-11,9.934716032546883e-11,8.601671096562833e-11,8.604752219626671e-11,8.604419244041135e-11,8.604427233602614e-11,7.672319264169877e-11,7.672458190083042e-11,6.946600976124807e-11,6.946696275635517e-11,6.398560712806622e-13,5.735475439926822e-14,2.4408363909415113e-14,5.2807420545335516e-15,4.3542552861908005e-15,2.984569920476818e-17,5.0660416391189405e-15,3.141415570666433e-15,3.9182151298728175e-16,1.1361936137331647e-15,5.122275239412573e-17,4.4374454582234296e-18,1.680499009624815e-18,2.9616017266870737e-18,2.202766408944072e-18,2.9595261516704782e-18,1.2624156257858822e-23,2.1237633770672117e-18,1.1313308352621734e-15,3.192447363505094e-21,5.941963596543949e-19,1.7408355668474421e-16,5.347411484937489e-24,7.812867525120323e-19,8.383627325172749e-17,6.98835430749759e-24,5.408520784665787e-26,4.90494744949931e-21,2.6350691390925098e-28,2.4527383004089395e-26,9.904645409006173e-29,1.4194764496265506e-29
2.931388850302022e-12,0.11224537208844827,0.9,0.0,0.0,0.0,0.0,0.09999999921202798,2.0181022252365678e-10,2.0078839461936022e-10,1.3943646641037064e-10,1.3943902917633902e-10,1.2071207570163644e-10,1.2077220122973456e-10,1.2076698843750692e-10,1.2076713817182925e-10,1.0768484330138488e-10,1.0768693732046682e-10,9.749873650772886e-11,9.75006018273625e-11,8.996733112735961e-13,1.1179366529999349e-13,4.761182966538291e-14,1.0293865389655149e-14,7.97582018208099e-15,8.179403024434324e-17,9.909017977149196e-15,6.1671550041727175e-15,7.664255235322694e-16,2.1774338943176843e-15,1.3838670632655041e-16,6.236476184203469e-18,2.3684047684817873e-18,4.162102566032383e-18,3.0959252884886667e-18,4.160011451797803e-18,2.4760051552052257e-23,2.123783409141556e-18,1.588738099523866e-15,7.999236613979166e-21,8.344016172733739e-19,3.40845533625022e-16,1.0496850705640396e-23,1.0980696100905635e-18,1.6441886852091038e-16,1.3803350751788132e-23,1.0616835502752042e-25,9.59437138809741e-21,6.967754452225345e-28,6.741366292765991e-26,2.558632107801827e-28,2.796370211002155e-29
3.774224620979731e-12,0.11224537211387971,0.9,0.0,0.0,0.0,0.0,0.09999999898546953,2.598356626009683e-10,2.584749509122048e-10,1.7952684313424776e-10,1.7953108034245275e-10,1.553978393105211e-10,1.5549699310641477e-10,1.5548958793699595e-10,1.5548982536020274e-10,1.38646493859959e-10,1.3864937587828098e-10,1.2553129632266018e-10,1.255343805784272e-10,1.1594040656033886e-12,1.841601466540229e-13,7.848806966452586e-14,1.6958528313848492e-14,1.2718471948630323e-14,1.720109118511589e-16,1.637766842666102e-14,1.0213867652824527e-14,1.2668047774737583e-15,3.5298509512392407e-15,2.8740881227771525e-16,8.035517607727036e-18,3.0661649362079048e-18,5.362608858617966e-18,3.98908861382432e-18,5.360500647104936e-18,4.0987075405288776e-23,2.1238073858239138e-18,2.0461474585810246e-15,1.6027612003707025e-20,1.074607967212326e-18,5.636794992957423e-16,1.738439925009848e-23,1.4148540460675997e-18,2.7216393964299735e-16,2.2940129492280095e-23,1.7582361855584924e-25,1.58583036766302e-20,1.4344597547304452e-27,1.4213115455744177e-25,5.2501952834093955e-28,4.6356433915108426e-29
4.61706039165744e-12,0.11224537213931146,0.9,0.0,0.0,0.0,0.0,0.09999999875891107,3.1786144801843096e-10,3.1614247095955986e-10,2.1961698107302805e-10,2.1962331377052505e-10,1.9007406432576106e-10,1.9022189783079916e-10,1.9021199345098325e-10,1.9021233389200472e-10,1.6960814431741547e-10,1.696118975800795e-10,1.535636891977508e-10,1.5356829901625573e-10,1.4190490973205106e-12,2.742843467220476e-13,1.1697978464966935e-13,2.5259375486061686e-14,1.8606822007905778e-14,3.106673893308634e-16,2.4471906127532365e-14,1.5281285360987068e-14,1.8929666337111298e-15,5.176121829495427e-15,5.13001369066299e-16,9.834569729334262e-18,3.776719416924842e-18,6.56312060284815e-18,4.882256385164777e-18,6.560993737747492e-18,6.130546715200397e-23,2.123835393734189e-18,2.5035597397006668e-15,2.810498663204946e-20,1.3148154091519902e-18,8.425888032819088e-16,2.6010160935144742e-23,1.731640060518963e-18,4.0707312097539797e-16,3.439883021237942e-23,2.630463832273685e-25,2.3696841630093634e-20,2.548962500157544e-27,2.5732474802623204e-25,9.363736561100397e-28,6.937301977568779e-29
5.4598961623351495e-12,0.11224537216474355,0.9,0.0,0.0,0.0,0.0,0.0999999985323526,3.75887578780666e-10,3.737911280245564e-10,2.597068802237063e-10,2.5971572939920136e-10,2.2474081489989791e-10,2.249469154031646e-10,2.2493420742669962e-10,2.2493466376471018e-10,2.005697946737525e-10,2.0057450242864917e-10,1.8159591513089968e-10,1.8160235714237974e-10,1.6786091866592539e-12,3.819926390514526e-13,1.630282270131449e-13,3.5180705609394936e-14,2.566522862968302e-14,5.081198906019522e-16,3.419158069025441e-14,2.13690961582117e-14,2.644913817722567e-15,7.0993744320400196e-15,8.294821293868744e-16,1.1633632549168218e-17,4.503142532277091e-18,7.76363779688549e-18,5.775428602558701e-18,7.761490723734775e-18,8.571531541404235e-23,2.1238675186016236e-18,2.9609758097595223e-15,4.50983455524433e-20,1.5550239427247575e-18,1.177574731351201e-15,3.6374175603806935e-23,2.0484276534619297e-18,5.69147047479757e-16,4.817950716973138e-23,3.6783127973646124e-25,3.311002488347571e-20,4.110744687218933e-27,4.2187559600793145e-25,1.5203280554178948e-27,9.701351962734124e-29
7.145567703690568e-12,0.1122453722156087,0.9,0.0,0.0,0.0,0.0,0.09999999807923565,4.919408763366337e-10,4.890324862714768e-10,3.398859621634095e-10,3.399011070231992e-10,2.940461279166899e-10,2.943972890863558e-10,2.943780690715453e-10,2.943787875337938e-10,2.6249309508306705e-10,2.6249996157170763e-10,2.376598661732263e-10,2.3767089245718287e-10,2.1974773890002978e-12,6.495271852881238e-13,2.775799381920163e-13,5.982743102824293e-14,4.337748374429391e-14,1.1171941408262296e-15,5.850659807000844e-14,3.660470007144463e-14,4.526166997417103e-15,1.1719412568503038e-14,1.7838111756803486e-15,1.5231790283428443e-17,6.015258145379055e-18,1.0164688527339105e-17,7.561786375432479e-18,1.0162496381553748e-17,1.4680947336042001e-22,2.123944419322663e-18,3.875822615673214e-15,9.713234085126788e-20,2.0354442833605863e-18,2.015777981770966e-15,6.231701101982743e-23,2.682007574796319e-18,9.74789918315713e-16,8.27068565970244e-23,6.300668676641016e-25,5.666038420743168e-20,8.815825826739453e-27,9.318966971447236e-25,3.3169485814725915e-27,1.6616650090357085e-28
8.831239245045986e-12,0.11224537226647516,0.9,0.0,0.0,0.0,0.0,0.0999999976261187,6.079955552633649e-10,6.04200386142632e-10,4.200640889586869e-10,4.2008721270834253e-10,3.6331428444910383e-10,3.6384811414432174e-10,3.6382119014458364e-10,3.638221966692292e-10,3.244163950879002e-10,3.244257533198132e-10,2.937231494533649e-10,2.937399865180864e-10,2.7160147991512887e-12,9.854006058792367e-13,4.216797538707193e-13,9.07753640079355e-14,6.603525246678751e-14,2.080438052958584e-15,8.932134154589668e-14,5.5918107766805986e-14,6.910570650045282e-15,1.7270415099747088e-14,3.2518110859399598e-15,1.8829990810336332e-17,7.628018593784204e-18,1.2565761034822673e-17,9.34816193229402e-18,1.2563517620158394e-17,2.242697550106412e-22,2.124038721547378e-18,4.790695101251904e-15,1.7935529147657082e-19,2.5158689860874684e-18,3.0782926384884645e-15,9.521301041286142e-23,3.3155938100171034e-18,1.4890942909166433e-15,1.2652232626029458e-22,9.624861222340188e-25,8.650950857166931e-20,1.6048790777516024e-26,1.74324926594534e-24,6.15326576146661e-27,2.538158569308227e-28
1e-11,0.11224537231734294,0.9,0.0,0.0,0.0,0.0,0.09999999731194997,6.884629047860911e-10,6.840096945115526e-10,4.756550511004093e-10,4.756846948446619e-10,4.113198412508348e-10,4.120021248076114e-10,4.1196916808223283e-10,4.119703810142946e-10,3.673509292999678e-10,3.6736221067969786e-10,3.3259424794360087e-10,3.326158339198313e-10,3.0753519826436313e-12,1.2576534744451159e-12,5.386838464359464e-13,1.1586495210007774e-13,8.47415069616929e-14,3.000472479072663e-15,1.1450159960955278e-13,7.170149645468099e-14,8.859170653474774e-15,2.1606265874362323e-14,4.621627864621108e-15,2.1324829102819122e-17,8.819870026051991e-18,1.4230557991595696e-17,1.0586756279640991e-17,1.4228275400276354e-17,2.8758454952785367e-22,2.1241146496597377e-18,5.425041366988147e-15,2.5822741420660156e-19,2.8489741244376806e-18,3.946669162805093e-15,1.2210330569748932e-22,3.754894679932405e-18,1.9094770050202605e-15,1.6235437668333472e-22,1.2341455974970893e-24,1.109031075913196e-19,2.2795931974242856e-26,2.52211025394198e-24,8.860092696885272e-27,3.254459669113821e-28
1.0516910786401404e-11,0.11224537231734294,0.9,0.0,0.0,0.0,0.0,0.09999999717300177,7.240516155498954e-10,7.192962343862552e-10,5.002412606187209e-10,5.002740459257774e-10,4.325458097035934e-10,4.3329939056309453e-10,4.3326358686840967e-10,4.3326489117555856e-10,3.8633969468825084e-10,3.8635187768497744e-10,3.4978576497773405e-10,3.4980963931815094e-10,3.2342277519470947e-12,1.38820339483347e-12,5.948466110343878e-13,1.278969150629069e-13,9.381548476232385e-14,3.4818237928572352e-15,1.266343572929409e-13,7.930664258426348e-14,9.798129559497337e-15,2.3639574591463246e-14,5.3291717958991565e-15,2.2428234129550874e-17,9.369051574045284e-18,1.496685530349859e-17,1.1134555272921728e-17,1.4964554439065055e-17,3.180963157276174e-22,2.1241510480455282e-18,5.705601122091791e-15,2.9962361928524985e-19,2.9962980477367523e-18,4.365121426947082e-15,1.3506225816224472e-22,3.9491863590458005e-18,2.1120615888852014e-15,1.7962603770764876e-22,1.365042975603577e-24,1.226575111186899e-19,2.6280552122850965e-26,2.9307196218955784e-24,1.0275789370996144e-26,3.5996206698296467e-28
1.3888253869112242e-11,0.1122453724190826,0.9,0.0,0.0,0.0,0.0,0.0999999962667679,9.56167880133238e-10,9.492770162537474e-10,6.605927385870815e-10,6.60649892946601e-10,5.709009401776351e-10,5.722032974200695e-10,5.721462548063896e-10,5.721481363322601e-10,5.101862926755078e-10,5.102051243089771e-10,4.619089927969273e-10,4.6195062109924684e-10,4.269703883300632e-12,2.389346682052682e-12,1.0265725140059112e-12,2.2018508383046778e-13,1.6533034076070814e-13,7.911949899491037e-15,2.207496266796943e-13,1.3829901806804478e-13,1.7082722124020007e-14,3.8497176452833906e-14,1.15962693463437e-14,2.9624849142754934e-17,1.334992450603632e-17,1.976910906420722e-17,1.4707395304311254e-17,1.976667481560684e-17,5.548485653183169e-22,2.1244318397619844e-18,7.535546475945213e-15,6.870063902826679e-19,3.9571692357539956e-18,7.61172769445806e-15,2.3562069345711838e-22,5.216390398114441e-18,3.683988418542985e-15,3.136984809451719e-22,2.380396069711397e-24,2.138505010033597e-19,5.713954029056594e-26,6.725000731712069e-24,2.3298094806964115e-26,6.277469658890698e-28
1.6922462643551994e-11,0.11224537251065309,0.9,0.0,0.0,0.0,0.0,0.09999999545115743,1.1650772423544525e-09,1.1560263481644737e-09,8.049058023183574e-10,8.049906384219354e-10,6.953001963227397e-10,6.97218357093817e-10,6.9713829537791e-10,6.971406130105826e-10,6.216482294807117e-10,6.216741839321083e-10,5.628176141949481e-10,5.62879415506499e-10,5.200581500379576e-12,3.5062040010722806e-12,1.5100278316935604e-12,3.2317368219349125e-13,2.4866485820585094e-13,1.4176608701948478e-14,3.2766364647061084e-13,2.0530405337379172e-13,2.53596756252559e-14,5.3843437148591475e-14,2.0019298285599164e-14,3.6101948999535986e-17,1.7657680626868077e-17,2.40912117222739e-17,1.7923012150373266e-17,2.4088636433887766e-17,8.238992121815031e-22,2.1247513066450863e-18,9.18269422274292e-15,1.2480130749237181e-18,4.821968182503371e-18,1.1300846425175064e-14,3.4990397506070714e-22,6.356895625553899e-18,5.470359879604544e-15,4.661303295108412e-22,3.53365352574468e-24,3.174673269541245e-19,9.860662219201738e-26,1.2154029008527824e-23,4.1704132790947304e-26,9.320174232009957e-28
