Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528)
2.3151679411261917e-15,0.11224537200006987,0.9,0.0,0.0,0.0,0.0,0.09999999999937767,1.593850993205184e-13,1.5931345441212598e-13,1.1012602504863654e-13,1.1012602668969835e-13,9.538352474179844e-14,9.53835743973424e-14,9.538097408261646e-14,9.538097421893303e-14,8.504791111416615e-14,8.504827978722682e-14,7.700387536542837e-14,7.700387657077769e-14,7.154783780539814e-17,9.384647872171029e-20,3.970388316042637e-20,8.604299015343273e-21,1.2550272042011863e-18,8.716559581992882e-26,8.192194410983282e-21,4.443909716383638e-22,6.329986357254504e-22,1.9329293920548322e-21,1.5479721325493134e-25,6.96906729447841e-22,1.855872793946409e-21,4.794340553886772e-22,3.3781294754208627e-22,4.224173707769868e-22,2.406544457397367e-30,8.878587839625295e-19,3.6857967327848614e-19,1.7424660475784737e-27,2.0523531771722896e-22,7.696123894971459e-23,2.7541244703432737e-31,1.2027944300274605e-22,1.6422622527227377e-23,6.305062064826525e-32,5.30038968389491e-31,7.924058910469165e-27,3.1264904061287484e-31,7.113184997993651e-35,3.126911006989834e-31,1.6639304358953625e-35,7.950842047415056e-45,1.748143969692602e-42,7.791269101315559e-51,3.088605089388502e-36,1.5534493374513525e-46,3.2596967142655837e-46,6.379633594487141e-55,1.302012080689282e-54,2.998685158716983e-43,4.064692695949045e-45,4.7384824241146876e-51,9.295954312885406e-52,5.288379057201799e-27,1.3232446084431538e-32,7.450148873097093e-56
4.632347322687767e-15,0.11224537200013977,0.9,0.0,0.0,0.0,0.0,0.09999999999875481,3.189086763577604e-13,3.186449204377125e-13,2.2034772625387314e-13,2.2034773303991183e-13,1.9084982051414763e-13,1.9085001943429205e-13,1.9084481400878847e-13,1.9084481455659272e-13,1.7016971268006275e-13,1.701708797612675e-13,1.540746507653011e-13,1.540746557356988e-13,2.633656973086011e-16,3.7550095287692967e-19,1.5891703951608197e-19,3.4439089760069174e-20,2.513547492374184e-18,6.977395285176726e-25,3.278783976732405e-20,3.2904186281140307e-21,2.5336441823058094e-21,7.736024583593178e-21,1.2391045516311917e-24,2.4818950003854122e-21,3.713353838207324e-21,1.7014602890419794e-21,1.2062730732523188e-21,1.5200603539117885e-21,1.7353540007900956e-29,1.3474937404483638e-18,1.1664747945247573e-18,6.979777764991488e-27,6.40984876652582e-22,4.885367174884585e-22,3.164731780147307e-30,4.293135563357111e-22,1.1785086499125378e-22,8.688992261865551e-31,8.625455939618205e-31,3.171688654022628e-26,4.825212658629329e-31,5.694873113889377e-34,4.825829157190983e-31,6.819828938853461e-35,1.0391176323252732e-43,3.804766874807614e-41,3.6346748095791846e-49,3.950065759445439e-35,2.7045385962004994e-45,7.493410798320873e-45,2.2338437170246357e-53,6.049935231525664e-53,1.309048809015606e-41,6.412550043095554e-44,1.5185592440579889e-49,6.835522350423492e-50,2.1167298187302273e-26,1.959917098456757e-31,4.126564079663488e-54
9.266706085810918e-15,0.1122453720002796,0.9,0.0,0.0,0.0,0.0,0.09999999999750907,6.379558388174596e-13,6.370482215798942e-13,4.4079112144454814e-13,4.407911498760131e-13,3.817821146309493e-13,3.817829115905842e-13,3.817724876244042e-13,3.8177248983018124e-13,3.4041331580879864e-13,3.4041658002054877e-13,3.082161965175386e-13,3.082162172755433e-13,9.060451648129458e-16,1.5016519190476388e-18,6.358594370670683e-19,1.377969788194167e-19,5.044488308736157e-18,5.583512686648102e-24,1.311793546760805e-19,2.2872540205727858e-20,1.01378769630716e-20,3.094833186201134e-20,9.91449151916231e-24,8.108147855911103e-21,7.428303695798348e-21,5.5295302569084184e-21,3.95672402350999e-21,5.0450846049597346e-21,1.1570750002539166e-28,1.7683537614138255e-18,3.2606749510606084e-18,2.800150725927783e-26,1.764969433401289e-21,2.7545879720413195e-21,2.9918549088020846e-29,1.4072881031183602e-21,7.820817261501554e-22,1.0695118621027825e-29,1.479799483914349e-30,1.2690886116737124e-25,6.509859420739804e-31,4.557629283492907e-33,6.510422023878302e-31,2.7615768985474205e-34,1.1891705964849844e-42,6.904981662227471e-40,1.4172490985407512e-47,4.501154519998753e-34,4.524704167892422e-44,1.5314816125856186e-43,7.499076599773445e-52,2.498481775400703e-51,4.770361218694294e-40,8.951976716958528e-43,4.8626806453059234e-48,3.7313048791916723e-48,8.469676492502834e-26,2.724182260042914e-30,1.9492819955070908e-52
1.3901064848934068e-14,0.11224537200041945,0.9,0.0,0.0,0.0,0.0,0.09999999999626333,9.57003010331205e-13,9.55256016404083e-13,6.612345094154326e-13,6.612345713085841e-13,5.727141113311348e-13,5.727158062306266e-13,5.727001549974727e-13,5.727001597020389e-13,5.106569189344773e-13,5.106625106202279e-13,4.623577372222685e-13,4.623577823490266e-13,1.743639959000167e-15,3.19026946644549e-18,1.3513076004530068e-18,2.9284039276743354e-19,7.593547104457641e-18,1.5966424225494326e-23,2.787646883735716e-19,6.055738289626969e-20,2.154505146352055e-20,6.576292201838289e-20,2.834891903078182e-23,1.51218452523543e-20,1.1143241593410491e-20,1.0280811066767632e-20,7.39706929346507e-21,9.498489512349898e-21,2.9991241966240888e-28,1.9610318587731287e-18,5.5830570459032885e-18,5.964584527005365e-26,2.9995416300243843e-21,6.605437301450334e-21,8.680611440639084e-29,2.6299005020059808e-21,2.0229552260328423e-21,3.485018482925109e-29,2.2771582560899917e-30,2.697071565571705e-25,7.410686674490842e-31,1.3033242507447864e-32,7.410769882476517e-31,6.233603064947016e-34,3.948748817873599e-42,2.6418416720138003e-39,6.029830703232703e-47,1.4347600913326594e-33,1.734749188104217e-43,6.1691990857921055e-43,3.05161497110381e-51,1.071908175651085e-50,2.2515393736565812e-39,3.179910863604688e-42,2.1499409790307292e-47,1.6233330629375153e-47,1.7999786058335916e-25,9.397572233749243e-30,8.045751847466468e-52
1.8535423612057218e-14,0.11224537200055927,0.9,0.0,0.0,0.0,0.0,0.09999999999501759,1.276050191350282e-12,1.2733165551017316e-12,8.816778901665303e-13,8.816779976449952e-13,7.636458106259837e-13,7.63648703634634e-13,7.636278161237545e-13,7.636278241721658e-13,6.809005220570987e-13,6.809085479850887e-13,6.164992728794906e-13,6.164993511764427e-13,2.7278970135838083e-15,5.4410634747918e-18,2.305251211113626e-18,4.995665490714199e-19,1.0163898736524281e-17,3.367889717064775e-23,4.755390111061006e-19,1.1951472043786272e-19,3.675516772678714e-20,1.121759623014833e-19,5.979358955752727e-23,2.307170206069681e-20,1.4858167849442717e-20,1.5647921000000213e-20,1.1307014731218634e-20,1.4600060052936412e-20,5.81884098703257e-28,2.0492437505387474e-18,8.009905357735728e-18,1.0200152473099282e-25,4.282550792378323e-21,1.2103235389733734e-20,1.8063299187939192e-28,4.0187997291554654e-21,3.918822253939876e-21,7.953483126599007e-29,3.3803412594014135e-30,4.6011177418614015e-25,7.953085792355335e-31,2.7492367205997397e-32,7.952215789099593e-31,1.1103433333129844e-33,9.788400505231343e-42,7.284721299975138e-39,2.3043059857709966e-46,3.238938271719743e-33,4.933262442776636e-43,1.7987984093898856e-42,1.2347395170562325e-50,4.355019763324365e-50,7.143420962368159e-39,8.363229420109307e-42,7.347844490518336e-47,6.929466593335199e-47,3.070705856605275e-25,2.2531099118526064e-29,3.6880916318855474e-51
2.7804141138303518e-14,0.11224537200083892,0.9,0.0,0.0,0.0,0.0,0.09999999999252611,1.914144576560581e-12,1.909197315949926e-12,1.3225646347243329e-12,1.3225648624071071e-12,1.1455085112585544e-12,1.1455145054881745e-12,1.1454831237067581e-12,1.1454831404348888e-12,1.0213877282951663e-12,1.021400722879752e-12,9.247823323477446e-13,9.247824980675912e-13,4.9353276577431535e-15,1.1261383832967294e-17,4.7728406385727696e-18,1.0343064627912598e-18,1.5361507312297082e-17,9.198975308105432e-23,9.845206310448443e-19,2.942712032644289e-19,7.610067189933288e-20,2.3221101081482924e-19,1.632983427480951e-22,4.030480858654769e-20,2.228799415987146e-20,2.724714216709747e-20,1.9802962204197705e-20,2.5765735518896814e-20,1.3985079620547487e-27,2.131121384474465e-18,1.2958148153922759e-17,2.1216401920406837e-25,6.890293493719842e-21,2.7036073770361393e-20,4.6888114292457e-28,7.035580984439345e-21,9.399067982900521e-21,2.352112405718917e-28,6.510237009200135e-30,9.52650137885596e-25,8.714910235504883e-31,7.509432962849196e-32,8.710763015014428e-31,2.5026010230417306e-33,3.5163834696770443e-41,3.088479523201431e-38,1.6204998820362173e-45,9.546290609593883e-33,2.275407114364521e-42,8.577473076815153e-42,9.393246650505665e-50,3.4554960722406055e-49,3.685995946495198e-38,3.3000440571420305e-41,4.518714152648663e-46,5.529737487287411e-46,6.357821065710051e-25,7.203602916903126e-29,3.188705643879321e-50
3.707285866454982e-14,0.11224537200111857,0.9,0.0,0.0,0.0,0.0,0.09999999999003463,2.5522389986970418e-12,2.5447863426474286e-12,1.7634513527324147e-12,1.7634517465219769e-12,1.5273701183193277e-12,1.5273803187960282e-12,1.5273384082979093e-12,1.527338436833522e-12,1.3618749345219912e-12,1.3618929819355858e-12,1.2330653732545145e-12,1.2330656597387779e-12,7.432293809354859e-15,1.9147429251416885e-17,8.117377175908677e-18,1.7590791405545565e-18,2.0653868385963588e-17,1.9247474343029957e-22,1.6743625965395158e-18,5.636631716807043e-19,1.2943094973117334e-19,3.9486587643218845e-19,3.416389214712638e-22,5.90088356207275e-20,2.9717780756814574e-20,3.979130453616454e-20,2.905030829998526e-20,3.802471664241993e-20,2.6279544060797304e-27,2.1377843653928047e-18,1.7981605637423843e-17,3.625790371727768e-25,9.529993337422741e-21,4.8171493238899037e-20,9.250354493531392e-28,1.031765857563534e-20,1.7634157635001076e-20,5.130726308767975e-28,1.1225140280773365e-29,1.6202539405604923e-24,9.221889454301369e-31,1.571275453160114e-31,9.211985646095874e-31,4.455393490285146e-33,8.31630900799786e-41,8.086375212819327e-38,5.4071629065987826e-45,2.0949781796631594e-32,6.168397718966668e-42,2.3998442287862905e-41,3.2082046612438945e-49,1.2119868241435956e-48,1.1470274264377847e-37,8.203791313086965e-41,1.5170349036029426e-45,1.9245065103830515e-45,1.081329245068253e-24,1.6753885974947982e-28,1.137732243415503e-49
5.561029371704242e-14,0.1122453720016779,0.9,0.0,0.0,0.0,0.0,0.09999999998505167,3.828427967646654e-12,3.8155698411017584e-12,2.645224701568592e-12,2.6452255805305618e-12,2.291089742000164e-12,2.2911119854515044e-12,2.2910489019501686e-12,2.291048964404068e-12,2.0428493469387245e-12,2.0428775470369806e-12,1.8496313941186344e-12,1.849632033342773e-12,1.2813528826653513e-14,4.169833635156799e-17,1.7685610989682726e-17,3.832510517853895e-18,3.1586945163323975e-17,6.077620215050849e-22,3.6478713143518855e-18,1.4502073396552913e-18,2.8201261643256884e-19,8.59965795080359e-19,1.0784161351179754e-21,9.782278647996228e-20,4.457724101915015e-20,6.57508656191887e-20,4.828317977428126e-20,6.370489083692092e-20,6.538356882813869e-27,2.1342087084218004e-18,2.804542233441203e-17,8.0045482978763625e-25,1.4815120030955244e-20,1.1090865110969294e-19,2.4472480337687016e-27,1.7141298588808842e-20,4.37619366386255e-20,1.6381635573498927e-27,2.662982617409387e-29,3.530315321072661e-24,1.0196450190112408e-30,4.961819772532715e-31,1.0162613382248999e-30,1.003749760638611e-32,2.904024469273038e-40,3.360994254231911e-37,3.456164189387182e-44,7.094055437629042e-32,3.0504874341901657e-41,1.2396949219687034e-40,2.3467131029734903e-48,9.412665144068421e-48,7.509723907183922e-37,3.1221848770862018e-40,1.171917065194078e-44,1.303743779900968e-44,2.3560708756985506e-24,6.319822517703853e-28,8.818111357133757e-49
7.229398526428577e-14,0.11224537200218127,0.9,0.0,0.0,0.0,0.0,0.09999999998056701,4.976998181008963e-12,4.9590144770664115e-12,3.4388206172765577e-12,3.4388221057733633e-12,2.97843335754273e-12,2.978470531197684e-12,2.9783882611206004e-12,2.9783883657124683e-12,2.655726318072182e-12,2.6557636945979586e-12,2.4045407442114173e-12,2.4045418266457893e-12,1.7908970222369626e-14,6.96313478140412e-17,2.954126870611525e-17,6.401578120695516e-18,4.183153599518087e-17,1.2812166354640371e-21,6.093201025915942e-18,2.652087832888e-18,4.71085395055253e-19,1.4359662338544164e-18,2.272844041960812e-21,1.3353227279341489e-19,5.795064214644664e-20,8.958814200085891e-20,6.600587626901113e-20,8.749199529251155e-20,1.1717152339941829e-26,2.1260802641413473e-18,3.7107767843554984e-17,1.3529281505566194e-24,1.957311638666472e-20,1.9044100690264174e-19,4.5186957278983615e-27,2.3427497317577258e-20,7.830774560930993e-20,3.37850154834538e-27,4.7443868351532085e-29,5.897183054240802e-24,1.1082814413060948e-30,1.0460468439821409e-30,1.1010087835171321e-30,1.6974002426913686e-32,6.486091997347465e-40,8.166288447059597e-37,1.0854540904674788e-43,1.5459284214879157e-31,8.375942134801627e-41,3.459442407708614e-40,8.274261187073677e-48,3.3673377722994883e-47,2.262208741792558e-36,7.281920442541784e-40,3.9325632228684045e-44,4.204524969606649e-44,3.935677052288792e-24,1.4547605920798255e-27,3.195582205485696e-48
8.897767681152911e-14,0.11224537200268467,0.9,0.0,0.0,0.0,0.0,0.09999999997608235,6.125568529385858e-12,6.102386062163295e-12,4.2324164395880565e-12,4.2324187023912135e-12,3.6657731275230194e-12,3.665829120994979e-12,3.665727539385141e-12,3.665727697143069e-12,3.2686032891660907e-12,3.2686498692628543e-12,2.959450029008703e-12,2.9594516745481425e-12,2.3069674537147067e-14,1.0482221181989535e-16,4.448056655208484e-17,9.6387968309303e-18,5.2472691304138496e-17,2.33050052432335e-21,9.174661777221121e-18,4.249491074003407e-18,7.09353764255524e-19,2.1614197641726603e-18,4.1332330759932556e-21,1.6930024418011708e-19,7.132395821808374e-20,1.1345213414530052e-19,8.376564037034881e-20,1.1136791111586192e-19,1.849375125248929e-26,2.123355236500962e-18,4.616471006453481e-17,2.0622349055703185e-24,2.432883538120136e-20,2.9190747949985847e-19,7.268911439897832e-27,2.972636361164375e-20,1.234651253451132e-19,5.910465268581639e-27,7.506828462230752e-29,8.87989550940579e-24,1.202051444237445e-30,1.9028247550279374e-30,1.1887162126731266e-30,2.5722195543948333e-32,1.221534062465263e-39,1.6308191320806715e-36,2.66371176753209e-43,2.8754438408572398e-31,1.8441929838637186e-40,7.718143909991335e-40,2.1985295464713727e-47,9.084223517881556e-47,5.429246055322019e-36,1.4119139403965135e-39,1.048902456213449e-43,1.0494154541926486e-43,5.92628718547155e-24,2.812605810909902e-27,8.632955146799695e-48
1.223450599060158e-13,0.11224537200369143,0.9,0.0,0.0,0.0,0.0,0.09999999996711302,8.42270990266686e-12,8.389087903358736e-12,5.819607616589656e-12,5.819612253274674e-12,5.040433419428893e-12,5.040546521743447e-12,5.040405691099813e-12,5.0404060101371085e-12,4.49435723115589e-12,4.494422375660675e-12,4.069268271679015e-12,4.069271644027015e-12,3.339341621578268e-14,2.115245424091248e-16,8.979290944079571e-17,1.9457064183517384e-17,7.5764547103102e-17,7.297474566289258e-21,1.8522542682083837e-17,9.445899010543481e-18,1.4322051764799743e-18,4.358562011490456e-18,1.2929954705695216e-20,2.405985869368039e-19,9.807041346508266e-20,1.6102377006687696e-19,1.1916684691658743e-19,1.5896741259086863e-19,4.0065367214733594e-26,2.1236925140705687e-18,6.427280788690304e-17,4.335498785689945e-24,3.383814383333279e-20,6.046518711579329e-19,1.6177345136600554e-26,4.2282129451084735e-20,2.670157648052088e-19,1.5337242375787184e-26,1.6477028590332856e-28,1.7928759607035043e-23,1.416555435975707e-30,5.959416801669971e-30,1.3745370129208811e-30,4.8661489140536315e-32,3.4911816981753145e-39,5.165745729592137e-36,1.2789539300789104e-42,9.365012789739266e-31,8.114206095154834e-40,3.4885292981729926e-39,1.4430414229801519e-46,6.177142927087205e-46,3.017246754531995e-35,4.228155204514328e-39,7.818235597203272e-43,5.1651914901232694e-43,1.1965340382489585e-23,9.75420149093875e-27,5.819353733048401e-47
1.8907982609498916e-13,0.11224537200570496,0.9,0.0,0.0,0.0,0.0,0.09999999994917438,1.301699481450857e-11,1.2962413405440122e-11,8.993988473500257e-12,8.994000499593355e-12,7.789692419262571e-12,7.789982030903943e-12,7.7897607004219e-12,7.789761516023294e-12,6.945865114501536e-12,6.945967910359879e-12,6.28890371036973e-12,6.288912458848442e-12,5.39943370378289e-14,5.41103630230157e-16,2.2979334614262175e-16,4.978932409889905e-17,1.2880256017745828e-16,3.2717777240057723e-20,4.741486153870645e-17,2.625020554994863e-17,3.666486511880363e-18,1.1128864743740086e-17,5.785188711886461e-20,3.8306081556571876e-19,1.5156435907484507e-19,2.560878741434583e-19,1.8989601621853164e-19,2.540399291463535e-19,1.0886322311021953e-25,2.123730966131475e-18,1.0048964236532908e-16,1.2064765809424242e-23,5.285706519066205e-20,1.5816958479620239e-18,4.489404271442841e-26,6.736806170164993e-20,7.24443432766184e-19,4.868233848557422e-26,4.545230972862156e-28,4.5898147056530743e-23,1.9798183080065077e-30,2.672940197431973e-29,1.7914089282455005e-30,1.1627217597391095e-31,1.4122458912971325e-38,2.2657093509759772e-35,9.39588935563233e-42,4.331686132591212e-30,5.624237515942033e-39,2.462605077480471e-38,1.6575861911909416e-45,7.247408467501374e-45,2.4512691197341264e-34,1.7768960502081014e-38,9.654723591773642e-42,3.873178380005371e-42,3.0631616429501446e-23,4.583592363240975e-26,6.829655782800338e-46
2.5581459228396254e-13,0.1122453720077185,0.9,0.0,0.0,0.0,0.0,0.09999999993123575,1.7611281891511512e-11,1.7535622835547775e-11,1.2168367833318961e-11,1.216838989036064e-11,1.053888986872426e-11,1.053941824761809e-11,1.0539114417289895e-11,1.0539115901807978e-11,9.397372997213229e-12,9.397513966340298e-12,8.508538102411032e-12,8.508554149469172e-12,7.458668123976063e-14,9.867656177831358e-16,4.191387905735599e-16,9.080902329711913e-17,1.883072056845241e-16,7.908098354445947e-20,8.650364684560355e-17,4.946333350347093e-17,6.689346561168292e-18,2.0263932880872715e-17,1.3964774054007517e-19,5.255061722625442e-19,2.0506073109092313e-19,3.5114233897495935e-19,2.60615765309858e-19,3.4909496097170767e-19,2.0331197692478966e-25,2.123734205200837e-18,1.3670651517540538e-16,2.3364825942986682e-23,7.187600868416851e-20,2.9102954268277736e-18,8.450849650249956e-26,9.245071427315339e-20,1.3521752371622906e-18,9.656596003371292e-26,8.545790471797833e-28,8.373919863420968e-23,2.7245179855428987e-30,6.462334469128875e-29,2.2697361217365695e-30,2.1286156961568966e-31,3.4054821480016135e-38,5.620755575958538e-35,2.8380545329428113e-41,1.0578772802757291e-29,1.7113639958857393e-38,7.534230666269984e-38,5.76072323607356e-45,2.5331258604148924e-44,7.752802003254735e-34,4.3426802862129047e-38,3.563227138620377e-41,1.176269989352037e-41,5.588606397511819e-23,1.105917753396058e-25,2.3830718666494444e-45
3.892841246619093e-13,0.1122453720117456,0.9,0.0,0.0,0.0,0.0,0.09999999989535847,2.6799864706092085e-11,2.6681549131177472e-11,1.8517120564594446e-11,1.8517173249384677e-11,1.603703883466913e-11,1.6038293511188875e-11,1.6037816694279507e-11,1.6037820192974444e-11,1.4300388760100801e-11,1.4300608163281552e-11,1.2947802699899935e-11,1.2947841033868188e-11,1.1576607615035794e-13,2.3416886546794896e-15,9.949640695072374e-16,2.1553199315443473e-16,3.332989455776452e-16,2.991638198616729e-19,2.0546633212742608e-16,1.2152158010709823e-16,1.5889383138713593e-17,4.790395672703023e-17,5.263786799166459e-19,8.103926015241157e-19,3.1207435663236784e-19,5.412488889277373e-19,4.020527705130409e-19,5.391999154839212e-19,4.94811030982625e-25,2.123736760072442e-18,2.091402803118776e-16,6.336646172229799e-23,1.0991392470696975e-19,6.97371806228714e-18,2.073273453617547e-25,1.426151558920817e-19,3.2888436736451977e-18,2.5054874312643574e-25,2.0958468121216938e-27,1.9890799695647582e-22,5.31197076982487e-30,2.4464433154859635e-28,3.600206409160818e-30,4.930165802601905e-31,1.2825008795663755e-37,2.2007454761358022e-34,1.923198137218395e-40,4.0517604317409907e-29,1.0551764817761867e-37,4.691269584336866e-37,6.546888962494414e-44,2.9092997812329813e-43,4.8590727479866816e-33,1.6634197839667712e-37,3.689124422802843e-40,8.059068193894854e-41,1.3274765963185087e-22,3.956813605038838e-25,2.7441740593460217e-44
5.091975020646871e-13,0.11224537201536368,0.9,0.0,0.0,0.0,0.0,0.09999999986312516,3.5055193915523325e-11,3.4898149228979596e-11,2.422104209211611e-11,2.422113079782041e-11,2.097655728695917e-11,2.097866452360124e-11,2.0978025870755688e-11,2.0978031714174547e-11,1.8705417899257654e-11,1.8705709450328435e-11,1.693617931168449e-11,1.6936243858186655e-11,1.527609331814617e-13,3.931610643647474e-15,1.670796791761712e-15,3.618947445835235e-16,4.845602440011799e-16,6.304711667064785e-19,3.4517249183846375e-16,2.068903601477541e-16,2.6693813893666164e-17,8.021506761150362e-17,1.1069842309387993e-18,1.066343797250583e-18,4.082436989924917e-19,7.120467731318224e-19,5.291243152113019e-19,7.099961362238462e-19,8.392841792754502e-25,2.1237390271759423e-18,2.742171502006631e-16,1.155460721092463e-22,1.440884501548297e-19,1.1756258179030984e-17,3.5275603083283197e-25,1.876845017242263e-19,5.577091229854869e-18,4.35755895187233e-25,3.566096112092669e-27,3.3416111067900174e-22,8.783974940546995e-30,5.157873736905176e-28,5.187635410120088e-30,8.432975749009284e-31,2.826997523353264e-37,4.921497414342025e-34,5.518302496866791e-40,8.576605606166645e-29,2.906193995796686e-37,1.2969342900583406e-36,2.3223463462578173e-43,1.0359720648743093e-42,1.3000487427572104e-32,3.689024043306149e-37,1.221016823027659e-39,2.320118630186578e-40,2.230131493262505e-22,8.0068660010568135e-25,9.768210155049844e-44
6.291108794674648e-13,0.11224537201898176,0.9,0.0,0.0,0.0,0.0,0.09999999983089185,4.331053051067615e-11,4.311432786912472e-11,2.992495851277271e-11,2.992509224950055e-11,2.5915866443005063e-11,2.591903794954252e-11,2.5918230670491588e-11,2.5918239414492716e-11,2.3110447036251964e-11,2.311081251544977e-11,2.0924552353148915e-11,2.0924649669987974e-11,1.8975386520437203e-13,5.9157023914851796e-15,2.514347395281648e-15,5.445507671321094e-16,6.581687880655563e-16,1.1410283897085132e-18,5.196589695862407e-16,3.1411567676870583e-16,4.018824795220676e-17,1.203739127850614e-16,1.999104228124327e-18,1.3222952014125218e-18,5.044491090081671e-19,8.828447635135823e-19,6.561959427625689e-19,8.807924119646537e-19,1.2712558637027174e-24,2.123741369347946e-18,3.392940384100087e-16,1.876634481824328e-22,1.7826299898974991e-19,1.7738027129153358e-17,5.353581950725908e-25,2.327538771035116e-19,8.446270277574937e-18,6.706193453614511e-25,5.412521392833133e-27,5.030885362719115e-22,1.378895868257033e-29,9.33870113465899e-28,7.301228497415508e-30,1.2827047950564639e-30,5.1075037979438965e-37,8.982075238633346e-34,1.1427809874240545e-39,1.5569757752236001e-28,6.056351934267807e-37,2.7115194335843917e-36,5.279148796627354e-43,2.3624780061420902e-42,2.817243889227097e-32,6.687716203177654e-37,3.0227343560084397e-39,4.811001367753085e-40,3.3575224275198645e-22,1.3859387183058003e-24,2.222710267300489e-43
7.490242568702425e-13,0.11224537202259982,0.9,0.0,0.0,0.0,0.0,0.09999999979865853,5.156587407532455e-11,5.133010929753988e-11,3.5628870114364703e-11,3.562905738426865e-11,3.085497828717322e-11,3.085941365299355e-11,3.085843134913597e-11,3.085844350925627e-11,2.7515476171205602e-11,2.7515917258445807e-11,2.4912922025500758e-11,2.4913058300909933e-11,2.267450039226502e-13,8.271233866602999e-15,3.5159907841144378e-15,7.614080832072118e-16,8.529470806874702e-16,1.8514704886335003e-18,7.269651946963899e-16,4.4196482748398026e-16,5.622109181193377e-17,1.678767765058491e-16,3.2373161913354203e-18,1.5782468186985375e-18,6.006965648079136e-19,1.053642862646596e-18,7.832676583447734e-19,1.051588762201589e-18,1.785795156581664e-24,2.1237437857873806e-18,4.043709461417515e-16,2.808326699416057e-22,2.1243756989151876e-19,2.4851443302751845e-17,7.530389551693609e-25,2.778232837581038e-19,1.1863642904214163e-17,9.523409741318158e-25,7.613906435898809e-27,7.037925919977044e-22,2.0497089422374737e-29,1.5159277518283734e-27,1.0001564772161724e-29,1.819957409565885e-30,8.54898350509773e-37,1.5148473868710445e-33,2.2915334867559332e-39,2.531977542606596e-28,1.1747541548293929e-36,5.2726318108242364e-36,1.2351644822313264e-42,5.5390474912150585e-42,5.346160023585423e-32,1.1224600261291471e-36,6.612364937614476e-39,9.663493404026522e-40,4.69698454873735e-22,2.1558210187888538e-24,5.2103964673027145e-43
9.88851011675798e-13,0.11224537202983603,0.9,0.0,0.0,0.0,0.0,0.09999999973419191,6.807657709225534e-11,6.776076814588342e-11,4.703668233202998e-11,4.70369960492178e-11,4.073275273004174e-11,4.0740170251687525e-11,4.073882333771192e-11,4.073884347957449e-11,3.632553443646097e-11,3.632613056932745e-11,3.2889653689990035e-11,3.288988198920672e-11,3.0072321142275557e-13,1.3827541194322389e-14,5.879165746927465e-15,1.2729534012340438e-15,1.2909969567105236e-15,3.816589178012887e-18,1.2163919430426145e-15,7.446743558783402e-16,9.407333687111431e-17,2.794482022122841e-16,6.651741299501119e-18,2.0901505464874007e-18,7.933105374097331e-19,1.3952393125687095e-18,1.0374112946765984e-18,1.3931816432707983e-18,3.0030948082093592e-24,2.123748789617633e-18,5.345248125937492e-16,5.216476685600563e-22,2.807867619950537e-19,4.1657978512886465e-17,1.2683656375042374e-24,3.679621699257479e-19,1.994805026510459e-17,1.6226022975706116e-24,1.2825793484423223e-26,1.177638729827031e-21,3.852935532592511e-29,3.1269093749688677e-27,1.6999805669166262e-29,3.18177189099851e-30,1.945681761612051e-36,3.4816372180056094e-33,7.028726793196994e-39,5.233871066567774e-28,3.388546646221961e-36,1.5276164771051418e-35,4.896199350358661e-42,2.2062988667685085e-41,1.4159519156141177e-31,2.5636613695748384e-36,2.2453275935422164e-38,2.9706390497213746e-39,7.859346179579789e-22,4.149825715531246e-24,2.0705960271906108e-42
