Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98)
1.1560842795789466e-12,0.1122453720348819,0.9,0.0,0.0,0.0,0.0,0.09999999968923874,7.95896381931186e-11,7.921770843169429e-11,5.499144470541903e-11,5.499185300692744e-11,4.762046119363217e-11,4.7630108902727004e-11,4.762850290785621e-11,4.762852901321251e-11,4.246886418865852e-11,4.246954370167251e-11,3.845189502871977e-11,3.845221859296456e-11,3.5230750328476744e-13,1.798263338507211e-14,7.646422859304622e-15,1.6554972997071357e-15,1.6123337097558434e-15,5.305819715336313e-18,1.5824228365331538e-15,9.713094452972709e-16,1.2238220710885237e-16,3.6284747258505777e-16,9.241424952865674e-18,2.4471056008340046e-18,9.276451574990246e-19,1.6334375511001387e-18,1.2146287430525017e-18,1.631377369299617e-18,3.9141912354712755e-24,2.1237356690103406e-18,6.252797027182595e-16,7.030747335893302e-22,3.28447260734972e-19,5.423067855976561e-17
1.5748927411575648e-12,0.11224537204751849,0.9,0.0,0.0,0.0,0.0,0.09999999957666093,1.0842230652169269e-10,1.0790502364937484e-10,7.491279286179738e-11,7.491353970983361e-11,6.48672542463334e-11,6.488486447808889e-11,6.488253358379875e-11,6.488258033815579e-11,5.785383217675129e-11,5.78547839981504e-11,5.238158159068438e-11,5.2382173419655574e-11,4.814706809167345e-13,3.2804369706341484e-14,1.3954141004132212e-14,3.0201752632523853e-15,2.6743974873098588e-15,1.2997823627064487e-17,2.891583303452657e-15,1.7854902580571067e-15,2.236365061138625e-16,6.564556761680537e-16,2.248374966916553e-17,3.34104393564847e-18,1.2649820984745635e-18,2.2299675321513163e-18,1.6584406490500667e-18,2.227900682074277e-18,7.183391236481816e-24,2.123739397317375e-18,8.525651298727161e-16,1.5252104369649867e-21,4.478054753496273e-19,9.925145002942366e-17
1.9937012027361828e-12,0.11224537206015517,0.9,0.0,0.0,0.0,0.0,0.09999999946408313,1.372550601368126e-10,1.3658752299882263e-10,9.483408204702552e-11,9.48352714665895e-11,8.211164929613117e-11,8.213964792343278e-11,8.213651459001166e-11,8.213658754166616e-11,7.323880014455338e-11,7.324003812297297e-11,6.631122691995762e-11,6.631216944767469e-11,6.10612171914386e-13,5.212645487581263e-14,2.218133843774628e-14,4.799312232379749e-15,4.002520751813634e-15,2.5813514637696973e-17,4.6023167570869915e-15,2.851962134668015e-15,3.5595374639874674e-16,1.0347332464878946e-15,4.437248702107185e-17,4.234984912565456e-18,1.603545636715806e-18,2.8264988608942044e-18,2.1022538666332657e-18,2.824424956704507e-18,1.1462984732207522e-23,2.1237440596757026e-18,1.0798503467217766e-15,2.8041478201110968e-21,5.671639598996391e-19,1.5812039422455214e-16
2.831318125893419e-12,0.11224537208542879,0.9,0.0,0.0,0.0,0.0,0.09999999923892751,1.949208231896104e-10,1.939381902981136e-10,1.3467648352979154e-10,1.3467887008042486e-10,1.1659328849432295e-10,1.1664929841115865e-10,1.166443294475543e-10,1.166444696034843e-10,1.04008736019294e-10,1.0401058785250908e-10,9.417039389844157e-11,9.417228508972174e-11,8.688306177609508e-13,1.041553753289578e-13,4.4354839473448556e-14,9.59044920931956e-15,7.474075438549492e-15,7.36212458585014e-17,9.22821519716926e-15,5.7414555239679254e-15,7.137642144224064e-16,2.032700962296512e-15,1.2473956109144957e-16,6.0228747913777984e-18,2.2862250671442857e-18,4.019565559381458e-18,2.9898842359842934e-18,4.0174763915923234e-18,2.305293465981395e-23,2.1237562529523678e-18,1.5344206747520558e-15,7.257460311886108e-21,8.058817384371159e-19,3.17397123704166e-16
3.6689350490506554e-12,0.11224537211070268,0.9,0.0,0.0,0.0,0.0,0.09999999901377189,2.525869273379891e-10,2.5126986607312014e-10,1.7451864916323435e-10,1.74522648784627e-10,1.5106543637290716e-10,1.5115906036040404e-10,1.5115194989468087e-10,1.5115217520554514e-10,1.3477867181288327e-10,1.3478119288928783e-10,1.2202939597082604e-10,1.2203256551249478e-10,1.1269635423691745e-12,1.7391339142058321e-13,7.411426378115363e-14,1.6014805467231474e-14,1.2049915426955804e-14,1.5797479963354912e-16,1.545990110112881e-14,9.639459046917329e-15,1.1958095998874302e-15,3.3402260726679664e-15,2.6434841054709736e-16,7.810775236784429e-18,2.9782811149801302e-18,5.212637644561628e-18,3.877519850895056e-18,5.210531673966237e-18,3.868391051192556e-23,2.1237723316318934e-18,1.9889914163239963e-15,1.47925174830694e-20,1.0446005959644844e-18,5.32059140880159e-16
4.506551972207891e-12,0.1122453721359769,0.9,0.0,0.0,0.0,0.0,0.09999999878861628,3.1025337257627765e-10,3.085827181401697e-10,2.1436057895145678e-10,2.1436660751481187e-10,1.8552815501440784e-10,1.8566893376813748e-10,1.856593784293022e-10,1.8565970435065408e-10,1.655486075253221e-10,1.6555185323371157e-10,1.4988823313997958e-10,1.4989301071317892e-10,1.3850117014484372e-12,2.612323733765426e-13,1.1140280052664616e-13,2.405717976663912e-14,1.7754245363414552e-14,2.888685197018137e-16,2.3297181823335473e-14,1.4545641768320473e-14,1.8020888331919185e-15,4.940157232362763e-15,4.777439604503822e-16,9.598686248608917e-18,3.6825920645347886e-18,6.405715114505982e-18,4.7651607112758175e-18,6.403590803723083e-18,5.835587746718342e-23,2.1237923809085045e-18,2.4435633811950852e-15,2.6219136007354215e-20,1.2833205320959832e-18,8.021060365639692e-16
5.344168895365127e-12,0.11224537216125145,0.9,0.0,0.0,0.0,0.0,0.09999999856346066,3.679201589014227e-10,3.6587691721377917e-10,2.5420227289675677e-10,2.5421074620669134e-10,2.199815076664515e-10,2.201789186321506e-10,2.2016661747708128e-10,2.20167057040259e-10,1.9631854315661085e-10,1.9632256888665982e-10,1.7774690540750895e-10,1.7775362069023252e-10,1.642975863754701e-12,3.659412776739112e-13,1.561625564546236e-13,3.3702104212707575e-14,2.4611070850597247e-14,4.764801878039499e-16,3.273987382411811e-14,2.045967463200426e-14,2.5326018252921714e-15,6.815798892269703e-15,7.790869458125546e-16,1.1386607826756873e-17,4.402168083670823e-18,7.598797967289768e-18,5.652806817077411e-18,7.596653780785303e-18,8.206883259921207e-23,2.1238164852651748e-18,2.898137417922427e-15,4.2385956949407685e-20,1.5220415464464288e-18,1.1275378404840989e-15
7.0194027416796e-12,0.11224537221180149,0.9,0.0,0.0,0.0,0.0,0.09999999811314943,4.83254754805147e-10,4.804099788564386e-10,3.3388495326421384e-10,3.3389956324218183e-10,2.888603462289179e-10,2.891992227222069e-10,2.8918053533900967e-10,2.891812330561607e-10,2.578584141757381e-10,2.578641661221475e-10,2.3346375524162666e-10,2.3347533496981205e-10,2.15865500116572e-12,6.269051637750051e-13,2.6788401909610225e-13,5.774318265392955e-14,4.18663329693862e-14,1.0589908354665498e-15,5.6440839887598886e-14,3.531010149855419e-14,4.366330271234559e-15,1.1337395419854464e-14,1.693810182858038e-15,1.4962482681801695e-17,5.898536301596365e-18,9.98497981438762e-18,7.428114764827044e-18,9.982791276589963e-18,1.4161774582998256e-22,2.1238771552929233e-18,3.807294936346731e-15,9.216996011533466e-20,1.9994868084060188e-18,1.9445569578113977e-15
8.694636587994072e-12,0.11224537226235283,0.9,0.0,0.0,0.0,0.0,0.0999999976628382,5.985907150336043e-10,5.94870388833262e-10,4.1356669027785595e-10,4.135890993884894e-10,3.5770244965374325e-10,3.582199726158041e-10,3.5819372058929547e-10,3.58194703260244e-10,3.193982848702656e-10,3.194059846045086e-10,2.891799454817442e-10,2.891977083433611e-10,2.6740069790974445e-12,9.55464610946206e-13,4.0882302345045196e-13,8.801676115814627e-14,6.399330768439836e-14,1.9853221188993368e-15,8.656139630232485e-14,5.4188182111174237e-14,6.6969974568078225e-15,1.678667424966521e-14,3.108898225357646e-15,1.8538399801435446e-17,7.492362977179637e-18,1.2371183170803231e-17,9.203443693892733e-18,1.2368944160870327e-17,2.1733073190302873e-22,2.123954966801157e-18,4.716471044311031e-15,1.7121801644008094e-19,2.4769363788318484e-18,2.9831181699490808e-15
1e-11,0.11224537231290548,0.9,0.0,0.0,0.0,0.0,0.09999999731194999,6.884629004724895e-10,6.840099153289487e-10,4.756550541596846e-10,4.756846925181766e-10,4.1131995480374203e-10,4.1200212336198544e-10,4.1196917033536787e-10,4.119703833032225e-10,3.6735093063610803e-10,3.67360301709153e-10,3.3259424874759556e-10,3.3261774367930174e-10,3.0753529770107803e-12,1.2574490833438459e-12,5.385942083156512e-13,1.158460834649842e-13,8.472411300868378e-14,2.9984733412578866e-15,1.1448079570356487e-13,7.16884626537632e-14,8.857558986847146e-15,2.160412867621329e-14,4.619266016532066e-15,2.1324828969072193e-17,8.819225165418345e-18,1.4230557921980363e-17,1.058681700494939e-17,1.4228275350298675e-17,2.8753212637054707e-22,2.124027875567257e-18,5.4249303974554356e-15,2.5803811447189877e-19,2.848974110498823e-18,3.94595077418788e-15
1.0369870434308544e-11,0.11224537231290548,0.9,0.0,0.0,0.0,0.0,0.09999999721252696,7.139280395714998e-10,7.092595302728764e-10,4.93247483949831e-10,4.932793541235878e-10,4.265083342056113e-10,4.272411682977505e-10,4.2720618930530296e-10,4.2720746765931184e-10,3.809381552401935e-10,3.809480243433807e-10,3.4489547613635397e-10,3.449207408032639e-10,3.1890380260186454e-12,1.3502337960342576e-12,5.785067215757551e-13,1.24397398344815e-13,9.116663850947672e-14,3.338018756932597e-15,1.2310009292923267e-13,7.709127208807845e-14,9.524606426375041e-15,2.3051898156836863e-14,5.119128990023628e-15,2.2114359185183936e-17,9.21070422689753e-18,1.4757408020904565e-17,1.0978793604031455e-17,1.4755112433098534e-17,3.09207889603658e-22,2.1240505344315125e-18,5.625673432344115e-15,2.872215162816543e-19,2.9543902545961706e-18,4.24322341597469e-15
1.3720338126937489e-11,0.11224537241401475,0.9,0.0,0.0,0.0,0.0,0.0999999963119045,9.446067815216228e-10,9.378291594585555e-10,6.526062413122229e-10,6.526620173912943e-10,5.640133864286684e-10,5.652848969693916e-10,5.652290243218928e-10,5.652308790660101e-10,5.040178950062498e-10,5.040327676311422e-10,4.5632455871942115e-10,4.5636878295633704e-10,4.218160526833859e-12,2.333239445207247e-12,1.002330478282776e-12,2.1501209910418398e-13,1.6123212308716225e-13,7.630200823302525e-15,2.154264882242788e-13,1.349626152995257e-13,1.6670663574626226e-14,3.7697630734123296e-14,1.1207089042215835e-14,2.9266404743346014e-17,1.3132582771003536e-17,1.952992214320024e-17,1.452955636670453e-17,1.9527495139423675e-17,5.41455169660111e-22,2.1242969784919176e-18,7.44418907231296e-15,6.621223888712629e-19,3.909310910343781e-18,7.428074439491321e-15
1.673575905030354e-11,0.11224537250501773,0.9,0.0,0.0,0.0,0.0,0.09999999550134428,1.1522223150761052e-09,1.1433109138133152e-09,7.96025896821221e-10,7.961088669950112e-10,6.876488984453353e-10,6.895257772254316e-10,6.894472411476353e-10,6.89449535539947e-10,6.147896596855693e-10,6.148097933884479e-10,5.566084773395873e-10,5.566742749031995e-10,5.143330953438891e-12,3.4315304360206665e-12,1.4776486130147346e-12,3.1628681480504564e-13,2.4298392158075214e-13,1.3717417798916395e-14,3.204567637679676e-13,2.007877768958948e-13,2.480168915704915e-14,5.285208094243586e-14,1.941482226720201e-14,3.570339028464841e-17,1.736852908985631e-17,2.3825258214604264e-17,1.7725314606265828e-17,2.3822692196900763e-17,8.057602677254986e-22,2.124584552092308e-18,9.081023548758553e-15,1.206453227110097e-18,4.7687541953505045e-18,1.1052141408874864e-14
1.9751179973669593e-11,0.11224537259602524,0.9,0.0,0.0,0.0,0.0,0.09999999469078406,1.3598422687772834e-09,1.3485812496851255e-09,9.39442496076125e-10,9.395580373240148e-10,8.111744302207848e-10,8.137681016119471e-10,8.136632989025425e-10,8.136659053006355e-10,7.255614233131852e-10,7.255875361753014e-10,6.568902590235865e-10,6.569819021881365e-10,6.0675493375836324e-12,4.7248116070338104e-12,2.0393442174318973e-12,4.355778566834631e-13,3.431899770595906e-13,2.235050436414395e-14,4.4626120114233344e-13,2.796165690229673e-13,3.454285699474696e-14,6.949762887470619e-14,3.052840255700044e-14,4.214051275497583e-17,2.2448519170263892e-17,2.8120663700875184e-17,2.0921140821256964e-17,2.811793910359238e-17,1.1224389329581609e-21,2.12493706059456e-18,1.0718070141724109e-14,1.9975048065521945e-18,5.628211384703019e-18,1.539404240865218e-14
2.2766600897035645e-11,0.11224537268703727,0.9,0.0,0.0,0.0,0.0,0.09999999388022388,1.567466642543914e-09,1.5536469965963929e-09,1.082856039141925e-09,1.0830095256954273e-09,9.345925961139584e-10,9.380118700452503e-10,9.37877237468137e-10,9.37879988383885e-10,8.36333185889098e-10,8.363659960540635e-10,7.571699038168515e-10,7.572916647744056e-10,6.990846433811532e-12,6.2062402792928765e-12,2.6850185343977053e-12,5.722639125801652e-13,4.624924915196211e-13,3.3937842156613044e-14,5.928324896573568e-13,3.7143582343893923e-13,4.589418579015693e-14,8.734278668545983e-14,4.47950432233584e-14,4.857777215180467e-17,2.8546537757816086e-17,3.241613852166895e-17,2.4117035010505044e-17,3.241323585660425e-17,1.4914917722967099e-21,2.125356764127116e-18,1.2355379613389381e-14,3.086046581824263e-18,6.487682462326745e-18,2.0453788990405252e-14
2.5782021820401697e-11,0.11224537277805395,0.9,0.0,0.0,0.0,0.0,0.09999999306966367,1.7750954362947242e-09,1.758514743100068e-09,1.2262665260836375e-09,1.2264633294898242e-09,1.057905936691886e-09,1.0622570824416163e-09,1.0620890879246395e-09,1.0620917848255182e-09,9.471049474133077e-10,9.471451730888251e-10,8.574474117648326e-10,8.576035626258923e-10,7.913251911536328e-12,7.869215256531874e-12,3.412339341769061e-12,7.257450646820988e-13,6.01469856516471e-13,4.8873611938384533e-14,7.601635265934466e-13,4.762327998414964e-13,5.885569425761829e-14,1.0615504228030449e-13,6.241192645557777e-14,5.501516847261079e-17,3.584121656620352e-17,3.6711682598542226e-17,2.7312997172857155e-17,3.6708582453039405e-17,1.9129193930672474e-21,2.125845698220665e-18,1.3993004459886602e-14,4.524582855052068e-18,7.347167412527288e-18,2.623139269960378e-14
2.879744274376775e-11,0.11224537286907527,0.9,0.0,0.0,0.0,0.0,0.0999999922591035,1.982728649948367e-09,1.963190848356793e-09,1.3696739569663353e-09,1.3699194461485451e-09,1.1811169217966238e-09,1.186503738717264e-09,1.186298874508747e-09,1.1863012946613911e-09,1.057876707885814e-09,1.0579250673452183e-09,9.577227829130183e-10,9.579175957069374e-10,8.834794407178314e-12,9.707365223643163e-12,4.2190382254580205e-12,8.95441782078662e-13,7.606482917288814e-13,6.7538463733809e-14,9.482474072473967e-13,5.939951651039883e-13,7.342740111225268e-14,1.2574790640089846e-13,8.353719164677243e-14,6.145270171486771e-17,4.451515338953338e-17,4.1007295854871196e-17,3.0509027307174937e-17,4.100397888999944e-17,2.3867224026211656e-21,2.126405714781852e-18,1.5630998728982196e-14,6.367170526024482e-18,8.206666219974333e-18,3.2726865071355e-14
3.482828459049985e-11,0.11224537305113218,0.9,0.0,0.0,0.0,0.0,0.09999999063798314,2.3980083366386628e-09,2.37199254760262e-09,1.656479650815058e-09,1.656838608100258e-09,1.4272413848458696e-09,1.4350013825712139e-09,1.4347123303724254e-09,1.4347134546593338e-09,1.2794202256757166e-09,1.2794870077915914e-09,1.1582671149920136e-09,1.1585520674165561e-09,1.0675400385881768e-11,1.3884731216092937e-11,6.061785712165889e-12,1.2812549753735902e-12,1.141524530273296e-12,1.175175134796152e-13,1.386646970274392e-12,8.683685497544396e-13,1.074014848335717e-13,1.6668276854263178e-13,1.36815405023084e-13,7.432817895362388e-17,6.674583062184469e-17,4.9598729607663654e-17,3.6901291487201403e-17,4.959492127389929e-17,3.4914570171603164e-21,2.127745738718587e-18,1.8908317938277732e-14,1.1486944783967689e-17,9.925705346939959e-18,4.787146188437324e-14
4.0859126437231956e-11,0.11224537323320838,0.9,0.0,0.0,0.0,0.0,0.09999998901686279,2.8133057019636026e-09,2.7800987031050767e-09,1.94327312120901e-09,1.943766992232614e-09,1.6729844084339343e-09,1.6835048009365741e-09,1.6831177081162204e-09,1.6831164686647724e-09,1.5009637392588057e-09,1.501051817943657e-09,1.3588029004179667e-09,1.3591950796239341e-09,1.251287425742597e-11,1.8691641325680856e-11,8.196320275562897e-12,1.725447039362909e-12,1.6085641613599564e-12,1.8666821678359987e-13,1.9079796465336046e-12,1.1944648909018658e-12,1.4781658664153245e-13,2.092711606434426e-13,2.0537247683409684e-13,8.720420384784762e-17,9.675898057877478e-17,5.819043920153385e-17,4.329382754166697e-17,5.81860629851064e-17,4.805700473633204e-21,2.1293889523613016e-18,2.2187795253266495e-14,1.890347519871524e-17,1.1644799727479333e-17,6.588767146926485e-14
4.688996828396406e-11,0.1122453734153042,0.9,0.0,0.0,0.0,0.0,0.09999998739574245,3.228620745271903e-09,3.1875525343470857e-09,2.2300543686691913e-09,2.2307045801563503e-09,1.9183633396532107e-09,1.932013993142778e-09,1.9315150598292003e-09,1.9315103369648158e-09,1.7225072486350813e-09,1.722619498370448e-09,1.5593301395550492e-09,1.5598466320528812e-09,1.4347410646760774e-11,2.4084795120098083e-11,1.0606674511314528e-11,2.224063940042712e-12,2.1647191114332686e-12,2.7758321666727373e-13,2.512196862120452e-12,1.5721991273707148e-12,1.9467285620263073e-13,2.529862747209063e-13,2.896547877906881e-13,1.0008077637730752e-16,1.3611419734814594e-16,6.678242408577707e-17,4.968663546175357e-17,6.677740400042775e-17,6.329457629075847e-21,2.1313457439829954e-18,2.5469907420682146e-14,2.909362126972233e-17,1.3363949251412606e-17,8.677558566803522e-14
5.2920810130696164e-11,0.11224537359741997,0.9,0.0,0.0,0.0,0.0,0.09999998577462213,3.643953465912442e-09,3.594394303190658e-09,2.5168233937164853e-09,2.51765135431101e-09,2.1633945666298153e-09,2.180528958519413e-09,2.179904416693684e-09,2.179895059846497e-09,1.9440507538045436e-09,1.9441900496553706e-09,1.7598488327673404e-09,1.760506724428166e-09,1.617919086012227e-11,3.0023856076922666e-11,1.3277749948078293e-11,2.773416318772531e-12,2.8126442167558184e-12,3.9267968545259376e-13,3.1992526426110436e-12,2.0014914582192634e-12,2.479704431629288e-13,2.974508188262938e-13,3.899818778622378e-13,1.1295789652178622e-16,1.863954923012383e-16,7.537468373451777e-17,5.607971523867544e-17,7.536894429665778e-17,8.062733339864757e-21,2.133625456191992e-18,2.875514572476411e-14,4.254879977209161e-17,1.508315381352537e-17,1.1053529613834548e-13
5.895165197742827e-11,0.11224537377955592,0.9,0.0,0.0,0.0,0.0,0.09999998415350182,4.059303863234254e-09,4.000661676659999e-09,2.8035801968716774e-09,2.804607297877031e-09,2.408093620567889e-09,2.429049696396209e-09,2.4282858004632886e-09,2.4282706375967838e-09,2.165594254767192e-09,2.165763472393813e-09,1.9603589804188326e-09,1.9611753564746824e-09,1.8008384518797846e-11,3.647108802883063e-11,1.6195225775448058e-11,3.3700476198923774e-12,3.554783187369486e-12,5.342205127929241e-13,3.969103307300147e-12,2.48226669765966e-12,3.077094971499554e-13,3.4235991228523714e-13,5.066118568249246e-13,1.2583556426104867e-16,2.4920324046415663e-16,8.39672176440438e-17,6.24730668636464e-17,8.396068385064032e-17,1.0005532461758676e-20,2.1362366888222302e-18,3.204401357884784e-14,5.977257657416359e-17,1.6802413313043375e-17,1.371668943711659e-13
6.498249382416037e-11,0.1122453739617123,0.9,0.0,0.0,0.0,0.0,0.09999998253238153,4.474671936586345e-09,4.406389836510576e-09,3.0903247786555858e-09,3.0915723947495387e-09,2.6524752054788598e-09,2.6775762061028966e-09,2.676659218493519e-09,2.67663707050266e-09,2.387137751523027e-09,2.38733976719314e-09,2.1608605828735283e-09,2.161852527917788e-09,1.983515005231681e-11,4.339124536384313e-11,1.9345532358435178e-11,4.0107244882453385e-12,4.393347371446891e-12,7.043206906009946e-13,4.821707376857607e-12,3.0144540786306777e-12,3.7389016777492827e-13,3.8751341324254574e-13,6.397139797051454e-13,1.3871377957491357e-16,3.2615378984380297e-16,9.256002533210305e-17,6.886669032790579e-17,9.255262263911025e-17,1.2157859850020349e-20,2.1391872233703564e-18,3.5337026508347353e-14,8.128065005642085e-17,1.8521727653471925e-17,1.666704717000522e-13
7.101333567089248e-11,0.11224537414388933,0.9,0.0,0.0,0.0,0.0,0.09999998091126122,4.8900576853175884e-09,4.811611460507954e-09,3.3770571395891435e-09,3.3785466295463115e-09,2.8965531886496506e-09,2.9261084869691304e-09,2.9250246606909613e-09,2.924994358851176e-09,2.6086812440720475e-09,2.6089189346730586e-09,2.3613536404954944e-09,2.3625382384834975e-09,2.1659634614680664e-11,5.075159178694955e-11,2.2715860148342462e-11,4.692438553719623e-12,5.330297490821742e-12,9.049461414654041e-13,5.757025592146508e-12,3.597987285205659e-12,4.4651260463317076e-13,4.328361049120589e-13,7.893515220543038e-13,1.5159254244306034e-16,4.188796661513208e-16,1.0115310633794219e-16,7.526058562268712e-17,1.0114476063906778e-16,1.4519720359308316e-20,2.1424839607163987e-18,3.8634712513969467e-14,1.0760121531081199e-16,2.024109674265251e-17,1.9904611930107453e-13
