Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60)
8.791557264305595e-14,0.11224537200265262,0.9,0.0,0.0,0.0,0.0,0.09999999997636785,6.05244912788357e-12,6.0295823067491326e-12,4.181895168530101e-12,4.181897368462457e-12,3.6220165546740325e-12,3.6220710304903127e-12,3.6219706885896535e-12,3.621970842061414e-12,3.229586793094909e-12,3.2296327848744555e-12,2.924123831966929e-12,2.924125431772628e-12,2.2757103404183402e-14,1.0198595327531982e-16,4.327622248792682e-17,9.37783633090725e-18,5.176120956803166e-17,2.2103086968061357e-21,8.926216802390572e-18,4.113893528726743e-18,6.901423616208302e-19,2.1030011910745148e-18,3.920281576486314e-21,1.6707926272657775e-19,7.047259795055572e-20,1.1196728204767904e-19,8.26646881960258e-20,1.0989549195705965e-19,1.7929134968963442e-26,2.1232348848167273e-18,4.558841348586041e-17,2.002621353275507e-24,2.4026157958189124e-20,2.836455398584321e-19,7.036972544465473e-27,2.933578247723707e-20,1.1970682746956802e-19,5.6671001089797154e-27,7.272593773704603e-29
1.1567891356810719e-13,0.11224537200349029,0.9,0.0,0.0,0.0,0.0,0.09999999996890493,7.963786193712816e-12,7.932245360091116e-12,5.502518116739133e-12,5.50252218209991e-12,4.765805615286276e-12,4.765905019036396e-12,4.765772103165227e-12,4.765772383555834e-12,4.2494757213396395e-12,4.249537137791986e-12,3.8475484709377225e-12,3.8475514276573615e-12,3.134004819343325e-14,1.859373605303962e-16,7.892566363097275e-17,1.7102430469756152e-17,7.08739574114505e-17,5.842944162831561e-21,1.628038403616536e-17,8.171702761643434e-18,1.2588202838539025e-18,3.832097688945861e-18,1.0355505639207478e-20,2.2637846976316407e-19,9.272698736201318e-20,1.515340095163535e-19,1.1210737365855905e-19,1.4948044466111041e-19,3.481259477193141e-26,2.1236690823876613e-18,6.06550960717526e-17,3.7719971480447726e-24,3.193834431476345e-20,5.292551151150832e-19,1.399680711695289e-26,3.9778275905437444e-20,2.3207555739914613e-19,1.2917151618864757e-26,1.427868007914094e-28
1.7120559541820965e-13,0.11224537200516564,0.9,0.0,0.0,0.0,0.0,0.09999999995397908,1.178646182439219e-11,1.173751136456028e-11,8.143762976708345e-12,8.143772601746371e-12,7.053341095215943e-12,7.0535734860351296e-12,7.053374036090109e-12,7.053374691089447e-12,6.289253577390208e-12,6.2893462052993284e-12,5.694397024275436e-12,5.6944040257808895e-12,4.847966285673762e-14,4.342856711677343e-16,1.844134601594591e-16,3.995788850153274e-17,1.1356467117939035e-16,2.2817425441950825e-20,3.8047891480091806e-17,2.0725686233966498e-17,2.9421150598248744e-18,8.937316973528264e-18,4.037229639593597e-20,3.449097081549656e-19,1.3723622507495242e-19,2.3062932961749224e-19,1.709552439282312e-19,2.2858186971764887e-19,8.633966876846908e-26,2.123726393913258e-18,9.078926275044601e-17,9.442305048755377e-24,4.7763034931782865e-20,1.2638584998129833e-18,3.54620567540008e-26,6.065020474408508e-20,5.747266095104157e-19,3.742824197639823e-26,3.5929744715543803e-28
2.822589591184146e-13,0.11224537200851639,0.9,0.0,0.0,0.0,0.0,0.09999999992412738,1.943181908158294e-11,1.9347711497158564e-11,1.3426248550854605e-11,1.3426276610229693e-11,1.162824164472345e-11,1.162891237940481e-11,1.1628574324630203e-11,1.1628576204337551e-11,1.0368809287735785e-11,1.0368965783825061e-11,9.388091232537645e-12,9.388111647303805e-12,8.274568919816658e-14,1.2523421804494028e-15,5.320030717572654e-16,1.1525571133312105e-16,2.1686916832091165e-16,1.2074081367406882e-19,1.0981917261790719e-16,6.35802752833528e-17,8.492461272980163e-18,2.5684101390525904e-17,2.1289707077677766e-19,5.819509481288873e-19,2.262629525617568e-19,3.888082880325598e-19,2.8863880156677427e-19,3.8676066811702115e-19,2.6042626251087104e-25,2.1237306460306793e-18,1.5105766996168535e-16,3.1098951360695475e-23,7.941247460943844e-20,3.706604000934422e-18,1.085705128847685e-25,1.0238983794755491e-19,1.731635384455229e-18,1.267106112925045e-25,1.0977583519548992e-27
3.8220698644859904e-13,0.11224537201153205,0.9,0.0,0.0,0.0,0.0,0.09999999989726084,2.6312645456206576e-11,2.6196615593380205e-11,1.8180482218799117e-11,1.8180532777678117e-11,1.5745514600321227e-11,1.5746718966112042e-11,1.5746251700131297e-11,1.5746255060748403e-11,1.4040409425628734e-11,1.4040624570416256e-11,1.2712413678763924e-11,1.2712450465695261e-11,1.1358270038562096e-13,2.2478704613437893e-15,9.550829417330552e-16,2.0689538298588666e-16,3.243689006052643e-16,2.7857617578613396e-19,1.9722103462423532e-16,1.1648323338633232e-16,1.5251716590047162e-17,4.599907373910101e-17,4.903424967642103e-19,7.952866945127396e-19,3.063982938395591e-19,5.311686179578977e-19,3.9455317424967097e-19,5.291197524595881e-19,4.74480572910659e-25,2.1237311618047636e-18,2.052992115553524e-16,6.021207363116532e-23,1.0789698676805134e-19,6.69145737874149e-18,1.9874429043562334e-25,1.3995522201316387e-19,3.153793605179662e-18,2.3961790019223606e-25,2.0090747309496875e-27
4.821550137787834e-13,0.11224537201454773,0.9,0.0,0.0,0.0,0.0,0.0999999998703943,3.319347695720242e-11,3.30452268000106e-11,2.293471234212383e-11,2.2934791654501356e-11,1.9862642108127528e-11,1.986452722804239e-11,1.9863926029277678e-11,1.9863931265127178e-11,1.7712009562020693e-11,1.7712284591106455e-11,1.6036733646869622e-11,1.6036791357667074e-11,1.444182503382178e-13,3.517471991385629e-15,1.4947364154555216e-15,3.237695706501836e-16,4.47302419508519e-16,5.320001568566559e-19,3.0876401252205584e-16,1.8455748820061157e-16,2.3878071049463917e-17,7.181917254004e-17,9.347181389621313e-19,1.0086224665758215e-18,3.865511986919289e-19,6.735289601403244e-19,5.004675329619596e-19,6.714787128000669e-19,7.492665760315768e-25,2.1237315959913935e-18,2.595407249412403e-16,1.0107779151407174e-22,1.363815152015809e-19,1.0508680966848928e-17,3.1471973154247947e-25,1.775206019906846e-19,4.979169331726455e-18,3.8698946404883244e-25,3.1815064690303045e-27
5.821030411089679e-13,0.1122453720175634,0.9,0.0,0.0,0.0,0.0,0.09999999984352777,4.007431330059716e-11,3.9893561533480887e-11,2.7688939117181764e-11,2.7689053090506086e-11,2.3979632335086415e-11,2.3982337072395412e-11,2.3981597486099833e-11,2.3981604964381845e-11,2.13836096969948e-11,2.1383945777535756e-11,1.936105127412939e-11,1.9361134208353426e-11,1.7525252869516459e-13,5.045664723928824e-15,2.1444053714283188e-15,4.644533291589402e-16,5.848626350685549e-16,8.935660448373114e-19,4.4311052421535765e-16,2.6696206474901175e-16,3.426809920936238e-17,1.0280339332717606e-16,1.5673600284556437e-18,1.2219583685454386e-18,4.66725312653746e-19,8.158893686914582e-19,6.063819417501536e-19,8.13837698544364e-19,1.0814201174737646e-24,2.1237320711518862e-18,3.137822128533253e-16,1.5433454019961385e-22,1.6486605897110144e-19,1.511216685622442e-17,4.550675895419881e-25,2.150859998923406e-19,7.185426928334182e-18,5.669174173908716e-25,4.600579425558546e-27
7.819990957693368e-13,0.11224537202359477,0.9,0.0,0.0,0.0,0.0,0.09999999978979471,5.3835997030380025e-11,5.3589601309232135e-11,3.71973850316434e-11,3.7197581798364074e-11,3.221330003997124e-11,3.221796036977861e-11,3.221693386459049e-11,3.221694665000531e-11,2.872680996370964e-11,2.8727270808846505e-11,2.6009681190397454e-11,2.600982437653339e-11,2.369182524703906e-13,8.690897188041818e-15,3.69434116962865e-15,8.000399462160531e-16,8.934764448363279e-16,1.9148012421746217e-18,7.638056966441316e-16,4.644496079851832e-16,5.907018295834385e-17,1.764452034866895e-16,3.3496217978917988e-18,1.6486305206886062e-18,6.271352931077634e-19,1.1006103636348881e-18,8.182109050446025e-19,1.0985558017494843e-18,1.8765528788601138e-24,2.1237331508202347e-18,4.2226513428749974e-16,2.9284395962954826e-22,2.2183518147127262e-19,2.6112196579706455e-17,7.913441909962163e-25,2.902168474149477e-19,1.2466536861794714e-17,1.0010185806359792e-24,8.001157789049729e-27
9.818951504297057e-13,0.11224537202962612,0.9,0.0,0.0,0.0,0.0,0.09999999973606165,6.759769865961589e-11,6.728462154907806e-11,4.67058185695676e-11,4.6706119965071215e-11,4.044646122500301e-11,4.045358951641488e-11,4.045225966979955e-11,4.0452279075681104e-11,3.607001022518354e-11,3.607060014921973e-11,3.2658302453959766e-11,3.2658521784904225e-11,2.9857938557231215e-13,1.3289463306665846e-14,5.650091747983409e-15,1.223408342964169e-15,1.2565567303759897e-15,3.485967447617673e-18,1.1687894124887476e-15,7.149030590070394e-16,9.039152825937284e-17,2.6887521424388004e-16,6.0826934272111326e-18,2.0753032281505335e-18,7.876627988904288e-19,1.3853316419262535e-18,1.0300400992749198e-18,1.3832741079355967e-18,2.8837395938259358e-24,2.1237344223491222e-18,5.307479724492944e-16,4.880851068293549e-22,2.7880436064297395e-19,4.0018575326424435e-17,1.2177112733687065e-24,3.653477769288896e-19,1.915554307553585e-17,1.5554632463105833e-24,1.2313339972976886e-26
1e-12,0.11224537203565753,0.9,0.0,0.0,0.0,0.0,0.09999999973119497,6.884411508812681e-11,6.852494394681823e-11,4.756700929528401e-11,4.756732131865049e-11,4.119212282795922e-11,4.1199501629248415e-11,4.1198143444287494e-11,4.119816351729204e-11,3.673509356696917e-11,3.6735695409376064e-11,3.3260476402890635e-11,3.32607034685145e-11,3.0416387418112215e-13,1.3756135317571774e-14,5.848593826077726e-15,1.2663734964756062e-15,1.2923298971312383e-15,3.663352695181048e-18,1.2099143474930773e-15,7.403800314218466e-16,9.357215081030005e-17,2.782255101931164e-16,6.390593090275171e-18,2.1139475678467717e-18,8.022097800379467e-19,1.4111192389329833e-18,1.0492257612335468e-18,1.4090614315206298e-18,2.986144935081822e-24,2.123734547784972e-18,5.40573402373056e-16,5.092059789633217e-22,2.8396413739882284e-19,4.1431366871588265e-17,1.261079014956051e-24,3.721524887269911e-19,1.983562359402454e-17,1.6120266042668837e-24,1.2751971980528941e-26
1.1817912050900745e-12,0.11224537203565753,0.9,0.0,0.0,0.0,0.0,0.09999999968232859,8.135941940236387e-11,8.097855516541533e-11,5.621423889149806e-11,5.621466823143906e-11,4.867908229351761e-11,4.868922490902508e-11,4.868757422026736e-11,4.868760161333685e-11,4.3413210481061006e-11,4.341393409094279e-11,3.930691447793419e-11,3.9307226924539027e-11,3.602356263112929e-13,1.890395589617064e-14,8.038487789962549e-15,1.740325573295457e-15,1.6781239011385344e-15,5.767492211392113e-18,1.6637766397034534e-15,1.0219110490452928e-15,1.2867432640426603e-16,3.811238625360293e-16,1.003797862537208e-17,2.501976528774728e-18,9.483480989231495e-19,1.67005322287103e-18,1.2418695401992046e-18,1.667992631040416e-18,4.1173635490722954e-24,2.12373590186289e-18,6.392307307133116e-16,7.529317539656514e-22,3.35773600324868e-19,5.702843700780599e-17,1.740279557719255e-24,4.404787940226005e-19,2.734794149769187e-17,2.2384142295150257e-24,1.759889042411103e-26
1.5815833144108124e-12,0.11224537204772038,0.9,0.0,0.0,0.0,0.0,0.09999999957486247,1.0888291930529757e-10,1.0836311450872522e-10,7.523103914277063e-11,7.523179562739445e-11,6.514267850572096e-11,6.516051478398998e-11,6.515816914669054e-11,6.51582164674635e-11,5.809961097571131e-11,5.8100616037807335e-11,5.260411028654845e-11,5.260466083317044e-11,4.835332115829081e-13,3.3224732601288225e-14,1.413314889330242e-14,3.058882130368811e-15,2.702075163331302e-15,1.3289041600609297e-17,2.9288196074598712e-15,1.8087523372931366e-15,2.26516582847228e-16,6.646629929918531e-16,2.298261983414829e-17,3.3553249386929675e-18,1.2704102025840007e-18,2.2394973073597544e-18,1.665529173555447e-18,2.237430335086081e-18,7.27668369064834e-24,2.1237394943505935e-18,8.561960615720334e-16,1.5538872205585685e-21,4.497122646028417e-19,1.0053350624361307e-16,3.0794411596629035e-24,5.907410950232963e-19,4.832763965346591e-17,3.997077188643408e-24,3.1144512449054934e-26
1.98137542373155e-12,0.11224537205978327,0.9,0.0,0.0,0.0,0.0,0.09999999946739635,1.3640649685521024e-10,1.3574328963861026e-10,9.4247785705251e-11,9.424896404138905e-11,8.160409161694923e-11,8.163183003247336e-11,8.162871885716982e-11,8.162879115234708e-11,7.278601144762655e-11,7.278731667752471e-11,6.590126856016358e-11,6.590212614932474e-11,6.068110541882469e-13,5.164246538599616e-14,2.197525975296791e-14,4.754747766322852e-15,3.968295997592945e-15,2.549155708825737e-17,4.55946427759207e-15,2.8252851350866267e-15,3.5263931026336355e-16,1.0252557099199054e-15,4.382588943913606e-17,4.208675753956494e-18,1.5935933489310732e-18,2.8089426187247724e-18,2.0891898065425337e-18,2.8068689149456025e-18,1.135589109080321e-23,2.1237439393529747e-18,1.0731612021692305e-15,2.771934072502999e-21,5.6365117463545625e-19,1.5664629457689748e-16,4.809414553236709e-24,7.410037509254636e-19,7.541478331010596e-17,6.277789728585464e-24,4.8643387935421753e-26
2.7809596423730257e-12,0.11224537208390928,0.9,0.0,0.0,0.0,0.0,0.09999999925246411,1.9145388504991922e-10,1.904905778473324e-10,1.3228111765749519e-10,1.322834239685961e-10,1.1452040080441825e-10,1.1457453669961422e-10,1.1456968413698069e-10,1.1456981993466877e-10,1.0215881232320639e-10,1.0216077407348644e-10,9.249547242805188e-11,9.249715106626591e-11,8.533079193099577e-13,1.0067744204959319e-13,4.2871802945345636e-14,9.27016361368765e-15,7.243040902544492e-15,6.987153881103387e-17,8.918185413728395e-15,5.547694585049849e-15,6.897828298213802e-16,1.9668162331463845e-15,1.1850354348126305e-16,5.915384605385048e-18,2.244953468066945e-18,3.947836923481446e-18,2.9365140734420106e-18,3.94574870393694e-18,2.227581038379035e-23,2.1237554411308832e-18,1.507091368755672e-15,6.916741774785843e-21,7.915297322349274e-19,3.0672032406393225e-16,9.442580815904351e-24,1.0415301281546266e-18,1.4792366750932604e-16,1.2406411516932332e-23,9.550553472440394e-26
3.5805438610145014e-12,0.1122453721080356,0.9,0.0,0.0,0.0,0.0,0.09999999903753187,2.4650158403679445e-10,2.4522055182307084e-10,1.703142347135933e-10,1.7031804799033064e-10,1.4742805821879724e-10,1.475173449259453e-10,1.4751047212997792e-10,1.475106879341758e-10,1.3153161310778544e-10,1.3153430629218772e-10,1.190895260573833e-10,1.1909230169543463e-10,1.0997268162485194e-12,1.6587639885062735e-13,7.068368996129798e-14,1.5274601941373163e-14,1.1522526917758806e-14,1.4695727344538217e-16,1.4740043431926915e-14,9.189035348817174e-15,1.1401240016842876e-15,3.19145049869642e-15,2.4629634781175324e-16,7.622103084655673e-18,2.9046863208386518e-18,5.086736136478013e-18,3.7838423415590166e-18,5.084631998600331e-18,3.687774321356546e-23,2.123770478066851e-18,1.941021864080076e-15,1.3821437384902263e-20,1.0194092729871326e-18,5.072591019115322e-16,1.5640044185722485e-23,1.3420579259444192e-18,2.4487875787884855e-16,2.062463548581324e-23,1.5818354001886443e-25
4.380128079655977e-12,0.11224537213216221,0.9,0.0,0.0,0.0,0.0,0.09999999882259963,3.0154959383159215e-10,2.99933356498453e-10,2.0834713686280882e-10,2.0835283606148567e-10,1.8032711731794788e-10,1.804602547155904e-10,1.8045108500851777e-10,1.8045139514260567e-10,1.6090441380135863e-10,1.6090791333879567e-10,1.456834294406517e-10,1.4568757804291217e-10,1.3460683976617638e-12,2.4709405370442167e-13,1.0536193620009261e-13,2.2754929379623764e-14,1.6827945444223426e-14,2.6545096482734613e-16,2.2024968065743553e-14,1.3749080540129526e-14,1.7036694307340884e-15,4.684182991548972e-15,4.3992358767404116e-16,9.328831192257093e-18,3.5752913838212675e-18,6.2256402563637735e-18,4.63117461108746e-18,6.2235187990788754e-18,5.516190439289667e-23,2.1237891247439375e-18,2.3749533910503484e-15,2.4189141996183653e-20,1.2472897966218102e-18,7.582656314939206e-16,2.3401897749643513e-23,1.642587144363627e-18,3.662815193392829e-16,3.0932586838117256e-23,2.3667349889863445e-25
5.179712298297452e-12,0.11224537215628909,0.9,0.0,0.0,0.0,0.0,0.0999999986076674,3.5659791443855246e-10,3.546291401725804e-10,2.463798241023723e-10,2.463877881297338e-10,2.1321763298113448e-10,2.1340326606888217e-10,2.1339152489522136e-10,2.1339194155765014e-10,1.902772144039243e-10,1.9028159521575653e-10,1.722771825759207e-10,1.7228298011012277e-10,1.5923333313666145e-12,3.4418179540018986e-13,1.4685628696829358e-13,3.1697707679621097e-14,2.3180304137071654e-14,4.34217469267329e-16,3.077283196881925e-14,1.9227563987509972e-14,2.380421551278889e-15,6.430387243006783e-15,7.117975808669283e-16,1.1035568928320493e-17,4.259380737230087e-18,7.36454928157158e-18,5.47851088207255e-18,7.362409105383718e-18,7.712837307712513e-23,2.123811455098989e-18,2.8088866857432635e-15,3.8756059158822735e-20,1.4751713028254371e-18,1.0597410584495627e-15,3.272817700889059e-23,1.943117783428298e-18,5.121325171911459e-16,4.333031387959131e-23,3.3097083030144326e-25
6.778880735580403e-12,0.11224537220454378,0.9,0.0,0.0,0.0,0.0,0.09999999817780292,4.666954880867231e-10,4.639701868058186e-10,3.2244455385469105e-10,3.224581840563533e-10,2.789732353347594e-10,2.792895934617797e-10,2.792718929319998e-10,2.792725520083169e-10,2.4902281533603216e-10,2.4902918346554564e-10,2.2546423810396176e-10,2.2547416140181003e-10,2.084635697672876e-12,5.854241778627817e-13,2.5010895568132114e-13,5.392146537852464e-14,3.909956911635936e-14,9.549314958536353e-16,5.265682841701587e-14,3.293882101676887e-14,4.073548343495562e-15,1.0633226862965777e-14,1.5326876743265967e-15,1.444907328576344e-17,5.677913812196306e-18,9.642382041929307e-18,7.173195428350887e-18,9.640200235312143e-18,1.3210831341438809e-22,2.1238674263251073e-18,3.676761376832332e-15,8.328640335681677e-20,1.930937261734303e-18,1.8140999316231315e-15,5.60740537076461e-23,2.544183323472168e-18,8.771799033483629e-16,7.439515320504e-23,5.6696997576886975e-25
8.378049172863354e-12,0.11224537225279962,0.9,0.0,0.0,0.0,0.0,0.09999999774793844,5.767943049769986e-10,5.732448575171899e-10,3.985084239748274e-10,3.98529235337196e-10,3.446952986295454e-10,3.451763270948055e-10,3.4515159132007184e-10,3.4515251928748854e-10,3.077684159041067e-10,3.077770710521583e-10,2.7865069264449656e-10,2.7866584556657455e-10,2.5766391649449582e-12,8.884354448135835e-13,3.8004487588282083e-13,8.18401946327112e-14,5.943613357874292e-14,1.7786801290635293e-15,8.039085357743191e-14,5.032060442385219e-14,6.219509929494587e-15,1.5695690528286947e-14,2.7974273558897726e-15,1.7862616156850484e-17,7.181932211711994e-18,1.1920234404584516e-17,8.867895980268886e-18,1.1918005388045685e-17,2.0181774458037524e-22,2.1239389401224e-18,4.544652063910082e-15,1.535397757213893e-19,2.3867071471194325e-18,2.770338678276807e-15,8.567776584905178e-23,3.1452545460317394e-18,1.3400224319179553e-15,1.1381928289017232e-22,8.66143077701257e-25
9.977217610146304e-12,0.11224537230105669,0.9,0.0,0.0,0.0,0.0,0.09999999731807396,6.868943651001937e-10,6.824543588645563e-10,4.745714344704998e-10,4.746009415194019e-10,4.103842729242021e-10,4.1106346695609087e-10,4.1103063430764353e-10,4.1103184339895183e-10,3.665140161081469e-10,3.665252579858403e-10,3.318365462029203e-10,3.3185803259853205e-10,3.0683491665253273e-12,1.2520066714987631e-12,5.362518420594583e-13,1.153444749949558e-13,8.434363201352482e-14,2.97748111608045e-15,1.139736622725356e-13,7.137061964018795e-14,8.818310457984634e-15,2.1518821415177684e-14,4.589958013220262e-15,2.1276197541295733e-17,8.794863854622155e-18,1.4198106355975272e-17,1.0562612537638482e-17,1.419582456317311e-17,2.8625680131297e-22,2.124026537203444e-18,5.412565401860201e-15,2.5617183554333677e-19,2.8424809562674913e-18,3.928459654285972e-15,1.215393863717779e-22,3.746331451040425e-18,1.900661332232063e-15,1.616028078975817e-22,1.2284506444061507e-24
1e-11,0.11224537239757447,0.9,0.0,0.0,0.0,0.0,0.09999999731194995,6.884629033465168e-10,6.840097355094536e-10,4.756550521724223e-10,4.756846940433489e-10,4.1131986718657704e-10,4.1200212430131707e-10,4.119691686831421e-10,4.119703818164455e-10,3.673509293004219e-10,3.673622101950551e-10,3.3259424869307034e-10,3.3261583329274517e-10,3.0753521672600793e-12,1.2576183046953953e-12,5.386651454764332e-13,1.158616482019579e-13,8.473211998276211e-14,2.9975955302113205e-15,1.144943460989112e-13,7.169699782944065e-14,8.858605629351548e-15,2.1606913944135653e-14,4.619615009592858e-15,2.1324829058179316e-17,8.818746261794705e-18,1.4230557967601252e-17,1.0586756259661782e-17,1.4228275382772794e-17,2.875661708209786e-22,2.124027903533033e-18,5.424930237798936e-15,2.579014475340437e-19,2.8489741196367124e-18,3.946417247208711e-15,1.2209549686366347e-22,3.754894672846246e-18,1.9093549679891518e-15,1.6234394525534042e-22,1.2340681676796215e-24
1.3175554484712207e-11,0.11224537239757447,0.9,0.0,0.0,0.0,0.0,0.09999999645834502,9.070982149857927e-10,9.006823582072129e-10,6.266948766349497e-10,6.267463168627366e-10,5.416646489794703e-10,5.42838965309482e-10,5.427867964816461e-10,5.427885621458087e-10,4.840052154241275e-10,4.840225299303043e-10,4.3820645040593763e-10,4.382439152324937e-10,4.050909058248885e-12,2.156315549604162e-12,9.259261271774185e-13,1.9870075099224498e-13,1.4838459228502582e-13,6.7692168759643104e-15,1.9868083806667779e-13,1.244666870647308e-13,1.5374435810099876e-14,3.514883307168386e-14,1.0011359634823856e-14,2.810347584841334e-17,1.2444010900373652e-17,1.8753908973300975e-17,1.395209366772753e-17,1.8751504978745123e-17,4.99324033543354e-22,2.124251787248851e-18,7.14848769229233e-15,5.862371281839322e-19,3.754040335515993e-18,6.8503535837885454e-15,2.120365161666539e-22,4.948502308049059e-18,3.3153311579872143e-15,2.8224829213298474e-22,2.142320152374775e-24
1.605405767182152e-11,0.1122453724844447,0.9,0.0,0.0,0.0,0.0,0.09999999568458898,1.1052859316071808e-09,1.0968758947075987e-09,7.636030347720319e-10,7.636793901413539e-10,6.597080455482583e-10,6.614383029986778e-10,6.613652050872254e-10,6.613674094434416e-10,5.897472935635155e-10,5.897710985414573e-10,5.339373089030521e-10,5.339929293368902e-10,4.934259817185555e-12,3.1660705331125944e-12,1.362610236541118e-12,2.9180566484569006e-13,2.2292384112069873e-13,1.2134279474589917e-14,2.9490827154171913e-13,1.847769823234105e-13,2.2823682577964193e-14,4.9284232280924445e-14,1.7317465450680067e-14,3.424815803639866e-17,1.634319843658082e-17,2.2854198193807148e-17,1.7002681421156722e-17,2.2851665304868418e-17,7.414606655158043e-22,2.124513986048841e-18,8.710964770978804e-15,1.0635906095720089e-18,4.574457170386889e-18,1.0170511286950426e-14,3.1488647293112527e-22,6.030475512519652e-18,4.9230061860149305e-15,4.1941909330595326e-22,3.180352230726643e-24
1.8932560858930833e-11,0.11224537257131907,0.9,0.0,0.0,0.0,0.0,0.09999999491083293,1.3034776761046522e-09,1.2928753392581262e-09,9.005084078837148e-10,9.006145787421556e-10,7.776506746828463e-10,7.800389566692531e-10,7.799416368316672e-10,7.799441729659309e-10,6.954893705234349e-10,6.955206371861068e-10,6.296662203284768e-10,6.297435726231887e-10,5.8167365570092544e-12,4.354949946596222e-12,1.878508431628876e-12,4.0145861237247393e-13,3.141387602447893e-13,1.9733373233934266e-14,4.100676954903226e-13,2.5693960411155115e-13,3.17401678472275e-14,6.484641807807518e-14,2.721383169198676e-14,4.0392965001498445e-17,2.0976171585291236e-17,2.6954550685418773e-17,2.0053321028810327e-17,2.6951871056693448e-17,1.0313225928255602e-21,2.124834861354754e-18,1.0273624865499578e-14,1.755491615438286e-18,5.3948866789557435e-18,1.4144792947477304e-14,4.380128429794115e-22,7.112467126907264e-18,6.8475551797129024e-15,5.836755063339651e-22,4.422376411434184e-24
2.1811064046040143e-11,0.11224537265819759,0.9,0.0,0.0,0.0,0.0,0.09999999413707691,1.5016734484073294e-09,1.4886866850886442e-09,1.0374109960266755e-09,1.0375518803174183e-09,8.954948266043167e-10,8.986409262483414e-10,8.985161284647251e-10,8.985188527445378e-10,8.01231446303886e-10,8.012711459234569e-10,7.253931847218278e-10,7.254958450538107e-10,6.698366266289752e-12,5.716949004984888e-12,2.4715196169640915e-12,5.271144779009974e-13,4.226026634187748e-13,2.992482588875527e-14,5.441527042288983e-13,3.4094300395078295e-13,4.2123907811525755e-14,8.156805948234244e-14,3.992718692846791e-14,4.653789674151148e-17,2.649324697895472e-17,3.105496637782903e-17,2.310401248948946e-17,3.1052122231699717e-17,1.3689103409890316e-21,2.1252164308553653e-18,1.1836511754740226e-14,2.7057251789185173e-18,6.2153288471560665e-18,1.8773208583082823e-14,5.814159363220992e-22,8.194477150787261e-18,9.088983505491175e-15,7.750179892328979e-22,5.868193934837635e-24
2.4689567233149453e-11,0.11224537274508031,0.9,0.0,0.0,0.0,0.0,0.09999999336332088,1.6998732484442578e-09,1.6843157235779058e-09,1.1743107992576467e-09,1.1744912925724286e-09,1.0132427298455078e-09,1.0172442116630285e-09,1.017088709002666e-09,1.0170914488105599e-09,9.069735209048687e-10,9.070226248141786e-10,8.211182021227614e-10,8.212497465917088e-10,7.579175024625661e-12,7.24626520442958e-12,3.1395983089494693e-12,6.682460619927452e-13,5.488333961847845e-13,4.305507230692043e-14,6.971570659591793e-13,4.367759916745959e-13,5.3974918656994885e-14,9.923360717686313e-14,5.564033155436039e-14,5.268295325423386e-17,3.3048750126755957e-17,3.5155445202318393e-17,2.6154755802011982e-17,3.515241882736468e-17,1.75422443527899e-21,2.125660517009736e-18,1.3399670696833272e-14,3.95955630640707e-18,7.035783661238988e-18,2.4055768198650015e-14,7.450960625721532e-22,9.276505583740965e-18,1.1647296529167978e-14,9.934469999685208e-22,7.51761220828945e-24
2.7568070420258764e-11,0.11224537283196737,0.9,0.0,0.0,0.0,0.0,0.09999999258956485,1.898077076144551e-09,1.879768053633063e-09,1.3112078176333197e-09,1.3114328132633934e-09,1.1308965537371185e-09,1.1358488128403935e-09,1.1356594013761758e-09,1.1356619611952578e-09,1.012715594326383e-09,1.012775073920296e-09,9.168412725709028e-10,9.170052772002954e-10,8.459188044882066e-12,8.937288922378658e-12,3.88075242457074e-12,8.243432651580301e-13,6.933031123411285e-13,5.945919803185781e-14,8.690747155200706e-13,5.444277191093418e-13,6.729321661814307e-14,1.1766839163971804e-13,7.45013863224905e-14,5.88281345374638e-17,4.080044906306729e-17,3.925598709169224e-17,2.9205550965210426e-17,3.925276084116565e-17,2.1872654025414832e-21,2.1261687814580066e-18,1.496314827745406e-14,5.5635783315471e-18,7.856251107760723e-18,2.999248181172768e-14,9.29053531735063e-22,1.0358552425354917e-17,1.452249962818993e-14,1.2389629975003942e-21,9.370444525268095e-24
