Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032)
4.705495545243138e-13,0.11224537201419757,0.9,0.0,0.0,0.0,0.0,0.09999999987351393,3.239450885020191e-11,3.22500444574136e-11,2.2382675723393793e-11,2.2382750762773508e-11,1.9384603806499976e-11,1.938638791612523e-11,1.9385802973626013e-11,1.9385807933525062e-11,1.728568193057657e-11,1.7285949821889413e-11,1.5650730801519438e-11,1.5650785402752418e-11,1.4083797566669096e-13,3.329147416399859e-15,1.4146726423586074e-15,3.064324627653151e-16,4.307159596231006e-16,4.859314536424597e-19,2.9220573760523256e-16,1.743866441722835e-16,2.2597491106913268e-17,6.80034333747627e-17,8.541211413169486e-19,9.83850968192331e-19,3.7724101522887327e-19,6.569987831668189e-19,4.881692811813857e-19,6.549486966491601e-19,7.082869343496824e-25,2.123735578399494e-18,2.5324275771319774e-16,9.44066635458269e-23,1.3307403345215375e-19,9.941094083348259e-18,2.9739866534504737e-25,1.7315869578323972e-19,4.7069781105360795e-18,3.6472846677884647e-25,3.0063621994427684e-27,2.8288210218495133e-22,7.341465551636062e-30,3.974553051319513e-28,4.565167073810137e-30,7.201494724496816e-31,2.209071145750791e-37,5.393453930597908e-34
5.779904555603052e-13,0.11224537201743931,0.9,0.0,0.0,0.0,0.0,0.09999999984463329,3.9791185487739886e-11,3.961179328107001e-11,2.7493316067675984e-11,2.7493428148217074e-11,2.3810240384598268e-11,2.3812900434151735e-11,2.3812166893726562e-11,2.3812174250978493e-11,2.1232533482208818e-11,2.1232866958882456e-11,1.9224264961090334e-11,1.9224346517849337e-11,1.7398388049543152e-13,4.962373307606932e-15,2.1089885720538813e-15,4.567852767588852e-16,5.780449634650932e-16,8.693310203193193e-19,4.357814660309873e-16,2.624395229098193e-16,3.3701278525122394e-17,1.0112225589508027e-16,1.5250558843139463e-18,1.2131801718727367e-18,4.63424483279023e-19,8.100316240693363e-19,6.0202385049861685e-19,8.079800133302523e-19,1.0632218732920558e-24,2.123737026148778e-18,3.1155074411017685e-16,1.5110565638620575e-22,1.6369399737857964e-19,1.4860644996948554e-17,4.473676632597076e-25,2.1354028545012928e-19,7.064562438172402e-18,5.569424426638845e-25,4.5227085714023904e-27,4.2188267115221317e-22,1.1194032213453016e-29,7.113190755115424e-28,6.241542703149529e-30,1.0829671623866911e-30,3.9392962472488554e-37,9.700981083414476e-34
6.854313565962965e-13,0.11224537202068106,0.9,0.0,0.0,0.0,0.0,0.09999999981575264,4.718786772090971e-11,4.697322296509054e-11,3.2603952542852744e-11,3.260410849080196e-11,2.8235718461920383e-11,2.8239414780751862e-11,2.823852750113223e-11,2.8238537673623408e-11,2.5179385032202666e-11,2.5179785442979658e-11,2.279779641568571e-11,2.2797909896347474e-11,2.0712834415545429e-13,6.894047942337078e-15,2.930310113930303e-15,6.346181493037707e-16,7.423343766912346e-16,1.3995722234988507e-18,6.057075659315809e-16,3.6705118534547774e-16,4.6843089703828304e-17,1.4016456267098127e-16,2.4508203466547304e-18,1.4425095472307514e-18,5.496381431625157e-19,9.63064552630819e-19,7.158784907910453e-19,9.61011390236054e-19,1.4844482155537547e-24,2.1237385331755463e-18,3.6985872815872537e-16,2.237104262049526e-22,1.9431397902246256e-19,2.0688766189627603e-17,6.255003582808666e-25,2.539219003317657e-19,9.86227719287637e-18,7.867776128490371e-25,6.3240505404938334e-27,5.863958709504765e-22,1.6300633047364207e-29,1.1455896506771718e-27,8.348954941817714e-30,1.524287222376326e-30,6.52304718536051e-37,1.6161022392162993e-33
9.003131586682791e-13,0.11224537202716461,0.9,0.0,0.0,0.0,0.0,0.09999999975799133,6.198124494797471e-11,6.169535560287875e-11,4.282521666979067e-11,4.282547591928379e-11,3.708631355232525e-11,3.709244764396995e-11,3.70912411800415e-11,3.709125791736012e-11,3.3073088128454016e-11,3.307362548322731e-11,2.9944853156235236e-11,2.994504181498215e-11,2.734139994728239e-13,1.1436930430347616e-14,4.862226812240806e-15,1.052854664704004e-15,1.1097609128154944e-15,2.8587974942306032e-18,1.005650198385905e-15,6.140344754896414e-16,7.777439023313624e-17,2.316302637041231e-16,4.991476294843131e-18,1.9011686937277842e-18,7.221509987563399e-19,1.2691306116742e-18,9.435879359644916e-19,1.2670742887499547e-18,2.478077305805809e-24,2.1237416843998125e-18,4.864746955594874e-16,4.09853897397913e-22,2.5555398271184097e-19,3.4416987908240634e-17,1.0459925885062009e-24,3.346851885442373e-19,1.646141685352165e-17,1.3322426381981377e-24,1.057662664882736e-26,9.736034161788044e-22,2.9905093618331383e-29,2.341357634591516e-27,1.3734258073550696e-29,2.6374715014548056e-30,1.4635398145853396e-36,3.653476265011932e-33
1e-12,0.11224537203364815,0.9,0.0,0.0,0.0,0.0,0.099999999731195,6.884411813403685e-11,6.852477082901582e-11,4.7567007188377125e-11,4.7567322928707496e-11,4.119203676355695e-11,4.119950262498712e-11,4.1198141651970624e-11,4.1198161940933904e-11,3.673509356607697e-11,3.673569614410543e-11,3.326047492990633e-11,3.3260704701040115e-11,3.0416309481878844e-13,1.391798222664309e-14,5.9175286122714595e-15,1.2812769258924675e-15,1.3016716226024515e-15,3.7833318742646115e-18,1.224262686275521e-15,7.493958014222043e-16,9.468195326948467e-17,2.8137185285297476e-16,6.596607741753185e-18,2.1139476628015093e-18,8.022367181083088e-19,1.4111192874263079e-18,1.049225800799712e-18,1.4090614665293573e-18,3.0222438088159432e-24,2.12374322179426e-18,5.405745666873969e-16,5.208008608227202e-22,2.8396414704491904e-19,4.192612757599514e-17,1.2764155177365027e-24,3.721525027578126e-19,2.0075296060971828e-17,1.6325132172536739e-24,1.2907143726085621e-26,1.1852575529153518e-21,3.831517608339397e-29,3.0993972101744958e-27,1.6959331360861168e-29,3.2541019224496575e-30,1.9823130527252962e-36,4.962752121735988e-33
1.1151949607402618e-12,0.11224537203364815,0.9,0.0,0.0,0.0,0.0,0.09999999970023002,7.677464285874249e-11,7.641631168136213e-11,5.30464664949642e-11,5.3046854277412874e-11,4.5936323908382105e-11,4.5945487266309214e-11,4.59439426680695e-11,4.594396746071959e-11,4.096679121864915e-11,4.0967470502940574e-11,3.709189989811109e-11,3.709218210005005e-11,3.3969435668676407e-13,1.7079869159174362e-14,7.262556686067905e-15,1.5723857191440564e-15,1.5403743512869209e-15,5.0471250426088766e-18,1.5029913041312288e-15,9.222198294824184e-16,1.1623906317625157e-16,3.446213916969889e-16,8.788099664771793e-18,2.359828481003476e-18,8.948242297029076e-19,1.5751969976421056e-18,1.1712976474530813e-18,1.5731374206677685e-18,3.716746634111816e-24,2.1237450579520167e-18,6.03090667905015e-16,6.684200192357347e-22,3.167940518848952e-19,5.150365957003236e-17,1.5705894420326997e-24,4.154485713143995e-19,2.4687460044031117e-17,2.016771411674675e-24,1.5882560242005335e-26,1.4551162021192619e-21,4.969030634561857e-29,4.1358464702568894e-27,2.1259798972445118e-29,4.045761420680048e-30,2.6942202143929188e-36,6.76312528341772e-33
1.3300767628122444e-12,0.11224537204013171,0.9,0.0,0.0,0.0,0.0,0.09999999964246871,9.156806285611662e-11,9.113601395907306e-11,6.326770104833715e-11,6.326824430557843e-11,5.4785710811081556e-11,5.479853410619977e-11,5.4796631182266696e-11,5.4796665577930526e-11,4.8860494302377315e-11,4.8861320839882015e-11,4.423893596313992e-11,4.423933131901172e-11,4.0596906801546094e-13,2.389491149885195e-14,1.0162209091257183e-14,2.1998499675288795e-15,2.0388629826929783e-15,8.166724807288706e-18,2.1043345548328743e-15,1.2957535745159693e-15,1.6274808577474777e-16,4.802977415350243e-16,1.41805511128185e-17,2.818488952574587e-18,1.0677089862675241e-18,1.881263732715546e-18,1.3990076433483182e-18,1.8792008018634707e-18,5.217076908011071e-24,2.1237486704181844e-18,7.197066567880157e-16,1.0155796353947343e-21,3.78034190977551e-19,7.217658075807813e-17,2.2063522087974605e-24,4.962120550590671e-19,3.4650757825797106e-17,2.8497964816092106e-24,2.2313214352168932e-26,2.03733087906937e-21,7.732879429503343e-29,6.695867392055161e-27,3.151906196265657e-29,5.7573536730504044e-30,4.5420666112862064e-36,1.1439400108364015e-32
1.7598403669562095e-12,0.11224537205309892,0.9,0.0,0.0,0.0,0.0,0.0999999995269461,1.2115497035508558e-10,1.2057160283987056e-10,8.371012347925626e-11,8.371106002357408e-11,7.248258515340263e-11,7.250464984517291e-11,7.25019688331384e-11,7.250202689012354e-11,6.464790045006829e-11,6.464903776517889e-11,5.853297546111466e-11,5.85336570619342e-11,5.385013081262348e-13,4.1090944114394555e-14,1.748210228891009e-14,3.783177202567036e-15,3.2458310321204348e-15,1.8228569109163207e-17,3.624871002977881e-15,2.2425174263854437e-15,2.803525090551552e-16,8.191033600419413e-16,3.143848006978781e-17,3.735811986795937e-18,1.4143860362953056e-18,2.4933982694942766e-18,1.854428504156129e-18,2.4913283255753065e-18,9.017465861886642e-24,2.1237566340880844e-18,9.52938758138252e-16,2.0537186222641167e-21,5.005146828254979e-19,1.2448327673246137e-16,3.817640296298694e-24,6.57739331077171e-19,5.988702217050723e-17,4.969704187899709e-24,3.86115252575592e-26,3.509541277855434e-21,1.6446052921497782e-28,1.4965682484463365e-26,6.325898582001785e-29,1.0078068319989735e-29,1.0352277948588937e-35,2.6213083087723254e-32
2.1896039711001748e-12,0.11224537206606619,0.9,0.0,0.0,0.0,0.0,0.0999999994114235,1.507419675789446e-10,1.5000213557895314e-10,1.0415248386987223e-10,1.0415392313647612e-10,9.01769405076293e-11,9.021079490455462e-11,9.020725439932334e-11,9.020734178456811e-11,8.043530657148761e-11,8.043677629158213e-11,7.282697158536787e-11,7.282801909793323e-11,6.710107797864112e-13,6.301115689606384e-14,2.6817879248565915e-14,5.801595095041116e-15,4.734292718653909e-15,3.4299323431037894e-17,5.567870126863494e-15,3.4546834449740947e-15,4.3063661038815995e-16,1.2458202120295036e-15,5.878094818163055e-17,4.653137800546069e-18,1.7625214337748997e-18,3.105534223902972e-18,2.3098505201116015e-18,3.103456861378532e-18,1.3880836384773003e-23,2.1237655882049184e-18,1.1861710943624514e-15,3.6194709349138865e-21,6.229954586343595e-19,1.9135890667309583e-16,5.880533557778613e-24,8.192670172100683e-19,9.218078660874863e-17,7.692869824376742e-24,5.947771087398503e-26,5.390847968124452e-21,3.0121995372087255e-28,2.819558374715984e-26,1.1263820234680971e-28,1.5601628780086326e-29,1.9801390164746911e-35,5.029034756561913e-32
3.0491311793881053e-12,0.112245372092001,0.9,0.0,0.0,0.0,0.0,0.09999999918037829,2.09916231379141e-10,2.0884814562050705e-10,1.4503701840738115e-10,1.4503979159600593e-10,1.2555813462532856e-10,1.2562317304179327e-10,1.2561767112605137e-10,1.2561783222813278e-10,1.120101187354589e-10,1.120123181916451e-10,1.0141483362684784e-10,1.0141685212082931e-10,9.359619265655252e-13,1.2091023077714778e-13,5.1499560015374084e-14,1.1133424981667583e-14,8.57471100431302e-15,9.181801068627438e-17,1.0721971924567723e-14,6.67551736002922e-15,8.293093310584101e-16,2.349781898491862e-15,1.5509028552110058e-16,6.487797772153351e-18,2.4652047088916934e-18,4.329810387081324e-18,3.220698019753916e-18,4.327716971251309e-18,2.679865213374041e-23,2.123786534684404e-18,1.6526370426519254e-15,8.905677068208727e-21,8.67957862428441e-19,3.6884621097451805e-16,1.1362042050148211e-23,1.1423236206317814e-18,1.7795498978679306e-16,1.4950186437132926e-23,1.1491879006321845e-25,1.0381573478115042e-20,7.79580145006225e-28,7.570059062093962e-26,2.8589257688859958e-28,3.025527656963807e-29,5.314908718568353e-35,1.3547861527206517e-31
3.908658387676036e-12,0.1122453721179361,0.9,0.0,0.0,0.0,0.0,0.09999999894933308,2.690908543147183e-10,2.6767420784027067e-10,1.8592130462093134e-10,1.8592584965369812e-10,1.609293532170183e-10,1.6103566853570458e-10,1.6102788388832333e-10,1.6102813687848553e-10,1.435849307942737e-10,1.4358794655559525e-10,1.30002522059662e-10,1.3000583041082727e-10,1.200823245781204e-12,1.9742782836501138e-13,8.415209717076461e-14,1.8180491946838166e-14,1.358485558938367e-14,1.9069236374337484e-16,1.7566747737531244e-14,1.0958113730845872e-14,1.3587883647463008e-15,3.7746679617495884e-15,3.1802193996146457e-16,8.322468869197845e-18,3.1785817990039472e-18,5.5540922213393574e-18,4.1315501430139264e-18,5.5519811321019294e-18,4.3971243527575104e-23,2.1238115969160897e-18,2.1191052947199574e-15,1.766753674073868e-20,1.1129214021772306e-18,6.046484207682545e-16,1.8651185390851044e-23,1.4653818655861666e-18,2.9197818766798457e-16,2.462215832926499e-23,1.8863401507561788e-25,1.7009789202637558e-20,1.5858015777260285e-27,1.5762842621492804e-25,5.805490034194876e-28,4.971767902081947e-29,1.1168929286575512e-34,2.8524721723555844e-31
4.7681855959639665e-12,0.11224537214387155,0.9,0.0,0.0,0.0,0.0,0.09999999871828787,3.282658364037572e-10,3.2648050170224087e-10,2.268053424982173e-10,2.2681209725290037e-10,1.962906625356467e-10,1.9644828139092384e-10,1.9643789532572419e-10,1.9643825572613412e-10,1.751597427479262e-10,1.7516366138949927e-10,1.5859003687520715e-10,1.5859495397488268e-10,1.4655955455915938e-12,2.923840584801027e-13,1.2471478319821205e-13,2.6926532390440676e-14,1.979067188619764e-14,3.416937046508137e-16,2.6102103822278392e-14,1.6302187472727896e-14,2.0190813727955008e-15,5.502271071150907e-15,5.630390936401349e-16,1.0157151092240052e-17,3.905780277705396e-18,6.7783797249804956e-18,5.042406890113207e-18,6.7762493440906484e-18,6.5398859736551e-23,2.1238408662150964e-18,2.5855767309458212e-15,3.0785583129572774e-20,1.3578860775412924e-18,8.987690246344835e-16,2.7748071704480424e-23,1.7884417521518243e-18,4.3425208266065184e-16,3.6708930999965474e-23,2.8061847934223896e-25,2.527559658748252e-20,2.7959821820955863e-27,2.8314786894155386e-25,1.0282279114340105e-27,7.398889962659414e-29,2.0252852399457877e-34,5.178741126780321e-31
5.627712804251897e-12,0.11224537216980734,0.9,0.0,0.0,0.0,0.0,0.09999999848724266,3.874411776510276e-10,3.85267210664322e-10,2.676891320361425e-10,2.676985343285506e-10,2.316421305322868e-10,2.3186101160770177e-10,2.3184770800670864e-10,2.3184818876846864e-10,2.0673455459641446e-10,2.0673946269628441e-10,1.8717737807131837e-10,1.871842228145688e-10,1.7302796521399491e-12,4.055950790294065e-13,1.731253908804816e-13,3.7354920487988634e-14,2.7217823152959836e-14,5.55787717799502e-16,3.6327880326265125e-14,2.2707407876745486e-14,2.810191198011253e-15,7.51487680925496e-15,9.051742222269343e-16,1.1991844441427736e-17,4.650071223156543e-18,8.002672896056318e-18,5.9532682611018216e-18,8.000521607226058e-18,9.108159319699089e-23,2.1238744329033337e-18,3.0520522740360806e-15,4.9182637598456345e-20,1.6028518881308027e-18,1.251209364916264e-15,3.865274258699176e-23,2.1115032803465286e-18,6.04777337874251e-16,5.121056111180667e-23,3.9086649105072877e-25,3.5179037106040746e-20,4.4841002829534504e-27,4.616782527471852e-25,1.661120303469295e-27,1.030690019533316e-28,3.3277503116621887e-34,8.516169653557358e-31
7.346767220827757e-12,0.11224537222167998,0.9,0.0,0.0,0.0,0.0,0.09999999802515223,5.057929376171972e-10,5.027825439951249e-10,3.494559660967763e-10,3.4947197666007817e-10,3.023157916111941e-10,3.0268682412009395e-10,3.026667458039201e-10,3.02667497438255e-10,2.6988417797789714e-10,2.698913247344387e-10,2.443515396072419e-10,2.443631963183386e-10,2.2593863030573133e-12,6.861100611956901e-13,2.9326231853968133e-13,6.319799535640994e-14,4.5825890193260964e-14,1.2132466370628965e-15,6.185001412142781e-14,3.8700021321299895e-14,4.784864272150067e-15,1.2334917026425358e-14,1.9318483961585577e-15,1.566126451814409e-17,6.2023428829066406e-18,1.0451276233051737e-17,7.77500487466738e-18,1.0449078286734895e-17,1.5521250842050282e-22,2.1239547743553657e-18,3.985019193126699e-15,1.0532645644197875e-19,2.0927869134935735e-18,2.1310508566475522e-15,6.588548765976047e-23,2.7576312615948783e-18,1.0305827527358952e-15,8.745846399945702e-23,6.661313445156588e-25,5.989887772542435e-20,9.5453779314306e-27,1.012609957235616e-24,3.5999491482603515e-27,1.756561058882448e-28,7.399188936999611e-34,1.8954171278468314e-30
9.065821637403618e-12,0.11224537227355397,0.9,0.0,0.0,0.0,0.0,0.09999999756306181,6.241461342072111e-10,6.202216477444126e-10,4.312218068086068e-10,4.3124617611219516e-10,3.729508723107271e-10,3.7351310606044995e-10,3.7348501536290863e-10,3.734860628898185e-10,3.3303380093871905e-10,3.3304353268315153e-10,3.015250066714682e-10,3.015427509170459e-10,2.788149682709544e-12,1.0375300174109672e-12,4.4407215602957745e-13,9.557916897113275e-14,6.959847199578476e-14,2.2490163431935005e-15,9.41316883205636e-14,5.893323147258592e-14,7.282814240450103e-15,1.810956756352592e-14,3.504269949859646e-15,1.933072909915959e-17,7.862543211612514e-18,1.2899902216271555e-17,9.596759983548046e-18,1.2897651170198356e-17,2.363642053517004e-22,2.124053287915863e-18,4.918013744868416e-15,1.9379268378499114e-19,2.5827264750535622e-18,3.2441764605114284e-15,1.0034953099227526e-22,3.403765809273685e-18,1.5693962625637608e-15,1.3336602329498723e-22,1.0143817170972235e-24,9.116944524729404e-20,1.7292395005420786e-26,1.8857840692390817e-24,6.649343310785095e-27,2.6747949905114557e-28,1.3899827789442836e-33,3.562619206266336e-30
1e-11,0.11224537232542935,0.9,0.0,0.0,0.0,0.0,0.09999999731195,6.884629062723908e-10,6.840096366660966e-10,4.756550500727375e-10,4.756846956199991e-10,4.1131980927672414e-10,4.1200212529310683e-10,4.1196916745262844e-10,4.1197038024535926e-10,3.673509292995325e-10,3.673622110378136e-10,3.325942472251333e-10,3.32615834520987e-10,3.0753517221594682e-12,1.2577057695191084e-12,5.387083003510355e-13,1.158698069381622e-13,8.474906518762411e-14,3.002120398926802e-15,1.1450857175094108e-13,7.170584402646134e-14,8.859712163495666e-15,2.160607607863267e-14,4.6231913553452535e-15,2.1324829148900906e-17,8.820456702951272e-18,1.4230558014812276e-17,1.0586756298793968e-17,1.4228275417060704e-17,2.876021633844184e-22,2.1241146762561072e-18,5.425041532138042e-15,2.583974318215959e-19,2.8489741290830198e-18,3.946910584826289e-15,1.2211078925341418e-22,3.7548946867255244e-18,1.909593956971453e-15,1.6236437345123666e-22,1.2342204241809529e-24,1.1090988742699478e-19,2.2803626263648216e-26,2.5236287980438543e-24,8.864930338699311e-27,3.2544596792721513e-28,1.86533418756385e-33,4.781844247427585e-30
