Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123)
2.584451169963283e-15,0.11224537200007799,0.9,0.0,0.0,0.0,0.0,0.0999999999993053,1.779235965726882e-13,1.7783520852052325e-13,1.2293507043841423e-13,1.2293507249212353e-13,1.0647782515142608e-13,1.0647788703654129e-13,1.064749841122507e-13,1.0647498428220706e-13,9.494005574164369e-14,9.494050161658099e-14,8.59603970804985e-14,8.596039858838679e-14,8.826702148487732e-17,1.1694214124288473e-19,4.947707558581829e-20,1.0722261131841989e-20,1.4011190979629526e-18,1.2125169430161566e-25,1.0208645911371293e-20,6.124151003794606e-22,7.888508381302634e-22,2.408700952525357e-21,2.153318481804819e-25,8.561957760310392e-22,2.0717339349370457e-21,5.887543311742701e-22,4.1516647225935372e-22,5.196511775337698e-22,3.305624416587287e-30,9.568296190114722e-19,4.457484772521516e-19,2.1715257752714225e-27,2.477434457932492e-22,1.0391687606875403e-22,4.1014497595028795e-31,1.478133788629275e-22,2.2538422020955577e-23,9.611952291011015e-32,5.71501653431577e-31,9.874596495480361e-27,3.377366703374677e-31,9.895598185464767e-35,3.377819485885918e-31,2.083644170113449e-35,1.20552026082795e-44,2.881167099859723e-42,1.319267508197276e-50,4.659838511712977e-36,2.4532933048911353e-46,5.4036260542164855e-46,1.1259108310263405e-54,2.4133762818848284e-54,5.519128917970967e-43,6.346343151519856e-45,8.216129523768946e-51,1.2182614367507107e-49,6.590133903448707e-27,2.035716920083287e-32,1.4238810898011201e-55,3.103407947761759e-55,5.46196393835466e-34,1.3711118178514535e-32,1.906522973391313e-51,5.274285394467854e-46,4.314777588922615e-52,8.1531659908807465e-53,4.622065355046552e-44,3.064454176594013e-34,9.191819394725823e-33,6.721664605420895e-56,9.142541797403396e-56,3.704497590208129e-26,1.0951096790106148e-28,3.4035118106506966e-38,3.0810170239933755e-38
5.171147736251469e-15,0.11224537200015605,0.9,0.0,0.0,0.0,0.0,0.09999999999860998,3.560017779310409e-13,3.5567915646633794e-13,2.4597694506456653e-13,2.459769535759486e-13,2.130480357752168e-13,2.1304828370349886e-13,2.13042472140789e-13,2.1304247282400934e-13,1.8996259632627657e-13,1.8996398230595816e-13,1.7199547529461126e-13,1.7199548152573714e-13,3.221347459693176e-16,4.678976930699316e-19,1.980345106194185e-19,4.291625061386683e-20,2.8067305810757122e-18,9.70606149139231e-25,4.0858089823623967e-20,4.498419677910755e-21,3.1574591541919542e-21,9.640065117626175e-21,1.7236654650082806e-24,3.014841151840079e-21,4.14526264727856e-21,2.0653448651266155e-21,1.4661048361515782e-21,1.8504276120389497e-21,2.3594518696302837e-29,1.4212034319270303e-18,1.3851713510759785e-18,8.699942752702517e-27,7.593663321954802e-22,6.481913342710082e-22,4.5854082065120185e-30,5.217419022135478e-22,1.6010912141637494e-22,1.3058488815127349e-30,9.24779565140222e-31,3.9524120213156026e-26,5.10621915515014e-31,7.922495488904636e-34,5.1068580968607195e-31,8.519480928676922e-35,1.5437064271090308e-43,6.10443437852183e-41,5.720436659871101e-49,5.859065582673748e-35,4.238030779070967e-45,1.2187779384830617e-44,3.9102498603718788e-53,1.1003596232029097e-52,2.3458546954469806e-41,9.825895010883949e-44,2.6327135801758108e-49,2.88045957825255e-48,2.63777100641176e-26,2.99112327876469e-31,7.688269511293016e-54,2.1907506980160344e-53,4.756098419027559e-33,2.052859485933052e-31,1.588661007218191e-49,8.442285625598074e-45,3.5838671469072253e-50,1.3552935599598488e-50,4.07780361892188e-43,2.2855723198394033e-33,1.3505740751225886e-31,4.5736210422710416e-54,8.63357088641577e-54,1.4784131745764604e-25,8.743522250616113e-28,2.4003897478441372e-37,2.5041898914404374e-37
1.034454086882784e-14,0.11224537200031212,0.9,0.0,0.0,0.0,0.0,0.09999999999721934,7.121581513066047e-13,7.110631504680707e-13,4.920606853198944e-13,4.920607210420396e-13,4.2618808638515025e-13,4.2618907975725625e-13,4.2617744042415136e-13,4.261774431762261e-13,3.800076774917326e-13,3.800114749110068e-13,3.440656254326422e-13,3.4406565150182166e-13,1.093039218832191e-15,1.871082070507939e-18,7.923741264619329e-19,1.7171500636211377e-19,5.636566985724862e-18,7.767112335588581e-24,1.6346606538932519e-19,3.0869715518316214e-20,1.2633949418608637e-20,3.8564689400591364e-20,1.3791411764373166e-23,9.684977875211084e-21,8.292304905721192e-21,6.598466960586575e-21,4.7297697138455015e-21,6.044178602053646e-21,1.5492016349315401e-28,1.8211791233872228e-18,3.792789058036313e-18,3.4921098322393125e-26,2.048274731388646e-21,3.583789071151425e-21,4.1860232323174046e-29,1.682033051021323e-21,1.0462584519753245e-21,1.570610605577834e-29,1.647020393209313e-30,1.5814796602654147e-25,6.74689196583817e-31,6.340404209378286e-33,6.747360229220243e-31,3.4456014361285568e-34,1.7297090498686236e-42,1.0743676486845334e-39,2.0588712234388926e-47,6.549475139289795e-34,7.059279814240536e-44,2.448540630727939e-43,1.306586093925471e-51,4.46591493983252e-51,8.291632009409494e-40,1.3440725579859736e-42,8.430355159342148e-48,6.210288558842108e-47,1.0554519953460494e-25,4.103719063870675e-30,3.5451024877731434e-52,1.2215799252724233e-51,4.239818927849717e-32,2.854628253928239e-30,1.1408746348575543e-47,1.3498579064039572e-43,2.2825258889010563e-48,1.728265682644108e-48,3.4364353255429837e-42,1.5805360849695596e-32,1.852941541561664e-30,2.6515019500112766e-52,6.740339247026243e-52,5.881013346201564e-25,6.959311046428355e-27,1.707010402147279e-36,2.019132835154144e-36
1.5517934001404213e-14,0.11224537200046822,0.9,0.0,0.0,0.0,0.0,0.0999999999958287,1.0683145361641927e-12,1.0662246743927654e-12,7.381444165782543e-13,7.38144494371887e-13,6.393277663731276e-13,6.393298790296031e-13,6.393124009264781e-13,6.393124067970553e-13,5.700527586533788e-13,5.700591979906173e-13,5.161357692804789e-13,5.161358259785865e-13,2.085676041718671e-15,3.9750592217173675e-18,1.683924133556335e-18,3.6492066798643037e-19,8.490373543948574e-18,2.2210576233290396e-23,3.473749894676846e-19,8.118994077001645e-20,2.6849713365374308e-20,8.194587675977375e-20,3.9433941523224875e-23,1.7884794277215518e-20,1.2439332398072561e-20,1.2146199066846618e-20,8.755926136811746e-21,1.1271380009965266e-20,3.9849103090995186e-28,1.9934332157463623e-18,6.428128380892812e-18,7.441808400642421e-26,3.446402842842104e-21,8.522878528604462e-21,1.196704032985324e-28,3.1125983652480996e-21,2.6855754000537302e-21,5.06457771621379e-29,2.648567272060242e-30,3.3609661219475198e-25,7.605515068353494e-31,1.8131361846031465e-32,7.605262738070079e-31,7.775138163586117e-34,5.70429198285665e-42,4.069261593665714e-39,8.563215514195085e-47,2.0731886442136215e-33,2.703843637564271e-43,9.817793020928785e-43,5.3111564469322294e-51,1.9067995090427815e-50,3.8797760289305776e-39,4.740563680830642e-42,3.7273194625444947e-47,2.5226527997583408e-46,2.2430502679533975e-25,1.407618474694198e-29,1.4603012583911042e-51,5.280669916087371e-51,1.2707093992163589e-31,9.836788737377216e-30,5.816994244746727e-47,5.144684280236313e-43,1.010759129014973e-47,9.319041449937308e-48,1.0440939157339348e-41,4.1655504007181266e-32,6.355782902808741e-30,1.1194964853260253e-51,3.0924822544580535e-51,1.2447905120315966e-24,1.9838892445086272e-26,4.814767739199825e-36,5.784782495603095e-36
2.0691327133980583e-14,0.11224537200062432,0.9,0.0,0.0,0.0,0.0,0.09999999999443807,1.4244709330389782e-12,1.421223286252388e-12,9.842281388396502e-13,9.842282739285206e-13,8.524670757548396e-13,8.524706818569385e-13,8.524473536426241e-13,8.524473636864969e-13,7.600978398112152e-13,7.601070220515429e-13,6.882059068381214e-13,6.882060052180937e-13,3.240483658930181e-15,6.7794662068887884e-18,2.872670178069373e-18,6.225293648093304e-19,1.1372069952493803e-17,4.6850015131165154e-23,5.92578894812243e-19,1.593717216755809e-19,4.5804751059312587e-20,1.3977829628460054e-19,8.317330104791953e-23,2.7079116933943212e-20,1.6586345589872487e-20,1.8345495692085147e-20,1.3282512332319923e-20,1.7195632129164625e-20,7.685161741233542e-28,2.0676164323502953e-18,9.161538592872905e-18,1.273206426264545e-25,4.88943357866997e-21,1.552977681790409e-20,2.462613323319917e-28,4.720278343448809e-21,5.171219310580285e-21,1.1458575903194094e-28,4.070526183832069e-30,5.733700608035775e-25,8.127941970822151e-31,3.8246357942268733e-32,8.12633208755981e-31,1.384657455768281e-33,1.4056623678505702e-41,1.1132816808796546e-38,3.2405796862548346e-46,4.657405721408418e-33,7.685646269767743e-43,2.8554424478686916e-42,2.1489301175254855e-50,7.742307933576051e-50,1.2223424624535973e-38,1.238892733861679e-41,1.2738844230282427e-46,7.348335432179613e-46,3.8265719256188006e-25,3.358996944916685e-29,6.635953776773357e-51,2.3949961422522003e-50,2.777262175391193e-31,2.355767455888039e-29,2.3507911239231276e-46,1.3836300665854142e-42,4.57690157930772e-47,4.368931151843824e-47,2.4080268166051477e-41,8.186106368187283e-32,1.516679109909886e-29,5.50312543786934e-51,1.5145030307767698e-50,2.115693324118836e-24,4.1729519122952727e-26,1.0083705840780911e-35,1.2214562955595651e-35
3.103811339913333e-14,0.11224537200093651,0.9,0.0,0.0,0.0,0.0,0.0999999999916568,2.1367837559721207e-12,2.1309637380531566e-12,1.4763955622471226e-12,1.4763958483107385e-12,1.2787448247767218e-12,1.2787522964985034e-12,1.2787172407911548e-12,1.2787172616672267e-12,1.1401880021179463e-12,1.1402027601582055e-12,1.032346167190707e-12,1.0323463753602467e-12,5.805123665810138e-15,1.4031338317402348e-17,5.9476186477688116e-18,1.2888847329273595e-18,1.720918980422244e-17,1.279647923878062e-22,1.2268296451167081e-18,3.8937398666121216e-19,9.483761200924177e-20,2.893427634559828e-19,2.2714522528433815e-22,4.682186154444157e-20,2.4880340032118516e-20,3.1618156731500575e-20,2.3024887504380598e-20,3.003651751304203e-20,1.831881130387727e-27,2.133070188992997e-18,1.471127172118556e-17,2.650396579229283e-25,7.811565308728928e-21,3.446590770927866e-20,6.299283781646149e-28,8.179117369974569e-21,1.2300982640566618e-20,3.345284825330656e-28,8.126617380087781e-30,1.1871486439995928e-24,8.890589086607119e-31,1.0446843634209235e-31,8.884380194407378e-31,3.120338820322376e-33,5.007928543376563e-41,4.6579295682706184e-38,2.2170193327878854e-45,1.3644826428870822e-32,3.542660207334993e-42,1.3571082909625424e-41,1.6333501281675174e-49,6.119642814155944e-49,6.233537115064687e-38,4.835297313971068e-41,7.834024731842694e-46,3.419303600310618e-45,7.92282320985666e-25,1.0664267666678384e-28,5.671379894772758e-50,2.1329872583415757e-49,7.957749853106692e-31,7.519567283204959e-29,1.9185322083055333e-45,5.592143461911466e-42,4.008387401249736e-46,4.551777517608272e-46,7.924710225046515e-41,2.0023308490450363e-31,4.8152089024070766e-29,5.324653147133828e-50,1.5752837864658723e-49,4.353460998768607e-24,1.1344586046528612e-25,2.769963082985672e-35,3.3395380094328024e-35
4.138489966428608e-14,0.11224537200124866,0.9,0.0,0.0,0.0,0.0,0.09999999998887554,2.8490966253066466e-12,2.8403999247250645e-12,1.96856295256956e-12,1.9685634470624617e-12,1.7050212110775246e-12,1.705033925681937e-12,1.7049870992842744e-12,1.7049871348942453e-12,1.5202781644106679e-12,1.5202985720793536e-12,1.3764864044120074e-12,1.3764867641143933e-12,8.671285486849332e-15,2.385700031639957e-17,1.0115343715446256e-17,2.192040880520823e-18,2.3168297065683372e-17,2.677465582739965e-22,2.0864542067128995e-18,7.412009036673643e-19,1.6129847347988205e-19,4.920053095400942e-19,4.752065906042664e-22,6.801189278481221e-20,3.317428635168297e-20,4.581533112884451e-20,3.350982746708936e-20,4.3971796200636884e-20,3.420422937557861e-27,2.1359404837643695e-18,2.032358835359847e-17,4.533003732804044e-25,1.0759841890761471e-20,6.114508766934575e-20,1.2293824030534444e-27,1.1899949376107837e-20,2.293231231803774e-20,7.223155742306808e-28,1.423090323415303e-29,2.019085702609535e-24,9.443245401159353e-31,2.1858999291167674e-31,9.429008715496518e-31,5.554358523022009e-33,1.1794466716792206e-40,1.2090290017711423e-37,7.270463876430259e-45,2.982428337286021e-32,9.59821044125287e-42,3.7849128719376104e-41,5.5760536574511886e-49,2.1404556965045082e-48,1.9252317539950138e-37,1.1948037582608882e-40,2.6300599154718295e-45,9.973271486746634e-45,1.3475026055725738e-24,2.466921867739662e-28,2.014823380995189e-49,7.751236958267338e-49,1.7243435784685326e-30,1.7470035264250663e-28,7.325643925289298e-45,1.5139618002683123e-41,1.4477461615676017e-45,1.9048783187397205e-45,1.7998094639660664e-40,3.8141929174593664e-31,1.1138827822243677e-28,1.9851520856678367e-49,6.152699031439504e-49,7.360890257317583e-24,2.3638398943641595e-25,5.789556918385217e-35,6.991204916136272e-35
6.207847219459156e-14,0.11224537200187305,0.9,0.0,0.0,0.0,0.0,0.099999999983313,4.273722519863894e-12,4.258893452014618e-12,2.952897624574764e-12,2.9528987268665623e-12,2.5575695096288017e-12,2.5575972343479947e-12,2.557526722146735e-12,2.5575268000657557e-12,2.2804584889501067e-12,2.280490243734301e-12,2.064766802899562e-12,2.0647676045258987e-12,1.4773411521696964e-14,5.1954643818743694e-17,2.2038496199910725e-17,4.7757639864839364e-18,3.552811251337415e-17,8.454359970233707e-22,4.545688607393362e-18,1.8856289248941863e-18,3.5144766201026325e-19,1.0714656665333226e-18,1.4999680069656023e-21,1.1162205670023014e-19,4.97620457723664e-20,7.496508923061121e-20,5.513009114639025e-20,7.288716405207148e-20,8.421602151940579e-27,2.1314617347199237e-18,3.1558441097232555e-17,1.0026957726654243e-24,1.665962417609815e-20,1.4001153795615493e-19,3.1974561745197245e-27,1.9569981323196888e-20,5.632481691727173e-20,2.256603222480786e-27,3.397493561420057e-29,4.399316090168606e-24,1.0539436231597766e-30,6.9026990132189824e-31,1.0491877913632717e-30,1.2511712361176697e-32,4.0940961420158556e-40,4.936426583719412e-37,4.4574026413915797e-44,1.0034252516849587e-31,4.743181121854671e-41,1.945595178462767e-40,4.074437519972447e-48,1.6516441373129005e-47,1.2365371457478079e-36,4.492776879382835e-40,2.0317344772020483e-44,5.551576373545536e-44,2.9360268102967172e-24,9.1901505865437e-28,1.5508605411011194e-48,6.302231068586062e-48,5.810255878692324e-30,6.590694233134508e-28,7.436334615665221e-44,7.581496368036915e-41,1.0539711051241844e-44,2.3579521073531687e-44,5.967121869657166e-40,9.711397691738757e-31,4.149604670457061e-28,1.6754866633842607e-48,5.896122106612027e-48,1.581588501412717e-23,7.376516993649666e-25,1.7145670573287915e-34,2.2087063431796883e-34
8.277204472489705e-14,0.1122453720024974,0.9,0.0,0.0,0.0,0.0,0.09999999997775047,5.698348711859373e-12,5.677065356175671e-12,3.9372320903588406e-12,3.937234163843728e-12,3.4101093167490785e-12,3.4101606397430154e-12,3.4100661663656247e-12,3.410066310945792e-12,3.040638813402219e-12,3.040681989033985e-12,2.7530470572083376e-12,2.753048565142176e-12,2.11799734239357e-14,9.60796005456897e-17,4.077071098837395e-17,8.834865514399568e-18,4.875285745132014e-17,2.1946989695526323e-21,8.409529017890006e-18,3.892847668296988e-18,6.502267345458475e-19,1.9810427953022927e-18,3.892039437487659e-21,1.560378275926717e-19,6.634960314015505e-20,1.0459855518766153e-19,7.718377749999544e-20,1.0253534871174573e-19,1.6930992498905617e-26,2.124985962665618e-18,4.2795291143736767e-17,1.8944104936232613e-24,2.2559658359196807e-20,2.673036403318163e-19,6.652430271407957e-27,2.739177423164358e-20,1.130240740121005e-19,5.457819946048351e-27,6.848030900555551e-29,8.139342909381822e-24,1.1696028948348734e-30,1.7920598540079612e-30,1.1570514622975546e-30,2.2152207250744455e-32,1.037303632565637e-39,1.3984846980462897e-36,1.7482855360639157e-43,2.7167584926175094e-31,1.6293806519547287e-40,6.863632129945859e-40,1.912658256374214e-47,7.96872265604383e-47,5.179319609476421e-36,1.2003189743644627e-39,9.947874879883805e-44,2.1143094599383197e-43,5.432055298050509e-24,2.675483114689043e-27,7.501651789637106e-48,3.130129626973686e-47,1.58865625069049e-29,1.9476246429999404e-27,4.210275619318519e-43,2.72799992583943e-40,4.574910169463496e-44,1.4737823242356387e-43,1.4708091993404178e-39,2.0059277561513366e-30,1.2080538967662615e-27,8.557182059601795e-48,3.206643000427267e-47,2.873975179837907e-23,1.8867991901088067e-24,3.895324536507958e-34,5.734300539756579e-34
1.0346561725520255e-13,0.11224537200312179,0.9,0.0,0.0,0.0,0.0,0.09999999997218793,7.122975080519044e-12,7.095239724160195e-12,4.921566434107835e-12,4.921569694229102e-12,4.2626441000752755e-12,4.262724102929649e-12,4.262605504907545e-12,4.262605730521055e-12,3.800819137802656e-12,3.80087377082957e-12,3.4413272261967137e-12,3.44132959723511e-12,2.7573892206784692e-14,1.496847948753971e-16,6.353124682143304e-17,1.3766761792185332e-17,6.250262292558104e-17,4.189739364965813e-21,1.3104548137513277e-17,6.423297783604902e-18,1.01328952456491e-18,3.0855783348628807e-18,7.427625895828669e-21,2.0028059448203872e-19,8.293708823741383e-20,1.341189107693708e-19,9.91506334645218e-20,1.3206666994413166e-19,2.753614251085154e-26,2.1245362455535884e-18,5.402611531389927e-17,3.0018844143088623e-24,2.845730474230248e-20,4.232550447078566e-19,1.0998714113705787e-26,3.518281459717116e-20,1.8363608779498463e-19,9.784784036710551e-27,1.1194207679795916e-28,1.2684054178148975e-23,1.2929596168001376e-30,3.421306026744137e-30,1.2688813896737726e-30,3.538702318979073e-32,2.061686069255451e-39,2.9019148864187787e-36,4.3481067597332005e-43,5.287793102803467e-31,3.800120199357509e-40,1.6107629155837944e-39,5.249351041740984e-47,2.2056960763106075e-46,1.2646855286091173e-35,2.4428985211309332e-39,2.6885029523160552e-43,5.023832644749549e-43,8.465116021620443e-24,5.380647112462621e-27,2.0839824673099852e-47,8.768927381708312e-47,3.1135474899771684e-29,3.956222060537465e-27,1.2071141890267831e-42,6.246122325454702e-40,1.1848984547850627e-43,4.404371122657371e-43,2.8815497173083262e-39,3.310644617376223e-30,2.4295095250085753e-27,2.4277900362212736e-47,9.294082924378351e-47,4.416251227108603e-23,3.5650473259005965e-24,6.873780938384104e-34,1.0946264256620283e-33
1.4485276231581354e-13,0.11224537200437054,0.9,0.0,0.0,0.0,0.0,0.09999999996106286,9.972228738943957e-12,9.931548506009285e-12,6.890234484783265e-12,6.890241241906996e-12,5.96768746039849e-12,5.967851330357081e-12,5.967683631012461e-12,5.967684093210676e-12,5.3211797863338616e-12,5.321257555998099e-12,4.817887118941203e-12,4.817892034016608e-12,4.034859421604196e-14,3.0634045578134778e-16,1.3006473316920148e-16,2.818273557305163e-17,9.274269576928964e-17,1.3113358029653779e-20,2.683195281777796e-17,1.4211085691129873e-17,2.0748706262426866e-18,6.3087649421975145e-18,2.3220648736492554e-20,2.886545400924116e-19,1.161120780948901e-19,1.9309008487684964e-19,1.4302624408122903e-19,1.9104238851630325e-19,5.966119459584397e-26,2.1238018901099915e-18,7.648759961894185e-17,6.45337630338372e-24,4.0252636890371303e-20,8.846998931151315e-19,2.4328729110483795e-26,5.074443837125123e-20,3.973218615975643e-19,2.4524371404692652e-26,2.4552507127087604e-28,2.5972609774590784e-23,1.5826450748843163e-30,1.071068351217625e-29,1.5070754048205294e-30,6.822535684087914e-32,6.04946148728998e-39,9.281873861609804e-36,2.157694288988596e-42,1.7065201847636876e-30,1.7270172340974614e-39,7.479710641132891e-39,3.758603989555737e-46,1.62203465844642e-45,6.763678298750179e-35,7.456325936443378e-39,2.0310729336483378e-42,2.4551500170073144e-42,1.7333664546747602e-23,1.8054397207042088e-26,1.5307670336586433e-46,6.610360816973562e-46,1.021635319406326e-28,1.3774123532045727e-26,1.0496029837102028e-41,2.929276340223631e-39,6.408704547955106e-43,4.248651491333243e-42,8.295630784149389e-39,7.326841588447502e-30,8.152054773550865e-27,1.875917513759603e-46,7.664494002723285e-46,8.696754227520264e-23,1.0763723937402334e-23,1.6753814347861027e-33,3.4234452458155166e-33
2.2762705243703547e-13,0.11224537200686802,0.9,0.0,0.0,0.0,0.0,0.09999999993881271,1.567073938684771e-11,1.5603982530196026e-11,1.082756828291537e-11,1.082758609799906e-11,9.377679466327166e-12,9.378106873777236e-12,9.377837893760095e-12,9.377839095356584e-12,8.361901082420962e-12,8.362025926854768e-12,7.57100529414285e-12,7.571018254981097e-12,6.588971121480555e-14,7.983004887396656e-16,3.390670797929297e-16,7.346228174099051e-17,1.6316155008509202e-16,5.96346964844928e-20,6.997369545591035e-17,3.9646177290132183e-17,5.411287861554284e-18,1.6400550901368896e-17,1.0533315584351682e-19,4.653404133252499e-19,1.8246488673626444e-19,3.1099334157325957e-19,2.3074538200210567e-19,3.0894630297308205e-19,1.6337701711565516e-25,2.1237369684021084e-18,1.214091689830345e-16,1.8597745455530305e-23,6.384275471276143e-20,2.3484448608184927e-18,6.775516095673417e-26,8.185637875384773e-20,1.0867059908695557e-18,7.6309730473608e-26,6.813964764761371e-28,6.773689334285778e-23,2.4111258682003123e-30,4.873225439123148e-29,2.0681021388300233e-30,1.6853180222785547e-31,2.5247199201420457e-38,4.1442329820789733e-35,1.607756207258322e-41,7.959170520523837e-30,1.2334875371777163e-38,5.427469797519565e-38,4.457073684320878e-45,1.959254046069931e-44,5.529031984666145e-34,3.210670768101451e-38,2.600338937174378e-41,1.8507463860699864e-41,4.5206408831008197e-23,8.331476879478787e-26,1.8474299579219478e-45,8.121313256390498e-45,4.845448951482915e-28,6.853509096723448e-26,1.4687191321706622e-40,2.1693531374056726e-38,5.08314736297054e-42,6.39623239821556e-41,3.4070868413014823e-38,2.0445617611510136e-29,3.761889974645399e-26,2.3420666686928525e-45,9.992525973954762e-45,2.0945433036062344e-22,4.5438591155528534e-23,5.3462524697391314e-33,1.5534377576279007e-32
3.1040134255825744e-13,0.1122453720093655,0.9,0.0,0.0,0.0,0.0,0.09999999991656257,2.1369253365748042e-11,2.1276226842863342e-11,1.4764899777830064e-11,1.4764932714728048e-11,1.2787576821632998e-11,1.2788363505718837e-11,1.2787990170181042e-11,1.2787992374269897e-11,1.1402622377532751e-11,1.1402795099561898e-11,1.0324121859058113e-11,1.0324145823317317e-11,9.14288889580996e-14,1.4687343360982933e-15,6.23946165099657e-16,1.3517362501916964e-16,2.435469111280084e-16,1.4523587169416474e-19,1.2880219200831357e-16,7.494003603802543e-17,9.960960516022934e-18,3.0116359733523173e-17,2.561164892178817e-19,6.420199255781857e-19,2.488231835421533e-19,4.288927029756039e-19,3.184611373934373e-19,4.2684480189051406e-19,3.065569554063558e-25,2.1237354504688945e-18,1.663306802284177e-16,3.672532265367736e-23,8.743285979485619e-20,4.353044806593915e-18,1.279470304108875e-25,1.1296713186682966e-19,2.038092709997166e-18,1.5046881139534773e-25,1.2859597105870322e-27,1.2468835859447992e-22,3.577548592434669e-30,1.1872139177034956e-28,2.7438541253071272e-30,3.13424336808816e-31,6.171032504150636e-38,1.0374424073529455e-34,4.883559651232168e-41,1.954899656000676e-29,3.799385667955581e-38,1.6799208990806513e-37,1.5605347694533395e-44,6.893774721740172e-44,1.7590542762069166e-33,7.934120424636587e-38,9.698935375127174e-41,5.710801396926554e-41,8.321480387860117e-23,1.9968488389051849e-25,6.488770948082602e-45,2.8660614738795336e-44,1.197294058259197e-27,1.7200884822452228e-25,5.577761175978146e-40,6.707472706508594e-38,1.5705417109664587e-41,2.4731538945512387e-40,8.27994531504353e-38,3.865038880268768e-29,9.016319358091698e-26,8.277227879892643e-45,3.571113348494217e-44,3.6358309720297503e-22,1.0562925707806345e-22,1.1325471067619823e-32,3.7775673483758726e-32
3.931756326794794e-13,0.112245372011863,0.9,0.0,0.0,0.0,0.0,0.09999999989431242,2.7067770675637485e-11,2.6948280695462602e-11,1.87022289695287e-11,1.870228109202632e-11,1.619737959036073e-11,1.619862122617532e-11,1.6198140463391334e-11,1.6198143929951364e-11,1.4443343671669226e-11,1.4443565074180016e-11,1.3077236813687929e-11,1.3077274739021136e-11,1.1696705125291192e-13,2.3174672428616524e-15,9.846433989191315e-16,2.1330097896249562e-16,3.339268171394406e-16,2.8031262223328725e-19,2.033172627186783e-16,1.200922699148896e-16,1.5723888976845867e-17,4.743492706540841e-17,4.93608549542421e-19,8.1869886837517e-19,3.1518963459380015e-19,5.467917188602762e-19,4.0617657043896435e-19,5.447427131446489e-19,4.892008465982373e-25,2.1237368283113178e-18,2.1125219460702042e-16,6.15800175003012e-23,1.1102297445148936e-19,6.898499949032935e-18,2.0490424322252552e-25,1.4407777249416196e-19,3.2514810723148684e-18,2.4701793339598677e-25,2.0592080295271425e-27,1.968270148586139e-22,5.170661169158425e-30,2.2920284930879724e-28,3.564828428120902e-30,5.029118661992493e-31,1.238999812321078e-37,2.115398793252953e-34,1.2696187517729905e-40,3.7916006090369366e-29,9.252782502536587e-38,4.1033642563363035e-37,4.956960096525018e-44,2.1941391716293003e-43,4.204238181176357e-33,1.604365100510317e-37,2.7770664207674063e-40,1.3924399064363624e-40,1.313588532403041e-22,3.767705973045302e-25,2.0725227683327445e-44,9.17212556423523e-44,2.330352178655951e-27,3.3776767886263923e-25,1.620930580244768e-39,1.575672581006507e-37,4.1435176547951467e-41,7.2928205809923485e-40,1.6561336576678897e-37,6.194095282230426e-29,1.7012224277985245e-25,2.66928410717805e-44,1.154989744317346e-43,5.4486261047771685e-22,1.9583048927941147e-22,2.0221705868259356e-32,7.280869384386474e-32
