Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017)
2.3505160608697725e-15,0.11224537200007091,0.9,0.0,0.0,0.0,0.0,0.09999999999936818,1.6181860037092718e-13,1.6174484870884682e-13,1.1180743563143963e-13,1.1180743732395092e-13,9.683984521750055e-14,9.683989640163915e-14,9.683725636609983e-14,9.683725650662008e-14,8.634642760300642e-14,8.634680611235294e-14,7.817957503223591e-14,7.817957627530987e-14,7.365159749874853e-17,9.673351451712758e-20,4.092553338146529e-20,8.869044594846005e-21,1.2742023480688631e-18,9.121896517188238e-26,8.444252226304108e-21,4.644833917733919e-22,6.524755168077927e-22,1.992401271314223e-21,1.6199573352643797e-25,7.170036653216496e-22,1.8842083362456735e-21,4.932305381092927e-22,3.4757024228797265e-22,4.346746504552397e-22,2.5142468565425574e-30,8.972098681722778e-19,3.784119651705788e-19,1.796095470217373e-27,2.1065747997021554e-22,8.022204738108983e-23,2.9100061230121133e-31,1.2375266691041496e-22,1.7155615597209427e-23,6.682671660995692e-32,5.360553934193082e-31,8.167876108474763e-27,3.1604446752379827e-31,7.443998431448481e-35,3.160869664085506e-31,1.7163341308524346e-35,8.421403000556393e-45,1.8730835384356814e-42,8.487221871640536e-51,3.269031588443594e-36,1.6545040893518447e-46,3.4952789084543755e-46,6.899386670368163e-55,1.4177272385889837e-54,3.262219895562166e-43,4.322658002120496e-45,5.1114355506619554e-51,1.0239050131156617e-51,5.451098412956594e-27,1.404194594558601e-32,8.147203700712866e-56,1.7030748959324505e-55,9.804272287336784e-33
4.703074272965322e-15,0.11224537200014192,0.9,0.0,0.0,0.0,0.0,0.0999999999987358,3.237777927875066e-13,3.235065892328324e-13,2.2371200817133774e-13,2.2371201517227133e-13,1.9376372368165235e-13,1.937639287271965e-13,1.9375864374408768e-13,1.9375864430881066e-13,1.7276787382147282e-13,1.7276906908766993e-13,1.5642707150648025e-13,1.5642707663392402e-13,2.708012763962505e-16,3.8705105401253657e-19,1.6380673275372057e-19,3.549873738813207e-20,2.5520194291276883e-18,7.301874805711361e-25,3.379662993097057e-20,3.4355428093544674e-21,2.6116024648040732e-21,7.974033125739736e-21,1.296726639737197e-24,2.5496156889065413e-21,3.770049413974538e-21,1.7477189163644606e-21,1.2392783314037555e-21,1.5619840014162113e-21,1.810552692596569e-29,1.3577167543443173e-18,1.19463519985442e-18,7.194756094507576e-27,6.562477188627247e-22,5.080283844595903e-22,3.331532636262015e-30,4.410549520384366e-22,1.2294529492194827e-22,9.191973950673499e-31,8.71507598678913e-31,3.269279074824919e-26,4.863980636759323e-31,5.9597250092000065e-34,4.864600532906981e-31,7.032164291335e-35,1.0975513713962293e-43,4.061838643729397e-41,3.945794722297397e-49,4.1711976658869805e-35,2.8772729059776173e-45,8.013970228679656e-45,2.413018179531657e-53,6.57053481487738e-53,1.418939115949641e-41,6.801951687708024e-44,1.6380809321042538e-49,7.4852714986621775e-50,2.1818599671615386e-26,2.077605692014384e-31,4.4968430322042233e-54,1.2406613553703885e-53,1.4506117591652432e-31
9.408190697156422e-15,0.11224537200028388,0.9,0.0,0.0,0.0,0.0,0.09999999999747104,6.476961862877482e-13,6.467646594859087e-13,4.475211458091885e-13,4.475211751483384e-13,3.876111740307866e-13,3.876119955389395e-13,3.876014120712337e-13,3.876014143452537e-13,3.456107662552544e-13,3.456140998252612e-13,3.1292205925215305e-13,3.129220806714374e-13,9.299060700728622e-16,1.5478335266318386e-18,6.55423848062828e-19,1.4203675243902273e-19,5.1221267951202995e-18,5.843175431052254e-24,1.3521524209475292e-19,2.3840218712283954e-20,1.0449811639658348e-20,3.19004043543987e-20,1.037552473031604e-23,8.310524763888392e-21,7.541718970121457e-21,5.666797596082083e-21,4.055897347780457e-21,5.173094017949589e-21,1.2047189343406937e-28,1.7759133026741405e-18,3.3298989156539944e-18,2.886592671805529e-26,1.8018615741384203e-21,2.856759131253156e-21,3.134576988178578e-29,1.442537322774339e-21,8.141977173335973e-22,1.1279264783979612e-29,1.5019627181611376e-30,1.3081374926484783e-25,6.54312095231534e-31,4.7695912942412594e-33,6.543673028111783e-31,2.847055724805299e-34,1.2523817678464155e-42,7.340588773991968e-40,1.531909974272797e-47,4.740588209056636e-34,4.810667307943865e-44,1.6339508198918324e-43,8.095165194829772e-52,2.7069029624911316e-51,5.149236798907474e-40,9.469198826377601e-43,5.245409078734187e-48,4.05736022371068e-48,8.730281924813947e-26,2.8827385363899777e-30,2.117084183003501e-52,7.140847864450348e-52,2.0127661545977086e-30
1.4113307121347521e-14,0.11224537200042585,0.9,0.0,0.0,0.0,0.0,0.09999999999620629,9.7161458914371e-13,9.698236200458437e-13,6.713302760051016e-13,6.713303398780687e-13,5.814583178125565e-13,5.814600649250878e-13,5.814441739635408e-13,5.814441788137588e-13,5.184536586858846e-13,5.184593611049716e-13,4.694170417950103e-13,4.694170883625661e-13,1.7875112374225736e-15,3.2883748261816093e-18,1.3928848810463764e-18,3.018504848657573e-19,7.711068325507115e-18,1.6708947971965844e-23,2.873410876607519e-19,6.306309130058701e-20,2.2207976127515523e-20,6.778587083722743e-20,2.966712982914957e-23,1.5478481277600858e-20,1.1313376212918747e-20,1.0521729380931028e-20,7.572389086459947e-21,9.726918404568433e-21,3.1193840447794835e-28,1.9658001203043425e-18,5.693472377121197e-18,6.149063205182139e-26,3.0579681535350956e-21,6.842548583192248e-21,9.076319552394128e-29,2.6921827394633315e-21,2.103837746633842e-21,3.6702040502433664e-29,2.324756394778647e-30,2.7800583848220493e-25,7.438024772202841e-31,1.3639380506116683e-32,7.4380686470200275e-31,6.4262545468965175e-34,4.1546695997281257e-42,2.8046183437902483e-39,6.510074324891995e-47,1.5096219018177423e-33,1.84412651468231e-43,6.577684303136545e-43,3.293669566290089e-51,1.1605424943237692e-50,2.4274765297178308e-39,3.3603693509650045e-42,2.3191570151053577e-47,1.7629532912834496e-47,1.8553625635014655e-25,9.936945344839938e-30,8.735850861015033e-52,3.1020986943546504e-51,6.93810660165795e-30
1.8818423545538623e-14,0.11224537200056782,0.9,0.0,0.0,0.0,0.0,0.09999999999494154,1.2955330018177445e-12,1.2927331709567144e-12,8.951393987590806e-13,8.951395096761987e-13,7.753051550387667e-13,7.753081371732014e-13,7.752869294166511e-13,7.752869377143263e-13,6.912965511133634e-13,6.91304728426443e-13,6.259120191350519e-13,6.259120999331015e-13,2.79391377365974e-15,5.6083756077428626e-18,2.3761790332864323e-18,5.149370227376686e-19,1.0322114359997672e-17,3.524514274409967e-23,4.90169191149399e-19,1.2436918070603417e-19,3.7886095974031075e-20,1.156264216538455e-19,6.257387997115836e-23,2.3591132506411647e-20,1.508502147794768e-20,1.5997765957648738e-20,1.1562961832508598e-20,1.4935896561297177e-20,6.047220874482123e-28,2.0520203755544854e-18,8.160712412611218e-18,1.0516239388858655e-25,4.362058392916796e-21,1.2527905815831692e-20,1.8857798808021268e-28,4.10969031402894e-21,4.072166133373573e-21,8.366337308852851e-29,3.4677829084025454e-30,4.742690599489087e-25,7.977278706654135e-31,2.8770956816656373e-32,7.976321181320754e-31,1.1446269413249358e-33,1.0290323445714253e-41,7.725239027409553e-39,2.4855158515638216e-46,3.405616733725856e-33,5.243963684552218e-43,1.9172190861764907e-42,1.3326737462035786e-50,4.714708223423053e-50,7.694227880847863e-39,8.830187627004023e-42,7.926173445955661e-47,7.510477231261395e-47,3.1651891150143176e-25,2.3809184297642592e-29,3.9995962219061224e-51,1.417178840799561e-50,1.6623887223184253e-29
2.8228656393920822e-14,0.11224537200085172,0.9,0.0,0.0,0.0,0.0,0.09999999999241202,1.9433698510879076e-12,1.9383095711783628e-12,1.34275762680128e-12,1.3427578617582852e-12,1.1629981100606728e-12,1.1630042889564484e-12,1.1629724252015522e-12,1.1629724424478522e-12,1.0369823359609253e-12,1.0369955618294774e-12,9.389019616044462e-13,9.389021326130704e-13,5.0479770612194056e-15,1.1607652916148922e-17,4.919689122371325e-18,1.066129078951508e-18,1.560319275000017e-17,9.626773704420899e-23,1.0148096518412913e-18,3.059012241126632e-19,7.844223106723915e-20,2.3935293750523984e-19,1.7089102646354413e-22,4.11538951543389e-20,2.2628285076130137e-20,2.781689528006467e-20,2.0222578509931246e-20,2.6321295376972037e-20,1.4517535355413203e-27,2.1315010569078622e-18,1.318815233626811e-17,2.1876133758646696e-25,7.011182716257956e-21,2.795907276479779e-20,4.885108595349489e-28,7.184521764288448e-21,9.755808592949325e-21,2.469895257839023e-28,6.714038069443287e-30,9.819624509680407e-25,8.738358096776535e-31,7.858674733300784e-32,8.733966049638003e-31,2.5798085659330023e-33,3.692356790869159e-41,3.269307665457049e-38,1.744191066971377e-45,1.0029080582102208e-32,2.4184939040874807e-42,9.137875957893223e-42,1.0136995965763306e-49,3.738876433391846e-49,3.963815872409718e-38,3.4790582032095075e-41,4.874369917091652e-46,5.971136922611901e-46,6.553446333092074e-25,7.605008795001099e-29,3.4523863593067968e-50,1.278372672593084e-49,5.309917675421593e-29
3.763888924230302e-14,0.11224537200113564,0.9,0.0,0.0,0.0,0.0,0.0999999999898825,2.59120673846742e-12,2.5835922913700784e-12,1.7903758274768442e-12,1.7903762338195067e-12,1.5506899378665035e-12,1.5507004525788427e-12,1.5506578972866634e-12,1.5506579267060857e-12,1.3826681207968985e-12,1.382686477898537e-12,1.2518918849412342e-12,1.2518921805514115e-12,7.593453672703747e-15,1.9736167114904213e-17,8.367125572421539e-18,1.8132000535082597e-18,2.0982402795128802e-17,2.014257296235887e-22,1.7258746808120376e-18,5.854424701908481e-19,1.3341344056954292e-19,4.0700926271396946e-19,3.5752296471527477e-22,6.018584118351199e-20,3.0171507885457926e-20,4.057912857856534e-20,2.963314971764529e-20,3.8801245825483203e-20,2.7256102440107153e-27,2.1375476646351067e-18,1.8289026368831637e-17,3.7389220079858365e-25,9.691435936505305e-21,4.9785481006112305e-20,9.623116385012577e-28,1.052446756414926e-20,1.8287404344880998e-20,5.3802078460153535e-28,1.1604385442300856e-29,1.6701079104285686e-24,9.250883527853265e-31,1.6443508804774081e-31,9.240464807158734e-31,4.5927514481357766e-33,8.727319601149642e-41,8.54957090722388e-38,5.81299004325993e-45,2.1996815076092567e-32,6.555743661073069e-42,2.5554832943333545e-41,3.4619996416043204e-49,1.3108626043495536e-48,1.232201532933829e-37,8.64160294975876e-41,1.6364366165081464e-45,2.0745844215693908e-45,1.1146009149925889e-24,1.7674526471713978e-28,1.2310595942244848e-49,4.6714273434138486e-49,1.2340588031739066e-28
5.645935493906742e-14,0.11224537200170351,0.9,0.0,0.0,0.0,0.0,0.09999999998482346,3.886880641805915e-12,3.873764905737805e-12,2.685612138965526e-12,2.685613045787035e-12,2.3260698925831137e-12,2.3260928211462898e-12,2.3260287636024932e-12,2.326028827988856e-12,2.0740396904307923e-12,2.0740683569105606e-12,1.8778716687900245e-12,1.877872328270511e-12,1.3069756760954988e-14,4.298045951307143e-17,1.8229729784075993e-17,3.950419397185718e-18,3.210081648981322e-17,6.360252659789103e-22,3.760099619084118e-18,1.50389653680542e-18,2.906899279953911e-19,8.864062982364807e-19,1.1285490021688555e-21,9.963230924485371e-20,4.525783790845447e-20,6.695934289461235e-20,4.918090079435569e-20,6.49082219990465e-20,6.771425202829134e-27,2.133793540082101e-18,2.85066218887482e-17,8.256424595680847e-25,1.505726742689224e-20,1.145349275603673e-19,2.5397470012131902e-27,1.7459738638923125e-20,4.531744197876465e-20,1.7126900029432363e-27,2.7560413507213237e-29,3.6389404159551506e-24,1.0241029517951917e-30,5.192579504997877e-31,1.0205561360299257e-30,1.0346755049650937e-32,3.0449391802010256e-40,3.5446667022934318e-37,3.7042534888122733e-44,7.441764970842052e-32,3.241703685493225e-41,1.3191639367193295e-40,2.5319745847425304e-48,1.0171183724717774e-47,8.0458133154874e-37,3.2832558771530052e-40,1.2641554878597259e-44,1.3998761050976418e-44,2.42856536706323e-24,6.655691083724983e-28,9.531992052012917e-49,3.839329652797514e-48,4.647091499860924e-28
7.339777406615538e-14,0.11224537200221459,0.9,0.0,0.0,0.0,0.0,0.09999999998027033,5.0529873005083295e-12,5.034662274562578e-12,3.4913247180378365e-12,3.4913262535156413e-12,3.023907681601664e-12,3.023946000055185e-12,3.0238624555515583e-12,3.0238625633765645e-12,2.6962741030584144e-12,2.6963120876124298e-12,2.441253403455628e-12,2.4412545200548188e-12,1.8247978549578064e-14,7.1772372428258e-17,3.045011729967369e-17,6.5985191445726e-18,4.252537221819348e-17,1.340797147117482e-21,6.280662701831622e-18,2.7476189842595917e-18,4.855803309373335e-19,1.4801077073506912e-18,2.3784923364555116e-21,1.3589278562102374e-19,5.883541950070316e-20,9.116346048332866e-20,6.717767648860526e-20,8.906615755480398e-20,1.212440431473254e-26,2.1259390800740802e-18,3.7706933737702464e-17,1.3957997235516855e-24,1.9887740010047186e-20,1.9658835662859186e-19,4.683218601746828e-27,2.38431156307896e-20,8.102244207965353e-20,3.5257471783374835e-27,4.909678138617444e-29,6.0786348578382316e-24,1.1144129077082396e-30,1.0946954250407561e-30,1.106796061581658e-30,1.7496814654884948e-32,6.798001814903992e-40,8.601602739512786e-37,1.161814901135136e-43,1.6209712165637465e-31,8.900612202316304e-41,3.680248260672534e-40,8.927140550795525e-48,3.6378512068577965e-47,2.4208493729352072e-36,7.650768148088467e-40,4.242084640588498e-44,4.506758862624014e-44,4.056774814026354e-24,1.5305608525662758e-27,3.452769734798191e-48,1.4099330970244153e-47,1.0686578205790013e-27
9.033619319324334e-14,0.11224537200272564,0.9,0.0,0.0,0.0,0.0,0.0999999999757172,6.2190940983889885e-12,6.195488725966392e-12,4.2970372008399426e-12,4.297039534820766e-12,3.721741506769343e-12,3.72179922438013e-12,3.721696064106691e-12,3.721696226736387e-12,3.3185085156452704e-12,3.3185558465523306e-12,3.0046350708166435e-12,3.0046367681236526e-12,2.3489090017067914e-14,1.0804533349104669e-16,4.58489928841245e-17,9.93531951766537e-18,5.335899839721531e-17,2.438874223354375e-21,9.456929548881724e-18,4.399321739102411e-18,7.311800351548423e-19,2.2278484450335145e-18,4.3253382894907855e-21,1.7220418144846122e-19,7.241291490303512e-20,1.1538976636173093e-19,8.520745041582664e-20,1.133061214543569e-19,1.9124660214866914e-26,2.1233558283289046e-18,4.6901974511245514e-17,2.1280294436399566e-24,2.4715999545669415e-20,3.0125066415278125e-19,7.526510925619536e-27,3.0237735027300187e-20,1.2766733781223557e-19,6.1589124516130815e-27,7.765786092142281e-29,9.153123095344338e-24,1.2099632411773918e-30,1.9913195728836493e-30,1.1960018004657661e-30,2.6514306477041355e-32,1.2799318841536963e-39,1.716159534563228e-36,2.8482098440057746e-43,3.0140871419548995e-31,1.9596469848564733e-40,8.209039359235789e-40,2.3719114639221023e-47,9.811675221658814e-47,5.804634101474411e-36,1.4825107435722527e-39,1.1314587329273359e-43,1.123421206511772e-43,6.1086344951503226e-24,2.9567453534249407e-27,9.325096092905659e-48,3.864182508232799e-47,2.064438692587927e-27
1.2421303144741926e-13,0.1122453720037478,0.9,0.0,0.0,0.0,0.0,0.09999999996661094,8.551308391488898e-12,8.517102758124747e-12,5.908461684434412e-12,5.908466466079147e-12,5.1173893170799e-12,5.117505900988593e-12,5.117362863960095e-12,5.11736319282373e-12,4.5629773406148715e-12,4.563043526793732e-12,4.131398068555209e-12,4.131401546354296e-12,3.396998831241039e-14,2.1802863679611772e-16,9.255512170197364e-17,2.0055568772084663e-17,7.709799627191032e-17,7.636802479223148e-21,1.9092420244923347e-17,9.766159995645741e-18,1.4762730321296663e-18,4.492432442501607e-18,1.3530679594811124e-20,2.445868967321976e-19,9.956773479397017e-20,1.6368511485933838e-19,1.2114696347141907e-19,1.6162906395708906e-19,4.1390227664034295e-26,2.1236931370254155e-18,6.528655298454848e-17,4.476621751701933e-24,3.437050184082359e-20,6.23765362159509e-19,1.6725877316004937e-26,4.2984428365883835e-20,2.758303243093982e-19,1.593220874486625e-26,1.7029722027891103e-28,1.8480413849535827e-23,1.4290902491152146e-30,6.236571865805231e-30,1.3851131474884714e-30,5.015954934157853e-32,3.656608801447937e-39,5.426263956851012e-36,1.3644854971607263e-42,9.811011356443602e-31,8.621530362284813e-40,3.7087929209237024e-39,1.5566930549332185e-46,6.6680077343488504e-46,3.2187881475369553e-35,4.434784712147217e-39,8.43358780433154e-43,5.514925397926381e-43,1.2333504739410847e-23,1.0233223836488851e-26,6.282780851317851e-47,2.693645635630155e-46,7.144972161193915e-27
1.9196670795577108e-13,0.11224537200579207,0.9,0.0,0.0,0.0,0.0,0.09999999994839841,1.3215739209583162e-11,1.3160248890510228e-11,9.131309108466395e-12,9.131321508357467e-12,7.908621460330312e-12,7.908919983635891e-12,7.908695129814827e-12,7.908695970431865e-12,7.051914989900616e-12,7.052019425218008e-12,6.384922985177843e-12,6.3849320056240635e-12,5.4885139931893824e-14,5.577401830557429e-16,2.3686101284752713e-16,5.132052210871318e-17,1.3122946095717053e-16,3.4238924051655434e-20,4.8873694825379204e-17,2.7108507337163285e-17,3.779301500263094e-18,1.1470223907756547e-17,6.053742506444342e-20,3.8922294315867385e-19,1.5387850350953877e-19,2.6019988659184896e-19,1.9295532624531402e-19,2.5815198178025936e-19,1.1236508446357057e-25,2.1237310797359137e-18,1.0205634943774913e-16,1.2471758266995775e-23,5.367980625104051e-20,1.6311670541684026e-18,4.6359657181597083e-26,6.845312777338271e-20,7.477218014721644e-19,5.042309148975071e-26,4.693184436121541e-28,4.731039818940935e-23,2.0078364798182357e-30,2.797250842796447e-29,1.8106789392713933e-30,1.1985093749762696e-31,1.478672377315669e-38,2.3766121058093324e-35,1.0007661748005431e-41,4.535937503186807e-30,5.975444345350204e-39,2.6173566938373837e-38,1.787992298304965e-45,7.82075325195332e-45,2.6103291156581737e-34,1.8620806579534974e-38,1.0414620854481048e-41,4.127300928215698e-42,3.1574127874417487e-23,4.797662269536154e-26,7.37057665738552e-46,3.224578593337651e-45,3.349791219499782e-26
2.597203844641229e-13,0.11224537200783634,0.9,0.0,0.0,0.0,0.0,0.09999999993018588,1.788017225945758e-11,1.7803275049722647e-11,1.2354154989342161e-11,1.2354177730295347e-11,1.0699790161377718e-11,1.0700334795606418e-11,1.0700026063546882e-11,1.0700027593473862e-11,9.540852638532901e-12,9.540995860961146e-12,8.638446822946496e-12,8.638463367640023e-12,7.579178635466297e-14,1.017100881165733e-15,4.3202836569900377e-16,9.360125938141986e-17,1.920274019309085e-16,8.275736887958451e-20,8.91651676275215e-17,5.1056838063782976e-17,6.895172654953645e-18,2.0884865943990503e-17,1.4612682154938879e-19,5.338429728814407e-19,2.0819185732787878e-19,3.5670553873798914e-19,2.647547219328512e-19,3.546581236000036e-19,2.097800546802052e-25,2.1237342798651013e-18,1.3882618387159152e-16,2.4171000815575667e-23,7.298913254508884e-20,3.000941452236989e-18,8.722648482519651e-26,9.391870659691111e-20,1.3951572863859517e-18,9.990195857390445e-26,8.820361884650113e-28,8.631579046169341e-23,2.7764282360742518e-30,6.762878789082019e-29,2.3005573575892623e-30,2.194128099804716e-31,3.5652433736007445e-38,5.893089355658589e-35,3.021495734255923e-41,1.1075951837483783e-29,1.8181767787228626e-38,8.007068627370615e-38,6.2137778486216e-45,2.733288536760416e-44,8.251279087604833e-34,4.5494505545419053e-38,3.843679145946044e-41,1.2527893961108584e-41,5.760563558767815e-23,1.1563815427129476e-25,2.5715998019745948e-45,1.131174724506214e-44,8.074008799593877e-26
3.9522773748082654e-13,0.11224537201192492,0.9,0.0,0.0,0.0,0.0,0.09999999989376082,2.720904728625957e-11,2.7088819511996087e-11,1.8799840578474732e-11,1.879989489249384e-11,1.6281874075641748e-11,1.6283167336770495e-11,1.6282682616192033e-11,1.6282686221296544e-11,1.4518727933183631e-11,1.4518950881580973e-11,1.3145490183072011e-11,1.3145529702618518e-11,1.1759979226002328e-13,2.4136523245319594e-15,1.0255518675343493e-15,2.2215661063633343e-16,3.404105697917809e-16,3.1306821594035504e-19,2.1178811993661715e-16,1.253740919007411e-16,1.637828740948236e-17,4.9368270365636887e-17,5.507643564215015e-19,8.230790464526059e-19,3.1684060316463206e-19,5.497146359755531e-19,4.083511831928058e-19,5.47665581274235e-19,5.1036850033667725e-25,2.1237368711034447e-18,2.123658727646391e-16,6.564993333070214e-23,1.116078149410583e-19,7.189982187280632e-18,2.1389130421274893e-25,1.4484905758288023e-19,3.392193173671731e-18,2.5886802116752475e-25,2.162200279786259e-27,2.0502824719132912e-22,5.462447914229749e-30,2.560220265623289e-28,3.671500122404221e-30,5.081887309434706e-31,1.342469654906266e-37,2.306029971939547e-34,2.0458317344517184e-40,4.241450908283676e-29,1.1209413529875762e-37,4.985120585075516e-37,7.061139634095733e-44,3.1388075119651404e-43,5.166787684389387e-33,1.7419257838395138e-37,3.979485502218758e-40,8.574864429924889e-41,1.368322045795516e-22,4.1297048911815236e-25,2.960417725671554e-44,1.31560634225126e-43,2.883414547840324e-25
5.160492545220725e-13,0.11224537201557042,0.9,0.0,0.0,0.0,0.0,0.0999999998612834,3.55268969561355e-11,3.536762356262642e-11,2.454695932248637e-11,2.4547050417378976e-11,2.1258789647482334e-11,2.126095337734994e-11,2.126030522781832e-11,2.1260311225708164e-11,1.8957117666817096e-11,1.895741340575533e-11,1.7164071763015508e-11,1.716413804817752e-11,1.5487471785178141e-13,4.036941451133892e-15,1.715575805342332e-15,3.715913993591262e-16,4.940234105358961e-16,6.55726460161684e-19,3.5443282666114716e-16,2.1257115723155025e-16,2.7409985916920986e-17,8.235010085493511e-17,1.1511610213444538e-18,1.080968646878758e-18,4.137399939412631e-19,7.218060284834036e-19,5.363850823466582e-19,7.197552943460089e-19,8.621813004139052e-25,2.123739159427412e-18,2.7793559005514433e-16,1.1924107628629789e-22,1.4604115548938678e-19,1.2073581572716664e-17,3.624312527686503e-25,1.9025972835594372e-19,5.729179998707489e-18,4.481625753274021e-25,3.66392369220519e-27,3.4312636886672246e-22,9.036501140269593e-30,5.364639655512465e-28,5.2969049394476636e-30,8.661078024019207e-31,2.9422043130814954e-37,5.125955411695521e-34,5.822874834960644e-40,8.92220755782904e-29,3.0629515728603074e-37,1.3672356390008256e-36,2.4802884033863727e-43,1.106735754388e-42,1.3704313850831765e-32,3.8404436183050356e-37,1.3034446560556139e-39,2.448539125649649e-40,2.289964001627242e-22,8.303193259938586e-25,1.0434202546721753e-43,4.654297108076763e-43,5.7973992985215185e-25
6.368707715633184e-13,0.11224537201921589,0.9,0.0,0.0,0.0,0.0,0.09999999982880597,4.3844754154167976e-11,4.3645998068653686e-11,3.029407286114619e-11,3.0294209920767717e-11,2.6235491902496324e-11,2.6238741878003334e-11,2.6237923379047196e-11,2.623793233555144e-11,2.3395507398246318e-11,2.3395877742294982e-11,2.1182649703784648e-11,2.1182749438833408e-11,1.9214768338392531e-13,6.0619590653405195e-15,2.576537698544961e-15,5.580155053128561e-16,6.704212809696764e-16,1.1836451453075528e-18,5.325285537144428e-16,3.2204618585247817e-16,4.1183565160912744e-17,1.2332589359790259e-16,2.0734206918426522e-18,1.338858461911417e-18,5.106768124721543e-19,8.938975303641254e-19,6.644190672162973e-19,8.918450662165982e-19,1.3031800692086614e-24,2.1237415245015196e-18,3.435053262049014e-16,1.933400946136079e-22,1.8047451987561422e-19,1.8179537257064365e-17,5.488615810532816e-25,2.3567042968245465e-19,8.658301744937856e-18,6.880711074751824e-25,5.549076320833439e-27,5.155482216155632e-22,1.419446052671921e-29,9.687817869093215e-28,7.466117670245999e-30,1.31422802220947e-30,5.298754903452281e-37,9.324720663175364e-34,1.2011638530959965e-39,1.6154388956867972e-28,6.359994549002895e-37,2.8481708644516554e-36,5.61427686626769e-43,2.513087022268414e-42,2.9595558597377505e-32,6.939702482995346e-37,3.2150992124691556e-39,5.0574277428665345e-40,3.440676090081993e-22,1.4326825422198027e-24,2.364140092996964e-43,1.0577867055972635e-42,1.000317890388419e-24
7.576922886045644e-13,0.11224537202286133,0.9,0.0,0.0,0.0,0.0,0.09999999979632855,5.216261842441141e-11,5.192396955104902e-11,3.604118150971878e-11,3.604137316150985e-11,3.121199395325332e-11,3.1216532689731795e-11,3.12155373491836e-11,3.1215549786701934e-11,2.783389712760479e-11,2.7834343781437992e-11,2.520122422578775e-11,2.520136369015764e-11,2.2941882960119026e-13,8.463848171647463e-15,3.597908075023997e-15,7.791411224814543e-16,8.683076048485966e-16,1.9169218771068765e-18,7.439276789442428e-16,4.524489201114851e-16,5.75329651629975e-17,1.7174891705043185e-16,3.3511341343046313e-18,1.5967484934525844e-18,6.076569578695852e-19,1.0659891427267602e-18,7.924531415586973e-19,1.0639349140017563e-18,1.827963323729569e-24,2.123743964981037e-18,4.0907508234954453e-16,2.889860278893872e-22,2.1490790665380812e-19,2.5433818341844046e-17,7.708874922988595e-25,2.8108116279508783e-19,1.214369633051306e-17,9.755284220380047e-25,7.794418688466047e-27,7.20215027991838e-22,2.110163777375996e-29,1.569575160742783e-27,1.0238140090661485e-29,1.8619349131131432e-30,8.849298994228057e-37,1.569026766140653e-33,2.4008980406719374e-39,2.6219271202697235e-28,1.2301894957278024e-36,5.522890345817664e-36,1.308618987930771e-42,5.870107980413283e-42,5.60134262889689e-32,1.1621011317563837e-36,7.012144506380973e-39,1.0125671373985067e-39,4.806584860967378e-22,2.223402645956271e-24,5.520842827384756e-43,2.4754128570539227e-42,1.5524091197767822e-24
9.993353226870562e-13,0.11224537203015236,0.9,0.0,0.0,0.0,0.0,0.09999999973137369,6.879836306002129e-11,6.847899680158898e-11,4.753538767787689e-11,4.75357081480128e-11,4.1164542979186386e-11,4.1172119572783607e-11,4.117075580011638e-11,4.1170776362452896e-11,3.6710676581609065e-11,3.671127973456668e-11,3.32383654892777e-11,3.3238598703186806e-11,3.039569994646865e-13,1.4123808812827937e-14,6.005203278563084e-15,1.3002304003635359e-15,1.3132226656929632e-15,3.940808829040317e-18,1.2425171866696257e-15,7.608793834201588e-16,9.609389425599905e-17,2.853652079281188e-16,6.866821623284617e-18,2.112529056181325e-18,8.017394426129828e-19,1.4101726223841498e-18,1.0485214980862012e-18,1.4081147925353199e-18,3.068209043299249e-24,2.123749019190102e-18,5.402146467343056e-16,5.359070229871922e-22,2.837747311668795e-19,4.255577402583733e-17,1.2959488136337137e-24,3.7190270282913385e-19,2.0380468073285256e-17,1.6586561527301917e-24,1.3104784032193343e-26,1.2029327017942086e-21,3.964153897778129e-29,3.2288136800869306e-27,1.7418205661156122e-29,3.2496010218603696e-30,2.0087600510355068e-36,3.596330287396235e-33,7.337412063022922e-39,5.404974126203158e-28,3.5354076730345494e-36,1.5942376848733715e-35,5.1638184139375193e-42,2.3275044358928495e-41,1.477359602178654e-31,2.6471149193005932e-36,2.3679064954495323e-38,3.1013131380641535e-39,8.028153428428846e-22,4.26684481341573e-24,2.1839285295858314e-42,9.839173751573405e-42,2.979167454471544e-24
