Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013)
2.3679922573355012e-15,0.11224537200007145,0.9,0.0,0.0,0.0,0.0,0.09999999999936347,1.6302172921546942e-13,1.629469257181311e-13,1.1263872911721667e-13,1.1263873083546739e-13,9.755985359796441e-14,9.755990554641166e-14,9.755724587258626e-14,9.755724601520847e-14,8.69884173166765e-14,8.698880072319861e-14,7.876084380991784e-14,7.876084507186389e-14,7.470193564627442e-17,9.817702374449487e-20,4.1536358362968716e-20,9.00141734980536e-21,1.2836827997556763e-18,9.326856088646272e-26,8.570280980739254e-21,4.746308781490265e-22,6.622139573487647e-22,2.022137162976728e-21,1.656356816378997e-25,7.270314107174851e-22,1.8982174969916707e-21,5.001141149122468e-22,3.5243906576886208e-22,4.407918069444154e-22,2.5686179224431437e-30,9.017990131897376e-19,3.833071280061286e-19,1.8229105091020595e-27,2.1335630209479784e-22,8.186471059473716e-23,2.9893183871662125e-31,1.254857684026798e-22,1.7525622587255233e-23,6.875341966522992e-32,5.390140249402764e-31,8.289784707490837e-27,3.177114704065894e-31,7.61127542764354e-35,3.1775418437678733e-31,1.7425430736248964e-35,8.661296650231633e-45,1.937322683762152e-42,8.849532932762393e-51,3.360980098632034e-36,1.7062529752122157e-46,3.616494805116337e-46,7.168591655508652e-55,1.4779543473502083e-54,3.399270981969102e-43,4.45457106355479e-45,5.3043010423448e-51,1.073390746641114e-51,5.5324580908368326e-27,1.4455425314246715e-32,8.511098240595196e-56,1.7850131622118308e-55,4.16237778814728e-34,9.705494170583202e-33
4.738041849386324e-15,0.11224537200014297,0.9,0.0,0.0,0.0,0.0,0.09999999999872639,3.261850958064891e-13,3.259101784391345e-13,2.2537531734175277e-13,2.2537532445022064e-13,1.9520436446821812e-13,1.9520457257653138e-13,1.9519924825900618e-13,1.9519924883218936e-13,1.7405241101570757e-13,1.7405362028058276e-13,1.5759011404794079e-13,1.575901192539668e-13,2.7450906058426526e-16,3.9282604772741087e-19,1.662515783396591e-19,3.602856092362657e-20,2.571041518948783e-18,7.465948812221259e-25,3.430102401661966e-20,3.508762164302991e-21,2.6505816060536176e-21,8.09303701287516e-21,1.325863361610293e-24,2.5833521558325838e-21,3.798079843262663e-21,1.770761321969982e-21,1.2557218436692388e-21,1.5828753865525158e-21,1.8484664320242878e-29,1.362707299911366e-18,1.2086215102099774e-18,7.302249828365072e-27,6.6382601379639215e-22,5.178273441004166e-22,3.416128836146252e-30,4.469045475865717e-22,1.2551361215168264e-22,9.448170464094845e-31,8.759270528273181e-31,3.318074285238072e-26,4.882928575390004e-31,6.093648317641425e-34,4.883550100322783e-31,7.138346170309641e-35,1.1272756407513888e-43,4.1936272570963096e-41,4.1073144613146775e-49,4.2836759021842986e-35,2.965668487795302e-45,8.281288277456037e-45,2.5057526496023046e-53,6.840964779057965e-53,1.4759239889535473e-41,7.000685870652181e-44,1.6998892599925881e-49,7.8246221859274755e-50,2.214425041380339e-26,2.137661646400745e-31,4.68964005630208e-54,1.2971882204762465e-53,3.61531644942278e-33,1.4642845276884564e-31
9.47814103348797e-15,0.11224537200028598,0.9,0.0,0.0,0.0,0.0,0.09999999999745222,6.525118377968141e-13,6.515684111413035e-13,4.5084848623780567e-13,4.5084851603121287e-13,3.9049307505392587e-13,3.904939088366828e-13,3.9048324650696307e-13,3.9048324881510944e-13,3.4818039841057136e-13,3.4818376634698846e-13,3.152486492435169e-13,3.152486709937301e-13,9.417815903546983e-16,1.5709240105376988e-18,6.652060452950355e-19,1.4415663701985497e-19,5.160520485131611e-18,5.974474669148369e-24,1.3723318032123683e-19,2.4327666526061465e-20,1.0605778977974372e-20,3.2376437529383805e-20,1.0608646533582679e-23,8.411114136244024e-21,7.597791752463366e-21,5.7350163015269285e-21,4.1051952850272214e-21,5.236744641979548e-21,1.2286955934776277e-28,1.779576264570284e-18,3.3641979060079504e-18,2.9298193957490084e-26,1.8201365798242275e-21,2.9080157755044786e-21,3.206676390370791e-29,1.4600590327528313e-21,8.303586125900967e-22,1.157598975765233e-29,1.5130326612374174e-30,1.327661933146765e-25,6.55930974216647e-31,4.876770643337698e-33,6.559856408987769e-31,2.8897979798609648e-34,1.2844665069134792e-42,7.563175093636988e-40,1.5912353327136574e-47,4.862130666330336e-34,4.956953489675414e-44,1.686482949999457e-43,8.403553582818022e-52,2.8149834979331234e-51,5.34507771064723e-40,9.73259183755035e-43,5.443329681233474e-48,4.226731138402696e-48,8.860584641003215e-26,2.9635260667940506e-30,2.2042434888230394e-52,7.447624870967377e-52,3.213071960849055e-32,2.0581181436416705e-30
1.4218240217589616e-14,0.11224537200042901,0.9,0.0,0.0,0.0,0.0,0.09999999999617806,9.788385892939097e-13,9.770257593030997e-13,6.763216475808472e-13,6.763217124446079e-13,5.857814744969041e-13,5.857832477167067e-13,5.857672382239325e-13,5.85767243146988e-13,5.223083858022368e-13,5.223141430329507e-13,4.729071791586234e-13,4.729072264472025e-13,1.8093201753588973e-15,3.337426754585496e-18,1.4136734977069415e-18,3.063555245411159e-19,7.769193475483674e-18,1.708440726641645e-23,2.9162927463953e-19,6.432426861050844e-20,2.2539438459599284e-20,6.879733646645548e-20,3.0333683175845934e-23,1.5655511528470894e-20,1.1397491171913708e-20,1.0641302761924225e-20,7.659424984736435e-21,9.840355338766055e-21,3.1798496596334946e-28,1.9680950656114732e-18,5.748124480524762e-18,6.241321522493585e-26,3.0868825963238187e-21,6.961403042995543e-21,9.275889162490236e-29,2.7231016625414975e-21,2.1445012021950546e-21,3.7641547902621585e-29,2.348637547435262e-30,2.8215517944798455e-25,7.451326718193169e-31,1.3945876353818768e-32,7.451350633088728e-31,6.522585024860949e-34,4.259119668499103e-42,2.887704722728421e-39,6.758331022896745e-47,1.54759698479398e-33,1.9000746294392388e-43,6.787008193687411e-43,3.4188854678745646e-51,1.206484103391791e-50,2.518335893877006e-39,3.45219647909171e-42,2.4066638133703737e-47,1.8354094500759034e-47,1.8830545423460284e-25,1.0211585129101408e-29,9.094232708636038e-52,3.234100789141311e-51,9.621303808058027e-32,7.123984314673886e-30
1.8958339401691262e-14,0.11224537200057202,0.9,0.0,0.0,0.0,0.0,0.0999999999949039,1.305165350765597e-12,1.3023326440026672e-12,9.017948013708814e-13,9.017949140087794e-13,7.810695628092227e-13,7.810725895078001e-13,7.810512234054988e-13,7.810512318278252e-13,6.964363731907038e-13,6.964446253980057e-13,6.305657037932606e-13,6.305657858428937e-13,2.8267007340482857e-15,5.692030335452965e-18,2.4116428945163333e-18,5.226222461264084e-19,1.0400378316690921e-17,3.6037119249724315e-23,4.974842590073744e-19,1.268109560270893e-19,3.845156009786546e-20,1.173516328136444e-19,6.397973203146816e-23,2.384872293738373e-20,1.5197178445919434e-20,1.6171234993343357e-20,1.1689901346286835e-20,1.5102509834088603e-20,6.1619689144239375e-28,2.0533481093668394e-18,8.23531682409359e-18,1.0674326701677107e-25,4.401386520211117e-21,1.2740666701865e-20,1.925800477788773e-28,4.154767658583439e-21,4.149206020344874e-21,8.575577802390974e-29,3.511706130073229e-30,4.8134770283738145e-25,7.989086482534712e-31,2.9417480227947906e-32,7.988084643696707e-31,1.1617694085767284e-33,1.0544770572087105e-41,7.94990327195099e-39,2.5791200498108212e-46,3.490127630935895e-33,5.402885974127738e-43,1.9778885809414533e-42,1.3833354311395372e-50,4.901134913026222e-50,7.978471693522047e-39,9.067637184342342e-42,8.22524507305956e-47,7.811529980811095e-47,3.212430744242689e-25,2.4459612760785406e-29,4.1612253356650236e-51,1.4766394595302302e-50,2.1019903957479795e-31,1.7123151030736046e-29
2.843853776989456e-14,0.11224537200085807,0.9,0.0,0.0,0.0,0.0,0.09999999999235558,1.9578188980062233e-12,1.952702558322027e-12,1.3527410912245081e-12,1.3527413298213314e-12,1.171645009266689e-12,1.1716512804978974e-12,1.1716191784214304e-12,1.1716191959268522e-12,1.0446923479601314e-12,1.0447056882007866e-12,9.45882740669597e-13,9.458829143245596e-13,5.103851857497466e-15,1.1780784633385563e-17,4.993113228096842e-18,1.0820403503112697e-18,1.572277740650455e-17,9.843091103961881e-23,1.0299541170880642e-18,3.1174578890238333e-19,7.961301065186822e-20,2.4292385029454355e-19,1.7473025332151538e-22,4.157445674799853e-20,2.2796525698338492e-20,2.8099068534107005e-20,2.0430437554825728e-20,2.659657183505386e-20,1.4784819915335064e-27,2.131672548659326e-18,1.3301883183281885e-17,2.2206132388712984e-25,7.07095647101537e-21,2.8421243118761015e-20,4.983834751681756e-28,7.258299248682417e-21,9.934871802395919e-21,2.5294996934458346e-28,6.816417243352331e-30,9.96618607529288e-25,8.749899227641998e-31,8.035270084105978e-32,8.745383341425164e-31,2.618413472439954e-33,3.7814992435271264e-41,3.361399459784707e-38,1.80797662134691e-45,1.027373306946709e-32,2.4916782968866293e-42,9.424896319223015e-42,1.0521709982097e-49,3.885698572874857e-49,4.1070070609675914e-38,3.5699819854107956e-41,5.058290412855714e-46,6.199216294331256e-46,6.651258966852945e-25,7.809125710058239e-29,3.589050809048626e-50,1.3306533958557136e-49,6.022282893903139e-31,5.49495138018041e-29
3.791873613809785e-14,0.1122453720011441,0.9,0.0,0.0,0.0,0.0,0.09999999998980726,2.6104724839479472e-12,2.602777865550267e-12,1.8036873533030425e-12,1.8036877659263011e-12,1.562219311686009e-12,1.5622299835196983e-12,1.5621871093836019e-12,1.5621871392449856e-12,1.3929483227177977e-12,1.392966832945881e-12,1.2611997581277652e-12,1.2612000583038492e-12,7.67330933209707e-15,2.0030531303775488e-17,8.491999485761287e-18,1.840260433155889e-18,2.114500077443329e-17,2.0595181825521289e-22,1.751630650051301e-18,5.9637969665941665e-19,1.3540468599026702e-19,4.13080850110308e-19,3.6555468620348193e-22,6.076834854863614e-20,3.0395831626882e-20,4.096899405684342e-20,2.992162185065475e-20,3.918566916681174e-20,2.7745985893338482e-27,2.137429360362072e-18,1.8441017205833737e-17,3.795517407522108e-25,9.771253353715696e-21,5.059337877276273e-20,9.810386775529074e-28,1.0626824635595497e-20,1.8615075121100278e-20,5.5063090177560445e-28,1.1794801175420451e-29,1.695034895405377e-24,9.265222658127901e-31,1.6813017317668933e-31,9.254543530039484e-31,4.6614319125994346e-33,8.935448708938682e-41,8.785254520513487e-38,6.022081576326464e-45,2.252720578464961e-32,6.753849470302302e-42,2.6351736872141533e-41,3.593273219757097e-49,1.3620779566887002e-48,1.2760668141290965e-37,8.863835012742688e-41,1.698182901631621e-45,2.152035471456781e-45,1.1312367499700047e-24,1.814239383258442e-28,1.279411161292694e-49,4.860310087681103e-49,1.3052358182058406e-30,1.281801517069366e-28
5.687913287450444e-14,0.11224537200171619,0.9,0.0,0.0,0.0,0.0,0.09999999998471061,3.915779786362121e-12,3.902536550698473e-12,2.7055797862564343e-12,2.7055807070143368e-12,2.343364160402775e-12,2.3433874315273653e-12,2.343322892291391e-12,2.343322957644067e-12,2.0894602721945095e-12,2.0894891692798895e-12,1.8918337292816336e-12,1.891834398895182e-12,1.3196565476244501e-14,4.3621511393744354e-17,1.850178828167762e-17,4.009373594279241e-18,3.235526287435214e-17,6.503166330923348e-22,3.816213638878872e-18,1.5308268748756927e-18,2.9502858378216317e-19,8.996262162417604e-19,1.153898395401488e-21,1.0052718784992812e-19,4.5594326570403574e-20,6.755695646684147e-20,4.962487409433791e-20,6.5503409032053e-20,6.888226409480486e-27,2.1335949221741124e-18,2.873463342911944e-17,8.38246438558282e-25,1.5176982727937214e-20,1.1634942418560821e-19,2.5861455430130687e-27,1.7617224141596874e-20,4.6096929169522985e-20,1.7502697276641327e-27,2.8027149830774616e-29,3.693252963534802e-24,1.0263120202123628e-30,5.309263989429593e-31,1.0226827104974303e-30,1.0501386045765806e-32,3.1162629667067127e-40,3.637960988276483e-37,3.831801095354899e-44,7.617807829799654e-32,3.339494183101402e-41,1.3598367571092246e-40,2.6277909168076984e-48,1.0563850030193827e-47,8.321379197412346e-37,3.3649222046854306e-40,1.3118548031470642e-44,1.449353141127406e-44,2.4648126127962535e-24,6.826151063614874e-28,9.901618358675591e-49,3.991079604293717e-48,4.404766984772753e-30,4.87972574834762e-28
7.394348993727036e-14,0.11224537200223103,0.9,0.0,0.0,0.0,0.0,0.09999999998012363,5.0905565064274915e-12,5.072062646405478e-12,3.517282873135529e-12,3.5172844321126355e-12,3.0463902917938458e-12,3.0464291826533116e-12,3.0463450078639538e-12,3.0463451173056086e-12,2.7163210266800273e-12,2.716359311895016e-12,2.4594042314651163e-12,2.4594053651532497e-12,1.8415655670324888e-14,7.284286925572996e-17,3.090453970012878e-17,6.696989145187075e-18,4.2869063146650136e-17,1.3709241326930843e-21,6.374393352257685e-18,2.795504571463395e-18,4.928277988901077e-19,1.502177741416905e-18,2.431912547611897e-21,1.3705986712500457e-19,5.927285545123675e-20,9.19423153706694e-20,6.77570443359941e-20,8.984450407096941e-20,1.2328387981052508e-26,2.125872634611052e-18,3.800315945853143e-17,1.4172577164875272e-24,2.0043289393933166e-20,1.9966379392621912e-19,4.765679648013356e-27,2.4048607419012756e-20,8.238210768236309e-20,3.599888274667743e-27,4.992525645789607e-29,6.1693607599315634e-24,1.117451315219854e-30,1.1192947541356403e-30,1.1096604259434735e-30,1.7758223726822946e-32,6.955839952219775e-40,8.822524079169133e-37,1.2010369799784927e-43,1.6589551854524433e-31,9.168928761143398e-41,3.793241092145409e-40,9.264798659518366e-48,3.7778692805884317e-47,2.5023279247925447e-36,7.837674700523283e-40,4.402147651995523e-44,4.662128992667895e-44,4.117323695004197e-24,1.569001873577418e-27,3.585898199765336e-48,1.4652180087519842e-47,9.63205056747917e-30,1.1306477938354098e-27
9.10078470000363e-14,0.11224537200274594,0.9,0.0,0.0,0.0,0.0,0.09999999997553664,6.265333367752768e-12,6.241518863164974e-12,4.328985862307551e-12,4.32898823188808e-12,3.749412400190353e-12,3.749470979877646e-12,3.749367038798598e-12,3.749367203864221e-12,3.3431817811241715e-12,3.343229483314005e-12,3.0269746653394653e-12,3.02697638853835e-12,2.3696477176494305e-14,1.096568715592956e-16,4.653320260096807e-17,1.0083579931021392e-17,5.3798185270160326e-17,2.4936735264536774e-21,9.59806319332391e-18,4.474389496191221e-18,7.420931706262852e-19,2.2610615082527047e-18,4.422474316094822e-21,1.7363985210242405e-19,7.295129760012302e-20,1.1634770535496456e-19,8.592026549082853e-20,1.1426436505788201e-19,1.944055808366357e-26,2.1233566482790923e-18,4.726647932175828e-17,2.1609679588275193e-24,2.4907414331814014e-20,3.0592442378833093e-19,7.655557831762062e-27,3.049055131639497e-20,1.297713134657922e-19,6.2838704325948526e-27,7.89552121593244e-29,9.289736888852371e-24,1.213885655259273e-30,2.0360672942120506e-30,1.1996075708541219e-30,2.6910365583485453e-32,1.3094792722378991e-39,1.759443383919042e-36,2.9429105034901287e-43,3.0842514454819716e-31,2.0186890255032918e-40,8.460213926188505e-40,2.4615794752251914e-47,1.0188149497041574e-46,5.997313254154242e-36,1.5182706836744476e-39,1.1741511138450157e-43,1.1614333801400372e-43,6.199808150190371e-24,3.029799261730842e-27,9.683308516033362e-48,4.0147618988405166e-47,1.8009867919691646e-29,2.2008421198163822e-27
1.2513656112556817e-13,0.11224537200377567,0.9,0.0,0.0,0.0,0.0,0.09999999996636268,8.614887798147404e-12,8.580393568685896e-12,5.952391351447679e-12,5.952396205587169e-12,5.155436480978162e-12,5.15555480568703e-12,5.155410677190032e-12,5.155411010966574e-12,4.596903289805303e-12,4.596969991153565e-12,4.162115191075096e-12,4.162118721610822e-12,3.4255053246068705e-14,2.212806344485571e-16,9.39362170345249e-17,2.0354818155143098e-17,7.775927157011931e-17,7.808383597984203e-21,1.937735867282747e-17,9.926502030817096e-18,1.4983069600243972e-18,4.559363670295017e-18,1.3834424695188022e-20,2.46558707078894e-19,1.0030801416703035e-19,1.6500087735177248e-19,1.2212592809627624e-19,1.6294497914418302e-19,4.2053266027853356e-26,2.1236934934189917e-18,6.57877509814375e-17,4.5473159845618045e-24,3.4633700931898175e-20,6.33325087615687e-19,1.7000482107353648e-26,4.3331643173661104e-20,2.802415387259479e-19,1.623083767015751e-26,1.7306424509872859e-28,1.8756240972481363e-23,1.4353206977589731e-30,6.376716315933864e-30,1.3903532307560657e-30,5.090858377127588e-32,3.740292526655032e-39,5.5582589243778834e-36,1.4083274137053394e-42,1.0036654151086783e-30,8.880958248601244e-40,3.8214662010330236e-39,1.6154666386221057e-46,6.921954491849602e-46,3.322089635661101e-35,4.539388833212467e-39,8.751805290920112e-43,5.694273126476003e-43,1.2517586918507012e-23,1.0475653406021174e-26,6.522551925350889e-47,2.797300336826623e-46,5.96625652533818e-29,7.856024248077789e-27
1.9339398937663189e-13,0.11224537200583515,0.9,0.0,0.0,0.0,0.0,0.09999999994801474,1.3313998924138549e-11,1.3258059136076578e-11,9.199200763538805e-12,9.199213350351823e-12,7.967420218511782e-12,7.967723197619586e-12,7.967496600249647e-12,7.967497453372405e-12,7.104346306504353e-12,7.104451552792207e-12,6.432395147589565e-12,6.432404304036665e-12,5.5325555175736117e-14,5.660582882692538e-16,2.4039479781013576e-16,5.2086108070086416e-17,1.3243450549506617e-16,3.5008087085796827e-20,4.9603110824245744e-17,2.7537985520586117e-17,3.8357089947717186e-18,1.164088572194861e-17,6.189526593270419e-20,3.9226950986717268e-19,1.550226241812967e-19,2.62232873010036e-19,1.944678543606215e-19,2.601849872725519e-19,1.1411695401896431e-25,2.123731137883438e-18,1.0283093322946339e-16,1.2675859742147853e-23,5.408657144007487e-20,1.655907262808957e-18,4.7092987242308506e-26,6.89895863043433e-20,7.593670604221239e-19,5.129535123665998e-26,4.7672162111116815e-28,4.80165237634622e-23,2.021836870426239e-30,2.860108965674127e-29,1.8202562817138058e-30,1.216403246610307e-31,1.5122695902558457e-38,2.432759998594181e-35,1.0320937913147987e-41,4.639249884366698e-30,6.155029442581367e-39,2.696505385124962e-38,1.8554263257867216e-45,8.117311867394403e-45,2.6917656058904465e-34,1.9051843530604847e-38,1.0807587021086006e-41,4.257466576482939e-42,3.204538359973983e-23,4.905820032468258e-26,7.650372224149815e-46,3.34762442167531e-45,2.8104718601898264e-28,3.922704459231088e-26
2.616514176276956e-13,0.11224537200789463,0.9,0.0,0.0,0.0,0.0,0.09999999992966681,1.8013112315219326e-11,1.7935602775000433e-11,1.244600860944155e-11,1.2446031692381497e-11,1.0779339567960714e-11,1.077989232976017e-11,1.0779581171353942e-11,1.0779582723979772e-11,9.61178932254019e-12,9.611933659768494e-12,8.702674009147771e-12,8.702690802682158e-12,7.63875924073144e-14,1.032268127725967e-15,4.384730363352931e-16,9.499734591011977e-17,1.938761521589138e-16,8.46163141457691e-20,9.049592698854504e-17,5.185403289496526e-17,6.998085702615483e-18,2.1195289700908043e-17,1.4940264646422997e-19,5.37964706713828e-19,2.097399000550167e-19,3.594559978387515e-19,2.668010317708871e-19,3.57408564030415e-19,2.1301536363262215e-25,2.1237343168650055e-18,1.398741532411264e-16,2.4575558998262062e-23,7.353946370217788e-20,3.046270696191913e-18,8.858618624037973e-26,9.464448543880495e-20,1.416656528554771e-18,1.0157254132836901e-25,8.957722017980086e-28,8.760408639386285e-23,2.8024498093219182e-30,6.91485010066795e-29,2.3159167657805928e-30,2.2268843934082695e-31,3.646042711202983e-38,6.030933163369162e-35,3.1154075953367065e-41,1.1327410985198742e-29,1.872792818937864e-38,8.248893843620834e-38,6.448051540297912e-45,2.836815943200698e-44,8.506403579280065e-34,4.654060020892973e-38,3.9887094754506797e-41,1.2919717549018288e-41,5.846542140090418e-23,1.1818580516182055e-25,2.6691120847637577e-45,1.1742584067109065e-44,6.910369322832358e-28,9.828345783791957e-26
3.9816627412982304e-13,0.1122453720120136,0.9,0.0,0.0,0.0,0.0,0.09999999989297093,2.741134815767327e-11,2.729017455066761e-11,1.8939618036499578e-11,1.8939673165179997e-11,1.640292100180712e-11,1.6404233554804632e-11,1.640374491971713e-11,1.6403748578003996e-11,1.4626675351959013e-11,1.4626900054931193e-11,1.324322735244335e-11,1.3243267464814225e-11,1.185063840148778e-13,2.449632786126449e-15,1.0408453245792421e-15,2.254688003037112e-16,3.4394923917910586e-16,3.2009882638569065e-19,2.1494901146351115e-16,1.273010197523482e-16,1.6622739547784675e-17,5.010026713649643e-17,5.630929587205398e-19,8.293512558723481e-19,3.1919707698005045e-19,5.539001220058957e-19,4.114651338111952e-19,5.518510270546247e-19,5.181491677539115e-25,2.1237369260765473e-18,2.1396061354360233e-16,6.679728107012113e-23,1.124452784208172e-19,7.298123733227515e-18,2.1717435990682826e-25,1.4595350403747594e-19,3.4438804290146697e-18,2.630316083432679e-25,2.1953883137645605e-27,2.080883723786575e-22,5.5381840010493135e-30,2.6177519880985688e-28,3.707206532330775e-30,5.157748197807034e-31,1.372796689857493e-37,2.359306235136797e-34,2.1085842774887948e-40,4.337382665986502e-29,1.1545661559999011e-37,5.135395686249925e-37,7.327037616404494e-44,3.2575037066335497e-43,5.324187209441404e-33,1.7816356218615886e-37,4.1296401178492586e-40,8.838834136284671e-41,1.388744770798556e-22,4.216859864870505e-25,3.0722438922313007e-44,1.3655063602104847e-43,2.6688816295068508e-27,3.880185785410331e-25
5.194343223444049e-13,0.11224537201567254,0.9,0.0,0.0,0.0,0.0,0.09999999986037347,3.575993906618966e-11,3.5599564036011275e-11,2.4707976798038544e-11,2.4708069085004768e-11,2.1398224605879507e-11,2.1400416520956175e-11,2.1399763670821693e-11,2.1399769745746143e-11,1.90814684499684e-11,1.9081766260211354e-11,1.7276660677597505e-11,1.7276727830256508e-11,1.5591901821037226e-13,4.089491581844609e-15,1.7379165121878492e-15,3.7642912342488936e-16,4.987277035810589e-16,6.684477098903881e-19,3.5905303985664966e-16,2.154061253896095e-16,2.776730233890044e-17,8.341507790945928e-17,1.1734100019608033e-18,1.0881939677249929e-18,4.164554557389212e-19,7.26627531080759e-19,5.399722215730016e-19,7.24576748858671e-19,8.736071988752608e-25,2.123739224866962e-18,2.7977266332181293e-16,1.2109328537301015e-22,1.470058780539938e-19,1.2231911810283711e-17,3.6725954878553853e-25,1.915320039014525e-19,5.8050735213671765e-18,4.543565544439523e-25,3.712743694145261e-27,3.4759936405609464e-22,9.163345263167596e-30,5.468791847977329e-28,5.351605199234579e-30,8.77488395813162e-31,3.000253782108166e-37,5.229025152260755e-34,5.977901170263096e-40,9.096311838804293e-29,3.142679850636001e-37,1.40299854338874e-36,2.5614096825917546e-43,1.1430885968314317e-42,1.4062308779332311e-32,3.916750592751669e-37,1.3457698080397718e-39,2.5139102108023134e-40,2.31981596056633e-22,8.451992967865975e-25,1.077629763825101e-43,4.807534184155475e-43,5.613223693751287e-27,8.22135418200754e-25
6.407023705589868e-13,0.11224537201933148,0.9,0.0,0.0,0.0,0.0,0.09999999982777602,4.41085375735353e-11,4.390851996475782e-11,3.0476330305358986e-11,3.0476469020674725e-11,2.6393312898406128e-11,2.6396601970276173e-11,2.6395777920029364e-11,2.6395786982358543e-11,2.353626154575285e-11,2.35366342948711e-11,2.1310090329413524e-11,2.1310191269382358e-11,1.9332967493796323e-13,6.134828788653291e-15,2.6075231983186314e-15,5.647240766923077e-16,6.765084990745816e-16,1.2050710550140396e-18,5.38940874138993e-16,3.259982949070111e-16,4.167948618401482e-17,1.2479634327849026e-16,2.110777689583086e-18,1.3470368971829666e-18,5.137519454621257e-19,8.993550510789268e-19,6.684793964350584e-19,8.973025312758527e-19,1.3190884616237565e-24,2.1237416012424073e-18,3.455847322288982e-16,1.9618237723732627e-22,1.8156650174876463e-19,1.8399531471002346e-17,5.555908261786322e-25,2.371105348056968e-19,8.763960403729021e-18,6.967706544058397e-25,5.6171271509279615e-27,5.217563127961361e-22,1.4397941727586695e-29,9.863344806859127e-28,7.548659349130086e-30,1.3299351768468455e-30,5.3949265358337334e-37,9.49709575805585e-34,1.2308039988658391e-39,1.6448349589538534e-28,6.51405279747542e-37,2.917516831898242e-36,5.785911933464005e-43,2.5902359776929407e-42,3.0317575880797234e-32,7.066429050732037e-37,3.313611699027153e-39,5.182543673422882e-40,3.482107755392723e-22,1.4561002198305722e-24,2.4365789796629812e-43,1.0903309270424543e-42,1.0168543057012793e-26,1.4967502624098917e-24
7.619704187735687e-13,0.11224537202299045,0.9,0.0,0.0,0.0,0.0,0.09999999979517857,5.24571432037754e-11,5.22170700025037e-11,3.6244678887547066e-11,3.624487272047443e-11,3.138819955963158e-11,3.139278974723358e-11,3.139178795854528e-11,3.139180053405787e-11,2.799105463945171e-11,2.7991504044336216e-11,2.5343516537962696e-11,2.534365758967768e-11,2.3073849952013293e-13,8.559717280137094e-15,3.6386808701268094e-15,7.879673272203847e-16,8.759350764017349e-16,1.9497790776303065e-18,7.523707569402164e-16,4.576681103646996e-16,5.818595070648862e-17,1.736757175778392e-16,3.4082613471045826e-18,1.6058800448156027e-18,6.110924010938866e-19,1.0720826824107697e-18,7.969866614791953e-19,1.0700283903038649e-18,1.8489546613592865e-24,2.123744053585177e-18,4.113968213659451e-16,2.930646019472801e-22,2.1612714799592589e-19,2.572370614807331e-17,7.7977278667419e-25,2.826890977473764e-19,1.2283106724864117e-17,9.870743054310897e-25,7.884280990740437e-27,7.283893029264441e-22,2.140469943721771e-29,1.5965076299532577e-27,1.0356527221085654e-29,1.8828286296523284e-30,9.000066277532796e-37,1.5962375432459826e-33,2.456290665131912e-39,2.6670871535337347e-28,1.2582558980190076e-36,5.649620535743424e-36,1.3461319589952828e-42,6.039215816591743e-42,5.730550078011558e-32,1.1820038959064332e-36,7.216415982032179e-39,1.0359774976122998e-39,4.861138465173643e-22,2.257200551400894e-24,5.679396719675848e-43,2.5468512532452306e-42,1.6507140813540463e-26,2.438026567311969e-24
1e-12,0.11224537203030838,0.9,0.0,0.0,0.0,0.0,0.09999999973119503,6.884412258652417e-11,6.85245178542276e-11,4.756700410970123e-11,4.756732528137503e-11,4.119191099996229e-11,4.1199504079186e-11,4.119813903278525e-11,4.11981596375118e-11,3.673509356477329e-11,3.673569721681395e-11,3.3260472777537237e-11,3.3260706502043777e-11,3.0416195567660107e-13,1.4154487934756506e-14,6.018261580097862e-15,1.3030551804402968e-15,1.3153203066235027e-15,3.95804660382003e-18,1.2452289216622383e-15,7.625699261208064e-16,9.630363004672969e-17,2.859707316265577e-16,6.89649880818202e-18,2.113947800860197e-18,8.022759367049362e-19,1.4111193578789815e-18,1.0492258581887758e-18,1.4090615168311457e-18,3.074992570431949e-24,2.123749036163668e-18,5.40575367863971e-16,5.37703799038735e-22,2.8396416114064055e-19,4.264908681219252e-17,1.2988256773671065e-24,3.7215252311216564e-19,2.042551268485311e-17,1.6624488810857767e-24,1.3133885498201768e-26,1.2055582421042245e-21,3.9790991497729315e-29,3.242970661411451e-27,1.7472214627042963e-29,3.253714848862995e-30,2.0140797511905035e-36,3.6062940430826324e-33,7.368310044222106e-39,5.42878097630703e-28,3.552042959836248e-36,1.6018550775839093e-35,5.1971533481919864e-42,2.3427169234845005e-41,1.4861760635799192e-31,2.6541714327557232e-36,2.387266131234196e-38,3.1143993159592773e-39,8.045675783312013e-22,4.2811544802659974e-24,2.1980520305988703e-42,9.903586680001485e-42,3.363888532222596e-26,4.987969840680609e-24
