Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219)
1.145690171538654e-13,0.1122453720034568,0.9,0.0,0.0,0.0,0.0,0.09999999996920327,7.887376634479865e-12,7.856182791787228e-12,5.449723472000181e-12,5.449727529279732e-12,4.72007875447352e-12,4.720177930531764e-12,4.7200462664529085e-12,4.720046546178111e-12,4.208703572631652e-12,4.2087643855640925e-12,3.810632653430402e-12,3.810635604296744e-12,3.0993502036698935e-14,1.8550677717051333e-16,7.874376405584639e-17,1.7062965933320288e-17,7.027222310744315e-17,5.99277770608728e-21,1.624302220912876e-17,8.171003822337232e-18,1.2559337557990021e-18,3.822970827634055e-18,1.0619906603469543e-20,2.239953524039295e-19,9.183732451673373e-20,1.4994465922337432e-19,1.109236758961501e-19,1.4788710809022565e-19,3.478361537127981e-26,2.123691357840042e-18,6.005275030751317e-17,3.7746452283307645e-24,3.1622029138836486e-20,5.282845909859234e-19,1.3993069170921718e-26,3.93584778621564e-20,2.3187198311115573e-19,1.2990427605705633e-26,1.4276595313103703e-28,1.5722142683537895e-23,1.365313649525508e-30,4.8937976170291255e-30,1.3308272414368535e-30,4.26693742531193e-32,2.8560969778744025e-39,5.8590051954322786e-36,9.654262977008548e-43,7.653558940396062e-31,6.238677620043849e-40,2.6752175332852544e-39,1.0389218349673843e-46
1.7706223574509466e-13,0.11224537200534236,0.9,0.0,0.0,0.0,0.0,0.09999999995240477,1.2189656290134188e-11,1.2138855543977685e-11,8.422346363476544e-12,8.422356895045903e-12,7.29460993775252e-12,7.294863901981828e-12,7.294657191934711e-12,7.294657907416465e-12,6.504397808007416e-12,6.504493791211819e-12,5.8891920365397106e-12,5.889199697646557e-12,5.028609680391129e-14,4.745526763958124e-16,2.0152135128457197e-16,4.366417408085912e-17,1.1885040051898728e-16,2.686893181813751e-20,4.157950989079175e-17,2.2826517989954964e-17,3.2152265670619902e-18,9.762940282951005e-18,4.752352518774026e-20,3.574088096823923e-19,1.4193103107338135e-19,2.3897019432637063e-19,1.7716056741903154e-19,2.369220642606606e-19,9.488308893272924e-26,2.1237295929097756e-18,9.396768565188078e-17,1.0453395653151922e-23,4.9432136474447326e-20,1.3839449929918612e-18,3.904679353107214e-26,6.285109456445514e-20,6.315066632968128e-19,4.177396907113726e-26,3.9550181006167136e-28,4.024914273391863e-23,1.867370681337722e-30,2.1949846241241606e-29,1.7126093067804204e-30,1.0195731603627543e-31,1.1570771338981219e-38,2.600718852865274e-35,7.145484401335604e-42,3.547246369759941e-30,4.325615410241431e-39,1.8908656137317485e-38,1.1937983595241445e-45
2.3955545433632396e-13,0.11224537200722791,0.9,0.0,0.0,0.0,0.0,0.09999999993560628,1.6491937844474542e-11,1.6421427646031486e-11,1.1394967942118328e-11,1.1394987264416237e-11,9.869087138911975e-12,9.869550493913217e-12,9.869266983681963e-12,9.869268286411878e-12,8.800092042827251e-12,8.800223653982706e-12,7.96775050181789e-12,7.967764559008317e-12,6.957001476856012e-14,8.65413934561315e-16,3.675772810257051e-16,7.963921405882788e-17,1.7309623015579555e-16,6.49450072057689e-20,7.585753434849187e-17,4.310218863879814e-17,5.866042207153014e-18,1.777902613543373e-17,1.1472770273383868e-19,4.908014882783398e-19,1.9202656788949414e-19,3.279836856504707e-19,2.433859908664595e-19,3.2593645316705367e-19,1.774766110788947e-25,2.1237325355044515e-18,1.278826531632477e-16,2.018046864355767e-23,6.724226668446446e-20,2.547892584830405e-18,7.365711650797635e-26,8.633971127861986e-20,1.1804860804410177e-18,8.329705471512881e-26,7.449669805244595e-28,7.343283182990283e-23,2.5185173364124167e-30,5.306787157441901e-29,2.1448601525182703e-30,1.8665687499760337e-31,2.7916497090965634e-38,6.4710580584072e-35,2.1626332796576712e-41,8.668806991429699e-30,1.3163808351387122e-38,5.787024610580394e-38,4.149335426493074e-45
3.6454189151878255e-13,0.11224537201099906,0.9,0.0,0.0,0.0,0.0,0.09999999990200929,2.509650854781615e-11,2.498614042203832e-11,1.734020584806821e-11,1.734025201730786e-11,1.5017825833300856e-11,1.5018926159619496e-11,1.5018482042991135e-11,1.50184851154335e-11,1.3391480510243212e-11,1.3391685207869196e-11,1.2124863761052972e-11,1.2124897353733343e-11,1.0813257619297357e-13,2.0537961908038318e-15,8.726007470418775e-16,1.8903025502241192e-16,3.0435344042092985e-16,2.4569841825937164e-19,1.8017911395417657e-16,1.061310814298469e-16,1.3933766135793463e-17,4.204230616757825e-17,4.3256496653868718e-19,7.575811276125637e-19,2.9223413303349967e-19,5.060074488105626e-19,3.758335682030632e-19,5.039588112934453e-19,4.326373747788987e-25,2.12373421258398e-18,1.9571258245086038e-16,5.438650684236429e-23,1.0286255304907411e-19,6.108937422777189e-18,1.8110281737853533e-25,1.333158096477848e-19,2.8758094387394746e-18,2.1738646249456214e-25,1.830761681648984e-27,1.7442699793499625e-22,4.723447945226631e-30,2.0089882101577202e-28,3.316383365676206e-30,4.323283695916619e-31,1.0520290493887874e-37,2.5368600777452576e-34,1.470915922797713e-40,3.3228157920833877e-29,8.119249781280851e-38,3.6051858958886537e-37,4.717377114217743e-44
4.770296849829953e-13,0.11224537201439312,0.9,0.0,0.0,0.0,0.0,0.09999999987177201,3.284062831544969e-11,3.2694031481879436e-11,2.2690915721628918e-11,2.2690993537204936e-11,1.9651516577017004e-11,1.965336626347061e-11,1.965277194958776e-11,1.9652777087905432e-11,1.7523730129121355e-11,1.752400208322242e-11,1.586626272883423e-11,1.5866319350409108e-11,1.4283700360230882e-13,3.4513905968267243e-15,1.4666475741198244e-15,3.1768637529737645e-16,4.409429686120531e-16,5.18541917366697e-19,3.029579219540831e-16,1.810124925215295e-16,2.3429047205752218e-17,7.047572392196953e-17,9.111176705230532e-19,9.976826141561363e-19,3.8244086948131555e-19,6.662287268029656e-19,4.95036247023367e-19,6.641785452403093e-19,7.349587751513924e-25,2.123735670411718e-18,2.5675951267347904e-16,9.89317527978203e-23,1.3492083025065915e-19,1.0309962692958712e-17,3.0868041486059727e-25,1.7559425018752401e-19,4.884124826524951e-18,3.7930917084980013e-25,3.1204522322490084e-27,2.932917743490409e-22,7.655172370405495e-30,4.241578014167262e-28,4.694120464714192e-30,7.401096589590416e-31,2.3225686325942186e-37,5.677473358953289e-34,4.232873901146338e-40,7.045514765075942e-29,2.2406793070803086e-37,9.986486441927074e-37,1.6774424559373081e-43
5.89517478447208e-13,0.11224537201778712,0.9,0.0,0.0,0.0,0.0,0.09999999984153472,4.058475457645397e-11,4.040155184753383e-11,2.8041621105341338e-11,2.804173848881268e-11,2.428502325068528e-11,2.428780848926638e-11,2.4287058005327798e-11,2.4287065701138634e-11,2.165597974609824e-11,2.165632052179999e-11,1.9607658557665164e-11,1.9607743973617188e-11,1.775397287506434e-13,5.195697661671378e-15,2.208204424680505e-15,4.782658536371365e-16,5.9715319132023255e-16,9.390432049053315e-19,4.563150167666165e-16,2.751100225350369e-16,3.528932151516466e-17,1.0582864153969667e-16,1.646633621817676e-18,1.2377842719070412e-18,4.726767333252487e-19,8.26450091659623e-19,6.142389916557836e-19,8.243983126762602e-19,1.1142070132575836e-24,2.123737193009542e-18,3.1780643852487604e-16,1.6028460048478911e-22,1.6697912801456032e-19,1.556532418033497e-17,4.689401361858027e-25,2.17872714274535e-19,7.403182688061436e-18,5.848883883595407e-25,4.7408741566290046e-27,4.417622796006322e-22,1.1851423595459288e-29,7.684262065306615e-28,6.505284522859537e-30,1.1263774162335594e-30,4.199757184950573e-37,1.0354027387704877e-33,8.778776199553035e-40,1.2800166487787003e-28,4.6739379550974045e-37,2.0899148415917853e-36,3.8172422095702645e-43
7.020052719114207e-13,0.11224537202118112,0.9,0.0,0.0,0.0,0.0,0.09999999981129744,4.832888697113099e-11,4.8108722454244406e-11,3.339232224791947e-11,3.3392486681878015e-11,2.8918356207327263e-11,2.8922252719459492e-11,2.892134043098649e-11,2.8921351141216636e-11,2.5788229361279186e-11,2.5788640437011394e-11,2.334905142142714e-11,2.3349171077860823e-11,2.122408731124843e-13,7.267084480133992e-15,3.0889568164077185e-15,6.689617424738855e-16,7.719650483163853e-16,1.524431030852498e-18,6.385561046482751e-16,3.8735840191868287e-16,4.938358355524793e-17,1.476668083817595e-16,2.668099327933305e-18,1.4778861154448157e-18,5.629467195478226e-19,9.86671551290641e-19,7.334418127062155e-19,9.84618143326072e-19,1.56612083293704e-24,2.1237387807703944e-18,3.7885336208897134e-16,2.3935972277906795e-22,1.9903744519936593e-19,2.181661856506616e-17,6.600716052888118e-25,2.6015120552220494e-19,1.040469125917379e-17,8.317061917714051e-25,6.673692948397608e-27,6.181985568036959e-22,1.74548538747936e-29,1.2479160935125319e-27,8.800454803743112e-30,1.5986961371363007e-30,7.033902017566673e-37,1.7445118359261577e-33,1.7624613114461086e-39,2.0827531848489892e-28,9.07320506654205e-37,4.0667562770141046e-36,8.9402528172754e-43
9.269808588398462e-13,0.11224537202796925,0.9,0.0,0.0,0.0,0.0,0.09999999975082287,6.38171657482012e-11,6.35222672641959e-11,4.409371486125637e-11,4.409399045964062e-11,3.8184626414045856e-11,3.819114575082477e-11,3.818989702532337e-11,3.818991478505569e-11,3.405272858754546e-11,3.4053283634878513e-11,3.083183038717239e-11,3.0832030944296625e-11,2.8163957646690996e-13,1.215452564773463e-14,5.167481009325844e-15,1.1189221512482458e-15,1.1642041030749718e-15,3.1445112746999826e-18,1.0689064276255984e-15,6.532455021595918e-16,8.26666783976947e-17,2.459867679468278e-16,5.486867109045482e-18,1.958090237315889e-18,7.435836678805239e-19,1.3071146924359472e-18,9.718476357537938e-19,1.3050579642049336e-18,2.6356610857228757e-24,2.1237421066103517e-18,5.009472093527707e-16,4.432786294034014e-22,2.6315412385490906e-19,3.659041573491807e-17,1.1127370501905116e-24,3.4470825227240315e-19,1.7507929295620847e-17,1.4193859817292197e-24,1.1251705626879039e-26,1.0348466089338466e-21,3.247968102822994e-29,2.5756794929931624e-27,1.470969636560069e-29,2.7960469542691245e-30,1.602031926794253e-36,4.00300830863528e-33,5.4139242710490194e-39,4.3085702943110625e-28,2.620072850310951e-36,1.1793454637077115e-35,3.5486967770702514e-42
1e-12,0.1122453720347573,0.9,0.0,0.0,0.0,0.0,0.09999999973119496,6.88441196778171e-11,6.852468317353295e-11,4.756700612092906e-11,4.756732374441109e-11,4.1191993179260297e-11,4.1199503129470046e-11,4.119814074481795e-11,4.119816114228415e-11,3.673509356562494e-11,3.67356965157618e-11,3.326047418363024e-11,3.3260705325489584e-11,3.041627000992443e-13,1.3999927393249223e-14,5.9524359840406e-15,1.2888228158496034e-15,1.3064128908702427e-15,3.847292202068636e-18,1.2315321087768894e-15,7.539634720048193e-16,9.524422642446418e-17,2.82959696608587e-16,6.7062655738362015e-18,2.1139477106178694e-18,8.022512040488098e-19,1.41111931182336e-18,1.0492258206693074e-18,1.4090614839301646e-18,3.0405330345228903e-24,2.123743238493209e-18,5.405745677602436e-16,5.269096570321322e-22,2.839641519321085e-19,4.21767944238519e-17,1.2841856433416885e-24,3.721525098052098e-19,2.0196724345748044e-17,1.642892613666603e-24,1.2985758558192167e-26,1.1922962764927434e-21,3.8854815918797076e-29,3.1519691768260102e-27,1.7147084590709245e-29,3.254197778940113e-30,1.9953560386997707e-36,4.995946912842372e-33,7.251944247392451e-39,5.275601759902318e-28,3.4539116980715033e-36,1.5568999292368138e-35,5.0270013255171566e-42
1.1519564457682717e-12,0.1122453720347573,0.9,0.0,0.0,0.0,0.0,0.0999999996903483,7.930546719778786e-11,7.893452278736207e-11,5.4795091797662386e-11,5.479550621782951e-11,4.745025581028895e-11,4.746004619122266e-11,4.7458440263473234e-11,4.745846669963678e-11,4.2317227807173205e-11,4.231793229100866e-11,3.831459839283524e-11,3.831489998162793e-11,3.51032474154525e-13,1.824739362760151e-14,7.759322393518042e-15,1.6798804505954518e-15,1.625768961035095e-15,5.5878394186493805e-18,1.6060200452923787e-15,9.862187135264279e-16,1.2420750928898153e-16,3.678547847640125e-16,9.722340623395178e-18,2.438295061693203e-18,9.244027643410318e-19,1.6275581919996391e-18,1.2102537507889153e-18,1.6254980410577353e-18,3.9738031672203286e-24,2.1237456763751685e-18,6.230410638127608e-16,7.283599379555599e-22,3.2727087428974564e-19,5.504559128855642e-17,1.6795171957027855e-24,4.292654026949184e-19,2.6394504192403776e-17,2.159501058185163e-24,1.6984346970592017e-26,1.5548677354234246e-21,5.447627600184317e-29,4.579610120079887e-27,2.303553882805864e-29,4.316876930880146e-30,2.97359780255401e-36,7.470651421374111e-33,1.2102713356381276e-38,7.672353207455316e-28,5.6258483041595814e-36,2.541785122628362e-35,9.072322758438895e-42
1.3769320326966971e-12,0.11224537204154547,0.9,0.0,0.0,0.0,0.0,0.09999999962987373,9.479379285768755e-11,9.434540451328644e-11,6.549645199382983e-11,6.549703476796677e-11,5.6715202012290154e-11,5.672895454316153e-11,5.672696928980717e-11,5.672700608940363e-11,5.0581727019712144e-11,5.05825867756426e-11,4.579735469503422e-11,4.579777881187783e-11,4.204191856694753e-13,2.5624505031353717e-14,1.0898309100648355e-14,2.3590993143525986e-15,2.161822949626638e-15,9.085449202299013e-18,2.257135434320171e-15,1.3908227479010708e-15,1.7456618625418145e-16,5.145243487662229e-16,1.576217860454844e-17,2.91850063632202e-18,1.1054626279400381e-18,1.9480020743213447e-18,1.4486601776656061e-18,1.9459383913186626e-18,5.5987659414716794e-24,2.1237495083053247e-18,7.451349388905954e-16,1.1130436594446114e-21,3.913877013659826e-19,7.743184883670858e-17,2.368152308797839e-24,5.138226638317492e-19,3.718537780782663e-17,3.0623909575137116e-24,2.394983666780015e-26,2.185273657942894e-21,8.535238635135871e-29,7.450405141611207e-27,3.4456198667192404e-29,6.170174501136009e-30,5.044664895948617e-36,1.2714736068651966e-32,2.452315242295947e-38,1.24959545526015e-27,1.1072527557290292e-35,5.017609567073099e-35,2.1310837161546188e-41
1.826883206553548e-12,0.11224537205512179,0.9,0.0,0.0,0.0,0.0,0.0999999995089246,1.2577051817247305e-10,1.2516298794662646e-10,8.689912122229761e-11,8.690013095797114e-11,7.524301325093526e-11,7.526679542728174e-11,7.526398422069424e-11,7.526404658881287e-11,6.711072542312416e-11,6.711191355897747e-11,6.076283152966294e-11,6.076356640284203e-11,5.591737854096635e-13,4.428500252798856e-14,1.884222265635744e-14,4.0772818886421025e-15,3.464504199808005e-15,2.0422772702329455e-17,3.907776020099694e-15,2.418923906563067e-15,3.0223399882738716e-16,8.815145296059714e-16,3.518135211416403e-17,3.8789140775553865e-18,1.468618229627682e-18,2.5888910080315095e-18,1.925473983903e-18,2.586819926202726e-18,9.725317044628626e-24,2.1237579833500594e-18,9.893228360160138e-16,2.270793483755809e-21,5.196215897199381e-19,1.3421914933265088e-16,4.1178546758315166e-24,6.829375242680087e-19,6.458734079555871e-17,5.3656686358613904e-24,4.164821638506171e-26,3.7834610211348516e-21,1.8322342506078123e-28,1.6771073245923375e-26,7.004380793906357e-29,1.0860599531260204e-29,1.1587210317998654e-35,2.935769261438288e-32,7.383058249029806e-38,2.817530024643251e-27,3.3130125246507093e-35,1.5148736184336328e-34,8.33238777344718e-41
2.2768343804103988e-12,0.11224537206869818,0.9,0.0,0.0,0.0,0.0,0.09999999938797548,1.5674734183950086e-10,1.5597503324419215e-10,1.0830172244508136e-10,1.0830327909854151e-10,9.376806482934437e-11,9.380466845103827e-11,9.380094212629477e-11,9.380103620724673e-11,8.363972379773841e-11,8.364126402047626e-11,7.572826082004296e-11,7.572939377657635e-11,6.979034462164419e-13,6.811974668799235e-14,2.8994447324594596e-14,6.272012848094724e-15,5.076378970194988e-15,3.8595609925527644e-17,6.021496375689406e-15,3.73793873273146e-15,4.657237756324695e-16,1.344406366819905e-15,6.604712084711284e-17,4.839330565575203e-18,1.8334405233803355e-18,3.2297814956342663e-18,2.4022890563570573e-18,3.2277025704885904e-18,1.501705978952296e-23,2.123767546306242e-18,1.2335110096921869e-15,4.025982447294472e-21,6.478557893294977e-19,2.0697624870014776e-16,6.362585972930663e-24,8.520528342521801e-19,9.972541277986189e-17,8.330210081491076e-24,6.435355290936922e-26,5.830081092834388e-21,3.3742508357205214e-28,3.1736649718892335e-26,1.2569724621396677e-28,1.6869530376130265e-29,2.227078345717976e-35,5.659035143862726e-32,1.7600914411669944e-37,5.337198247853169e-27,7.713615380871311e-35,3.551152466030503e-34,2.389581151526875e-40
3.1767367281241e-12,0.11224537209585127,0.9,0.0,0.0,0.0,0.0,0.09999999914607723,2.1870128442512565e-10,2.1758263947357382e-10,1.5110672073902423e-10,1.5110973128279003e-10,1.3080993555537804e-10,1.3088051098015005e-10,1.3087468897324567e-10,1.3087486270028305e-10,1.166977204605161e-10,1.1670003602617273e-10,1.0565897667397409e-10,1.0566116795087777e-10,9.75288536640048e-13,1.311809307746473e-13,5.5880597073403113e-14,1.2079292982292562e-14,9.249408239641787e-15,1.0387420442784626e-16,1.1638954285865994e-14,7.249021372663499e-15,9.002410167229217e-16,2.542830441504471e-15,1.7508224930958898e-16,6.7601726880340255e-18,2.5704291206777645e-18,4.511567134066171e-18,3.3559230024285864e-18,4.509471189460692e-18,2.9098455476042755e-23,2.1237900123107827e-18,1.7218888440360655e-15,9.986723090329051e-21,9.04325122623442e-19,4.004319073034371e-16,1.233812924032942e-23,1.1902848037555242e-18,1.9322542541562172e-16,1.6244412725634612e-23,1.2479046603922054e-25,1.1269522152080224e-20,8.786181642531797e-28,8.567760024509214e-26,3.2193818716140053e-28,3.2840706043777177e-29,6.011537643440718e-35,1.5329219776034497e-31,6.607806268499548e-37,1.4426919518840447e-26,2.867546150103046e-34,1.3418880177272488e-33,1.2354348051442192e-39
4.076639075837802e-12,0.11224537212300473,0.9,0.0,0.0,0.0,0.0,0.09999999890417897,2.8065562067806706e-10,2.791684110380982e-10,1.9391144683195463e-10,1.9391639128418954e-10,1.6784088311596308e-10,1.6795648214990806e-10,1.6794821270575505e-10,1.6794848553551334e-10,1.497557170080262e-10,1.4975890280981174e-10,1.355895022262732e-10,1.3559310136008306e-10,1.2525753028088863e-12,2.1461960338052118e-13,9.149346377676094e-14,1.9763908872685378e-14,1.4709132365025668e-14,2.1634667337238714e-16,1.9109618634021983e-14,1.1923899566245675e-14,1.4781421728025262e-15,4.089861885044317e-15,3.5983899375171876e-16,8.681027005673934e-18,3.3196778563860847e-18,5.793358988526382e-18,4.309562016690421e-18,5.791244248916596e-18,4.78437421827823e-23,2.123817005640743e-18,2.2102693550971593e-15,1.990874490693577e-20,1.1607957010289835e-18,6.578097185004978e-16,2.0295119780994798e-23,1.5285185726290881e-18,3.176907060283858e-16,2.680545107133256e-23,2.052576312764591e-25,1.8503906253394483e-20,1.7924519973528244e-27,1.789335692475577e-25,6.5671969093441195e-28,5.408302696787229e-29,1.2673149204907548e-34,3.2375693612266144e-31,1.785768610335043e-36,3.0150670943815025e-26,7.5047672752449605e-34,3.556457507857974e-33,4.112015551416527e-39
4.976541423551504e-12,0.11224537215015853,0.9,0.0,0.0,0.0,0.0,0.09999999866228072,3.426103506180508e-10,3.4073255358160257e-10,2.367159007104584e-10,2.367232590372782e-10,2.0486098346356265e-10,2.0503258196529728e-10,2.0502151632015085e-10,2.050219047025737e-10,1.8281371344026213e-10,1.8281786437811308e-10,1.6551983746756202e-10,1.6552519401176305e-10,1.52976467077358e-12,3.1822963500129077e-13,1.3576345368134507e-13,2.930722383424735e-14,2.1485113882284296e-14,3.8835260550757624e-16,2.843337733587919e-14,1.7762243774134322e-14,2.1994356633252326e-15,5.964826963126172e-15,6.378744563749186e-16,1.0601893519106438e-17,4.084788915759918e-18,7.07515705705451e-18,5.263206099383741e-18,7.07302174902868e-18,7.12531937344957e-23,2.1238486303417013e-18,2.6986535572756278e-15,3.480661993781694e-20,1.417267524153903e-18,9.791135196134726e-16,3.0233676527726995e-23,1.866754140958431e-18,4.731231278152655e-16,4.001348521365665e-23,3.057493769465712e-25,2.7533345191796296e-20,3.165329183168949e-27,3.220270489167951e-25,1.1662660108337605e-27,8.059656601865473e-29,2.3027488902615684e-34,5.889587897044718e-31,3.959982930086446e-36,5.428601602975305e-26,1.6204795709236938e-33,7.774018654136974e-33,1.0818894262891429e-38
5.876443771265206e-12,0.11224537217731274,0.9,0.0,0.0,0.0,0.0,0.09999999842038247,4.0456547425020977e-10,4.0227527719464786e-10,2.7952008237121794e-10,2.7953033446732873e-10,2.4187031445082556e-10,2.421088104264939e-10,2.420946027238974e-10,2.4209512019864556e-10,2.1587170975722194e-10,2.1587692073435902e-10,1.9544998239552102e-10,1.954574459075884e-10,1.8068575866089084e-12,4.41800496433602e-13,1.8861927083593947e-13,4.069019749435143e-14,2.960654949164151e-14,6.324489135801159e-16,3.961004573731222e-14,2.4763674291330003e-14,3.0641246264710995e-15,8.14766374874367e-15,1.0262129622414416e-15,1.2522772228490522e-17,4.869531981336212e-18,8.356961337412679e-18,6.2168552505616955e-18,8.354803689802918e-18,9.93269121704597e-23,2.123884989171457e-18,3.187042514462419e-15,5.574436849010881e-20,1.6737405915504678e-18,1.3643447957128428e-15,4.2153845498689845e-23,2.204991508762421e-18,6.595234249358007e-16,5.586857788565131e-23,4.262591679688857e-25,3.8357885061513035e-20,5.081030403366366e-27,5.257680892202714e-25,1.8874393798501582e-27,1.123813961448658e-28,3.7890333032524472e-34,9.698489980796746e-31,7.693965570975861e-36,8.865909976321575e-26,3.0857915255979584e-33,1.4988315196146462e-32,2.436094973661939e-38
7.676248466692609e-12,0.11224537223162222,0.9,0.0,0.0,0.0,0.0,0.09999999793658597,5.284769025873389e-10,5.252972344457315e-10,3.651276290429293e-10,3.6514510807288906e-10,3.158569535053316e-10,3.16261653279543e-10,3.1624013371133674e-10,3.1624094017914125e-10,2.819877020453117e-10,2.819953178174772e-10,2.5530970131384326e-10,2.553224274287461e-10,2.36075751500067e-12,7.48056378453659e-13,3.198272592323871e-13,6.890560504870193e-14,4.9987664553850893e-14,1.3826788053132532e-15,6.752133170320947e-14,4.2254343185240934e-14,5.223692310098128e-15,1.3369069559956298e-14,2.1913839564424264e-15,1.6364566234997807e-17,6.512229381448885e-18,1.0920588525071527e-17,8.124168758277964e-18,1.0918380893103752e-17,1.6946725817014768e-22,2.1239722677880647e-18,4.163838747233651e-15,1.1979327779483065e-19,2.1866904574483857e-18,2.326591579278252e-15,7.193907604492317e-23,2.881471642761235e-18,1.1252285751187186e-15,9.55200182234323e-23,7.273079118267191e-25,6.539233603959776e-20,1.0824293486056866e-26,1.1551746556540168e-24,4.099018966257054e-27,1.9176522126111796e-28,8.440418602298805e-34,2.162425380463627e-30,2.2361617284692768e-35,1.9487264828268786e-25,8.664502948227005e-33,4.315333739844537e-32,8.937293856622347e-38
