Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516)
2.0507414508174023e-15,0.11224537200006189,0.9,0.0,0.0,0.0,0.0,0.09999999999944875,1.411809587335489e-13,1.4112418277365407e-13,9.754800101137117e-14,9.75480022934491e-14,8.448931761481496e-14,8.448935657109856e-14,8.44870533746514e-14,8.448705348155391e-14,7.533417923130579e-14,7.533447736265464e-14,6.820889166486573e-14,6.820889260692097e-14,5.669983833042776e-17,7.363654412625825e-20,3.115232152949484e-20,6.7510772395427816e-21,1.1116025539567407e-18,6.058269356348424e-26,6.42777761134571e-21,3.1173746158353016e-22,4.966604681324328e-22,1.516622488176101e-21,1.0758769645537358e-25,5.545859434077727e-22,1.6439048267581725e-21,3.816960212266611e-22,2.687336129900626e-22,3.357075467064646e-22,1.6938024173203977e-30,8.148699071961959e-19,2.9806465239240214e-19,1.3670847039848634e-27,1.6629159744784718e-22,5.512416410942939e-23,1.768452809954052e-31,9.568875394689081e-23,1.1569792223219972e-23,3.9541176799592063e-32,4.835898065576948e-31,6.217338525460696e-27,2.86205315187761e-31,4.943668407772926e-35,2.8624392901871186e-31,1.2977137917461936e-35,5.007944558623477e-45
4.103264605762361e-15,0.11224537200012381,0.9,0.0,0.0,0.0,0.0,0.09999999999889703,2.824845786992279e-13,2.822737525304592e-13,1.951807507877865e-13,1.9518075607653018e-13,1.6905196261218546e-13,1.6905211866009342e-13,1.6904750829569214e-13,1.6904750872514098e-13,1.5073380952978045e-13,1.5073477162522044e-13,1.3647704255898356e-13,1.3647704643479318e-13,2.105202771567087e-16,2.946457242016018e-19,1.2468910612441823e-19,2.7021534593643042e-20,2.225875007241768e-18,4.849400090052676e-25,2.5726229343020834e-20,2.3268636747708378e-21,1.9879362048385423e-21,6.069934780085764e-21,8.612048072139389e-25,1.997922781153533e-21,3.2892346342438827e-21,1.3706802407584435e-21,9.7050128389346e-22,1.2209619095713658e-21,1.2341343507829496e-29,1.2651809685074806e-18,9.616550829273432e-19,5.475274605235725e-27,5.297796225723745e-22,3.564604059633842e-22,2.0909418291105655e-30,3.4543344215680757e-22,8.388019662238109e-23,5.527706257501776e-31,7.94245796612296e-31,2.4885557093371726e-26,4.515139519672704e-31,3.957940684145935e-34,4.515726134955622e-31,5.334700978113183e-35,6.691014733626706e-44
8.208310915652277e-15,0.11224537200024769,0.9,0.0,0.0,0.0,0.0,0.09999999999779358,5.650918250650496e-13,5.643560069674023e-13,3.9044624467585045e-13,3.9044626678736944e-13,3.3817701923840156e-13,3.3817764438654066e-13,3.3816841324555096e-13,3.381684149740339e-13,3.0153307012433104e-13,3.015358226606029e-13,2.730133403868669e-13,2.730133565394242e-13,7.345863241893207e-16,1.1783549167390732e-18,4.989079140641368e-19,1.0811838926891845e-19,4.464459835254693e-18,3.880599743882263e-24,1.0292770042284429e-19,1.63899662675e-20,7.954334228635974e-21,2.4283584365348153e-20,6.890884834342399e-24,6.64268764280974e-21,6.5798846091192626e-21,4.534808630776882e-21,3.23899901952178e-21,4.1202487659393055e-21,8.361573244974439e-29,1.7047222400754498e-18,2.749916789322404e-18,2.1954950013932299e-26,1.4923782220749409e-21,2.0537360804391416e-21,2.052217202130368e-29,1.1521631028715733e-21,5.656502354351979e-22,6.967530814331609e-30,1.322939023830104e-30,9.957464456959616e-26,6.236723128756102e-31,3.167555447313672e-33,6.237347281829214e-31,2.16346913575255e-34,7.838755019688126e-43
1.2313357225542194e-14,0.11224537200037153,0.9,0.0,0.0,0.0,0.0,0.09999999999669013,8.47699078391408e-13,8.462702127439637e-13,5.857117328991543e-13,5.857117810065304e-13,5.073018425039327e-13,5.073031719740086e-13,5.072893132987181e-13,5.072893169846456e-13,4.523323307164829e-13,4.5233710036793095e-13,4.0954963425439793e-13,4.0954966934685263e-13,1.4262382047615893e-15,2.5034710652200276e-18,1.0602647889326058e-18,2.2976924991055997e-19,6.716296423390128e-18,1.1096823085159681e-23,2.1872886379297947e-19,4.3694223679543865e-20,1.6904578822033037e-20,5.1601594005850996e-20,1.9703592333129496e-23,1.2519470019284288e-20,9.870525119450538e-21,8.521444743425368e-21,6.118548393890524e-21,7.83575026938107e-21,2.184875670451259e-28,1.9192367793473143e-18,4.763205215858464e-18,4.674683729504446e-26,2.5652573971856877e-21,4.9709568940750936e-21,6.050424397418489e-29,2.1756615131032526e-21,1.4750408763324303e-21,2.295083477941526e-29,1.949930336704872e-30,2.116163833351756e-25,7.1851858511368315e-31,9.058112389839323e-33,7.185520722265278e-31,4.885449430600754e-34,2.6231923753136886e-42
1.6418403535432112e-14,0.11224537200049539,0.9,0.0,0.0,0.0,0.0,0.09999999999558667,1.13030633904696e-12,1.128054185775722e-12,7.809772154577015e-13,7.809772989861689e-13,6.764264324166187e-13,6.764287016485104e-13,6.764102084518211e-13,6.764102147569762e-13,6.031315913062358e-13,6.031384896654213e-13,5.460859241615769e-13,5.460859850364533e-13,2.2476577474147856e-15,4.269769522329016e-18,1.808752559182323e-18,3.9197218260929736e-19,8.983872609128643e-18,2.3407174887359257e-23,3.73125937465932e-19,8.672394014100632e-20,2.8838670012171026e-20,8.80212995349636e-20,4.15592545492317e-23,1.9259613300309893e-20,1.316115637372344e-20,1.3078424651346571e-20,9.42977446973911e-21,1.2141453106471704e-20,4.2663563012360065e-28,2.0239288653024956e-18,6.886316080454328e-18,7.990903607754508e-26,3.68975220495083e-21,9.166787790216686e-21,1.2744962250069798e-28,3.352097849010911e-21,2.8758828315565287e-21,5.285377575832241e-29,2.7842314007808845e-30,3.610107743974425e-25,7.75661505326932e-31,1.9107213860725655e-32,7.75631390068464e-31,8.704150271143513e-34,6.546597923139525e-42
2.4628496155211946e-14,0.1122453720007431,0.9,0.0,0.0,0.0,0.0,0.09999999999337976,1.695520878297518e-12,1.6914019243127163e-12,1.1715081672799638e-12,1.1715083442696814e-12,1.0146750646014675e-12,1.0146797663656759e-12,1.0146519872505855e-12,1.0146520003546517e-12,9.047301124801121e-13,9.047413794447269e-13,8.191584946812312e-13,8.191586235426586e-13,4.109607759750081e-15,8.837268700595276e-18,3.744890608786976e-18,8.115452796376322e-19,1.3561588776802652e-17,6.393391040172544e-23,7.724937567376036e-19,2.1530302962512662e-19,5.970975777566155e-20,1.8221357229721627e-19,1.1350164760466502e-22,3.4027868481540383e-20,1.9742397900869675e-20,2.3032298014573005e-20,1.670262346260063e-20,2.1668003205757565e-20,1.034621032008596e-27,2.1264795422128228e-18,1.1239371264906617e-17,1.660848365943854e-25,5.986629825392582e-21,2.063251993590231e-20,3.36284616770597e-28,5.935031923485113e-21,6.959847220501452e-21,1.5844448645222063e-28,5.122843162943113e-30,7.474639478662152e-25,8.533656944582616e-31,5.219060998994483e-32,8.531111677891874e-31,1.9622456850395725e-33,2.3747931460996526e-41
3.283858877499178e-14,0.11224537200099084,0.9,0.0,0.0,0.0,0.0,0.09999999999117284,2.2607354462073815e-12,2.254475658890338e-12,1.562039098270905e-12,1.5620394045306493e-12,1.3529228387297983e-12,1.3529308398566055e-12,1.3528937480129192e-12,1.3528937703666567e-12,1.2063286336451673e-12,1.2063443658974145e-12,1.092231050637259e-12,1.0922312734887796e-12,6.243839294754461e-15,1.5025873479106587e-17,6.369116131487506e-18,1.3802267449569351e-18,1.8210675660706685e-17,1.3377235378790373e-22,1.3137719385697216e-18,4.151715027359594e-19,1.0155351398091131e-19,3.0985390683783157e-19,2.374620921207123e-22,5.0263760784088686e-20,2.6323607448723178e-20,3.393462601803445e-20,2.4721760894241026e-20,3.226593617014559e-20,1.9578835427355407e-27,2.1393070447841943e-18,1.568214955955043e-17,2.836149788546548e-25,8.322326461093986e-21,3.6951147603641365e-20,6.715856324205073e-28,8.781652686089264e-21,1.314977350332468e-20,3.493702393422389e-28,8.636348844094816e-30,1.2712761548143135e-24,9.00486310978341e-31,1.0920375039375585e-31,8.9983327650574e-31,3.494015341697802e-33,5.644185025654525e-41
4.9258774014551445e-14,0.11224537200148625,0.9,0.0,0.0,0.0,0.0,0.09999999998675901,3.3911646793752456e-12,3.3802199144443986e-12,2.343100891850026e-12,2.3431015763602526e-12,2.029415569753238e-12,2.0294330178975174e-12,2.029377210278992e-12,2.029377259212776e-12,1.809525675946312e-12,1.809550389320512e-12,1.638376114727461e-12,1.6383766125734769e-12,1.090983107290725e-14,3.272267262070997e-17,1.3876709116963685e-17,3.00712940308818e-18,2.7775969526079673e-17,4.2240496131812277e-22,2.8622620156196676e-18,1.08161537459533e-18,2.2127143590804485e-19,6.748561977363292e-19,7.496049123289279e-22,8.431374850821099e-20,3.948593336453377e-20,5.67264117902699e-20,4.1582810729094366e-20,5.473076119810121e-20,4.9296165424740806e-27,2.1379604651350664e-18,2.4594707518949e-17,6.249290358175122e-25,1.3003408372161443e-20,8.564139606989042e-20,1.812443952583043e-27,1.4764446651489762e-20,3.302117068709114e-20,1.1423512814926379e-27,2.0237397422882986e-29,2.769939667689632e-24,9.867462030286247e-31,3.448468092221834e-31,9.844320227775891e-31,7.872890796970413e-33,1.9853218832594922e-40
6.403694073015514e-14,0.11224537200193212,0.9,0.0,0.0,0.0,0.0,0.09999999998278657,4.408551099786488e-12,4.393111959062486e-12,3.046056428987012e-12,3.046057589371001e-12,2.638255853135517e-12,2.638285013788447e-12,2.638212259533751e-12,2.6382123415010577e-12,2.352403013984701e-12,2.3524358463197224e-12,2.129906618517391e-12,2.1299074623572717e-12,1.5380592697942825e-14,5.464289835384833e-17,2.3179180334631275e-17,5.0229509882713595e-18,3.6697468925261576e-17,8.904719851791153e-22,4.7809533921609314e-18,1.9935721325279627e-18,3.696208447924894e-19,1.1269209890838043e-18,1.5799016958063546e-21,1.1588033101307641e-19,5.1331931373689673e-20,7.780655752620685e-20,5.724402453880437e-20,7.572597219575993e-20,8.897001863152928e-27,2.1274942716783246e-18,3.26252637143733e-17,1.0545521675509356e-24,1.7219389709378316e-20,1.47560920662771e-19,3.384123199910262e-27,2.0319759232931385e-20,5.950328010736102e-20,2.3906439604887283e-27,3.6045074179860424e-29,4.627020452052697e-24,1.063016164538745e-30,7.270032613381238e-31,1.0580004284409622e-30,1.331457080425552e-32,4.4498892586786234e-40
7.881510744575884e-14,0.11224537200237802,0.9,0.0,0.0,0.0,0.0,0.09999999997881412,5.425937626051196e-12,5.4059137435117185e-12,3.74901189284369e-12,3.749013658336606e-12,3.2470931190232083e-12,3.2471370441647955e-12,3.2470472453014918e-12,3.2470473689621394e-12,2.895280351992059e-12,2.895321322416295e-12,2.6214370710754667e-12,2.6214383549361293e-12,1.9935505363922907e-14,8.225848988186838e-17,3.4901312639164106e-17,7.563065333313817e-18,4.5927862602052487e-17,1.6197545239531966e-21,7.198766829486432e-18,3.2136989956482586e-18,5.565698696562403e-19,1.6963191520164286e-18,2.873193048783925e-21,1.4757386237063146e-19,6.317785422853347e-20,9.895497617129294e-20,7.297874309892171e-20,9.686895685737981e-20,1.411543179860043e-26,2.1234216363151753e-18,4.064942612762314e-17,1.6048824460707421e-24,2.1432581619864916e-20,2.2669129254682514e-19,5.4869268986390526e-27,2.590052176490558e-20,9.429588006482682e-20,4.2326401571758145e-27,5.716021779856236e-29,6.967302449902312e-24,1.1437614009965855e-30,1.322464483951808e-30,1.1345328972796307e-30,2.0177731530093613e-32,8.399826373213648e-40
9.359327416136255e-14,0.11224537200282393,0.9,0.0,0.0,0.0,0.0,0.09999999997484167,6.443324258470925e-12,6.418690095714085e-12,4.4519672833387404e-12,4.451969783428799e-12,3.85592736441367e-12,3.8559891092323614e-12,3.85588216752248e-12,3.85588234153518e-12,3.438157689968351e-12,3.438206820095516e-12,3.1129674723448395e-12,3.1129692904567916e-12,2.4509731406519278e-14,1.1557447378389627e-16,4.904547471391989e-17,1.0627968924304623e-17,5.547191258799234e-17,2.6667486296570064e-21,1.0116248796630367e-17,4.746601605057947e-18,7.821613485941779e-19,2.3830637195918014e-18,4.729391327858817e-21,1.7921039266818668e-19,7.502371586924423e-20,1.2006176575133412e-19,8.868779238559592e-20,1.1799234208285139e-19,2.059207513435471e-26,2.123319068755019e-18,4.866961825271658e-17,2.2799631522454894e-24,2.5644223802818283e-20,3.230503700023669e-19,8.124712872243333e-27,3.1472017201342446e-20,1.3744293901084752e-19,6.718270505240946e-27,8.366083209707124e-29,9.791321944921505e-24,1.22864060984286e-30,2.177384522478531e-30,1.213362172025266e-30,2.846232601313924e-32,1.4233471584182095e-39
1.2314960759256993e-13,0.11224537200371569,0.9,0.0,0.0,0.0,0.0,0.09999999996689678,8.47809805424793e-12,8.444224606324191e-12,5.8578776973188055e-12,5.857882314286471e-12,5.073580748697129e-12,5.073693412935536e-12,5.0735516942581986e-12,5.073552012089978e-12,4.523912365765523e-12,4.523977942692897e-12,4.0960280182989084e-12,4.096031376276786e-12,3.3645771307475796e-14,2.1071175691507165e-16,8.94466780532695e-17,1.938210543079957e-17,7.613823125679159e-17,7.04947080638992e-21,1.8450908257497536e-17,9.384287017206993e-18,1.4266630034150802e-18,4.342153038071441e-18,1.2492061898385672e-20,2.4232802158702046e-19,9.8715309735852e-20,1.6217696148135265e-19,1.2002599170707148e-19,1.601245096624497e-19,3.98379756108697e-26,2.123683163189153e-18,6.47094322208037e-17,4.3035181540665484e-24,3.40674333514937e-20,6.019518294660404e-19,1.6074517308848775e-26,4.2586817028258984e-20,2.655141939930125e-19,1.5142460642369775e-26,1.6371626682057342e-28,1.7859380987994424e-23,1.4185229888465027e-30,5.756748842958423e-30,1.3779320328891909e-30,4.93029648936041e-32,3.498297704656722e-39
1.8226227445498473e-13,0.11224537200549926,0.9,0.0,0.0,0.0,0.0,0.099999999951007,1.2547647344661171e-11,1.2495222188980232e-11,8.669697350636994e-12,8.669708274004506e-12,7.50883919483419e-12,7.509102575549594e-12,7.508889732222154e-12,7.508890474350366e-12,6.6954217168624576e-12,6.695520597549606e-12,6.062148288989387e-12,6.062156235105594e-12,5.1891407756397366e-14,4.921459709138386e-16,2.089925223272505e-16,4.5283073008034966e-17,1.2253316271931202e-16,2.752847307809438e-20,4.312061127573168e-17,2.368956315649358e-17,3.334397128468288e-18,1.012549286826255e-17,4.86956947016304e-20,3.6851039052024247e-19,1.460991980885692e-19,2.463781614324445e-19,1.8267226887773143e-19,2.4433085293477077e-19,9.845724011137465e-26,2.1237290101149642e-18,9.678973944111586e-17,1.0816739967537656e-23,5.0914110247655284e-20,1.435590332708397e-18,4.052537288191846e-26,6.48059608447701e-20,6.552877739724988e-19,4.336167650344059e-26,4.103972157743345e-28,4.1740954415631786e-23,1.899803016707451e-30,2.2488131329510977e-29,1.741213422391497e-30,1.080347671022169e-31,1.2354991907358268e-38
2.4137494131739953e-13,0.11224537200728282,0.9,0.0,0.0,0.0,0.0,0.09999999993511723,1.6617198333887494e-11,1.6546127397639276e-11,1.1481515829313731e-11,1.1481535131676603e-11,9.944049341900835e-12,9.944512293321619e-12,9.944226755828257e-12,9.944228057761817e-12,8.866931067461981e-12,8.867063661419938e-12,8.02826773846255e-12,8.028281781097006e-12,7.013160147532074e-14,8.64676181499226e-16,3.6726043478919605e-16,7.957097546734105e-17,1.7399932045473935e-16,6.351397423249917e-20,7.57906348791316e-17,4.3023244174397746e-17,5.860862209972679e-18,1.776616515250626e-17,1.1221849829138615e-19,4.946854064548002e-19,1.9348475355501188e-19,3.305754219219509e-19,2.45314251642357e-19,3.2852831028877697e-19,1.7720241567399254e-25,2.1237325072084943e-18,1.2887008622300562e-16,2.0065633446304095e-23,6.776080705847162e-20,2.545064745898577e-18,7.352667124788588e-26,8.702361976825756e-20,1.1786834996726417e-18,8.298684470891109e-26,7.436227464038575e-28,7.33679865716674e-23,2.5154996478888856e-30,5.189684425966869e-29,2.1499911337614852e-30,1.8950289891429918e-31,2.8242717622789465e-38
3.5960027504222914e-13,0.11224537201084997,0.9,0.0,0.0,0.0,0.0,0.09999999990333766,2.4756307107560164e-11,2.464755094258381e-11,1.7105148088105324e-11,1.7105192438635506e-11,1.4814276626419075e-11,1.4815333949459835e-11,1.481489675471213e-11,1.481489970919113e-11,1.3209949766671394e-11,1.3210151425048847e-11,1.1960503352542357e-11,1.1960535621711206e-11,1.066081061470713e-13,1.973611284581068e-15,8.385137648488512e-16,1.8164850511668237e-16,2.9729737513367997e-16,2.2781287995604153e-19,1.731314420089861e-16,1.0180208494478424e-16,1.3388717327073803e-17,4.041473314766926e-17,4.0122369969398353e-19,7.470334212210674e-19,2.8827029304954742e-19,4.989688951103333e-19,3.705969732407173e-19,4.969203404102069e-19,4.151954685528213e-25,2.123734143271939e-18,1.9303077615701616e-16,5.167117934625664e-23,1.0145422392231674e-19,5.867357970431013e-18,1.7373057737479083e-25,1.3145851010444054e-19,2.759958395194466e-18,2.079120793201822e-25,1.756215347942674e-27,1.6760391265134106e-22,4.543880385253275e-30,1.8626101667490377e-28,3.238542686032268e-30,4.206836276136258e-31,9.96715795361851e-38
4.660030753945757e-13,0.11224537201406039,0.9,0.0,0.0,0.0,0.0,0.09999999987473605,3.2081510492741726e-11,3.193851847924074e-11,2.2166413325727928e-11,2.21664869159128e-11,1.9197325411662545e-11,1.91990752336772e-11,1.919849649013085e-11,1.9198501355897974e-11,1.7118666594352722e-11,1.7118931733711557e-11,1.5499512751844748e-11,1.5499566298484905e-11,1.3943534556845053e-13,3.2652096217990278e-15,1.3874932966635783e-15,3.005465091991497e-16,4.247746578774742e-16,4.719911549037303e-19,2.8658660586231377e-16,1.709474214138608e-16,2.2162923799678953e-17,6.670509879861636e-17,8.297018548488982e-19,9.7414665532122e-19,3.7359452298566287e-19,6.505230328002198e-19,4.833514019008332e-19,6.484730103188247e-19,6.94415739876645e-25,2.12373551817835e-18,2.5077539149516495e-16,9.226401889753354e-23,1.3177831652657704e-19,9.748655692241545e-18,2.915404002280976e-25,1.7144990512810966e-19,4.614838063429346e-18,3.572463727578534e-25,2.9471330355665593e-27,2.7744205766828207e-22,7.197986636717445e-30,3.8604554396392953e-28,4.500932804964628e-30,7.0629852318068345e-31,2.1453695468175296e-37
5.724058757469224e-13,0.11224537201727083,0.9,0.0,0.0,0.0,0.0,0.09999999984613445,3.940671968778193e-11,3.922915427076762e-11,2.7227674546117346e-11,2.7227784463692073e-11,2.3580209478673283e-11,2.3582818416477266e-11,2.3582092778905854e-11,2.3582099996969897e-11,2.1027383420332926e-11,2.102771344104826e-11,1.9038519342612288e-11,1.9038599325314227e-11,1.7226106775474335e-13,4.867089926690742e-15,2.0684774194950033e-15,4.480134242399665e-16,5.697969274722778e-16,8.443949477166783e-19,4.2740135682471934e-16,2.572862510355652e-16,3.3053176709477646e-17,9.919438465860515e-17,1.4814875527750681e-18,1.201260057031469e-18,4.589438017211905e-19,8.020772563063709e-19,5.961058975962499e-19,8.000257257897296e-19,1.0424652818493377e-24,2.1237369488476637e-18,3.0852000264156516e-16,1.476124190078203e-22,1.6210242752902345e-19,1.4573306781069674e-17,4.3859212030564775e-25,2.1144132405248864e-19,6.926697788788143e-18,5.456418512221304e-25,4.43397039526694e-27,4.137695355307073e-22,1.095099730797697e-29,6.908992169150612e-28,6.13970838586207e-30,1.0621384822073421e-30,3.825780281036578e-37
6.788086760992691e-13,0.11224537202048125,0.9,0.0,0.0,0.0,0.0,0.09999999981753284,4.67319343708459e-11,4.6519477036971025e-11,3.2288931971807025e-11,3.2289084911753116e-11,2.7962938084458587e-11,2.7966563392686297e-11,2.7965685818286242e-11,2.7965695798902598e-11,2.4936100244706234e-11,2.493649646958312e-11,2.2577523280422938e-11,2.257763457201796e-11,2.0508537613129444e-13,6.761702861249229e-15,2.8740325530895842e-15,6.224340387987612e-16,7.314497553609298e-16,1.3594312633441452e-18,5.940597653302272e-16,3.598654703865518e-16,4.594226056331639e-17,1.3749601052750263e-16,2.380853622149482e-18,1.428373626944162e-18,5.443223305725737e-19,9.53631565699083e-19,7.088604627949475e-19,9.51578500064562e-19,1.455531390786768e-24,2.12373843760196e-18,3.6626461138387627e-16,2.18459845144947e-22,1.924265559082684e-19,2.0289055611369035e-17,6.132659269351927e-25,2.5143276767004306e-19,9.67022387742608e-18,7.709350290984594e-25,6.200323427906761e-27,5.7511901545603475e-22,1.5922367233841384e-29,1.112703171929847e-27,8.197164894646069e-30,1.4949710905997395e-30,6.33518192366169e-37
8.916142768039624e-13,0.11224537202690213,0.9,0.0,0.0,0.0,0.0,0.09999999976032962,6.138237625230125e-11,6.10994097516409e-11,4.241143816945136e-11,4.2411692421531414e-11,3.6728041152151594e-11,3.6734057434930185e-11,3.673286450497562e-11,3.673288092816757e-11,3.275353388978835e-11,3.2754065539627723e-11,2.9655525106030395e-11,2.9655710127801934e-11,2.7073078353376176e-13,1.1217457179195774e-14,4.76887468959014e-15,1.0326484619692291e-15,1.0928460919179024e-15,2.776820115453415e-18,9.863114948346904e-16,6.020578410168005e-16,7.627872787564563e-17,2.2723047179187685e-16,4.849140206414091e-18,1.882601154990024e-18,7.1516229372126145e-19,1.256740382549854e-18,9.343697546450951e-19,1.254684190592257e-18,2.4299327712477116e-24,2.1237415496489466e-18,4.817538279101561e-16,4.000260510100164e-22,2.5307485229154353e-19,3.3752686761199786e-17,1.0256052461239952e-24,3.3141571224046985e-19,1.6141684041025848e-17,1.3056661658637857e-24,1.0370425799440957e-26,9.548802493245292e-22,2.916004661135982e-29,2.2741442014120016e-27,1.344901382747077e-29,2.5867466220878045e-30,1.4214200724470564e-36
1e-12,0.11224537203332306,0.9,0.0,0.0,0.0,0.0,0.099999999731195,6.884411782525955e-11,6.852478836790474e-11,4.756700740188146e-11,4.756732276555315e-11,4.119204548343669e-11,4.119950252408354e-11,4.1198141833527553e-11,4.1198162100674856e-11,3.6735093566167394e-11,3.6735696069769096e-11,3.3260475079171854e-11,3.32607045761416e-11,3.041631737963746e-13,1.3901585467936027e-14,5.910544442794759e-15,1.2797670479838516e-15,1.3007243440019744e-15,3.770931534643981e-18,1.2228086950801827e-15,7.484821920191006e-16,9.456949092643064e-17,2.8105348392693166e-16,6.575334920442969e-18,2.1139476532234468e-18,8.022339236559148e-19,1.4111192825383728e-18,1.0492257968177121e-18,1.4090614630354037e-18,3.018585712824156e-24,2.1237432184573187e-18,5.405745665016813e-16,5.196077827770528e-22,2.8396414606740035e-19,4.1875990770799895e-17,1.274861386119609e-24,3.72152501345512e-19,2.005100874021746e-17,1.6304371964797163e-24,1.2891419463894278e-26,1.183849711745623e-21,3.821048995223639e-29,3.0892060042398407e-27,1.6922930668082654e-29,3.254053628264892e-30,1.9792987823607054e-36
1.1044198775086556e-12,0.11224537203332306,0.9,0.0,0.0,0.0,0.0,0.09999999970312641,7.603283841969701e-11,7.567818841792807e-11,5.253393034036435e-11,5.2534310650813885e-11,4.5492570688017905e-11,4.550155810631329e-11,4.5500031233244495e-11,4.550005556283127e-11,4.0570967528930734e-11,4.057163949337825e-11,3.6733517125245723e-11,3.6733793889126887e-11,3.3637099420264604e-13,1.6752228252724425e-14,7.123160821543922e-15,1.5422198824117143e-15,1.51619607796378e-15,4.902421999222903e-18,1.4740887690196172e-15,9.04275531720578e-16,1.1400369479763145e-16,3.380899351861905e-16,8.537767615011791e-18,2.336829311499187e-18,8.861577391212127e-19,1.5598495200431723e-18,1.1598793076933075e-18,1.5577901100447812e-18,3.644662069126995e-24,2.1237448796856126e-18,5.972430487804892e-16,6.521164919774939e-22,3.13723212899447e-19,5.0510182118080707e-17,1.5400471716661052e-24,4.113987495516886e-19,2.4208761042862877e-17,1.9767867396997114e-24,1.5573632550165012e-26,1.4271331552961857e-21,4.8403154361736956e-29,4.017118577278269e-27,2.0779780182479018e-29,3.967953066065792e-30,2.6167148218239642e-36
1.317225478213349e-12,0.11224537203974395,0.9,0.0,0.0,0.0,0.0,0.0999999996459232,9.068332224895812e-11,9.025573724798187e-11,6.265640753316409e-11,6.265694032576324e-11,5.4256488705930925e-11,5.426906585645011e-11,5.4267185234681454e-11,5.426721899107944e-11,4.83884011617305e-11,4.8389218662101594e-11,4.381149867293722e-11,4.3811886412540845e-11,4.0200566690592557e-13,2.3436709778903567e-14,9.967216612682329e-15,2.157662167219172e-15,2.006092998556928e-15,7.932623603538732e-18,2.063868298739753e-15,1.2705851930914935e-15,1.5961831201362643e-16,4.712154424644334e-16,1.3777048870797745e-17,2.791058139153037e-18,1.0573583173491252e-18,1.862958999934731e-18,1.3853891396839854e-18,1.8608962739924727e-18,5.1160203606455104e-24,2.1237484439685707e-18,7.127322852200784e-16,9.904464575374965e-22,3.74371642082667e-19,7.078496045922917e-17,2.1635171980810263e-24,4.913818858973781e-19,3.397968378477284e-17,2.7935479028711105e-24,2.1879935386837345e-26,1.998151369375664e-21,7.527722761884615e-29,6.503648873784603e-27,3.076597106039131e-29,5.646628787285e-30,4.4114454285906456e-36
1.7428366796227356e-12,0.11224537205258586,0.9,0.0,0.0,0.0,0.0,0.09999999953151678,1.199843561135488e-10,1.1940709200986276e-10,8.290131614054406e-11,8.290223465174746e-11,7.178246158514403e-11,7.180410299170662e-11,7.180145460731615e-11,7.180151159692566e-11,6.402326840794477e-11,6.402439293843108e-11,5.796742976377405e-11,5.796809823927547e-11,5.332581574872561e-13,4.030364798857408e-14,1.714687733183072e-14,3.710684617651488e-15,3.1917467045768523e-15,1.7706272155689398e-17,3.5551654281473055e-15,2.1990617076458256e-15,2.7496110821002247e-16,8.036904702442673e-16,3.054624873518303e-17,3.699517845318884e-18,1.400639881199008e-18,2.4691790058397294e-18,1.8364096559663117e-18,2.467109348558991e-18,8.843085913324421e-24,2.123756296730045e-18,9.437108765976616e-16,2.001604725482522e-21,4.956687100041794e-19,1.2208458425061137e-16,3.743685883519105e-24,6.513484611827279e-19,5.872908858609878e-17,4.872199727441342e-24,3.786346724048879e-26,3.442049942677682e-21,1.599825656405533e-28,1.4536062001204825e-26,6.163860417974916e-29,9.884250379888674e-30,1.0054689006437894e-35
2.1684478810321222e-12,0.11224537206542784,0.9,0.0,0.0,0.0,0.0,0.09999999941711037,1.4928547797756021e-10,1.4855348691902682e-10,1.0314616390069627e-10,1.0314757546154667e-10,8.930596357028162e-11,8.933916888352723e-11,8.933567288153055e-11,8.933575867766836e-11,7.965813562839262e-11,7.96595884004547e-11,7.212331831499418e-11,7.212434566114854e-11,6.644883132197725e-13,6.180486309449088e-14,2.6303973316399377e-14,5.690516121868163e-15,4.653336985102744e-15,3.33169636168621e-17,5.460801927917823e-15,3.387838297528725e-15,4.2235512497672216e-16,1.222491320578807e-15,5.711682593294552e-17,4.607980277561039e-18,1.7453363796826838e-18,3.0754004021228917e-18,2.287431305181929e-18,3.073323415753566e-18,1.361269101247153e-23,2.1237651203858883e-18,1.1746896940262437e-15,3.525923310357067e-21,6.169660564279113e-19,1.8767296887373728e-16,5.766774986969947e-24,8.113154386960522e-19,9.040027161880316e-17,7.542508307946758e-24,5.832706097905359e-26,5.287177517990104e-21,2.9292210095779494e-28,2.738617179992381e-26,1.096460050959921e-28,1.5301585750938114e-29,1.92323216610404e-35
