Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367)
2.568448222474117e-15,0.11224537200007749,0.9,0.0,0.0,0.0,0.0,0.0999999999993096,1.768218918746882e-13,1.7673454310890069e-13,1.221738552621128e-13,1.2217385728996392e-13,1.0581851377295869e-13,1.0581857489367323e-13,1.0581568995381345e-13,1.0581569012166663e-13,9.435218596708592e-14,9.435262711175637e-14,8.542812944860693e-14,8.5428130937543e-14,8.722923313833736e-17,1.1549870263019854e-19,4.886625166660191e-20,1.0589888663351583e-20,1.392436170545551e-18,1.1901345437464618e-25,1.0082618404367933e-20,6.014432006641599e-22,7.791119389024139e-22,2.3789654558088586e-21,2.1135688839881105e-25,8.463359275826082e-22,2.0589057536314056e-21,5.819895090955612e-22,4.1037727384795214e-22,5.136271990806733e-22,3.2470357398230615e-30,9.528729696040914e-19,4.41020348996992e-19,2.144707919221775e-27,2.4514200899854427e-22,1.0217682755655787e-22,4.01066427580588e-31,1.4610872878032255e-22,2.2139963674031134e-23,9.38628875233406e-32,5.6891997625118375e-31,9.752687896354035e-27,3.362946199959954e-31,9.712913128534393e-35,3.3633971488133897e-31,2.0573823957235862e-35,1.1776216672301725e-44,2.8013250602219617e-42,1.2745213550108314e-50,4.5531895503515674e-36,2.3909195306722125e-46,5.252041081577609e-46,1.0904294681208935e-54,2.3309423342143927e-54,5.33284039980512e-43,6.189205057861688e-45,7.964888442877886e-51,1.1836940030017211e-49,6.508774225544532e-27,1.9868633194066286e-32,1.372905321584733e-55,2.984226769333377e-55,5.357550079258893e-34,1.3379180923007964e-32,1.832251142454986e-51,5.1448859991490186e-46,4.14336556757024e-52,7.78075606933322e-53,4.531495508676445e-44,3.0089829917943944e-34,8.971232008645372e-33,6.467695984330635e-56,8.77164172934711e-56,3.6588296700056004e-26,1.0749108586929108e-28,3.3450311352192707e-38
5.139127937756639e-15,0.11224537200015508,0.9,0.0,0.0,0.0,0.0,0.09999999999861858,3.5379741132277324e-13,3.5347842301419716e-13,2.4445385339781994e-13,2.44453861800973e-13,2.1172884172678295e-13,2.1172908659174034e-13,2.117233110546831e-13,2.1172331172943557e-13,1.8878634603019624e-13,1.8878771874319355e-13,1.7093047761740454e-13,1.709304837694732e-13,3.185076241578916e-16,4.621231582286752e-19,1.9558967353795772e-19,4.238642937177299e-20,2.7893005802785105e-18,9.526884756154472e-25,4.03537037702697e-20,4.4199015121876064e-21,3.118478176988707e-21,9.521064391668843e-21,1.6918472506730687e-24,2.9820956805913426e-21,4.1195952027976294e-21,2.0429971534313672e-21,1.4501345374891076e-21,1.8301010739181562e-21,2.319018434845704e-29,1.417080065144683e-18,1.3719176169671916e-18,8.592409965891966e-27,7.522014891922156e-22,6.379789228242611e-22,4.491030715467569e-30,5.1606120808904015e-22,1.5737190307357243e-22,1.276261873773902e-30,9.208154547918664e-31,3.903616810802614e-26,5.090402887266782e-31,7.776236363092613e-34,5.09104071417583e-31,8.413193297461311e-35,1.5097330735460024e-43,5.944416920834175e-41,5.534835164947714e-49,5.730563492576614e-35,4.132024362050405e-45,1.1858620371280368e-44,3.7887058325610187e-53,1.0639114835708531e-52,2.2701440942664024e-41,9.592793639249002e-44,2.5522078135663535e-49,2.801202122468771e-48,2.60520593216644e-26,2.9207165803219464e-31,7.423691285258384e-54,2.1109917880919496e-53,4.664311046997325e-33,2.004269153148112e-31,1.527715694971507e-49,8.235192788954219e-45,3.448397169846019e-50,1.2959789033509575e-50,4.0000092023632e-43,2.2454639765441562e-33,1.318783522621324e-31,4.407053580968904e-54,8.295178912878954e-54,1.460214252221298e-25,8.582397181969479e-28,2.3585237161303257e-37
1.0280487368321683e-14,0.11224537200031019,0.9,0.0,0.0,0.0,0.0,0.09999999999723656,7.077484607345319e-13,7.066649236919974e-13,4.890138407833312e-13,4.890138760479641e-13,4.23549131572365e-13,4.235501126671519e-13,4.2353854557878077e-13,4.2353854829668926e-13,3.7765466615265407e-13,3.7765843159307874e-13,3.41935167742462e-13,3.4193519347843647e-13,1.0815997869833366e-15,1.847994133346987e-18,7.825919972869499e-19,1.6959514013397182e-19,5.601340092785074e-18,7.623727110635313e-24,1.6144817069937697e-19,3.035362064354696e-20,1.247797473390779e-20,3.8088681511975695e-20,1.3536840417007515e-23,9.589092681324116e-21,8.24095911757269e-21,6.533503223616019e-21,4.682740807006636e-21,5.983317430967861e-21,1.52400733680147e-28,1.818326693789412e-18,3.760879740111672e-18,3.4488344047687385e-26,2.0313028087420196e-21,3.5312293441285015e-21,4.108051103009523e-29,1.665319902574113e-21,1.0292889966341752e-21,1.5370906811330007e-29,1.636037019296812e-30,1.5619552196765928e-25,6.733790451300974e-31,6.223352457142562e-33,6.734265244881283e-31,3.4028380204703923e-34,1.6936506080640004e-42,1.0480279412736371e-39,1.9955967329391853e-47,6.412778525072769e-34,6.884329398787209e-44,2.384681723792779e-43,1.2662908681035636e-51,4.322161801300906e-51,8.037936488729139e-40,1.313706723744045e-42,8.172563270443818e-48,6.043873336693242e-47,1.0424217236988436e-25,4.010163357951379e-30,3.427729355607534e-52,1.1795340249327402e-51,4.157109784479599e-32,2.789223758231462e-30,1.0989608927658032e-47,1.3167521454021616e-43,2.2021969509274535e-48,1.6570975905590526e-48,3.371890702074032e-42,1.5540374459961947e-32,1.81069857822808e-30,2.5586148164449487e-52,6.488683064305745e-52,5.808828832875122e-25,6.831295107862462e-27,1.6774048744662525e-36
1.542184679888673e-14,0.1122453720004653,0.9,0.0,0.0,0.0,0.0,0.09999999999585454,1.0616995214756723e-12,1.059630523455316e-12,7.33573819282948e-13,7.335738960789104e-13,6.353690553712828e-13,6.353711419146339e-13,6.353537724180078e-13,6.35353778215659e-13,5.66522986271349e-13,5.665293749924326e-13,5.129398516549819e-13,5.129399076271962e-13,2.0648643151326274e-15,3.926013233389486e-18,1.66313571150858e-18,3.6041568079097544e-19,8.436976353868732e-18,2.1800556666388842e-23,3.4308690219934227e-19,7.986325592525184e-20,2.65182354204083e-20,8.093448342001746e-20,3.870606739459295e-23,1.7717773893722925e-20,1.2362308440267722e-20,1.2033502805134655e-20,8.67374507190817e-21,1.1164008829352399e-20,3.921828162216183e-28,1.9917394698982796e-18,6.3776757324576666e-18,7.349389984181427e-26,3.419742853621457e-21,8.401769615433206e-21,1.1754008370039994e-28,3.0834079136682892e-21,2.6431834760086507e-21,4.9594992072303395e-29,2.6241209946411893e-30,3.3194727120191065e-25,7.594730155469966e-31,1.7796634341598172e-32,7.594500131365864e-31,7.678772414613642e-34,5.587519722870176e-42,3.9717665389701086e-39,8.303828272675207e-47,2.0307089988258155e-33,2.6369732037342777e-43,9.56417917537864e-43,5.1476605173660944e-51,1.8459112805845364e-50,3.7629144764188914e-39,4.6353380131817914e-42,3.6133417347460626e-47,2.4557066574615374e-46,2.2153582890199537e-25,1.3759821230683918e-29,1.4121083663793608e-51,5.1005257292493356e-51,1.2458470004758546e-31,9.614529088516479e-30,5.605443918130004e-47,5.018518553791466e-43,9.756801904287438e-48,8.939141278093011e-48,1.0245602783052437e-41,4.097338016541983e-32,6.212936111307302e-30,1.0804922517179579e-51,2.9781754332592234e-51,1.2295422755543628e-24,1.9474332680460853e-26,4.731758665610899e-36
2.0563206229451775e-14,0.11224537200062044,0.9,0.0,0.0,0.0,0.0,0.09999999999447252,1.4156505940764218e-12,1.4124340930227047e-12,9.781337888966742e-13,9.781339222535712e-13,8.471886131389375e-13,8.471921746672411e-13,8.471689915672731e-13,8.471690014863446e-13,7.553913063862813e-13,7.554004197302576e-13,6.839445293549644e-13,6.839446264753456e-13,3.2094269869188563e-15,6.695822003378146e-18,2.837206727342444e-18,6.148442521172147e-19,1.130008377906384e-17,4.5985140000551124e-23,5.852640002235664e-19,1.5681628287156392e-19,4.523926029985855e-20,1.380532375726876e-19,8.163813230092212e-23,2.6837911011032805e-20,1.6483643626595197e-20,1.818322070308723e-20,1.3163554003158215e-20,1.7039120265486103e-20,7.566097309813504e-28,2.0666858986028617e-18,9.09293808545191e-18,1.2573608114455515e-25,4.853298959804234e-21,1.5313822423234354e-20,2.4202966439099967e-28,4.6780405558936635e-21,5.091339871410002e-21,1.1226459034794023e-28,4.0252377161231575e-30,5.662914178563666e-25,8.118097933693203e-31,3.754028257523185e-32,8.11653685609668e-31,1.3675100501213451e-33,1.3773397360309265e-41,1.0870940367140385e-38,3.143625851507575e-46,4.5632114156470124e-33,7.495752358507764e-43,2.7820637350812912e-42,2.0827817401162736e-50,7.495324450221758e-50,1.185995599819303e-38,1.211831023687598e-41,1.2349303023075493e-46,7.153288858003263e-46,3.779330296191389e-25,3.284395373309028e-29,6.42007079358373e-51,2.3143838032274806e-50,2.722855685993123e-31,2.3031441389141376e-29,2.266110675864042e-46,1.3497006200423763e-42,4.42158893975441e-47,4.193787561276061e-47,2.3630659838004176e-41,8.054617427380007e-32,1.4829944572955298e-29,5.313742017011216e-51,1.4591630039729896e-50,2.0898244280433946e-24,4.0963409792631816e-26,9.910913848931477e-36
3.0845925090581866e-14,0.1122453720009307,0.9,0.0,0.0,0.0,0.0,0.09999999999170847,2.123552768085094e-12,2.1177853305301525e-12,1.4672537072694906e-12,1.4672539896726918e-12,1.2708268696690566e-12,1.2708342490374608e-12,1.2707994118079373e-12,1.2707994324246014e-12,1.1331279466073147e-12,1.1331425997602556e-12,1.025953870174485e-12,1.025954075682749e-12,5.7527285167184855e-15,1.3858228647268549e-17,5.874195663252625e-18,1.2729737639098786e-18,1.709896383777685e-17,1.2560251234074694e-22,1.2116855292972558e-18,3.8330084383252743e-19,9.366677727426624e-20,2.857722668912429e-19,2.229529280132077e-22,4.6431674565386765e-20,2.472628240994731e-20,3.135658145900362e-20,2.28319113114266e-20,2.978041174933045e-20,1.804343935192106e-27,2.1330056191250326e-18,1.460703595580605e-17,2.6172855679380996e-25,7.756798272097927e-21,3.399873063503511e-20,6.196130923191502e-28,8.110629916268315e-21,1.2116629408745377e-20,3.279949400383679e-28,8.021128157891154e-30,1.1724924872726516e-24,8.880305411998792e-31,1.0253981898489446e-31,8.874232062869647e-31,3.081725462339773e-33,4.909258312886308e-41,4.5517712338500707e-38,2.1525622096610302e-45,1.3373292359204052e-32,3.455247895026612e-42,1.3224726455622258e-41,1.583147797675046e-49,5.925675795225045e-49,6.052214023715531e-38,4.732605218026873e-41,7.594468033198507e-46,3.328471245995387e-45,7.825010575514623e-25,1.043162557570682e-28,5.490364945386843e-50,2.0628814587494587e-49,7.8018480147945465e-31,7.354415114953693e-29,1.850842371930397e-45,5.4550200820864836e-42,3.8788169143265374e-46,4.375969974215703e-46,7.777097886806811e-41,1.97105818529752e-31,4.7101646272149857e-29,5.14577834403509e-50,1.5192623868823001e-49,4.300393182283384e-24,1.113663271269371e-25,2.722925993562411e-35
4.112864395171196e-14,0.11224537200124093,0.9,0.0,0.0,0.0,0.0,0.09999999998894442,2.8314549879024125e-12,2.822832906215182e-12,1.9563735929657297e-12,1.9563740811474593e-12,1.694463780299605e-12,1.694476337756072e-12,1.6944298037471639e-12,1.6944298389147484e-12,1.5108645868145111e-12,1.5108848541536306e-12,1.367963188148292e-12,1.3679635432623546e-12,8.596982606154748e-15,2.3562672971930666e-17,9.990472148009518e-18,2.1649811334554597e-18,2.3018117164021243e-17,2.6280388545335017e-22,2.0606987968592915e-18,7.298989182913705e-19,1.5930713425702128e-19,4.859345927173457e-19,4.6643638812512535e-22,6.747473852526439e-20,3.296887358354395e-20,4.5456043648772485e-20,3.324367933117753e-20,4.3616533424742823e-20,3.370216814271414e-27,2.1360501511536953e-18,2.0184409056378812e-17,4.476161332162059e-25,1.0686756955337186e-20,6.03304574147009e-20,1.2099805801180679e-27,1.1805521351332471e-20,2.259671250638139e-20,7.086225860412592e-28,1.403554031243672e-29,1.9941587172792148e-24,9.430050028644091e-31,2.1455454957114175e-31,9.416098024112065e-31,5.485666997490107e-33,1.1564721515709343e-40,1.1820496775952632e-37,7.062290982532337e-45,2.9237210672137445e-32,9.36167521152921e-42,3.688957325701085e-41,5.4048020624128906e-49,2.0729264605782046e-48,1.8700238349289997e-37,1.1698252429965757e-40,2.549635294132295e-45,9.709359138988852e-45,1.3308667704685854e-24,2.4138515835159225e-28,1.95097675103916e-49,7.499123462744741e-49,1.6905951904902783e-30,1.709128988454436e-28,7.070117868031313e-45,1.4768397526746833e-41,1.4020275308485667e-45,1.832588555765416e-45,1.7663485906220482e-40,3.7559695989270357e-31,1.0899200955189894e-28,1.9191248046370952e-49,5.936886161357079e-49,7.271423235844252e-24,2.320568422313984e-25,5.692080390813385e-35
6.169408167397214e-14,0.11224537200186147,0.9,0.0,0.0,0.0,0.0,0.09999999998341633,4.247259581475255e-12,4.232548134594383e-12,2.9346132570597652e-12,2.9346143453655746e-12,2.5417331827343424e-12,2.541760564851562e-12,2.541690494663876e-12,2.5416905716160035e-12,2.2663378671834677e-12,2.266369410603447e-12,2.051981749078577e-12,2.0519825405350094e-12,1.465648208033303e-14,5.131366714170065e-17,2.1766445109202388e-17,4.716811786620358e-18,3.5292189872941825e-17,8.2982936395999385e-22,4.489575592858141e-18,1.8580496411699028e-18,3.4710880182482367e-19,1.0582484946140417e-18,1.4722891919133407e-21,1.1080122488100406e-19,4.945392391344059e-20,7.441708029983078e-20,5.472275587984011e-20,7.234063440382902e-20,8.302792484884513e-27,2.1316005440436713e-18,3.134969406707022e-17,9.900073747586637e-25,1.655001974841384e-20,1.3818693043246853e-19,3.1499395739080192e-27,1.9425497840773835e-20,5.553232771762029e-20,2.216549655216388e-27,3.350006214058807e-29,4.345003541446884e-24,1.0518840051763017e-30,6.775266596731725e-31,1.0472182917544712e-30,1.2357064429108995e-32,4.015636507424806e-40,4.831039180202234e-37,4.334589022138241e-44,9.840180926550293e-32,4.626474218653976e-41,1.8967734900712696e-40,3.949527764158136e-48,1.6000965110740195e-47,1.2023590758813579e-36,4.4017745255147676e-40,1.969606053024639e-44,5.407178589521836e-44,2.8997795641444225e-24,8.998805910563112e-28,1.5022747543177948e-48,6.101390222845516e-48,5.697197432831407e-30,6.451953610837142e-28,7.185636261217961e-44,7.395625545245667e-41,1.0226869301270743e-44,2.2732843776006547e-44,5.856443901258886e-40,9.569249206722235e-31,4.063207309106678e-28,1.6210414567430333e-48,5.697043712991767e-48,1.5624969748061254e-23,7.242004442954848e-25,1.686350210138869e-34
8.225951939623232e-14,0.11224537200248197,0.9,0.0,0.0,0.0,0.0,0.09999999997788823,5.6630644687943445e-12,5.641939914805783e-12,3.912852717478613e-12,3.912854764804135e-12,3.3889941985415244e-12,3.3890448874650107e-12,3.3889510091416287e-12,3.388951151930617e-12,3.0218111474661764e-12,3.0218540399475224e-12,2.736000167610067e-12,2.7360016565179124e-12,2.1022454919141263e-14,9.489421691178459e-17,4.0267444439373376e-17,8.725813475314195e-18,4.8420120279202886e-17,2.1541862896247743e-21,8.305718242018815e-18,3.837958751696292e-18,6.421992435451034e-19,1.956613482992249e-18,3.820232799887425e-21,1.549432804743474e-19,6.59387735089644e-20,1.0386809317000317e-19,7.664041857597648e-20,1.0180532453772273e-19,1.6699664632383473e-26,2.125016110615517e-18,4.25171141801616e-17,1.870163949833939e-24,2.241358103559133e-20,2.638711581678903e-19,6.558091989054639e-27,2.719905427853817e-20,1.1148326511338047e-19,5.366877599704276e-27,6.753706980394229e-29,8.038857182824253e-24,1.1666317490490164e-30,1.7589761979156088e-30,1.1543143733075193e-30,2.1878523197834448e-32,1.017628855502221e-39,1.369632658538175e-36,1.701377637533047e-43,2.664859329308262e-31,1.5893341885632785e-40,6.6925846479427514e-40,1.8540756919713744e-47,7.721417942279778e-47,5.039812160900324e-36,1.1765606262686574e-39,9.64367873390626e-44,2.0600671318378077e-43,5.36499288270132e-24,2.6214277308568175e-27,7.268187604780203e-48,3.031472358361795e-47,1.5579710866731335e-29,1.9076642308448605e-27,4.071236306619117e-43,2.6611320825358506e-40,4.4447450880586915e-44,1.4225402173457897e-43,1.4435734266058233e-39,1.9776287440659413e-30,1.1836464106124071e-27,8.283158669661423e-48,3.100808094956902e-47,2.8395882876556616e-23,1.8525578878177004e-24,3.832858493539039e-34
1.0282495711849251e-13,0.11224537200310246,0.9,0.0,0.0,0.0,0.0,0.09999999997236014,7.078869530598151e-12,7.051333620640978e-12,4.891092057368985e-12,4.891095276498906e-12,4.236250252552475e-12,4.236329267157074e-12,4.236211419245913e-12,4.236211642067676e-12,3.777284427697847e-12,3.777338705171427e-12,3.4200185018744956e-12,3.4200208430957358e-12,2.7376448472608233e-14,1.4783803339754196e-16,6.274705468544484e-17,1.3596840663499318e-17,6.206654534443169e-17,4.112401140489825e-21,1.2942778253537716e-17,6.334606358568051e-18,1.000779776460521e-18,3.0475382021692763e-18,7.290606304601548e-21,1.9891290541916096e-19,8.242355072803252e-20,1.332062271498385e-19,9.847163239685444e-20,1.3115411747095447e-19,2.716645668258215e-26,2.1245491576860347e-18,5.3678416988867085e-17,2.963137752636409e-24,2.827471591782055e-20,4.178609373532082e-19,1.0846576659012058e-26,3.494198774492388e-20,1.8117544681080855e-19,9.627712036534711e-27,1.1041942423178452e-28,1.2527460894329777e-23,1.2890046189950274e-30,3.358144457330038e-30,1.2653731617765538e-30,3.4949819702618743e-32,2.02276524483275e-39,2.8429156436600436e-36,4.232683646254013e-43,5.187364086974038e-31,3.706748433409041e-40,1.5706900465343896e-39,5.0886177530843175e-47,2.1373641816764936e-46,1.231019015482554e-35,2.3950588803741603e-39,2.606291198296717e-43,4.895547106348858e-43,8.360608408150877e-24,5.2737304332245626e-27,2.0192933318375545e-47,8.493657345736328e-47,3.053683004818992e-29,3.876137869740027e-27,1.1676098059974862e-42,6.093035505736938e-40,1.1517807824644547e-43,4.253445754195194e-43,2.8281998884597408e-39,3.2649117878953755e-30,2.3812337163284808e-27,2.3504975233457104e-47,8.990090431863084e-47,4.363775605176163e-23,3.500565636583422e-24,6.7649103267393485e-34
1.4395583256301285e-13,0.11224537200434347,0.9,0.0,0.0,0.0,0.0,0.09999999996130396,9.910480563941616e-12,9.870081138006286e-12,6.847570108189172e-12,6.847576780785901e-12,5.930736477594512e-12,5.93089832387968e-12,5.930731695268641e-12,5.930732151763121e-12,5.288230987894851e-12,5.288308254436311e-12,4.7880547306677804e-12,4.78805958424801e-12,4.007189515435365e-14,3.025610122455729e-16,1.2845944712944407e-16,2.783492227076601e-17,9.206599286301969e-17,1.2871317021220638e-20,2.6500717548114922e-17,1.4021096487709137e-17,2.0492549366181593e-18,6.231045752171691e-18,2.2792485279230172e-20,2.867399943655778e-19,1.1539311693478022e-19,1.9181249569774507e-19,1.4207573393966287e-19,1.8976482331822873e-19,5.888009278620349e-26,2.1238033928945126e-18,7.600083549369166e-17,6.368229881754394e-24,3.99970177063887e-20,8.735363435333939e-19,2.400377515063745e-26,5.040731428999238e-20,3.9212730260022403e-19,2.415702800635947e-26,2.4226709253233644e-28,2.5651960200678151e-23,1.5759394556247145e-30,1.0512950952345732e-29,1.501765603047384e-30,6.738270927834082e-32,5.936097186804077e-39,9.098843534187639e-36,2.1019238189563006e-42,1.674415445631524e-30,1.6846305818218865e-39,7.294655817135386e-39,3.6436382617556485e-46,1.5720606250391618e-45,6.58867457187942e-35,7.313074103714487e-39,1.968964735297076e-42,2.3933473415177558e-42,1.7119668661836125e-23,1.7709161380701854e-26,1.4835368048257796e-46,6.40498674173689e-46,1.0022003349681386e-28,1.350281207536014e-26,1.0161343796226331e-41,2.8575261279720178e-39,6.237289381737391e-43,4.1090470922659504e-42,8.14222530315286e-39,7.22885945139047e-30,7.996171343404114e-27,1.817102300040555e-46,7.420108171207467e-46,8.595343444342219e-23,1.0571245684207394e-23,1.6494444820988538e-33
2.2621758345205356e-13,0.11224537200682551,0.9,0.0,0.0,0.0,0.0,0.09999999993919159,1.5573705920559356e-11,1.5507394663942662e-11,1.0760523935045567e-11,1.0760541528360413e-11,9.319615381199976e-12,9.32003751245169e-12,9.319770282360297e-12,9.31977146919515e-12,8.310124107325588e-12,8.310248143564195e-12,7.524125597847098e-12,7.524138397319965e-12,6.545483607280226e-14,7.884530861015011e-16,3.3488311869142014e-16,7.255589319322246e-17,1.6188040563953188e-16,5.853416188898513e-20,6.910986662341659e-17,3.9131860434930385e-17,5.344481825193036e-18,1.619882932325679e-17,1.0339284683482393e-19,4.623319397121045e-19,1.8133499868837936e-19,3.0898576744949723e-19,2.2925177087168064e-19,3.069387468738471e-19,1.6128587773147533e-25,2.1237370311442287e-18,1.2064425181014752e-16,1.8342633850570203e-23,6.344106579674714e-20,2.3190652129239368e-18,6.68775982505326e-26,8.132662934995844e-20,1.0728090409222629e-18,7.524365250212881e-26,6.725849185321352e-28,6.690063507828804e-23,2.39435061746142e-30,4.7832596217583515e-29,2.05764358716274e-30,1.6645061327028298e-31,2.4776870282917856e-38,4.064449971700236e-35,1.566994983657175e-41,7.810611399228077e-30,1.2032507064730262e-38,5.293700997808361e-38,4.320887080762901e-45,1.8991076038019738e-44,5.389400570667176e-34,3.1499368636569803e-38,2.5208231428272876e-41,1.804706584908234e-41,4.4648304897430126e-23,8.179611552021231e-26,1.790684256670467e-45,7.870731268315577e-45,4.754295470957005e-28,6.721904186373198e-26,1.4228239951124634e-40,2.116293656085398e-38,4.951441397853714e-42,6.192407197280264e-41,3.344126340527769e-38,2.018033700037625e-29,3.6933186203659585e-26,2.269425042191646e-45,9.679449293970189e-45,2.071016389495425e-22,4.464433274561824e-23,5.264301701234656e-33
3.0847933434109426e-13,0.11224537200930754,0.9,0.0,0.0,0.0,0.0,0.09999999991707922,2.1236934567050443e-11,2.114452078819288e-11,1.4673475487119304e-11,1.4673508014837157e-11,1.2708400801239612e-11,1.2709177776106739e-11,1.2708806907576194e-11,1.2708809084669044e-11,1.1332017225793053e-11,1.1332188824641019e-11,1.0260194874620086e-11,1.0260218541129524e-11,9.083588994368703e-14,1.4506196033986328e-15,6.162481231341596e-16,1.3350616169976273e-16,2.4153763457070816e-16,1.4255588059180758e-19,1.2721211011302123e-16,7.397968410071817e-17,9.837985662080384e-18,2.9746383510804136e-17,2.514016412349198e-19,6.379174644259245e-19,2.4728223977021893e-19,4.261551035900538e-19,3.164243968654342e-19,4.2410722840375703e-19,3.026685707380827e-25,2.1237354204699953e-18,1.6528760857830263e-16,3.620933735257516e-23,8.68851005039848e-20,4.298771833710314e-18,1.2630988049871003e-25,1.1224474698408722e-19,2.012258791101274e-18,1.484269968642178e-25,1.2695120577169635e-27,1.231489953566806e-22,3.544491949884715e-30,1.1652964677911965e-28,2.7261310637861496e-30,3.0955410550879365e-31,6.056312945817478e-38,1.017630347430932e-34,4.760358765622607e-41,1.91850680125419e-29,3.7062988044811294e-38,1.638559891844642e-37,1.512868302158153e-44,6.682340481108327e-44,1.714971477476116e-33,7.784859505309431e-38,9.402351510723485e-41,5.569243044327044e-41,8.218746032514905e-23,1.961278347109339e-25,6.289649101976341e-45,2.7777616042354447e-44,1.174864717384744e-27,1.6873527921118174e-25,5.40437371506575e-40,6.543549100364036e-38,1.5301728942960795e-41,2.394917061570408e-40,8.126971002338569e-38,3.8155022613971863e-29,8.855708846445557e-26,8.021027942692561e-45,3.459644433915692e-44,3.5961058262602963e-22,1.038087254489413e-22,1.1151038181294868e-32
3.9074108523013494e-13,0.11224537201178957,0.9,0.0,0.0,0.0,0.0,0.09999999989496686,2.6900166503407378e-11,2.6781458795360976e-11,1.8586424764411706e-11,1.858647624014962e-11,1.6097092800577262e-11,1.6098319114838283e-11,1.6097841573975382e-11,1.6097844998185535e-11,1.4353910343297247e-11,1.4354130297728554e-11,1.2996262560987664e-11,1.2996300015672559e-11,1.1621594418962755e-13,2.2888890303018614e-15,9.724969506342926e-16,2.1067023234849755e-16,3.3106520488790863e-16,2.7514058184756324e-19,2.0080727157298875e-16,1.1856418396332804e-16,1.5529766827329325e-17,4.685283290003201e-17,4.845268281228193e-19,8.135024085487793e-19,3.132374568449329e-19,5.433240873105071e-19,4.0359669496320035e-19,5.412751153599138e-19,4.830280075270978e-25,2.1237367833501004e-18,2.099309683058146e-16,6.069845627084796e-23,1.103291446281755e-19,6.812656419551649e-18,2.0230052665971558e-25,1.4316275016929254e-19,3.2104755959129436e-18,2.4372374684991153e-25,2.0330419107659018e-27,1.9439705019238868e-22,5.113487221244569e-30,2.2497147865003887e-28,3.5371621092886906e-30,4.967020355516231e-31,1.2159980018052516e-37,2.0752074057945036e-34,1.237731375691219e-40,3.7211208716878485e-29,9.026186414997724e-38,4.0023892383902775e-37,4.805601758716535e-44,2.1268570651887667e-43,4.0994162635658705e-33,1.574291979278009e-37,2.6921464692858982e-40,1.3579987555340673e-40,1.297371384298177e-22,3.7017421182907537e-25,2.0090136149738723e-44,8.8898991384012e-44,2.2868091917124273e-27,3.313736862622777e-25,1.570753445991385e-39,1.537186930880943e-37,4.037806355762652e-41,7.063529750398713e-40,1.6255396095133358e-37,6.115271834061547e-29,1.671437940922051e-25,2.586933867246231e-44,1.1190554947639825e-43,5.390526101445587e-22,1.9249554911062887e-22,1.9907284059325742e-32
5.552645870082163e-13,0.11224537201675362,0.9,0.0,0.0,0.0,0.0,0.09999999985074212,3.822663809722841e-11,3.8054893529101356e-11,2.6412317980228086e-11,2.6412416771519663e-11,2.2874257741399242e-11,2.2876604315433472e-11,2.2875906318968067e-11,2.287591283083095e-11,2.0397696576044895e-11,2.039801510271392e-11,1.8468394201141573e-11,1.8468466087904602e-11,1.669740207772266e-13,4.378199165545086e-15,1.860564127937849e-15,4.030031645624486e-16,5.333705358609757e-16,6.858997246437566e-19,3.8435797740451284e-16,2.305835382646522e-16,2.972561386249818e-17,8.935396082387424e-17,1.2050668429988686e-18,1.1646723831066814e-18,4.451747532270474e-19,7.776620883483461e-19,5.779413060646866e-19,7.7561082379483e-19,9.3522290479328e-25,2.123739971887721e-18,2.992177034950983e-16,1.2749190035189725e-22,1.5721725720125058e-19,1.3094109301693233e-17,3.9314328246837674e-25,2.0499876237861247e-19,6.214219755559741e-18,4.862261660701263e-25,3.951090386990297e-27,3.7209655349058765e-22,9.502838984685842e-30,5.610896653061808e-28,5.586573941814719e-30,1.0031121840394737e-30,3.428185273625067e-37,5.958917699019803e-34,5.188357309240621e-40,9.325908562917512e-29,3.437993116182818e-37,1.5317071571217328e-36,2.7880448414743826e-43,1.241091911194168e-42,1.4356161614813113e-32,4.474809123136108e-37,1.3118921197151388e-39,5.038687594019365e-40,2.4833058962100987e-22,8.826993626860667e-25,1.1728581675517456e-43,5.21951605019981e-43,5.7523056144865746e-27,8.413681018757434e-25,7.807797020366268e-39,5.279328264309246e-37,1.7242146641654654e-40,3.583448120425959e-39,4.562881925036185e-37,1.189362764602024e-28,3.9856293545934727e-25,1.5275834317042637e-43,6.675338998002342e-43,9.497911390950313e-22,4.505231228746093e-22,4.74886500456959e-32
