Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82)
2.6630237967196676e-15,0.11224537200008035,0.9,0.0,0.0,0.0,0.0,0.09999999999928416,1.83332839596046e-13,1.832392686535288e-13,1.2667254917116999e-13,1.2667255135429748e-13,1.0971496792110709e-13,1.0971503362832461e-13,1.0971204240077058e-13,1.0971204258124405e-13,9.782642854321343e-14,9.782689789379159e-14,8.857376977229744e-14,8.857377137503234e-14,9.344242069034127e-17,1.241592580619412e-19,5.2531194020891304e-20,1.1384123161202657e-20,1.4437531497871495e-18,1.32649069752792e-25,1.0838782100113475e-20,6.681642257414251e-22,8.375453342680107e-22,2.5573780044634302e-21,2.3557278842815936e-25,9.053147841751114e-22,2.1347188229649224e-21,6.224510318466909e-22,4.39026951882424e-22,5.496708794393433e-22,3.603095948097394e-30,9.760060607463091e-19,4.69213292344749e-19,2.305618279041743e-27,2.606483535924668e-22,1.1271939477121458e-22,4.568115941213997e-31,1.5630607629871865e-22,2.4561266676155078e-23,1.0777711227286274e-31,5.8406646076264395e-31,1.048413949123354e-26,3.447309595150864e-31,1.082585487284017e-34,3.4477712399757536e-31,2.2150047585936415e-35,1.3494152940787271e-44,3.2986922979605375e-42,1.5578176495638492e-50,5.209633208647592e-36,2.7774663045936796e-46,6.197415525459074e-46,1.3137910622555424e-54,2.853284630119599e-54,6.511738339570505e-43,7.160916107522983e-45,9.543350136594637e-51,1.3994853681313527e-49,6.996932292996417e-27,2.2885708090956425e-32,1.6972213038869526e-55,3.747457616692708e-55,5.9947943886083585e-34,1.5430010088709877e-32,2.3094225226472462e-51,5.9453818291017705e-46,5.245134238719971e-52,1.021268772639102e-52,5.084407782755298e-44,3.3464129461592157e-34,1.0333523869191716e-32,8.091974322169477e-56,1.116163661823256e-55,3.932818689858269e-26,1.1979578268961961e-28,3.7003707839706755e-38,3.3736495546639125e-38,1.7577717479641896e-38,5.248596246653439e-37,2.689135483744498e-38,8.15883145326818e-37,5.698907719082838e-35
5.328361254426928e-15,0.11224537200016077,0.9,0.0,0.0,0.0,0.0,0.0999999999985677,3.668249637839474e-13,3.664842626437422e-13,2.534551495029264e-13,2.5345515855618817e-13,2.19525126152514e-13,2.1952538939800887e-13,2.1951940094581905e-13,2.1951940167138647e-13,1.9573784963811404e-13,1.9573930119761978e-13,1.7722449107246194e-13,1.772244976993753e-13,3.4018424368803913e-16,4.967698767600678e-19,2.1025868673191205e-19,4.556535431780862e-20,2.89232261652414e-18,1.0618451424714946e-24,4.338001151406457e-20,4.896667265101576e-21,3.3523640402151023e-21,1.0235065292546017e-20,1.885687155356043e-24,3.1775196221960646e-21,4.271286828458621e-21,2.1763487994159567e-21,1.545455131261481e-21,1.9514608667005666e-21,2.564287219230766e-29,1.441008523252352e-18,1.4506858212669417e-18,9.237651074316574e-27,7.947660850691044e-22,6.996778535210682e-22,5.0678934064755065e-30,5.499665026001605e-22,1.7397408303781024e-22,1.4582262723550878e-30,9.442089125021298e-31,4.196388073990778e-26,5.182362574467064e-31,8.66726647438779e-34,5.183006594436938e-31,9.051022603684987e-35,1.718298317752284e-43,6.93710589485594e-41,6.705115386220457e-49,6.519407549058237e-35,4.7884191158113604e-45,1.3905921595688062e-44,4.553129189254041e-53,1.2942405040218115e-52,2.7473170527515633e-41,1.1030327977666726e-43,3.0579979824119944e-49,3.2949060490444587e-48,2.8005963776680807e-26,3.3549145173315163e-31,9.100878535058803e-54,2.6190067925020762e-53,5.2248193017628786e-33,2.3040129423022636e-31,1.9180750280195883e-49,9.516305432593315e-45,4.314306813080344e-50,1.6811845109276876e-50,4.474454286029923e-43,2.4890414893741826e-33,1.514835758421854e-31,5.468513380038291e-54,1.0467058876261366e-53,1.5693930700099588e-25,9.56388210563341e-28,2.612950043199951e-37,2.7408204991572934e-37,1.4812061005018024e-37,8.536558609068234e-36,2.23385603204568e-37,1.3270650127365706e-35,4.563748290791541e-34
1.0659036169841449e-14,0.11224537200032163,0.9,0.0,0.0,0.0,0.0,0.0999999999971348,7.338092235370489e-13,7.326573613343795e-13,5.070203406140943e-13,5.070203786271714e-13,4.391450490998254e-13,4.391461038613481e-13,4.3913410978181894e-13,4.391341127047658e-13,3.915606918238703e-13,3.915646467371798e-13,3.5452592699431274e-13,3.545259547318722e-13,1.149778730002034e-15,1.9865190748239473e-18,8.412846979552436e-19,1.8231431744470082e-19,5.809603611681909e-18,8.497247554151513e-24,1.7355549313814055e-19,3.348025320967757e-20,1.3413822842342629e-20,4.094470120884546e-20,1.508771016903763e-23,1.015952650926127e-20,8.544406761302635e-21,6.91991482694053e-21,4.9625595492544176e-21,6.345581871143206e-21,1.6764364364534783e-28,1.8347110640942856e-18,3.949933289080827e-18,3.708541780264973e-26,2.1318276008298296e-21,3.847894449810331e-21,4.5820553480802624e-29,1.764759827483034e-21,1.1319446929603176e-21,1.742429201287108e-29,1.701986362305378e-30,1.6791018633093456e-25,6.809594843015667e-31,6.936447351297228e-33,6.810029307572848e-31,3.659439228003852e-34,1.914375723071435e-42,1.2106939776102391e-39,2.392736884884084e-47,7.2496571604480376e-34,7.967134020591914e-44,2.7809995904622535e-43,1.5195877747470148e-51,5.2285159596209236e-51,9.629743858761426e-40,1.5004052756886353e-42,9.792181448669889e-48,7.07874035898789e-47,1.1206033536135786e-25,4.585848898723863e-30,4.169326730698099e-52,1.4459854657248254e-51,4.662405765193311e-32,3.191806010455126e-30,1.366217732909409e-47,1.5215473018577983e-43,2.711922707702617e-48,2.1159474365716587e-48,3.765320176719297e-42,1.7145852057202418e-32,2.070636301019364e-30,3.1483828734153174e-52,8.095559972362748e-52,6.2418197909449145e-25,7.611010658741826e-27,1.8571963456387074e-36,2.209420482994133e-36,1.2798830153776557e-36,1.3771778716482754e-34,1.8799723366457816e-36,2.1408911289171826e-34,3.6528485152812564e-33
1.598971108525597e-14,0.11224537200048246,0.9,0.0,0.0,0.0,0.0,0.09999999999570189,1.100793495536945e-12,1.0986003514527194e-12,7.605855221729261e-13,7.605856049619517e-13,6.587645785488014e-13,6.587668217769094e-13,6.587488103559415e-13,6.587488165912398e-13,5.873835340055816e-13,5.873902222516675e-13,5.318273562376857e-13,5.318274165702429e-13,2.1886981600482173e-15,4.2202829580731596e-18,1.787866031097886e-18,3.8744554660723034e-19,8.752735440923104e-18,2.4298445791590728e-23,3.688153221318625e-19,8.789145432884098e-20,2.850710309104896e-20,8.700276445651288e-20,4.314032702327133e-23,1.870963422697451e-20,1.2817511060663124e-20,1.2702639180733113e-20,9.161849321788045e-21,1.180199229203707e-20,4.303005325824262e-28,2.0013786951518016e-18,6.676215684118833e-18,7.904079911391912e-26,3.577465529179869e-21,9.130660354098687e-21,1.3046139330253757e-28,3.2567771164674883e-21,2.8993085238875086e-21,5.602049564103177e-29,2.7715931334069395e-30,3.568433171887609e-25,7.657200393433876e-31,1.9835838965318917e-32,7.656834037833272e-31,8.257001434363615e-34,6.301682244589868e-42,4.5729801695940566e-39,9.930002064082566e-47,2.2905364045892463e-33,3.05080662958181e-43,1.1137259305543251e-42,6.17527846080747e-51,2.229574117169858e-50,4.495236003719957e-39,5.2816116916087954e-42,4.3294247762287527e-47,2.871760392370495e-46,2.3815101627193435e-25,1.5704687256080667e-29,1.7165316190480844e-51,6.241288378951956e-51,1.3977491462380651e-31,1.0981349428180053e-29,6.953046511333288e-47,5.798986726203231e-43,1.197977654707242e-47,1.1385745153730562e-47,1.1436115590141278e-41,4.5101363317652185e-32,7.091096106814188e-30,1.3280285279245152e-51,3.707321740446817e-51,1.3209987625392576e-24,2.1694640621018038e-26,5.235643844967414e-36,6.329565541719613e-36,3.8078262493126195e-36,5.078269468744267e-34,5.5159575294806575e-36,7.894247057304077e-34,1.0845955346106659e-32
2.1320386000670492e-14,0.11224537200064331,0.9,0.0,0.0,0.0,0.0,0.09999999999426898,1.4677777803429807e-12,1.4643761889934157e-12,1.0141506941794262e-12,1.0141508379395225e-12,8.783837145166079e-13,8.783875434975006e-13,8.783635026627772e-13,8.783635133308085e-13,7.832063761832479e-13,7.832158969798794e-13,7.091287788025812e-13,7.091288834886261e-13,3.3939827948464055e-15,7.197676296510035e-18,3.0499869830558672e-18,6.6095480728734715e-19,1.1725861690657569e-17,5.125406318011703e-23,6.291531890002616e-19,1.7226612210188057e-19,4.8632204858623714e-20,1.484034232428754e-19,9.099046738348886e-23,2.826849775417613e-20,1.7090600242426902e-20,1.914551120170193e-20,1.386918554743886e-20,1.7967883833138795e-20,8.284872525755706e-28,2.0719347821224054e-18,9.498609637235853e-18,1.3524757032949287e-25,5.0669565037525774e-21,1.661269896086954e-20,2.6765474994952315e-28,4.9285793848113e-21,5.5735043980171994e-21,1.2643782463090322e-28,4.2986881825414145e-30,6.087632756042499e-25,8.17542792549477e-31,4.184178793186864e-32,8.173569160918976e-31,1.4703993180296411e-33,1.550429411411516e-41,1.248394835940245e-38,3.7508250184016135e-46,5.1390001036366816e-33,8.670872032126223e-43,3.2370739308754335e-42,2.4985416155561695e-50,9.051493961488209e-50,1.413532394937653e-38,1.3778798977045885e-41,1.479665706220583e-46,8.365490420181167e-46,4.0627800729764156e-25,3.742661629298202e-29,7.782155734508459e-51,2.824276667246159e-50,3.0552587352630664e-31,2.6265241311342857e-29,2.8050206067961055e-46,1.5595893048054938e-42,5.403657694106826e-47,5.319582928683359e-47,2.637070272339789e-41,8.849617207507302e-32,1.6899141437461407e-29,6.514200856217252e-51,1.8117517843163266e-50,2.2449688635472792e-24,4.5629039090969067e-26,1.0959402508008371e-35,1.33644006562695e-35,8.310561127560606e-36,1.2893454020526048e-33,1.1895940820018255e-35,2.0042530776802512e-33,2.3634626554519767e-32
3.1981735831499534e-14,0.11224537200096496,0.9,0.0,0.0,0.0,0.0,0.09999999999140316,2.201746381021693e-12,2.195667008184668e-12,1.5212810157736928e-12,1.5212813201600383e-12,1.3176210630292538e-12,1.317628996535913e-12,1.317592867863204e-12,1.317592890036598e-12,1.1748520605290873e-12,1.174867333693582e-12,1.0637316082583946e-12,1.0637318297492734e-12,6.063552268781123e-15,1.489686394722491e-17,6.3147323449581285e-18,1.368439247580108e-18,1.775116807715107e-17,1.3999379879409915e-22,1.302549867745819e-18,4.19972712144169e-19,1.0069178569048717e-19,3.0719479142345495e-19,2.484925521448862e-22,4.874229591031286e-20,2.5636744917222286e-20,3.2905376306541753e-20,2.397480865637623e-20,3.1297716087416276e-20,1.9703793995858552e-27,2.133316564459376e-18,1.5223127964411535e-17,2.81607525107036e-25,8.080488683136383e-21,3.680670489185179e-20,6.819514640712121e-28,8.516238134621367e-21,1.3228065295384404e-20,3.678052518762136e-28,8.657866154947822e-30,1.2604294278162995e-24,8.94087544793007e-31,1.1428921328756335e-31,8.933976083642664e-31,3.313413883145314e-33,5.511704954992819e-41,5.204379796838936e-38,2.5553289777105567e-45,1.5031941690101758e-32,3.996145377417906e-42,1.537160693557372e-41,1.8986516302382647e-49,7.147215368265354e-49,7.185376710905798e-38,5.361733944429239e-41,9.099520755502937e-46,3.892966325745647e-45,8.411886382208709e-25,1.1859119278919893e-28,6.630827685831422e-50,2.505489455683197e-49,8.754242459016277e-31,8.368252897553296e-29,2.2807594665331537e-45,6.303267911184065e-42,4.694532930214704e-46,5.501507408104916e-46,8.676621284281854e-41,2.159900147676061e-31,5.354716814244281e-29,6.277202680789868e-50,1.8752573475385207e-49,4.618614145475261e-24,1.2402954202822641e-25,3.008197625342953e-35,3.6537713882700314e-35,2.3953689562336502e-35,4.5141183961458355e-33,3.365877961891159e-35,7.01667714229481e-33,6.860961711814654e-32
4.264308566232858e-14,0.11224537200128665,0.9,0.0,0.0,0.0,0.0,0.09999999998853734,2.9357150310662513e-12,2.9266508413621123e-12,2.0284113022406386e-12,2.0284118283197812e-12,1.7568569647138909e-12,1.756870465084351e-12,1.7568222026383485e-12,1.7568222404606693e-12,1.5664977448600517e-12,1.5665188416434955e-12,1.4183344131550663e-12,1.4183347958213009e-12,9.037194166102587e-15,2.5328599259097197e-17,1.0739698988753835e-17,2.32733892449089e-18,2.3907052280237256e-17,2.929152122241755e-22,2.2152306906503764e-18,7.980790663097879e-19,1.7125516960851993e-19,5.223579422988511e-19,5.198646084342621e-22,7.065254014221974e-20,3.4182838929029607e-20,4.7581379757814014e-20,3.481833650993918e-20,4.571898615064025e-20,3.67266486155808e-27,2.1354074060625455e-18,2.10069372770803e-17,4.817489566417335e-25,1.1118674631333448e-20,6.522483088627282e-20,1.327064870739732e-27,1.2364194444318168e-20,2.4618206421237096e-20,7.919190493281201e-28,1.5213841505426447e-29,2.1437206296489882e-24,9.50813021017142e-31,2.3913900891273876e-31,9.4924436156991e-31,5.8978269780683296e-33,1.2966830767084555e-40,1.3477056732097614e-37,8.361608954854571e-45,3.2821685644509537e-32,1.0825241228739359e-41,4.2835172075832575e-41,6.4810042599625894e-49,2.498063326665573e-48,2.2146724741032446e-37,1.3227256390269872e-40,3.054915655779959e-45,1.1348999307459234e-44,1.4306817812319804e-24,2.739216907981321e-28,2.353026039190881e-49,9.089577591006046e-49,1.8967339029915895e-30,1.941454444578776e-28,8.69132946703129e-45,1.7064770033644387e-41,1.6892803360767942e-45,2.2945563886852695e-45,1.9702408708272752e-40,4.107215366073475e-31,1.236831364561172e-28,2.336407172096455e-49,7.30655335902343e-49,7.807840679136828e-24,2.5840456918499423e-25,6.282991618177612e-35,7.648858019436727e-35,5.243511740961326e-35,1.1287050667120101e-32,7.257053841841188e-35,1.7543476828139044e-32,1.5004825422070383e-31
6.396578532398666e-14,0.11224537200193001,0.9,0.0,0.0,0.0,0.0,0.09999999998280569,4.403652496792061e-12,4.388245158408876e-12,3.042671759828708e-12,3.0426729320992627e-12,2.635324017916111e-12,2.6353534556843646e-12,2.63528077225482e-12,2.635280855008846e-12,2.349789113473137e-12,2.349821906251259e-12,2.127539942304781e-12,2.1275407948167406e-12,1.5348223779464458e-14,5.5159450184313313e-17,2.3398743558401525e-17,5.070522803026989e-18,3.668960470094583e-17,9.24906617650149e-22,4.826252677096404e-18,2.024171373489674e-18,3.731419629866002e-19,1.137548525416372e-18,1.6409074967409123e-21,1.156532895260465e-19,5.127488785633295e-20,7.76563142123411e-20,5.713066281113479e-20,7.557177079068633e-20,9.017625203451573e-27,2.1308187468657335e-18,3.258332639429446e-17,1.066230837071386e-24,1.7197752754562076e-20,1.491444691625516e-19,3.436141508366507e-27,2.0279587228871578e-20,6.030007441240319e-20,2.4594207757959263e-27,3.636011021571074e-29,4.670878835028093e-24,1.06409415367468e-30,7.551601883675332e-31,1.058879401443425e-30,1.3284968600272374e-32,4.4941953277893855e-40,5.476676293531132e-37,5.099164036055569e-44,1.102432814693904e-31,5.348544940252918e-41,2.1991256409329247e-40,4.7344110701572816e-48,1.9243799961045553e-47,1.4151883050567027e-36,4.95801900110303e-40,2.359937672270334e-44,6.303283175403617e-44,3.1172630415185394e-24,1.0169786409713602e-27,1.8079917150788198e-48,7.366595006430559e-48,6.387478114506575e-30,7.301650347466327e-28,8.771637842121211e-44,8.54541172725353e-41,1.2183422826597506e-44,2.8115939721337257e-44,6.5308060771927925e-40,1.0425483742644813e-30,4.591936603099305e-28,1.964508987562523e-48,6.956508205009516e-48,1.6769284826841152e-23,8.060849795200697e-25,1.8572208916673748e-34,2.4163812833604223e-34,1.8642607665675442e-34,5.232374278236178e-32,2.483725570694953e-34,8.130742892526537e-32,4.9915875558120455e-31
8.528848498564475e-14,0.11224537200257335,0.9,0.0,0.0,0.0,0.0,0.09999999997707404,5.871590278413672e-12,5.849526766556739e-12,4.056931998465953e-12,4.056934202813353e-12,3.5137820556781825e-12,3.5138365490667835e-12,3.513739152205083e-12,3.513739305741386e-12,3.133080481993506e-12,3.1331250483292595e-12,2.8367453183757936e-12,2.836746921488393e-12,2.1953712775736804e-14,1.0200638154323074e-16,4.328702272126782e-17,9.380120044316222e-18,5.0392435299331696e-17,2.400993355910655e-21,8.92858145494905e-18,4.168202172607471e-18,6.903641896823295e-19,2.10318157795432e-18,4.25767123030943e-21,1.6141218522720288e-19,6.836672847092362e-20,1.0818515863462424e-19,7.985177043314133e-20,1.0612008434181799e-19,1.8090305300087966e-26,2.1248485334366047e-18,4.416109736458822e-17,2.0158947596202946e-24,2.327687699533653e-20,2.8447921921256007e-19,7.12561202499027e-27,2.833806274829576e-20,1.2074542976277614e-19,5.916819916961453e-27,7.321171551505504e-29,8.641771545448033e-24,1.1842588223104929e-30,1.960526245945258e-30,1.1705155536295055e-30,2.352064566206592e-32,1.1375926527232141e-39,1.5461124189139297e-36,1.9929197824575495e-43,2.9813879014274356e-31,1.837089450736413e-40,7.751515438719332e-40,2.222162910311737e-47,9.276616505498558e-47,5.907099190873988e-36,1.3216439830069781e-39,1.155483897875093e-43,2.3964009717873655e-43,5.767367376016569e-24,2.951718655978007e-27,8.736580537509426e-48,3.652506149156461e-47,1.745239538004466e-29,2.1520857928910017e-27,4.949388204506503e-43,3.0747662268385936e-40,5.256475511749911e-44,1.747429000836427e-43,1.609512869757721e-39,2.1478937604918143e-30,1.3327816178087105e-27,1.000997476309798e-47,3.769183653955006e-47,3.0456162422745417e-23,2.0609409477305833e-24,4.210720676391314e-34,6.273262111771677e-34,5.521719288008889e-34,1.905355568042561e-31,7.07471909529758e-34,2.9598378356789572e-31,1.2989874661708032e-30
1.0661118464730283e-13,0.11224537200321669,0.9,0.0,0.0,0.0,0.0,0.09999999997134239,7.339528247596211e-12,7.31081330178061e-12,5.07119210753509e-12,5.071195572695266e-12,4.392234759663689e-12,4.3923197038051934e-12,4.392197419961233e-12,4.3921976595330555e-12,3.916371850459008e-12,3.916428229954376e-12,3.5459506038597182e-12,3.5459531240450333e-12,2.854346726042445e-14,1.589183877173011e-16,6.745216739156157e-17,1.4616356621125505e-17,6.465290385250935e-17,4.5835522934457215e-21,1.3913395679461702e-17,6.867913723304045e-18,1.0758382653440353e-18,3.275764162573628e-18,8.125308577361555e-21,2.069958536581511e-19,8.545849762364569e-20,1.386001076737601e-19,1.0248449388901003e-19,1.3654732245702617e-19,2.938792301835305e-26,2.1244762714830403e-18,5.573327057452287e-17,3.1961055421537785e-24,2.935379336781603e-20,4.502420371338088e-19,1.1761268155794928e-26,3.636526136046154e-20,1.9596098025352348e-19,1.0576148297493447e-26,1.1957471289971915e-28,1.3467020603526093e-23,1.3125020508580875e-30,3.742933167491138e-30,1.286148908594439e-30,3.757307039554129e-32,2.2600419952036107e-39,3.2035699939333617e-36,4.949607563620804e-43,5.799749054477489e-31,4.284402043026875e-40,1.8187554459926053e-39,6.098519725858976e-47,2.567025943498772e-46,1.4401646690441673e-35,2.687075366128371e-39,3.1227995042994143e-43,5.690768433480837e-43,8.987654091316121e-24,5.926474953165173e-27,2.4260919891110684e-47,1.0225980961220182e-46,3.418942858352849e-29,4.365672717408816e-27,1.4169381040912811e-42,7.039998541121044e-40,1.3580744893275483e-43,5.209211664978163e-43,3.153242857442547e-39,3.5399085274899506e-30,2.6759652859536063e-27,2.8373698134079713e-47,1.0908595784067795e-46,4.67808477687413e-23,3.892903780177048e-24,7.423206635465061e-34,1.1974862628452339e-33,1.1451454125228353e-33,4.36802254145937e-31,1.4341578120580925e-33,6.783947251695742e-31,2.4822252895745163e-30
1.49256583970619e-13,0.11224537200450342,0.9,0.0,0.0,0.0,0.0,0.09999999995987909,1.0275405163915184e-11,1.02333457868003e-11,7.099711649540791e-12,7.0997188294145305e-12,6.149112344610536e-12,6.149286332914148e-12,6.149113370531756e-12,6.149113861244336e-12,5.4829545871037005e-12,5.483034828569806e-12,4.964360702111844e-12,4.964365924748769e-12,4.170719741203532e-14,3.2523716509585735e-16,1.3809103786187826e-16,2.9921768249196526e-17,9.60841063567365e-17,1.4345844945658102e-20,2.848812630507217e-17,1.5162666206518295e-17,2.2029490751827807e-18,6.697314620151045e-18,2.540071730435966e-20,2.980547388605702e-19,1.1964209719695147e-19,1.9936289716953559e-19,1.4769314175915332e-19,1.973151054898165e-19,6.357139907941003e-26,2.1237950418469147e-18,7.887755481929871e-17,6.880663676574435e-24,4.1507697420827214e-20,9.405406769160389e-19,2.595611365384981e-26,5.2399679460758823e-20,4.2332503610724617e-19,2.6370236055386285e-26,2.6184229265655136e-28,2.757585766387139e-23,1.6159520727565995e-30,1.171756409746193e-29,1.5332755050997953e-30,7.243862730077974e-32,6.627049197902479e-39,1.021639103211402e-35,2.4478320508983158e-42,1.870118565106408e-30,1.9468430709473137e-39,8.439902088384156e-39,4.3659235934469556e-46,1.8861780574352447e-45,7.674097009790275e-35,8.186908491884507e-39,2.3591692846944487e-42,2.776149551895822e-42,1.8403643978707437e-23,1.9813084161541214e-26,1.7804280811523964e-46,7.696574408972136e-46,1.1207259395649217e-28,1.5159399313470966e-26,1.2269698050188183e-41,3.301335816087188e-39,7.302394727799215e-43,4.990340906557215e-42,9.076840075475199e-39,7.817598234796345e-30,8.946147672862656e-27,2.1872015544616517e-46,8.959686357200619e-46,9.202261780009123e-23,1.1741586385571468e-23,1.8061944193463076e-33,3.7449384173542434e-33,4.612377373683721e-33,2.1931776088371685e-30,5.430145436333936e-33,3.4025303763571215e-30,7.496323089033764e-30
2.3454738261725135e-13,0.11224537200707686,0.9,0.0,0.0,0.0,0.0,0.0999999999369525,1.6147162533222508e-11,1.6078216861340182e-11,1.115674828815956e-11,1.1156767212267735e-11,9.662766958890424e-12,9.663220746889622e-12,9.662943159683243e-12,9.662944435061201e-12,8.616120059357569e-12,8.616248875920544e-12,7.8011791889284e-12,7.801192956728105e-12,6.802490105611455e-14,8.475355892867728e-16,3.599863148686309e-16,7.799407073566315e-17,1.6950129272881005e-16,6.523861493599423e-20,7.429283396990469e-17,4.222033253080106e-17,5.7453180471096426e-18,1.740894995745489e-17,1.1521184871916404e-19,4.801116702342376e-19,1.8801253566013221e-19,3.208502976306096e-19,2.3807883979714577e-19,3.188031727816905e-19,1.7384009286774374e-25,2.1237366983822443e-18,1.2516482408244198e-16,1.988046958985642e-23,6.581500100764693e-20,2.49537930089995e-18,7.214708329376032e-26,8.445738700442753e-20,1.1562384805139215e-18,8.165505327994547e-26,7.254972514896254e-28,7.191818475552436e-23,2.495222574499268e-30,5.331343390522539e-29,2.1200406927885117e-30,1.7893779713216365e-31,2.7642977572417886e-38,4.5511934534143155e-35,1.8195676114295364e-41,8.715963530580958e-30,1.3902868575261277e-38,6.121401547897377e-38,5.1764221707422523e-45,2.277077067923096e-44,6.25429342595136e-34,3.5202208043684857e-38,3.0203936622033567e-41,2.0896938305669665e-41,4.799692853272506e-23,9.103021010645544e-26,2.147282464186347e-45,9.44593024362659e-45,5.3099577242365465e-28,7.52469466269148e-26,1.7115265429937486e-40,2.4444542716409706e-38,5.768465284966552e-42,7.476320705902231e-41,3.727701569251852e-38,2.177335131515449e-29,4.110261366062101e-26,2.7261983127284994e-45,1.1649448262167e-44,2.2116024972311e-22,4.946745526199352e-23,5.759729944554023e-33,1.6991489257415486e-32,3.1174178547785844e-32,1.817085672160696e-29,3.3993409488117166e-32,2.8120989744562996e-29,3.2260129065019755e-29
3.198381812638837e-13,0.11224537200965025,0.9,0.0,0.0,0.0,0.0,0.0999999999140259,2.2018923439142598e-11,2.1922886641660014e-11,1.5213782481387167e-11,1.5213817464430964e-11,1.3176321087670536e-11,1.3177156316578535e-11,1.3176770840273135e-11,1.317677317927318e-11,1.1749285530575921e-11,1.1749463774628762e-11,1.0637995966058285e-11,1.0638021419249782e-11,9.434043905778576e-14,1.5593035694219796e-15,6.624349861890293e-16,1.4351056738111142e-16,2.5350361479845784e-16,1.5888227123282523e-19,1.3675259190622798e-16,7.974529876806479e-17,1.0575834794886121e-17,3.196573472598193e-17,2.801200558732632e-19,6.621625371840336e-19,2.5638912352398626e-19,4.423340004088911e-19,3.2846129866223364e-19,4.40285972194861e-19,3.260089408735343e-25,2.123735600546228e-18,1.7145204180123173e-16,3.932278615289409e-23,9.01222948424987e-20,4.6244590380993705e-18,1.3613838291398611e-25,1.1651395838935515e-19,2.1673274052571598e-18,1.606984043029604e-25,1.3682565430201296e-27,1.3238517500258075e-22,3.744056417686746e-30,1.2988204986879894e-28,2.8323045716639415e-30,3.327755660860489e-31,6.755349409279692e-38,1.1384696944394576e-34,5.523580061020289e-41,2.140274425665686e-29,4.2820855764869326e-38,1.89446988327684e-37,1.81230446399586e-44,8.010946587623179e-44,1.9879111605634448e-33,8.694713362733019e-38,1.1265686421258972e-40,6.445321459820712e-41,8.835152172855772e-23,2.1773244777510838e-25,7.540876400945548e-45,3.3327754817195033e-44,1.31157040825258e-27,1.886976532000181e-25,6.4946533443054675e-40,7.557314205659998e-38,1.7804980299627081e-41,2.887484924966742e-40,9.058932594452045e-38,4.112903281385205e-29,9.831210576983253e-26,9.63179554868341e-45,4.160875351994142e-44,3.833224564591044e-22,1.1485521258029144e-22,1.2206126406392272e-32,4.131645635767389e-32,9.188389196241629e-32,5.708418140605168e-29,9.729587462342947e-32,8.822301324272525e-29,7.830880436963807e-29
4.0512897991051603e-13,0.11224537201222368,0.9,0.0,0.0,0.0,0.0,0.09999999989109931,2.789068788166806e-11,2.7767354242749995e-11,1.927081422922509e-11,1.9270869585830706e-11,1.6689774801008348e-11,1.669109304197427e-11,1.669059641570743e-11,1.6690600093881087e-11,1.4882451000758755e-11,1.4882679524749328e-11,1.3474811033502534e-11,1.3474851312309694e-11,1.2065488813769056e-13,2.460349949625635e-15,1.0453729608764563e-15,2.2645399007822733e-16,3.481217239877311e-16,3.066482476525973e-19,2.1586720348909397e-16,1.277371317536997e-16,1.6694499742108597e-17,5.0344425284872224e-17,5.398421887987331e-19,8.442128882788997e-19,3.247747785801889e-19,5.638173905957618e-19,4.1884346209248177e-19,5.617682188796369e-19,5.200777875111661e-25,2.123737049725867e-18,2.1773926348847461e-16,6.602178516489822e-23,1.1442959902547012e-19,7.327780131966081e-18,2.17929923211616e-25,1.485704267944398e-19,3.4565909173234955e-18,2.6351490426212307e-25,2.1901127221777735e-27,2.089768386133723e-22,5.459466022295205e-30,2.5074955365469404e-28,3.703430466204586e-30,5.339611152692406e-31,1.3561522007258289e-37,2.320308271319267e-34,1.4352301208492572e-40,4.150583962564842e-29,1.0427744878675537e-37,4.62712806955101e-37,5.756389817011416e-44,2.5496372126418124e-43,4.74824331351174e-33,1.7575882786415144e-37,3.2256694614311944e-40,1.571124119510782e-40,1.3946742745297698e-22,4.102055510615435e-25,2.408047859832053e-44,1.0663705570078462e-43,2.5521768108810246e-27,3.703572864309329e-25,1.8861803468451223e-39,1.7751858872821359e-37,4.693081809331449e-41,8.506508888343465e-40,1.8119263170565044e-37,6.588441914833362e-29,1.852189143377985e-25,3.1045687961808577e-44,1.3450633778943689e-43,5.737000754350797e-22,2.12717888483347e-22,2.181025975090688e-32,7.962891734242264e-32,2.0472360764461817e-31,1.3218788433080646e-28,2.1261089332492124e-31,2.0405084857800983e-28,1.5219162717107668e-28
