Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086)
3.9583879502426105e-13,0.1122453720119433,0.9,0.0,0.0,0.0,0.0,0.09999999989359676,2.725111380646053e-11,2.713075783562474e-11,1.882890758331662e-11,1.8828967762380032e-11,1.6307078746567257e-11,1.6308342212372563e-11,1.6307857762411776e-11,1.6307861288533315e-11,1.4541175193506607e-11,1.4541175193506607e-11,1.3165814823740206e-11,1.3165856875579119e-11,1.1778863617902168e-13,2.358166361584436e-15,1.0019463809317142e-15,2.1704771222803045e-16,1.2308930090914244e-16,2.9052385605664466e-19,2.0689571052369564e-16,1.2228737867910296e-16,1.599992387337393e-17,4.8259117103426963e-17,5.114665225003714e-19,8.243833121722451e-19,6.814851754364693e-23,5.505851891579194e-19,4.0899881933349166e-19,5.485359406067957e-19,4.980258602451733e-25
4.937786558946982e-13,0.11224537201489838,0.9,0.0,0.0,0.0,0.0,0.09999999986727008,3.399369520696763e-11,3.3841748672003634e-11,2.3487614996272764e-11,2.3487707537634594e-11,2.0341475884080544e-11,2.0343415128875768e-11,2.034279915739886e-11,2.0342804545629865e-11,1.8139005149110122e-11,1.8139005149110122e-11,1.6423342051918108e-11,1.642340672491051e-11,1.4800454463034787e-13,3.618494416714504e-15,1.5376559889790045e-15,3.3306835992902205e-16,1.9137781121692224e-16,5.400896848823383e-19,3.176209943333628e-16,1.8988863598617687e-16,2.456305515292208e-17,7.389395296957901e-17,9.49214106269926e-19,1.0334327135005149e-18,1.2856040691163404e-22,6.900853211201925e-19,5.127851881819992e-19,6.880345936410348e-19,7.708720392764488e-25
6.896583776355726e-13,0.11224537202080852,0.9,0.0,0.0,0.0,0.0,0.09999999981461674,4.747886895269265e-11,4.7263105642375483e-11,3.280502225402111e-11,3.280519464900334e-11,2.8409959958543496e-11,2.8413564538446503e-11,2.841267545921023e-11,2.841268539778224e-11,2.533466505809417e-11,2.533466505809417e-11,2.293839121693163e-11,2.2938511710890047e-11,2.0843352682215913e-13,6.723397618950778e-15,2.8576577862154153e-15,6.189040988180422e-16,3.6104845792471517e-16,1.2965288313844766e-18,5.90611436882304e-16,3.574799024559901e-16,4.567554543016213e-17,1.3680942057879312e-16,2.2723403930513727e-18,1.4515318530214548e-18,3.1375571082184506e-22,9.690858110581312e-19,7.203580920933454e-19,9.670320134358686e-19,1.4462256085958199e-24
8.85538099376447e-13,0.11224537202671866,0.9,0.0,0.0,0.0,0.0,0.0999999997619634,6.096405984738764e-11,6.068348474131382e-11,4.2122417653420085e-11,4.2122693606920635e-11,3.6477958352381794e-11,3.648371955203194e-11,3.648254161224524e-11,3.6482557378236125e-11,3.253032496359507e-11,3.253032496359507e-11,2.945343209108546e-11,2.945362498142185e-11,2.688581053712022e-13,1.0742748448135227e-14,4.566823634668895e-15,9.88939157517724e-16,5.82730394849177e-16,2.5152560135317967e-18,9.443573308746414e-16,5.758183656354372e-16,7.303395331596778e-17,2.1785385521758347e-16,4.397388387091573e-18,1.8696315242439344e-18,6.151868834710461e-22,1.2480866554387707e-18,9.27931260158678e-19,1.246029628223897e-18,2.3247419921091663e-24
1e-12,0.11224537203262885,0.9,0.0,0.0,0.0,0.0,0.09999999973119554,6.884411109714521e-11,6.852517074718251e-11,4.756701204407782e-11,4.756736026836015e-11,4.119223557381351e-11,4.1199500325063485e-11,4.119814579280292e-11,4.1198165581952384e-11,3.673509359082184e-11,3.673509359082184e-11,3.3260478318273e-11,3.326072173417406e-11,3.0416489747385225e-13,1.3544094823125537e-14,5.758285597555831e-15,1.246848168140677e-15,7.382067870179476e-16,3.50971553877925e-18,1.1911193437498415e-15,7.285713721195486e-16,9.211856964807489e-17,2.7409770094068333e-16,6.126562175987853e-18,2.1139474448487954e-18,8.628163679347105e-22,1.4111203838136866e-18,1.0492263317774854e-18,1.4090613878975752e-18,2.9388638693100103e-24
1.0814178211173212e-12,0.11224537203262885,0.9,0.0,0.0,0.0,0.0,0.09999999970931006,7.444926911596039e-11,7.410281804739623e-11,5.143980034745963e-11,5.144020525686389e-11,4.454543708037473e-11,4.4553880569899636e-11,4.4552396925026163e-11,4.455241985330696e-11,3.972598486536401e-11,3.972598486536401e-11,3.596846408218575e-11,3.5968747128249385e-11,3.292779692973068e-13,1.5739939368614742e-14,6.692304817274392e-15,1.4490138415244987e-15,8.604432938199485e-16,4.343824904687502e-18,1.3846249398848903e-15,8.485251741104351e-16,1.0708442007001791e-16,3.1809380250748157e-16,7.57536585800717e-18,2.2877317637317238e-18,1.0710531810465684e-21,1.5270878794781027e-18,1.1355047099155192e-18,1.5250274466180692e-18,3.420932958546883e-24
1.47317726459907e-12,0.11224537204444927,0.9,0.0,0.0,0.0,0.0,0.09999999960400338,1.0141974392875304e-10,1.0093829454109746e-10,7.00745268214847e-11,7.007526742530472e-11,6.067880766837958e-11,6.069422099550579e-11,6.069207457030616e-11,6.069211569028232e-11,5.4117304657471634e-11,5.4117304657471634e-11,4.8998500857314575e-11,4.899901860827965e-11,4.5010333785395275e-13,2.8716265219723706e-14,1.221399761627351e-14,2.6437634103712517e-15,1.5895137153223629e-15,1.0642133516690417e-17,2.5301466976093567e-15,1.560434269131539e-15,1.956819154865987e-16,5.758526324066471e-16,1.8439972974290142e-17,3.1239339870588235e-18,2.660300156553637e-21,2.085091490532667e-18,1.5506524758330374e-18,2.083023722270009e-18,6.280012636170559e-24
1.8649367080808187e-12,0.11224537205626972,0.9,0.0,0.0,0.0,0.0,0.0999999994986967,1.283902933673205e-10,1.277695523390764e-10,8.870920169253608e-11,8.871038113219415e-11,7.681007823192189e-11,7.683458580739476e-11,7.683170867517695e-11,7.683177292098314e-11,6.850862443442185e-11,6.850862443442185e-11,6.202850155381209e-11,6.202932613949765e-11,5.7090970899072e-13,4.563521672015777e-14,1.941685615934153e-14,4.201600213322724e-15,2.550647989961636e-15,2.113685001574795e-17,4.027049203312825e-15,2.4931071938127865e-15,3.1145947367814225e-16,9.082405166456917e-16,3.640928052177696e-17,3.960138522067383e-18,5.3343886753016315e-21,2.6430966435459324e-18,1.9658013892931306e-18,2.6410208393556444e-18,1.0023186269719628e-23
2.6484555950443162e-12,0.11224537207991087,0.9,0.0,0.0,0.0,0.0,0.09999999928808333,1.823316160893989e-10,1.8141950722962382e-10,1.2597839664820868e-10,1.2598076310511852e-10,1.0906635467133602e-10,1.0911538857879215e-10,1.0911084779773999e-10,1.091109715802422e-10,9.729126394285639e-11,9.729126394285639e-11,8.808839472663785e-11,8.809004933980137e-11,8.124658887699992e-13,9.120554747630846e-14,3.883379107292562e-14,8.397906441241691e-15,5.183216618361761e-15,6.029449024999454e-17,8.074751502402287e-15,5.020473420607653e-15,6.245435319301503e-16,1.7864917276813888e-15,1.024641710827183e-16,5.632554526431494e-18,1.546357860326749e-20,3.759111573788123e-18,2.7961026586184204e-18,3.757017598433194e-18,2.0161449575426858e-23
3.4319744820078137e-12,0.11224537210355223,0.9,0.0,0.0,0.0,0.0,0.09999999907746995,2.3627323727045e-10,2.3505281049300966e-10,1.6324738522273602e-10,1.632513511214658e-10,1.4131431362746047e-10,1.4139628887936826e-10,1.4138981629407645e-10,1.4139001583706424e-10,1.260739033906698e-10,1.260739033906698e-10,1.1414814360643699e-10,1.1415091672342042e-10,1.0539470841618255e-12,1.523229470249545e-13,6.489992135796918e-14,1.4026363194287093e-14,8.777060935174005e-15,1.2939960961358446e-16,1.3527550764976724e-14,8.430350821520624e-15,1.0463330649559169e-15,2.939155928958959e-15,2.173440787191167e-16,7.304979776575797e-18,3.3574679321034725e-20,4.875132668590869e-18,3.626408517813987e-18,4.873017724072474e-18,3.383560803409101e-23
4.215493368971311e-12,0.11224537212719389,0.9,0.0,0.0,0.0,0.0,0.09999999886685658,2.902151569056063e-10,2.886695998510402e-10,2.0051616741963256e-10,2.0052214512795824e-10,1.735540060251953e-10,1.7367728670656805e-10,1.7366861624130527e-10,1.7366890569386232e-10,1.5485654277786276e-10,1.5485654277786276e-10,1.402077481956666e-10,1.4021192828793932e-10,1.2953539153544369e-12,2.2884943709052844e-13,9.756864877377513e-14,2.107449611886143e-14,1.3352195058377388e-14,2.366531818710117e-16,2.0385287944956598e-14,1.2722467233884454e-14,1.5768271150748625e-15,4.3519792138724325e-15,3.9313665304918255e-16,8.977414272350255e-18,6.201042726328626e-20,5.991159926358731e-18,4.456718966803726e-18,5.989021216188785e-18,5.104563047031033e-23
4.999012255934808e-12,0.11224537215083583,0.9,0.0,0.0,0.0,0.0,0.0999999986562432,3.4415737499229333e-10,3.4227001547658183e-10,2.3778474324083134e-10,2.37793145071837e-10,2.0578548376494962e-10,2.0595838205855928e-10,2.0594724966366433e-10,2.0594764115186038e-10,1.836391821044355e-10,1.836391821044355e-10,1.662672084956781e-10,1.662730840320569e-10,1.536687013569828e-12,3.2064457485977365e-13,1.3679246902054895e-13,2.9529605605251336e-14,1.8928511429870443e-14,3.904114668122541e-16,2.8647812082726965e-14,1.7896552322795187e-14,2.2160255819988085e-15,6.011038741286864e-15,6.416508591742918e-16,1.0649858013674289e-17,1.0321891129130743e-19,7.107193345511694e-18,5.287034005545506e-18,7.10502807471627e-18,7.179151359740653e-23
6.566050029861803e-12,0.11224537219812047,0.9,0.0,0.0,0.0,0.0,0.09999999823501646,4.5204270651437644e-10,4.494222370869194e-10,3.123212757607689e-10,3.1233576258084276e-10,2.702239851427566e-10,2.7052086533132884e-10,2.705040238376179e-10,2.7050464887410113e-10,2.412044605757205e-10,2.412044605757205e-10,2.1838569623128583e-10,2.183958280560779e-10,2.0191343146985917e-12,5.495282391088522e-13,2.347315547513979e-13,5.0614391643115814e-14,3.3154624799981544e-14,8.679567217186366e-16,4.9386685777429177e-14,3.088965131249877e-14,3.820536720693758e-15,1.0020231125231799e-14,1.3972499983216487e-15,1.3994773232788186e-17,2.3323255750223965e-19,9.339278662255703e-18,6.947677852188945e-18,9.337051890810723e-18,1.238908928711296e-22
8.133087803788798e-12,0.11224537224540627,0.9,0.0,0.0,0.0,0.0,0.09999999781378974,5.599292318238649e-10,5.565105752251173e-10,3.8685698279264585e-10,3.8687920323715495e-10,3.346302264971182e-10,3.35083738685555e-10,3.3506015320903217e-10,3.3506103900956305e-10,2.987697388045252e-10,2.987697388045252e-10,2.7050360682031897e-10,2.7051914878896173e-10,2.5012939405974145e-12,8.378718951535143e-13,3.5834293756554886e-13,7.718102198711657e-14,5.160324948577123e-14,1.6276507721150128e-15,7.574301882277234e-14,4.740754547648263e-14,5.8598685062428525e-15,1.4867283657763192e-14,2.568497136218189e-15,1.7339725433519532e-17,4.438990446119045e-19,1.157138860650489e-17,8.608340057536727e-18,1.1569089171938618e-17,1.9013381153274554e-22
9.700125577715794e-12,0.11224537229269317,0.9,0.0,0.0,0.0,0.0,0.099999997392563,6.678169509081955e-10,6.635361683420302e-10,4.613918643464365e-10,4.614234666134205e-10,3.990046322913455e-10,3.9964700210878865e-10,3.9961565140524107e-10,3.996168115638375e-10,3.5633501679084975e-10,3.5633501679084975e-10,3.226209402697506e-10,3.2264304622441725e-10,2.983171017908866e-12,1.18453487330835e-12,5.072378815799778e-13,1.091262602776835e-13,7.44203383554141e-14,2.7374299028467513e-15,1.0771561858774154e-13,6.74480589543505e-14,8.334023414070954e-15,2.0457628951584097e-14,4.235606665959931e-15,2.0684714615476876e-17,7.571677430730516e-19,1.3803523165461232e-17,1.0269020621386831e-17,1.3801139917664377e-17,2.7052034990506216e-22
1e-11,0.1122453723872704,0.9,0.0,0.0,0.0,0.0,0.09999999731195543,6.884628990867098e-10,6.840099367651474e-10,4.756550540818973e-10,4.756886395378619e-10,4.11319972374397e-10,4.1200212290955787e-10,4.119691706581041e-10,4.119703840201986e-10,3.673509314826858e-10,3.673509314826858e-10,3.3259424941753627e-10,3.3261774300983536e-10,3.075353073537368e-12,1.2574328866892514e-12,5.385826285021049e-13,1.1584450782538985e-13,7.929484856592828e-14,2.994994639290369e-15,1.14474135755851e-13,7.168447033667764e-14,8.857053883568447e-15,2.1606184522042905e-14,4.6162142844341305e-15,2.1324828926107888e-17,8.306944738759447e-19,1.423067589132912e-17,1.0586816983620269e-17,1.422827533465686e-17,2.87515696726974e-22
1.2834201125569784e-11,0.1122453723872704,0.9,0.0,0.0,0.0,0.0,0.09999999655010954,8.835959703573348e-10,8.77403372002952e-10,6.104591510552221e-10,6.105144599120629e-10,5.27659535608228e-10,5.287746991154212e-10,5.287247950442689e-10,5.287265039480765e-10,4.714655720360575e-10,4.714655720360575e-10,4.268538757746003e-10,4.2689257118183537e-10,3.946096676492401e-12,2.048558029987916e-12,8.794137251561201e-13,1.887665508243336e-13,1.3364863910250485e-13,6.261186250063522e-15,1.8850515303842028e-13,1.180888065092476e-13,1.4586813988649917e-14,3.3581694040592465e-14,9.300428292216302e-15,2.7374803921705476e-17,1.781949022579372e-18,1.8267866079168727e-17,1.3590436823920938e-17,1.8265281801304008e-17,4.7372465554750165e-22
1.5654869118638375e-11,0.11224537247239384,0.9,0.0,0.0,0.0,0.0,0.09999999579190141,1.0778011704579495e-09,1.0696798575539698e-09,7.446168860491263e-10,7.446991635565494e-10,6.433440549266166e-10,6.449909603390831e-10,6.449209658451477e-10,6.449231150161438e-10,5.750830709274617e-10,5.750830709274617e-10,5.206615439751803e-10,5.207191159117547e-10,4.8118111427199294e-12,3.0150201373134848e-12,1.2971908037201627e-12,2.7787625337094525e-13,2.031035883593764e-13,1.1262293696630304e-14,2.8041222169658343e-13,1.7569255643873195e-13,2.1701447842531975e-14,4.723109764911277e-14,1.615202051688579e-14,3.339601076957941e-17,3.282292871623263e-18,2.2285858763221507e-17,1.6579774190540818e-17,2.2283055541421543e-17,7.049805947105466e-22
1.8475537111706967e-11,0.11224537255752114,0.9,0.0,0.0,0.0,0.0,0.09999999503369329,1.2720102382124704e-09,1.2617691592629364e-09,8.787719466354746e-10,8.788865266580509e-10,7.589315057674032e-10,7.612084852031993e-10,7.611152329336846e-10,7.611177251988608e-10,6.787005690332296e-10,6.787005690332296e-10,6.144673423423318e-10,6.145475290741906e-10,5.676682697817907e-12,4.154295555066773e-12,1.7913147823469222e-12,3.8294961433865365e-13,2.88490438867007e-13,1.835996475471578e-14,3.904989888944897e-13,2.446787039085652e-13,3.022495029677863e-14,6.229013212209243e-14,2.545724210225351e-14,3.941733743114372e-17,5.4718985275425224e-18,2.6303931014582703e-17,1.9569171036035317e-17,2.6300872900510987e-17,9.820632145515066e-22
2.129620510477556e-11,0.11224537264265232,0.9,0.0,0.0,0.0,0.0,0.0999999942754852,1.4662231735544025e-09,1.453676944696503e-09,1.0129243328674583e-09,1.0130765470096372e-09,8.744240517399465e-10,8.774272736392687e-10,8.773076320417122e-10,8.773103345255359e-10,7.823180663533612e-10,7.823180663533612e-10,7.082712709132398e-10,7.083778106388443e-10,6.5407368638380414e-12,5.460705782866727e-12,2.359800858672004e-12,5.034712011475825e-13,3.9035684550216136e-13,2.7893031939526663e-14,5.187594036800862e-13,3.250363327574537e-13,4.015733666026921e-14,7.849954440841128e-14,3.7435972404794074e-14,4.543878390433361e-17,8.491599613056554e-18,3.0322082767161273e-17,2.2558627359437643e-17,3.031873387620432e-17,1.3049730118800505e-21
2.4116873097844152e-11,0.11224537272778742,0.9,0.0,0.0,0.0,0.0,0.09999999351727709,1.6604399764172264e-09,1.6454086943775117e-09,1.1470740447982895e-09,1.1472692224534617e-09,9.898237993535873e-10,9.936473255787596e-10,9.93498191539848e-10,9.935009430254875e-10,8.859355628878565e-10,8.859355628878565e-10,8.020733297251043e-10,8.022099605759457e-10,7.403998320539552e-12,6.9287597625471985e-12,3.000715700725668e-12,6.389421805674535e-13,5.091979763415014e-13,4.018930895698735e-14,6.651875763987057e-13,4.1675485897617585e-13,5.1498622251878576e-14,9.564935024207802e-14,5.2266294415335367e-14,5.146035018708272e-17,1.2486006997104909e-17,3.434031395633596e-17,2.5548143159797174e-17,3.4336638466129595e-17,1.6737104838312848e-21
2.6937541090912744e-11,0.11224537281292654,0.9,0.0,0.0,0.0,0.0,0.09999999275906898,1.854660646734363e-09,1.8369697103654913e-09,1.2812210824812266e-09,1.2814645508787556e-09,1.1051328002952129e-09,1.1098686409530952e-09,1.1096869339769782e-09,1.109689550728064e-09,9.895530586367155e-10,9.895530586367155e-10,8.958735188151565e-10,8.960439788561175e-10,8.266490944030287e-12,8.553145279614879e-12,3.712175421438832e-12,7.888795719730799e-13,6.454656332907141e-13,5.556608738208589e-14,8.297777712767708e-13,5.198240152984944e-13,6.424882239066012e-14,1.1356865077798907e-13,7.009313359321337e-14,5.748203627732305e-17,1.760298307961039e-17,3.835862451889533e-17,2.853771843617601e-17,3.8354586667914173e-17,2.088276127545986e-21
3.2578877077049926e-11,0.11224537298321696,0.9,0.0,0.0,0.0,0.0,0.09999999124265281,2.243113589465163e-09,2.219599949245784e-09,1.5495071353165152e-09,1.549863158445319e-09,1.335486519816436e-09,1.342315061731933e-09,1.3420590381389055e-09,1.3420607638585232e-09,1.1967880477775247e-09,1.1967880477775247e-09,1.0834682879787983e-09,1.0837176203294859e-09,9.989261592124148e-12,1.2250464025855494e-11,5.3394188699451e-12,1.1302928769764456e-12,9.719288947458698e-13,9.678306553333496e-14,1.2134219785505601e-12,7.599745712732767e-13,9.397602757700126e-14,1.5116534160533066e-13,1.1520306617277962e-13,6.952576787200337e-17,3.1808233521456164e-17,4.639548351775036e-17,3.451704741328291e-17,4.6390613897571785e-17,3.0548939185372403e-21
3.822021306318711e-11,0.11224537315352383,0.9,0.0,0.0,0.0,0.0,0.09999998972623664,2.631582001213802e-09,2.601606743470705e-09,1.8177824917996526e-09,1.8182723537192395e-09,1.5655005839684754e-09,1.574766535426928e-09,1.5744240456228426e-09,1.5744239741518692e-09,1.4040230337757887e-09,1.4040230337757887e-09,1.2710555787022044e-09,1.271398734829227e-09,1.1709224801848346e-11,1.6513505745143318e-11,7.227399178510282e-12,1.5241440477879976e-12,1.3727153481010057e-12,1.538853856699551e-13,1.6696490330562346e-12,1.0454117878586251e-12,1.293390747413552e-13,1.9045836926827598e-13,1.7347051434742602e-13,8.156997867181914e-17,5.233977500072154e-17,5.4432659284868746e-17,4.049661428342397e-17,5.442681554618742e-17,4.2048303609918755e-21
4.3861549049324295e-11,0.11224537332384747,0.9,0.0,0.0,0.0,0.0,0.09999998820982048,3.020065881447199e-09,2.9830265132942647e-09,2.086047152357023e-09,2.0866921214359e-09,1.7951895255230533e-09,1.8072230614891888e-09,1.8067820117677086e-09,1.8067791818431004e-09,1.6112580166315075e-09,1.6112580166315075e-09,1.4586353912834518e-09,1.45908732212854e-09,1.3426544580025636e-11,2.1305781703322138e-11,9.36274458064662e-12,1.9671033625847e-12,1.8503761446959376e-12,2.2905702899410327e-13,2.19841826239323e-12,1.3760641843244046e-12,1.7033808638861852e-13,2.30928659421698e-13,2.4533539439233186e-13,9.361466866021592e-17,8.046301490234127e-17,6.247015136311844e-17,4.647641903936111e-17,6.246319159478435e-17,5.538089430487512e-21
4.950288503546148e-11,0.11224537349418813,0.9,0.0,0.0,0.0,0.0,0.09999998669340436,3.4085652296324113e-09,3.3638933400113614e-09,2.3543011174148985e-09,2.355122446981751e-09,2.0245671236946396e-09,2.0396846393699495e-09,2.0391329714447143e-09,2.0391263871671517e-09,1.8184929963446816e-09,1.8184929963446816e-09,1.6462077260205406e-09,1.6467833820017015e-09,1.514137440071588e-11,2.6593147098807486e-11,1.1732765751256406e-11,2.4560502251667237e-12,2.40720560204173e-12,3.2434331588070585e-13,2.799691045989734e-12,1.7518644398744727e-12,2.1697318500895584e-13,2.7220131549133015e-13,3.311153108135012e-13,1.056598378206326e-16,1.1746452694959394e-16,7.050795931486348e-17,5.245646167388089e-17,7.049974202434676e-17,7.054675102127108e-21
5.5144221021598665e-11,0.11224537366454608,0.9,0.0,0.0,0.0,0.0,0.09999998517698824,3.797080045236628e-09,3.744239240387614e-09,2.6225443873994486e-09,2.623563316328031e-09,2.2536464810882665e-09,2.27215126852056e-09,2.2714769495165927e-09,2.2714655903589023e-09,2.0257279729153104e-09,2.0257279729153104e-09,1.8337725832113992e-09,1.834486914223292e-09,1.6853858441083683e-11,3.2343526049019e-11,1.4325387001822172e-11,2.9880490688671955e-12,3.045316158218959e-12,4.416669252398667e-13,3.4734305838690265e-12,2.172748905661976e-12,2.692444930792567e-13,3.139755796012447e-13,4.3106497280645255e-13,1.1770548613653934e-16,1.646454893366411e-16,7.854608271998252e-17,5.84367421798037e-17,7.853646681597116e-17,8.75459135056891e-21
6.078555700773585e-11,0.11224537383492149,0.9,0.0,0.0,0.0,0.0,0.09999998366057214,4.185610327727009e-09,4.124094248855547e-09,2.89077696273686e-09,2.8920147160112575e-09,2.4824400457895245e-09,2.5046229483923684e-09,2.5038139574355913e-09,2.5037967916532474e-09,2.232962946343394e-09,2.232962946343394e-09,2.021329963153965e-09,2.022197918568419e-09,1.856413195139082e-11,3.852682922130751e-11,1.7129126619086944e-11,3.560342165073619e-12,3.766624256747625e-12,5.82832676831226e-13,4.2196018274012485e-12,2.6386574573095375e-12,3.2715213306358233e-13,3.5604693508203645e-13,5.453574439248308e-13,1.297516135913383e-16,2.2332131796960683e-16,8.658452117527632e-17,6.441726054990752e-17,8.65733659504888e-17,1.0637842150083981e-20
6.642689299387303e-11,0.11224537400531454,0.9,0.0,0.0,0.0,0.0,0.09999998214415602,4.574156076570603e-09,4.5034864001736105e-09,3.1589988438533946e-09,3.1604766331401665e-09,2.710959603063721e-09,2.737099678436656e-09,2.736143990729844e-09,2.7361199912851376e-09,2.4401979166289327e-09,2.4401979166289327e-09,2.208879866146234e-09,2.209916394812871e-09,2.027232117727772e-11,4.511497121140958e-11,2.013310459759452e-11,4.170351262824177e-12,4.572835182365612e-12,7.495264530282017e-13,5.03817149632804e-12,3.1495335250131103e-12,3.9069622741276835e-13,3.9832374590316866e-13,6.740700262463934e-13,1.4179822016859346e-16,2.9482192209337625e-16,9.462327429469626e-17,7.039801677713786e-17,9.461043940938111e-17,1.2704431474437578e-20
7.368780781669385e-11,0.11224537422465221,0.9,0.0,0.0,0.0,0.0,0.09999998019238997,5.074272717246155e-09,4.991159482505267e-09,3.5042091707942618e-09,3.5060271081699418e-09,3.004699768456947e-09,3.0363259019458046e-09,3.0351636888879018e-09,3.035129398076189e-09,2.706928252343308e-09,2.706928252343308e-09,2.4502627219431596e-09,2.451538221375307e-09,2.246803805389697e-11,5.414832168806198e-11,2.427766560130075e-11,5.007134055574955e-12,5.737972477093868e-12,1.0041759393834526e-12,6.198254115579019e-12,3.8731775599619494e-12,4.807794826493387e-13,4.5295953964366875e-13,8.610268633246619e-13,1.5730400861452027e-16,4.0788557619575454e-16,1.049703465463036e-16,7.809614653840039e-17,1.0495514378860496e-16,1.5634173551184763e-20
8.094872263951467e-11,0.11224537444401976,0.9,0.0,0.0,0.0,0.0,0.09999997824062393,5.57441497752798e-09,5.478160716341846e-09,3.849401783259016e-09,3.851594960918003e-09,3.2980268277448887e-09,3.3355604895130515e-09,3.3341717955513483e-09,3.334125550169915e-09,2.9736585828517318e-09,2.9736585828517318e-09,2.6916331925219125e-09,2.6931724250664967e-09,2.46607295488338e-11,6.375723938521069e-11,2.8716209634358312e-11,5.897646040185648e-12,7.049415734145325e-12,1.3068290112832886e-12,7.47815624868963e-12,4.671120724622013e-12,5.802005755836825e-13,5.077673401520922e-13,1.0720132772153604e-12,1.7281059071364953e-16,5.472789753397298e-16,1.1531793870839463e-16,8.579467030730128e-17,1.1530013688103668e-16,1.8867650047272847e-20
8.820963746233549e-11,0.11224537466341748,0.9,0.0,0.0,0.0,0.0,0.0999999762888579,6.074582856279923e-09,5.964537474550786e-09,4.194576682156349e-09,4.197180167575152e-09,3.5909616560692374e-09,3.6348034399687097e-09,3.633168288563699e-09,3.6331084480672085e-09,3.2403889081542004e-09,3.2403889081542004e-09,2.9329912785177396e-09,2.9348190054060613e-09,2.6850608991216175e-11,7.389426982489641e-11,3.3429410288316584e-11,6.837508237138394e-12,8.509970236526167e-12,1.6603397241960305e-12,8.877818030599314e-12,5.543264456766333e-12,6.889597672072964e-13,5.626839632886647e-13,1.307081932533772e-12,1.8831796643117568e-16,7.158769699680651e-16,1.2566605006798662e-16,9.349358806893054e-17,1.2564541864812009e-16,2.2404869432261476e-20
9.547055228515631e-11,0.11224537488284567,0.9,0.0,0.0,0.0,0.0,0.09999997433709186,6.57477635236597e-09,6.4503333913504216e-09,4.539733868394831e-09,4.542782705485206e-09,3.883523796344724e-09,3.934054752143247e-09,3.9321531462088196e-09,3.932078092268908e-09,3.5071192282507176e-09,3.5071192282507176e-09,3.174336980565808e-09,3.1764779619125886e-09,2.903787287372873e-11,8.451570512833317e-11,3.839915757710267e-11,7.822680516307801e-12,1.0122213649515616e-11,2.0673379357687186e-12,1.0397182985389974e-11,6.489516843690239e-12,8.070573184760948e-13,6.176580916637831e-13,1.5662754246742486e-12,2.0382613573188903e-16,9.165546175875194e-16,1.3601467994658905e-16,1.0119289980798558e-16,1.359909890496949e-16,2.624584017473712e-20
9.999999999999999e-11,0.11224537510230455,0.9,0.0,0.0,0.0,0.0,0.09999997311955627,6.88681616371987e-09,6.7531025008931505e-09,4.7550381835504225e-09,4.7583825754348425e-09,4.065847011766525e-09,4.120735625217032e-09,4.1186576640628906e-09,4.118572310436441e-09,3.6735088704895604e-09,3.6735088704895604e-09,3.3248851174806166e-09,3.3272340507340297e-09,3.0401070530881186e-11,9.136895556606351e-11,4.1621748226820254e-11,8.458536849439908e-12,1.1205825521306329e-11,2.3493942922011703e-12,1.1405584716473132e-11,7.117296946517828e-12,8.854577992948709e-13,6.519668654002272e-13,1.7401935426893946e-12,2.1350072385059499e-16,1.059260102064019e-15,1.4247054451240456e-16,1.0599602442907688e-16,1.4244482891240166e-16,2.879573165784797e-20
1.0273146710797714e-10,0.11224537510230455,0.9,0.0,0.0,0.0,0.0,0.09999997238532583,7.074995464650046e-09,6.9355883958454584e-09,4.884873342883056e-09,4.888402553144535e-09,4.175731459283883e-09,4.2333144248671386e-09,4.231126345647375e-09,4.231034483275886e-09,3.773849543141281e-09,3.773849543141281e-09,3.4156702993013034e-09,3.4181492941036755e-09,3.122270100273451e-11,9.558155041219561e-11,4.360855877334373e-11,8.849458929655231e-12,1.1888489137399277e-11,2.5302311124974204e-12,1.2036198004796806e-11,7.509792560942373e-12,9.34493490308773e-13,6.726604485385183e-13,1.849617648804884e-12,2.193350985796058e-16,1.1521848454006907e-15,1.4636382770013936e-16,1.0889260550827459e-16,1.4633684804176803e-16,3.039057074251607e-20
1.1034099608182804e-10,0.11224537533233346,0.9,0.0,0.0,0.0,0.0,0.09999997033985078,7.599258800436234e-09,7.443601164902436e-09,5.24656479483182e-09,5.250635002906618e-09,4.481606856878e-09,4.546951252143529e-09,4.544441437930477e-09,4.544330274116368e-09,4.0533862225165865e-09,4.0533862225165865e-09,3.6685773279336255e-09,3.6714371344624956e-09,3.3509994115157467e-11,1.0761557256830024e-10,4.9308041955368226e-11,9.96647056941591e-12,1.3907204800481242e-11,3.077745075971673e-12,1.3882256471673677e-11,8.658407185396847e-12,1.0780704056331298e-12,7.303176482461939e-13,2.1724923008366438e-12,2.3558953596510864e-16,1.4397617239233254e-15,1.57210418266571e-16,1.1696241554651183e-16,1.57179746509808e-16,3.5060295427692675e-20
